# _root_ — Öt percet kaptunk , hogy elhagyjuk a lakásunkat — meséli egy asszony , akit az EBESZ-szóvivő találomra állít meg .
#goldHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
#predictedHeads=11,3,4,11,4,4,4,9,7,11,0,13,11,11,19,17,19,19,11,19,11,
(19,14),(19,17),-0.011988 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.035434 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0345643 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0103367 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.120709 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0175479 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.00637278 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0390408 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0531819 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0282972 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0773262 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0671072 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.000388222 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.000289536 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0938025 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0086984 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0278498 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0289871 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00837343 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.0367454 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.145333 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0123502 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.104867 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.145333 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0250798 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.06193 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0123502 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.017882 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.150978 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0217639 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.219796 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.0222648 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.084439 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.219796 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0182913 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.281478 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0222648 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.10993 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.219604 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0556765 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.102387 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.289343 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.106062 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.0993669 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.426477 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.102387 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.152914 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.105911 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0777381 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0210584 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0645924 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.0141153 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.212317 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.0370913 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.105966 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0640567 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.00629184 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.237222 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0691483 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.150876 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.077874 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.143875 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.244109 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.00367983 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0993669 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.426477 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.102387 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.152914 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.105911 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0777381 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.236029 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0728617 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.132952 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0769344 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0155571 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0123502 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.017882 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.150978 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0217639 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.105966 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0640567 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00629184 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.084507 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.110167 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0749624 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.83714 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0596308 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.713292 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.470787 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.102811 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.498172 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.534397 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.484163 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.271358 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.29412 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0829054 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),1.75185 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.690768 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.197586 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.889597 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.581166 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.279115 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.293376 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.660468 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.093327 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),1.92701 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.08928 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.177317 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0159546 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.502017 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.315637 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0651653 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.450478 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.336163 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.390737 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.446518 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.12006 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.32535 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.439521 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.164446 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.158653 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.12232 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.414362 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),2.11004 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.06959 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.385613 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.934393 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.874041 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.220662 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.465344 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.478298 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.602014 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.235406 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.274545 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.293627 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.120039 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.0319797 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),2.09584 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),1.09238 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.173354 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0148182 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.457007 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.344402 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.157419 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.450215 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.335896 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.39176 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.447986 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.119793 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.327025 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.439212 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.164179 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.161189 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.120852 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.416897 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),2.11049 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),1.09238 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.173354 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.0148182 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.457007 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.344402 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.157419 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.163241 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.784585 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.541115 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.88324 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.119793 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.327025 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.439212 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.22287 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.164179 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.161189 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.120852 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.416897 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),2.11049 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),1.05799 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.153578 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.00618336 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.436389 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.308533 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.178326 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.18386 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.562116 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.84886 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.197492 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.884525 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.317636 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.131866 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.714431 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.34818 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.390399 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.336414 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.430484 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),2.08691 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.415298 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.109003 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.163616 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.454453 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.675023 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.544968 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.217017 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.238631 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.282736 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.0358781 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.0218754 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),1.78006 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.571378 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.559613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.221855 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.328092 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.190113 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.277246 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.202479 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.128035 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.797869 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.646926 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.562689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0998853 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.302276 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.322027 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.182783 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.376017 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.230795 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.337201 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.195149 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.530453 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.313011 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.491863 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.524989 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.509418 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.120758 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.396952 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.734708 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.646926 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.567105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.101475 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.246172 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.41238 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.417013 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.376017 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.230791 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.336472 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.194037 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.53045 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.311645 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.491818 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.524986 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.512217 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.119645 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.399751 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.734634 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.571378 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.559567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),-0.220593 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.320308 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.405124 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.188851 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.426169 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.346975 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.202479 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.572771 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.57144 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.128035 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.797869 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.646926 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.567105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.101475 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.246172 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.41238 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.417013 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.213692 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.457898 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.319202 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.301012 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.53045 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.311645 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.491818 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.535442 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.524986 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.512217 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.119645 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.399751 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.734634 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.571378 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.559567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),-0.220593 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.408051 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.418871 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.24697 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.337694 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.524382 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.338954 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.503698 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.552607 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.55644 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.129804 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.804979 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.646987 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.567105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),-0.100508 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),-0.246942 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),-0.420858 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.417635 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.214461 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.318235 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.307656 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.226828 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.538157 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.601489 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.431593 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.524988 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.55457 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.612429 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.543051 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.402526 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.739271 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.404591 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.760652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.603173 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.468092 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.569404 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.787808 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.398358 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.361225 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.369204 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.465215 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.1322 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.860459 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.766771 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.302394 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.440242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.229294 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0194071 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.303303 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.226026 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.410326 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.140015 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0951235 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.000176755 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.226418 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.00684407 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.0079814 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.27637 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),0.132571 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.276761 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.523098 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.766771 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.302394 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.441831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.245719 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.245264 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0082529 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.226026 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.410322 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.139286 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.094011 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.000173292 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.225052 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.0067988 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.00797794 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.279169 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),0.133683 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.27956 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.523023 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.725332 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.372554 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),-0.224036 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.116735 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0251845 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.190267 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.213144 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.07223 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.000805061 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0175792 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0295179 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),0.22693 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.50617 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.766771 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.302394 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.441831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.245719 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.245264 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.0082529 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.211212 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.238767 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.468601 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0745977 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.000173292 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.225052 # DEPENDENCYPART_GRANDPAR
