# _root_ Mint arról korábban beszámoltunk , márciusban csaknem kétszáz mázsa busa , harcsa és amur pusztult el a természetvédelmi területen található vajai őstóban .
#goldHeads=4,4,4,15,15,15,9,9,10,15,15,15,15,15,0,15,19,19,20,22,22,15,15,
#predictedHeads=4,4,4,15,15,15,9,9,10,12,12,15,15,15,0,15,19,19,20,21,22,15,15,
(15,9),(15,17),-0.0291571 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0145786 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.015313 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0326945 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0217248 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0170826 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.00880098 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.092942 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0382212 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.127764 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.037751 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00800369 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0252217 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0106432 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0110145 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0287591 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0174262 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0127841 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.00338676 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0175558 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0402117 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0173491 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00380917 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0156273 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0212907 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0208249 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0226036 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0237185 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.022228 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0122187 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.127418 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0381404 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00121527 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0184333 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00385478 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00485681 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0219707 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0112686 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.00662636 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0137532 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0203604 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0171249 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0463679 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0274181 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0131991 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0333142 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.013226 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0117354 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00765616 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00800369 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0252217 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0106432 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0110145 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0287591 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0174262 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0127841 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.00338676 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0817407 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.047431 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0325936 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0448732 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0315432 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0325537 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0201066 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.00694272 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.012077 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00934167 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0113174 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0123279 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0255117 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0225901 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0340658 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0233361 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0223256 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.00793209 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0325746 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0182577 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0152264 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.00648705 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0312521 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0302416 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0153679 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0145936 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.0116925 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0121878 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.128865 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.154536 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.128867 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.120241 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0973045 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.0973045 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.132654 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.270498 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0755876 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.133915 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0945216 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0961827 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0260162 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.166098 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0768566 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0460331 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0460331 # DEPENDENCYPART_SIBL
(16,13),(16,23),0.0269114 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.13423 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.094837 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0964981 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0208623 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.00680508 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.00781545 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0287494 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.00501316 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0188774 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0188828 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0310139 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.000115269 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0631258 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0790619 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.138702 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00892112 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0087505 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00976958 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00959896 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.00430776 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.257106 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.257106 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.257105 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.257947 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.257106 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.0277224 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.146015 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.257423 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.0682473 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0681139 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.440136 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0682473 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0336253 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0298398 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0622283 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.0688958 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.440136 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0690292 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0336253 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0298398 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0630102 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.440087 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.068969 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0336253 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0298398 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0629501 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.100998 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.116102 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0290134 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0964662 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0336253 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0298398 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0630102 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.049495 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0616847 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00732269 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.38659 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.00289837 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.101404 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.00219545 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.00798917 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.155843 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0129209 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.137145 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00332055 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00315072 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.000625362 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00411473 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0542123 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.00704841 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0113291 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.793956 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0166576 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.317123 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.0462257 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0201999 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0484915 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.00435639 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.046836 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.1045 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.38659 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.00289837 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.102913 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.00219545 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.110651 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0197197 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.317123 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0462258 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0201396 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0484917 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.00429611 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.041682 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.15886 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0204643 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.140162 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0342339 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0285178 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.00164206 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.000625362 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.00458565 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.00425058 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0542123 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0124393 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0359584 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.00882393 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00278203 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0412815 # DEPENDENCYPART_SIBL
(0,1),(1,4),0.69159 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.395126 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.0606053 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.082905 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.203011 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.380966 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),1.95422 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.204914 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.514551 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.13577 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.116154 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.278066 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.449689 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.106749 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0938541 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.056345 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.168564 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.0126509 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.271859 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.197147 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.233594 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.357656 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0541981 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.0196175 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.117505 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.00137183 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),1.86852 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.570045 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.469597 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.391435 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),1.95437 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.155555 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.103785 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.272013 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.194006 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0106841 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.125825 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.329191 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.000399909 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0125502 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.00189146 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0639515 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.077712 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.165455 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.345313 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.0456919 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.256007 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.0748087 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.0111136 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),0.104412 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),2.22345 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.564794 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.105375 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.860366 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0565812 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.262253 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0146761 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.00178143 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.135278 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.0764917 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.23273 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.179787 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.393656 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.0488583 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.0254327 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.0907008 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),1.94738 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.341216 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.957434 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.613924 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.358841 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.105468 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0920876 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.421809 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.16214 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.327297 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.773278 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.115085 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.172944 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.05681 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),2.24018 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.229147 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.180568 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.203257 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.530102 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.131022 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.164982 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.230513 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.490172 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.16209 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.14698 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.0610932 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.209822 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0994114 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.324985 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.00615396 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.81765 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.201087 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.116818 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.129729 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.0523072 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.167833 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),2.32143 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.858103 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.095448 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.284339 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.203543 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.0559652 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.0183258 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.0978077 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),1.96549 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.439151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0842405 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0073538 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0642722 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.243295 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.261032 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.200201 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.266923 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.214165 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.0398376 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.204087 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.315259 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.211003 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),9.42572e-05 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.483305 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.27306 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.186961 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.203403 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.158285 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.688451 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.409634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.137776 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0268267 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0983235 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.113946 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.231958 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.16444 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.227141 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.175223 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.0618404 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),0.0541544 # DEPENDENCYPART_GRANDPAR
(1,10),(10,2),0.137776 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.0268267 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.113946 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.103719 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.144337 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.104568 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.128226 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.0618404 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.163185 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.171881 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),0.0541583 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.421669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),0.107732 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),0.0227855 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),0.0611454 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.0699208 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.20002 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.153159 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.158375 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.226087 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.172384 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.0454863 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.158244 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.266054 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.169221 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.496083 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.271686 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.271811 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.236395 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.185712 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.198666 # DEPENDENCYPART_GRANDPAR
(1,15),(15,22),-0.153547 # DEPENDENCYPART_GRANDPAR
(1,15),(15,23),-0.669977 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.72408 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.70238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,15),-0.439402 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-1.1987 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.801502 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.623038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.363168 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.392793 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0543074 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.219821 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0778406 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0757036 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0767193 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.355183 # DEPENDENCYPART_GRANDPAR
