# _root_ Az a kérdés , hogy sikerül -e az előtt tárgyalóasztalhoz ültetni Szlobodan_Milosevicset , hogy a jugoszláv hadsereg teljesen kiűzi az albánokat a tartományból .
#goldHeads=5,3,5,5,0,5,6,9,11,11,6,11,6,6,17,17,19,19,6,21,19,23,19,5,
#predictedHeads=5,3,5,5,0,5,6,10,11,11,6,11,6,6,17,17,19,19,11,21,19,23,19,5,
(17,21),(17,23),0.00444244 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.279057 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.150919 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.159682 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0604991 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.151075 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0619919 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.279693 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.279057 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0376706 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0349781 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0584465 # DEPENDENCYPART_SIBL
(18,3),(18,21),0.01877 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.0204601 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.0953864 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.232945 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0658507 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0352703 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.216302 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0345548 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.160741 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0787626 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0987202 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0323795 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0349469 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0147115 # DEPENDENCYPART_SIBL
(18,5),(18,23),0.0150525 # DEPENDENCYPART_SIBL
(18,5),(18,24),0.0612487 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0866471 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.00348468 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0730489 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.00348468 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.264397 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0731903 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0764738 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0109467 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.00339335 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0653688 # DEPENDENCYPART_SIBL
(18,6),(18,23),0.0667175 # DEPENDENCYPART_SIBL
(18,6),(18,24),0.123143 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.140465 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.12068 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.140465 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.136904 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.169412 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0225324 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0551214 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.141923 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0935636 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.0935636 # DEPENDENCYPART_SIBL
(18,9),(18,24),0.101073 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.151633 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.076342 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.282561 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.273087 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0375132 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0381017 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0727967 # DEPENDENCYPART_SIBL
(18,10),(18,21),0.0185996 # DEPENDENCYPART_SIBL
(18,10),(18,23),0.0202897 # DEPENDENCYPART_SIBL
(18,10),(18,24),0.0614907 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.000132691 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.256004 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0694917 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0764712 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0109396 # DEPENDENCYPART_SIBL
(18,11),(18,17),4.1367e-05 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.057913 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0592618 # DEPENDENCYPART_SIBL
(18,11),(18,24),0.124781 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.282561 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.273087 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0375132 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0381017 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0727967 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0185996 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.0202897 # DEPENDENCYPART_SIBL
(18,12),(18,24),0.0619812 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0995342 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.131402 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0235207 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0498195 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0213268 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0203732 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0202224 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0987202 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0323795 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0349469 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0147115 # DEPENDENCYPART_SIBL
(18,14),(18,23),0.0150525 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0612487 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.055358 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0650216 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0223598 # DEPENDENCYPART_SIBL
(18,15),(18,23),0.0223598 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0377123 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0126424 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0221573 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0221573 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0101844 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0222222 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0239123 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0750681 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0010041 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.0112843 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.0132694 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0520964 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0619553 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.115258 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0055583 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0694153 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0156665 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0580595 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0163345 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0528959 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0619553 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.115258 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0535376 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0104961 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0459703 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0113135 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0289669 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.0220836 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.00460323 # DEPENDENCYPART_SIBL
(19,1),(19,23),-0.0235705 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0732146 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0336756 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.00712075 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0398296 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.070894 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0372384 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0973685 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0502948 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0897093 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0336756 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.00712075 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.102826 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0326999 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.086975 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0828702 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0675881 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0594465 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0610017 # DEPENDENCYPART_SIBL
(19,3),(19,23),-0.0590075 # DEPENDENCYPART_SIBL
(19,3),(19,24),-0.0132167 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0307099 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0263871 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.084078 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0253197 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.016956 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0158325 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.00692861 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.00513268 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0307099 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.10614 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.00942336 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.00696994 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0402069 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.00943395 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0131616 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0116264 # DEPENDENCYPART_SIBL
(19,4),(19,23),-0.0180136 # DEPENDENCYPART_SIBL
(19,4),(19,24),0.0213227 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.125427 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0420669 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0523711 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.134482 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.0812401 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.128377 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.227069 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0006714 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.108919 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0675551 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.120844 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0967934 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.00995792 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0175119 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.042521 # DEPENDENCYPART_SIBL
(19,5),(19,23),-0.019771 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.0165303 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0332732 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.00679285 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.00320039 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0119848 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.00147321 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.119524 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0222929 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0449922 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0162755 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.00926529 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.00341993 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.00193955 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0161426 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0224138 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.0158952 # DEPENDENCYPART_SIBL
(19,6),(19,24),0.0244287 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.00218574 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0372434 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0118049 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0320467 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.015601 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0514229 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.127998 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0310598 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0253366 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0133241 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0814325 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.000527836 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.036946 # DEPENDENCYPART_SIBL
(19,8),(19,23),-0.00346869 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.0155209 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.024905 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0284173 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0295786 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0436984 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0259833 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0216748 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0519785 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0404674 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0427652 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00997335 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0553107 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0168833 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0523698 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.021526 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.00898354 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0309984 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0956371 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0468174 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0619144 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0111775 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0282641 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0389928 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0274748 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.011356 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0209603 # DEPENDENCYPART_SIBL
(19,10),(19,23),-0.010917 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.00572654 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0263397 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0793449 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.050802 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0660861 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0048136 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0185476 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0176692 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0116248 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00848198 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0321 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.00872941 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0157563 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0956371 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0468174 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0619144 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0111775 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0282641 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0389928 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0272295 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0111107 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0207151 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0106718 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.00695274 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0307099 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.10614 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00942336 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.00696994 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0402069 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.00943395 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0131616 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0116264 # DEPENDENCYPART_SIBL
(19,13),(19,23),-0.0180136 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.0213227 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.108919 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0675551 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.120844 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0967934 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00995792 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0175119 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.042521 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.019771 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0165303 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0110945 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0229482 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.030828 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0450632 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0215704 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0223062 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.0245112 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0634118 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00752097 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.028825 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0327652 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.012016 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.00584063 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.00907516 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0048432 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00609789 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00290736 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0205525 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00360708 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0209914 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0576391 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.000936162 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0432861 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0377165 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.046227 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0613004 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0539034 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.102798 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0520221 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.00660792 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.069875 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0204612 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00488911 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0110333 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0284786 # DEPENDENCYPART_SIBL
(19,23),(19,24),-1.62179e-05 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.542227 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.00542378 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.206205 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.497702 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.00909856 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.00571552 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0202729 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.00429669 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.158653 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.567434 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0110338 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.00331961 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0285178 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0297372 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.275529 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0197948 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0066248 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0543843 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.560849 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0404229 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0143404 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0216726 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00909856 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.00571552 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0202729 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0176082 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0357031 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0485651 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.000855656 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.542227 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.317123 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.501828 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.154468 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.305007 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.185706 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.234685 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0557842 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.183196 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.365994 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.360253 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.0420134 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.0125179 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.547359 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.282977 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.493492 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.0376 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.15211 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),0.120525 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.91366 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.33537 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.320749 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.354718 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.600571 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.208363 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0488647 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.452459 # DEPENDENCYPART_GRANDPAR
(0,3),(3,24),2.10759 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.67759 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0174724 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.827417 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.63994 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.524552 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0484657 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.203275 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.0223288 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.380329 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.104656 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.466698 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.219913 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.381265 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),2.26496 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.300382 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.368127 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.114651 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.276692 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.126417 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.346427 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.096843 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0897844 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.205028 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.268552 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.130088 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.423686 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.444053 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.200032 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.409245 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.198566 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.0607713 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),0.212226 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),2.26075 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.23659 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.587007 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0991112 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.294569 # DEPENDENCYPART_GRANDPAR
