# _root_ A Gellért_Szálló igazgatója szerint Budapesten és környékén olyan sok panzió épült , hogy azokban hét-nyolcszor annyi férőhely van , mint a Gellértben .
#goldHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,17,17,18,11,18,18,22,14,11,
#predictedHeads=2,3,4,11,11,11,11,10,10,11,0,11,11,18,18,17,18,11,18,18,22,14,11,
(18,2),(18,19),-0.0329463 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.00742539 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0164162 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.000799006 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0195485 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.00377468 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0091821 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.129657 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0146621 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0872548 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0279323 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.00304327 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0321468 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.049601 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.028091 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.103518 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0297025 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0882793 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.00685963 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0520653 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.00991249 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0309623 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.00559622 # DEPENDENCYPART_SIBL
(18,3),(18,23),-0.0554437 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.178329 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0855742 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.185801 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0125052 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0484603 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.201132 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.00410327 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0800689 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0895237 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0160638 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0398599 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0177089 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.190702 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0227911 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.00732535 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0202261 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0200799 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0395552 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.13528 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0206502 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0878915 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0161002 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0383556 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0146209 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0834479 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.03373 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0915674 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0178704 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0763284 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0284527 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0470341 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.00558028 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.0256013 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.00565291 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0337952 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0442507 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0802629 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0536847 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0457397 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0418543 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0136345 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0461376 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.12998 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0649776 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.123065 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0401459 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0608621 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0522022 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0608914 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0355276 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0216031 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0824501 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0171108 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.025886 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0173234 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0933321 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0396601 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0967442 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0188811 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0815052 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0159831 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0392102 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.00753756 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0134808 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0105792 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0221053 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0155033 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0637346 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0906692 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.00285236 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0493479 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.118601 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0218062 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.115328 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.067251 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.104135 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0749175 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.13154 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0762931 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0601492 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.028416 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0488767 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0690902 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0981001 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.113934 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0361375 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.112301 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0236742 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0155172 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0194435 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.00923477 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0277278 # DEPENDENCYPART_SIBL
(18,9),(18,23),0.00312235 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0290665 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0585418 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0320597 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0988333 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0266339 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0835943 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.00194129 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0348672 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0077919 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0160489 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.00724403 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0210587 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0472071 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0686838 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0972064 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.050157 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0926817 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0246776 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0439319 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0135441 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0545397 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0300801 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0296408 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0382994 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0468973 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0309304 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0343865 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.00515575 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0185184 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0199994 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00453258 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.00515246 # DEPENDENCYPART_SIBL
(18,12),(18,23),-0.00759937 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0282423 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0375581 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0213254 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.099421 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0743561 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0312488 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0493922 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0220892 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.00501351 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0118289 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.159943 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.04059 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0954254 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0938448 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.053375 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0374176 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0609137 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.107339 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0305438 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0179584 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0212498 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00825624 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0268315 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0106265 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0147214 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0961556 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0996548 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0548478 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0382582 # DEPENDENCYPART_SIBL
(18,16),(18,23),-0.0443641 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0341332 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0062385 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0176031 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.00153823 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0231823 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.498764 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.145547 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0861322 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0515949 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0682191 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0274731 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.00437726 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.00283738 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0416695 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.00967153 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.0584609 # DEPENDENCYPART_SIBL
(20,2),(20,4),0.0363181 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.0520766 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.136042 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0475665 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.0969838 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.0507166 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0601098 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.472387 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.208649 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0408278 # DEPENDENCYPART_SIBL
(20,2),(20,16),0.0719348 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0494511 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0490608 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.472387 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.156402 # DEPENDENCYPART_SIBL
(20,2),(20,23),-0.00161408 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0340865 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.0438551 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.131552 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.0393449 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.0957079 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0424951 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.0574624 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.458938 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.205059 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0373761 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0684831 # DEPENDENCYPART_SIBL
(20,3),(20,17),0.0412295 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.0464135 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.458938 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.158038 # DEPENDENCYPART_SIBL
(20,3),(20,23),-0.0153922 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.127384 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0316523 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.128914 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0700035 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.132671 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0365284 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.28512 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.149724 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0624624 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0757815 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.129741 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0341114 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.28512 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.103034 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.00070726 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.128622 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0529534 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.0887553 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.0561035 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0603078 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.471357 # DEPENDENCYPART_SIBL
(20,5),(20,13),0.202061 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0377744 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.0688814 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0548379 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0492588 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.471357 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.156295 # DEPENDENCYPART_SIBL
(20,5),(20,23),-0.00751267 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.0184704 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.045233 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0138186 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.0331932 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0889124 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0311879 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0471641 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0272702 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0148323 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0394788 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0889124 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0326873 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.000493912 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.095242 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.0519254 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.0620406 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.482134 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.208091 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0379486 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0690556 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.0506599 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0509706 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.482134 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.159688 # DEPENDENCYPART_SIBL
(20,7),(20,23),-0.00510334 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.0438574 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0273885 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.371594 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.196271 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0918169 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0995312 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0456341 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0200701 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.371594 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.17269 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0415915 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0588309 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.462234 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.207223 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.039548 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.070655 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0459694 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0477819 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.462234 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.158914 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.00734925 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.449925 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0670151 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0053969 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0206883 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0123618 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0378194 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.449925 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0190654 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0619474 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.120484 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0346564 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0085124 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.00814696 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0660922 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0739929 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.177356 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.151895 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.036341 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0164458 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.106739 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0048977 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.153135 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0160298 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0306391 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0207605 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0714085 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.037366 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.385217 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.186813 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.0495867 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0952608 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0597861 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.448601 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.214647 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.109311 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0490608 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.470966 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.155827 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.00283752 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.415724 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0101538 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.00115609 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.177356 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.151895 # DEPENDENCYPART_SIBL
(20,22),(20,23),0.029798 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.212283 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0666156 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.303465 # DEPENDENCYPART_SIBL
(0,4),(4,1),0.0165729 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.244688 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.106654 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.274155 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0809342 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.024285 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0581669 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.166235 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.430589 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0664933 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.431203 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.262042 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0278012 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0188269 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.245298 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0787954 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.903571 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.372167 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.679737 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.0863239 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.170384 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.109681 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.591222 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.173389 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.00939255 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.253534 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),2.24293 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.053596 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0701879 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.15957 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.468984 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.36966 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0978987 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0699891 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.304791 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.135908 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.170882 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),1.89179 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.299891 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0633762 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0145564 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.370092 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0232761 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.21329 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.171314 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.216647 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),1.95203 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.0157493 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.425166 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.0732914 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.424787 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.257947 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.025849 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0225726 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.040712 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0162914 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.031346 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.383312 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.0138276 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.434639 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.213319 # DEPENDENCYPART_GRANDPAR
