# _root_ Az ÁPTF 1997 szeptemberében nem járult hozzá , hogy Happy_Bank néven egy vállalkozás alakuljon , mivel semmilyen banki tevékenységet nem végzett volna .
#goldHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
#predictedHeads=2,6,4,6,6,0,6,6,6,11,14,13,14,6,6,6,19,19,21,21,6,21,6,
(21,6),(21,15),0.0743312 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0184857 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0836186 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.00663033 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0287998 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.000986213 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0423483 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.0133776 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.03307 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.00162485 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0139151 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.176967 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.01429 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.018044 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.00716542 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0842029 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.056605 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.00675102 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.00446777 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.029031 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.0129118 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.0157203 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.125029 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.131164 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.107525 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.126768 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0810215 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.225858 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.000897599 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0362152 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0670893 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.130254 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0015996 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.00462208 # DEPENDENCYPART_SIBL
(21,9),(21,23),0.018579 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0394648 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0463699 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0255533 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0081589 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0935831 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0850573 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0880241 # DEPENDENCYPART_SIBL
(21,10),(21,18),9.96917e-05 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0277353 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0330087 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0537767 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0166193 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0593149 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0420151 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0225027 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0713358 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0608419 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.106523 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.01647 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0441971 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0173154 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.066631 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0300153 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0208543 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.00831939 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0689672 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0370584 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.090791 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0484863 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0190214 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0784295 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.00111567 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.109264 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0120988 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0822468 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0830391 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0919624 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0061303 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0399465 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0290684 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0629724 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0307513 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0747974 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0183234 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0834326 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.006468 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0284884 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.00114853 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0424868 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0136109 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0842029 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.056605 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.00675102 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.00446777 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.029031 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0129118 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0157203 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0352015 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0285728 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.019547 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0254143 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0420083 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0338171 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.00628435 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0118716 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0118635 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.000354641 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0282169 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0157928 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0211522 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0529064 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.00713541 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0331416 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0506384 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0114497 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0703373 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0103723 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0127109 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0159562 # DEPENDENCYPART_SIBL
(22,4),(22,8),0.108705 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0486595 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0283601 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0144486 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0156437 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.108705 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0858099 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.00724307 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0166306 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0171882 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0334809 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.103189 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0433401 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0107312 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.00808293 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0294926 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.103189 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0092092 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.0112343 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.00702375 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.02996 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0242339 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0356772 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.00514246 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.00476755 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.014308 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.0209745 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0869555 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.0055194 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0145898 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.016155 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.0585332 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.121074 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.116677 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.0747908 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.242549 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.000152879 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0580821 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.120164 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.078489 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0373309 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0309104 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0299874 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0864577 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0615945 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.00932663 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0330924 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0315319 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0468769 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0195836 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0973688 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0837917 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.00101308 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0288418 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0211281 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0476129 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.103655 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.00904688 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0113966 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.00671232 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0297977 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0244672 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0869555 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0055194 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0145898 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.016155 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0585332 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0378326 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0299873 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.17289 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0527727 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.00415711 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.000929617 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0228037 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0170253 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0283114 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0170983 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0800401 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.275322 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.42565 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.962523 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.47655 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),1.97078 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.268229 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.48187 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.786227 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.218452 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.301169 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),1.79563 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.352058 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.475032 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.120528 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.169155 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.242217 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.2488 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.166896 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.442555 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0425866 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.210085 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.122055 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0416325 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.421264 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.27848 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0463604 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0536729 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.102481 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.149694 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.357091 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.262672 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.205012 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.24957 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.0105691 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.273402 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.320831 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),2.16385 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.284106 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.499198 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.879777 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.508281 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.115682 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0220097 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.286004 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),1.85693 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.770071 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.54792 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.464121 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.990932 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.142495 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.779181 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.185623 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0820405 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.23922 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.00110868 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.292179 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.36014 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.389949 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.419066 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.188452 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),2.13961 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.142709 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.410737 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.0680631 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.178267 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.0933493 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.523229 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.129019 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.249543 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.202808 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.261394 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.147419 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.904308 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.30843 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.34466 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.256342 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.258001 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.211342 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.259386 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.000888432 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.270177 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-0.324056 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),2.15427 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.531019 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.308867 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.433647 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.949801 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.715264 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.118292 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.130793 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.00459757 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.181949 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0435469 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.651092 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.0218263 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.291919 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.551123 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.0555167 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),2.16831 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.144453 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.422063 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),-0.0635264 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.189593 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.0919599 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.52221 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.246639 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.201026 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.250068 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.136093 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.902562 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.297104 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.383814 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.182466 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.146264 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.518501 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.301594 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.459103 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.218092 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.325807 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),2.15731 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.200586 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.534363 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.278581 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.1795 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.1251 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.286111 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.371661 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),0.214408 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.167884 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.275583 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.44811 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.0386927 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),2.17058 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.608977 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.492796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,6),-0.389551 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.309555 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.273532 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.628321 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.695432 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.424399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.343874 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.635618 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.574192 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.340829 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.305586 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0423394 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.130552 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0288029 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0682828 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.179678 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.038057 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.286433 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.446347 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.0726508 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.114841 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.49338 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.174649 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.0412062 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.231302 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.227543 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),-0.536547 # DEPENDENCYPART_GRANDPAR
(2,21),(21,1),-0.635619 # DEPENDENCYPART_GRANDPAR
(2,21),(21,2),-0.573789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,21),(21,3),0.339393 # DEPENDENCYPART_GRANDPAR
(2,21),(21,4),-0.305183 # DEPENDENCYPART_GRANDPAR
(2,21),(21,5),0.0381029 # DEPENDENCYPART_GRANDPAR
(2,21),(21,6),-0.258693 # DEPENDENCYPART_GRANDPAR
(2,21),(21,8),-0.0507646 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),-0.0597518 # DEPENDENCYPART_GRANDPAR
(2,21),(21,10),-0.235731 # DEPENDENCYPART_GRANDPAR
(2,21),(21,11),-0.0875502 # DEPENDENCYPART_GRANDPAR
(2,21),(21,12),-0.219074 # DEPENDENCYPART_GRANDPAR
(2,21),(21,13),-0.348271 # DEPENDENCYPART_GRANDPAR
(2,21),(21,14),-0.355921 # DEPENDENCYPART_GRANDPAR
(2,21),(21,15),-0.0946125 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.0389604 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.116993 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.274768 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.239315 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),0.0571236 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.225227 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.534063 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.277143 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.962511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.644088 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.549101 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.621024 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-1.16211 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.654838 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.792474 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.579478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.239144 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.335509 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.321734 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.399729 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.390975 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.396538 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.183743 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.415791 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.110699 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.393974 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.491051 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.396253 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.434822 # DEPENDENCYPART_GRANDPAR
