# _root_ A bíróságot nem annyira ez utóbbi zavarta , mint inkább a képrongálás , amelynek divatja úgy tűnik feltartóztathatatlan .
#goldHeads=2,7,7,7,6,7,0,7,7,5,12,5,5,18,18,17,18,5,7,
#predictedHeads=2,7,7,7,6,7,0,7,7,17,12,15,7,17,17,17,7,17,7,
(0,18),(18,19),1.84629 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.447241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,5),0.026495 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.075356 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.00231988 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0128218 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.145565 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.114739 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.221584 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),0.13929 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.554328 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.14302 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.50284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.00674151 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0677224 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.122953 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0828584 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0312877 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0240668 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.178835 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.338812 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0876679 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.158849 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),0.285011 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.163961 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.199917 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.147368 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.55402 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.497015 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.453066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.0165916 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.0373623 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.127868 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.14872 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.0772609 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0489506 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.140856 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.12045 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.216876 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),0.13643 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.538911 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.263308 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.374571 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.431285 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.57754 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.609861 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.488943 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.498692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0197856 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0338227 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.283818 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.33145 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.226742 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.629322 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.589417 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.474778 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.534465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.0214509 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0239661 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.013237 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.217032 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.199125 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.234538 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.227635 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.286889 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.178967 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.172534 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.391815 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.272593 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.171461 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.313206 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.517662 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.44977 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.582678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.0287473 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0163367 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0020467 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0603393 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.222487 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.241379 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.256493 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.188059 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.361282 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.256381 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.309148 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.529783 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.498686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.0197917 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0331365 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0712008 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.195928 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.197248 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.246433 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.241077 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.226621 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.478237 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.335319 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.22651 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.333676 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.475831 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.523799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.0309417 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.0209448 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.00180682 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.0667072 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.270336 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.214976 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.162189 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.299722 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.329432 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.232271 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.155731 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.431881 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.205812 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.317292 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.505239 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0871447 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.785274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,7),-0.323392 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.511228 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.248552 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.23389 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.361215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0542069 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0385182 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.112062 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.157581 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.198205 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.191939 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.120609 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.123647 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.248161 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.196317 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.183928 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.255313 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.461396 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.281519 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.410982 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.306835 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.414143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.118335 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.157276 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.247891 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.208292 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.535389 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.261743 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.397462 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.378999 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.385855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.150168 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0309833 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.125215 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0876326 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.177205 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.182783 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.218349 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.133762 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0905108 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.274593 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.196073 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.172193 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.261437 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.443942 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.306835 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.414137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.119021 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0293531 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0804058 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.147898 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.217288 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.161148 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.132917 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.334544 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.232694 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.208059 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.26419 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),0.119021 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.0804058 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.147898 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.217338 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.142672 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.0378431 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0953486 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.232694 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.262792 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.398516 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.379023 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.376364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),0.153189 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),0.0195532 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),0.0501121 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.179144 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.0847976 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.0863452 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.239864 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.235002 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.187691 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.0640788 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.288769 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.11006 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.265522 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.431519 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0178896 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.178432 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.972785 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.522857 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0836185 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.616942 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.975848 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.633383 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.584069 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.536162 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.504867 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-1.09717 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0532159 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.990983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.613276 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.974394 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.632834 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.532496 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.433169 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.388168 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.503414 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.09669 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.441419 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.507241 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.615799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.572865 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.610215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.262658 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.151874 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.0862006 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.76419 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.455074 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.532754 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.723633 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.612 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.592504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.176409 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.264895 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.118847 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.0605661 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0249285 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.00799563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.0652298 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.0394386 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.152125 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.103521 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0176771 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.151674 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.667955 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.471856 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.627428 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.583108 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.740929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.326563 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.655182 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.491067 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.211937 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.175198 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.192721 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0309316 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.260542 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.287601 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.794988 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.419014 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.592998 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.54565 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.297346 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.592784 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.363056 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.245417 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.163977 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.130531 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0195729 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.153125 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.795504 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.615799 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.572865 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.609534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,8),-0.196495 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.130217 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.126972 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0670828 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0582398 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0268808 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),0.0628254 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),0.0485384 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.0858923 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.19001 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.0374256 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.271927 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.60962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,9),-0.130303 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.127058 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.066946 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0594698 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.00313076 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.0372115 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.0472111 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.190224 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.59696 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.24791 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.210073 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.171899 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0659517 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.267254 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.808562 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.533945 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.723794 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.612161 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.590222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.187475 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.549257 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.339938 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.183054 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.103157 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0257481 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.110218 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.140273 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),0.0621748 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.0358886 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),0.051907 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.158057 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.657498 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.453862 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.57245 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.649283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),-0.602228 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.352426 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.2553 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.173518 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),0.00379958 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.213274 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.152762 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.0232605 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.0691874 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),0.0120113 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.131437 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.783125 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.87892 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.200674 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.58709 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.43836 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.307226 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.738888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.556612 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.425104 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.287558 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.474029 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.347217 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.758165 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.255478 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.135747 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.736076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.55543 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.424933 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.471217 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.426963 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.533386 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.346035 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.758056 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.225669 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.323704 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.275155 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.409484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0857589 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0846856 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),0.033128 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.118076 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.144627 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.0867159 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),0.282743 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.207035 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.111389 # DEPENDENCYPART_GRANDPAR
