# _root_ Koszovó székhelyének , Pristinának egyik kerületében összegyűjtik az embereket , majd vonatokon és autóbuszokon elindítják őket Macedónia felé .
#goldHeads=2,4,4,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
#predictedHeads=2,7,7,7,6,7,11,9,7,11,0,15,15,15,11,15,18,15,11,
(0,7),(7,12),-0.134362 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.0363347 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.17814 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.314832 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.735429 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.396765 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.256789 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),2.16513 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.67581 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.965064 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.706787 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.536061 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0586843 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.113167 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.840778 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.363762 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.209733 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.497241 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.230135 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.327047 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.273914 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.615636 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.495241 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.19004 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),2.14981 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.867938 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.688901 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.141418 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.817089 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.430359 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.306862 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.479355 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.611656 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.29253 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.393513 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.682604 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.61484 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.225988 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),2.08303 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.522353 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.820888 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.214468 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.391885 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.345123 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.0310091 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.369776 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.569275 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.354691 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.00492173 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.432493 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.33958 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.000542411 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.383359 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.735429 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.396765 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.256789 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),2.16513 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.615653 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.330834 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.453325 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),1.73203 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.470675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.227053 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0430564 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.345942 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.37132 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.126199 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.403797 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.309054 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.605844 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.470675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.0293938 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.196367 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.133964 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.345942 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.37132 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.104954 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.0747526 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.112925 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.191036 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.403797 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.605844 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.35551 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.432674 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.114245 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.131793 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.210468 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.122493 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.223297 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.200605 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.465151 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.410536 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.634716 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.473007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.0317256 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.196367 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0798362 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.160002 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.0998168 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.403797 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.309054 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.61963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.177216 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.315019 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.065654 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.135045 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.37173 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.39288 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.0786144 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.155301 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.166677 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.0874821 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.209081 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.165594 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.493464 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.246758 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.372819 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.305072 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.619159 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.44132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.640147 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.797104 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.529975 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-1.10902 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.757955 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.03473 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.595829 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.843389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.239108 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0636862 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.628835 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.353468 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.341628 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.158639 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0940899 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.197079 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.276516 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.638958 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.595829 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.84572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.239108 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.2015 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0942628 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.336491 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.276516 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.277713 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.534976 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-1.00107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.367638 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.356848 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0841433 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.668764 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.476782 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.319191 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.242826 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.237019 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.07255 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.260751 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.175539 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.369722 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0151246 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.392602 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.277254 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.655811 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.525963 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.939562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.215578 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.295341 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.119894 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.607257 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.332909 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.389418 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.316533 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.108102 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.140571 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.25887 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.243561 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.424432 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.463328 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.330996 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.64913 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.534976 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-1.00107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.367638 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.356848 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.0841433 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.668764 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.355697 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.404768 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.37803 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.260162 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.170368 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.130829 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.200835 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.233818 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.0151246 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.392602 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.277254 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.655811 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.476915 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.916579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),-0.265808 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.272358 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.584274 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.293545 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.158332 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.174642 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.0463389 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.148515 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.149328 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.3702 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.702817 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.205039 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0153464 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.927194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0817637 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.756394 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.602015 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.773004 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.170396 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.00361702 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.927189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.75639 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.602011 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.305956 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.5698 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.493324 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.773 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.289691 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.26243 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0534086 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.0212566 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0334558 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.00347219 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0719979 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.0452975 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.23022 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.244589 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.40965 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.649149 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.392705 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.404652 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.33159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.353949 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0350667 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.165318 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.106321 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.588297 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.331149 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.412461 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.486938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.364068 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.316138 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.162554 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0177667 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.00224094 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.0103455 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0384946 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0577727 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0102751 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.258524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.0424732 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.206861 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.105863 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.394083 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.330628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.352777 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.159828 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0724718 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0819449 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.0539543 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.0169533 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0316397 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0318164 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.165318 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.106321 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.649149 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),0.353949 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.178811 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0734274 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.0810688 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.108952 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.0953928 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.0324942 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0318151 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.106321 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.649149 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.392705 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.404652 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.329258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,8),-0.0734274 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.0810688 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.108952 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.0953928 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.137896 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.0505057 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.236612 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.106321 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.588297 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.331149 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.412461 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.486938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.364068 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.316138 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.199756 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.0905401 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.0766051 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0195769 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),0.0769955 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.019784 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.00214362 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0685537 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0424732 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.206861 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.105863 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.394083 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.810159 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.781717 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.813083 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.834461 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.657808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,9),-0.501942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.403354 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.367448 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.832426 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.803281 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.891973 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.856026 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.638878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.384954 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.219407 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.458556 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.488017 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.271419 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.338086 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.152433 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.430859 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.358245 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.213016 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.401755 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.282283 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.801369 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.834462 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.657808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.359744 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.198054 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.465417 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.323368 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.385681 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.159841 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.478454 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.403355 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.367448 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.772196 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.743062 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.808046 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.795806 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.810008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.537359 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.836058 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.304665 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.586795 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.583806 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.508924 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.264739 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.601697 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.541631 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.574691 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.420945 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.873383 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.810159 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.657808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,7),-0.719365 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.200382 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.409028 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.369639 # DEPENDENCYPART_GRANDPAR
