# _root_ Krőzsel pénzügyi okokkal magyarázta , hogy az ORFK vezetése csökkentette a MESZ létszámát , pedig elégedett volt az eddigi tevékenységével .
#goldHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,4,4,17,4,20,20,17,4,
#predictedHeads=4,3,4,0,4,4,8,9,10,4,12,13,10,10,17,17,4,20,20,17,4,
(17,6),(17,20),-0.047746 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00197315 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0633078 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0626209 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0112098 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.15284 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0659354 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0654266 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0289276 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0271404 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0247591 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0812105 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0719867 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.00477352 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.029056 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0768105 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.00480942 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0771325 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0694238 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0821902 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.118219 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0438121 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0114534 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0356678 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0928231 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0408213 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.00170294 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0188174 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0623244 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0450757 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0578421 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.150849 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0660721 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0288966 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0182359 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.109699 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.00714805 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0125677 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0975293 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0524683 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0568822 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0731535 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0892114 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0121135 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0422793 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.00951017 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0487866 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.00681323 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0333072 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0278758 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0137093 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0265326 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0297422 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0321585 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0470123 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0428927 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0679558 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0529179 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.134838 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0508902 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.00969373 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.00722738 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.121268 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.000362368 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0573031 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.126548 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0426529 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.00323985 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0273721 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.101114 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0303696 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.00830212 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.109562 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.00320603 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0229229 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0283343 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0304676 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0140318 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0441189 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00699827 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0328902 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0307061 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0162742 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0108059 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.005352 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0145901 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0138136 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0118733 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0245535 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0135559 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0478261 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00672601 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.00504017 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0525921 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0108786 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0496145 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.198726 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.00438118 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.542227 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0139118 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.000855746 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.213182 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.0989985 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.204725 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.172522 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.497702 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.196894 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0202729 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.319851 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.0273806 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0266346 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.633317 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.468012 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.05171 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.154198 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.272799 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0330828 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.0395132 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0116165 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0129962 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.190771 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.105626 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.155843 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.232867 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.567434 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.128812 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0285178 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0192017 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.638119 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.467573 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.0390889 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.152397 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.27268 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0204617 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0550318 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.641637 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.471139 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0462227 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.155965 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.269112 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0275955 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0406166 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.137985 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0253304 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.125411 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.273529 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0214016 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0238545 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.053888 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0929229 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.311101 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0612463 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.105404 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.099875 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.560599 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.00231409 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.00425058 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.272839 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0785313 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.106806 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.196894 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0202729 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.00552997 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.511205 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.408701 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.925325 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.532543 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.296419 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0897318 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.710064 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.238527 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.605036 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),0.230537 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),1.86651 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.704681 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.188723 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.532556 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.710068 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.60504 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),1.86651 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.660731 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.262953 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.161764 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.477616 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.392208 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.452747 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.109529 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.0334674 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.515192 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.490926 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.125602 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.00715506 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.1836 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.0678179 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.10594 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.430449 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.528229 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.211652 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),2.06869 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.02954 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.543652 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.530626 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.951158 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.825431 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.260186 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.11608 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.650802 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.280016 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.15993 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.108585 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.198554 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.044007 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.553112 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.0585791 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),2.03534 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.661314 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.264582 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.162347 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.483619 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.295769 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.101816 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.572872 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.341342 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.191932 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.505505 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.148767 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0303205 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.161055 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0508454 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.120519 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.413655 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.262939 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.542808 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.188487 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),2.04998 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.743929 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.346506 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.244984 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.856011 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.712259 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.185952 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.257771 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.108417 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.640029 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.694394 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.259301 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.152231 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.418243 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.00680126 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.575566 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.409528 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.0356422 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),1.86692 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.65179 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.254801 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.152823 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.455756 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.282567 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.109037 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.579781 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.350866 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.201456 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.239819 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.859419 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.331412 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.2457 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.0114489 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.00944465 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.23515 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.259077 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.519606 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.175119 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),2.07564 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.630623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,5),-0.0940053 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.439169 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.675733 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.543525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.141175 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.143088 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.435514 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.558557 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.71064 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.700412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.169701 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.259264 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.225684 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.212668 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.426819 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.314268 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.410295 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.529235 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.477275 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.445239 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.459737 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.253881 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.401366 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.612116 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.648027 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.642425 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.588491 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.727368 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.628171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.0665739 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.18698 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.462421 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.120118 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.386463 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.483477 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.610795 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.520298 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.534675 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.299656 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.395942 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.619467 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.721719 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.663103 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.701436 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.45064 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.170416 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.339855 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.480983 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.699815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.169702 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.258666 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.470871 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.244613 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.203594 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.353282 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.370647 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.463265 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.475752 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.444974 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.459472 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.255474 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.400589 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.610593 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.647239 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.481674 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.640902 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.588226 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.727496 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.711976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),0.175021 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),-0.270827 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),-0.475438 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.245524 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.206552 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.363576 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.382808 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.475426 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.442311 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.505364 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.507821 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.52963 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.273722 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.234118 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.386245 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.493205 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.619382 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.601768 # DEPENDENCYPART_GRANDPAR
(1,17),(17,21),-0.726764 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),-0.336174 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),-0.214524 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),-0.462874 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.346081 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-0.360884 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.144286 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.313051 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.420845 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.524403 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.392552 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.463235 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.71064 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.911559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.288845 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.469779 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.496731 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.514904 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.904738 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.322222 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.527464 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.465346 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.846702 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.99114 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.706172 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.487994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.1462 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.129605 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.280002 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.223058 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.306283 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.470586 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.414039 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.384134 # DEPENDENCYPART_GRANDPAR
