# _root_ Az új idők igényeihez igazodva ez a cég is szeretne a nagyok beszállítójává válni , hiszen a multiknak és a bankoknak is kellenek a jól zárható , biztonságos iratszekrények .
#goldHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
#predictedHeads=3,3,4,5,10,8,8,10,10,16,12,13,14,10,16,0,18,23,23,21,23,23,16,29,26,29,29,29,23,16,
(13,6),(6,26),-0.67451 # DEPENDENCYPART_GRANDPAR
(13,6),(6,27),-0.151241 # DEPENDENCYPART_GRANDPAR
(13,6),(6,28),-0.720698 # DEPENDENCYPART_GRANDPAR
(13,6),(6,29),-0.10383 # DEPENDENCYPART_GRANDPAR
(13,6),(6,30),-0.702285 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.362867 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.735772 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-1.31577 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.384735 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.690076 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.114007 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.605664 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.828493 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-1.41137 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.555687 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.860956 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.203447 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.726 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.198491 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.218363 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.81912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.743233 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.546796 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.523601 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.812011 # DEPENDENCYPART_GRANDPAR
(13,9),(9,30),-0.942613 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.614606 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.597098 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.753577 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-1.33486 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.475854 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.801045 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.135649 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.646163 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.223854 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.175387 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.245366 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.825089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.736217 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.584904 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.575444 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.835555 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.269931 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.594123 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.310882 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.665122 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.804996 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-0.720994 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-1.02231 # DEPENDENCYPART_GRANDPAR
(13,10),(10,27),-0.540175 # DEPENDENCYPART_GRANDPAR
(13,10),(10,28),-1.06849 # DEPENDENCYPART_GRANDPAR
(13,10),(10,29),-0.496162 # DEPENDENCYPART_GRANDPAR
(13,10),(10,30),-0.942251 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.715432 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.0301655 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.161031 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.353928 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.357271 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.339996 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),0.281518 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.32833 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.282178 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.328754 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.0219547 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0841335 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.139836 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.203821 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.0259633 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.180882 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.333422 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.0200592 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.0180293 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0192431 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.376274 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),0.276927 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.732072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.379584 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.288606 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.115156 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.216213 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.228261 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.111135 # DEPENDENCYPART_GRANDPAR
(14,5),(5,27),-0.332185 # DEPENDENCYPART_GRANDPAR
(14,5),(5,29),-0.27979 # DEPENDENCYPART_GRANDPAR
(14,5),(5,30),-1.10731 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.268142 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.0409183 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.114008 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.0522147 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.0863874 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.106392 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.0801058 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.26981 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),0.170463 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.223428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.0439573 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.00619058 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),0.0703725 # DEPENDENCYPART_GRANDPAR
(14,6),(6,19),0.176287 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),0.0140501 # DEPENDENCYPART_GRANDPAR
(14,6),(6,22),0.0483337 # DEPENDENCYPART_GRANDPAR
(14,6),(6,23),0.397509 # DEPENDENCYPART_GRANDPAR
(14,6),(6,25),-0.208856 # DEPENDENCYPART_GRANDPAR
(14,6),(6,26),-0.269362 # DEPENDENCYPART_GRANDPAR
(14,6),(6,27),0.00344146 # DEPENDENCYPART_GRANDPAR
(14,6),(6,28),-0.468988 # DEPENDENCYPART_GRANDPAR
(14,6),(6,29),-0.0495264 # DEPENDENCYPART_GRANDPAR
(14,6),(6,30),-0.910294 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0591747 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),0.363522 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.0691159 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.0835324 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.0446066 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.520863 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.167503 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0500815 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.310263 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.465006 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.377599 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.109773 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.155856 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.196381 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.239993 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.145558 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.0462105 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.954089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.546266 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.46023 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.333152 # DEPENDENCYPART_GRANDPAR
(14,9),(9,30),-1.27115 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),0.216028 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),0.202823 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0253327 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.178485 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.0798156 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.431078 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0786571 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.093616 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0884972 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.236524 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.401854 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.302508 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.680353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.325156 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.268187 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.134515 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.0494891 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.0142171 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.105811 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.182664 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.059416 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-0.251093 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-0.463832 # DEPENDENCYPART_GRANDPAR
(14,10),(10,27),-0.277758 # DEPENDENCYPART_GRANDPAR
(14,10),(10,28),-0.663457 # DEPENDENCYPART_GRANDPAR
(14,10),(10,29),-0.169388 # DEPENDENCYPART_GRANDPAR
(14,10),(10,30),-1.00564 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.481418 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.0908428 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0208046 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0842658 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),0.0219547 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.0748587 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.48205 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.125233 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.195082 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0214373 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0836336 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.498386 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.559974 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.232062 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.522029 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.677473 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.434849 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.0868079 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.414085 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.50887 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.544543 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.617338 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.048393 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.14774 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.577118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.275393 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0432207 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.157169 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.0388587 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.213491 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.215991 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.202523 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.513039 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.555408 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.313412 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.755034 # DEPENDENCYPART_GRANDPAR
(14,16),(16,29),-0.277067 # DEPENDENCYPART_GRANDPAR
(14,16),(16,30),-0.943375 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0385323 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.0844169 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.690145 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.514998 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.562478 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.061065 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.513701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.211926 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.13893 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0437754 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.00486394 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0712972 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.136774 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.183743 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.183097 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.501634 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.566847 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.311787 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.766473 # DEPENDENCYPART_GRANDPAR
(14,19),(19,29),-0.200351 # DEPENDENCYPART_GRANDPAR
(14,19),(19,30),-1.01462 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.0844169 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.120125 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.196767 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.0389923 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.656537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.376199 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),-0.207197 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0802418 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.226144 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.0938539 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.125666 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.282467 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.264274 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.593737 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.59762 # DEPENDENCYPART_GRANDPAR
(14,22),(22,29),-0.327527 # DEPENDENCYPART_GRANDPAR
(14,22),(22,30),-1.04878 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-0.00111167 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),0.0737345 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.142437 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.297881 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.0771269 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),0.237738 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.0430511 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.285124 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.258985 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.371691 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),0.331199 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),0.231852 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.449617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),-0.204365 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),-0.0153612 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.00525545 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.0315638 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.0813827 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.0401691 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.0247586 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.165219 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),0.1062 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.306044 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.341933 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.151818 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.541175 # DEPENDENCYPART_GRANDPAR
(14,23),(23,29),-0.0461654 # DEPENDENCYPART_GRANDPAR
(14,23),(23,30),-0.87797 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),0.123719 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-0.519372 # DEPENDENCYPART_GRANDPAR
(14,25),(25,29),-0.0476179 # DEPENDENCYPART_GRANDPAR
(14,26),(26,14),-0.454502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,26),(26,18),-0.00553291 # DEPENDENCYPART_GRANDPAR
(14,26),(26,20),0.0241693 # DEPENDENCYPART_GRANDPAR
(14,26),(26,21),-0.0618553 # DEPENDENCYPART_GRANDPAR
(14,26),(26,22),0.0210969 # DEPENDENCYPART_GRANDPAR
(14,26),(26,23),0.165611 # DEPENDENCYPART_GRANDPAR
(14,26),(26,24),0.0284604 # DEPENDENCYPART_GRANDPAR
(14,26),(26,25),-0.26284 # DEPENDENCYPART_GRANDPAR
(14,26),(26,27),-0.145828 # DEPENDENCYPART_GRANDPAR
(14,26),(26,28),-0.539169 # DEPENDENCYPART_GRANDPAR
(14,26),(26,29),-0.154773 # DEPENDENCYPART_GRANDPAR
(14,26),(26,30),-0.927664 # DEPENDENCYPART_GRANDPAR
(14,28),(28,22),0.0210969 # DEPENDENCYPART_GRANDPAR
(14,28),(28,24),0.0284604 # DEPENDENCYPART_GRANDPAR
(14,28),(28,25),-0.26284 # DEPENDENCYPART_GRANDPAR
(14,28),(28,26),-0.366194 # DEPENDENCYPART_GRANDPAR
(14,28),(28,27),-0.111037 # DEPENDENCYPART_GRANDPAR
(14,29),(29,12),-0.11316 # DEPENDENCYPART_GRANDPAR
(14,29),(29,17),0.0844168 # DEPENDENCYPART_GRANDPAR
(14,29),(29,18),0.120125 # DEPENDENCYPART_GRANDPAR
(14,29),(29,19),0.196767 # DEPENDENCYPART_GRANDPAR
(14,29),(29,20),0.0389923 # DEPENDENCYPART_GRANDPAR
(14,29),(29,21),0.0638029 # DEPENDENCYPART_GRANDPAR
(14,29),(29,22),0.103219 # DEPENDENCYPART_GRANDPAR
(14,29),(29,24),0.0432834 # DEPENDENCYPART_GRANDPAR
(14,29),(29,25),-0.294085 # DEPENDENCYPART_GRANDPAR
(14,29),(29,26),-0.225946 # DEPENDENCYPART_GRANDPAR
(14,29),(29,27),-0.00983639 # DEPENDENCYPART_GRANDPAR
(14,29),(29,28),-0.426722 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.3057 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.198398 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.0523267 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.198697 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.0523787 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.232177 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.106221 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.0288863 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.0981743 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.13808 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.0873533 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.116938 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.00646435 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.380842 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.161651 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.0507358 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.318538 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.274005 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.13184 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.643722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,19),-0.176738 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-0.551768 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-0.346958 # DEPENDENCYPART_GRANDPAR
(16,5),(5,23),-0.273904 # DEPENDENCYPART_GRANDPAR
(16,5),(5,27),-0.50492 # DEPENDENCYPART_GRANDPAR
(16,5),(5,29),-0.591999 # DEPENDENCYPART_GRANDPAR
(16,5),(5,30),-0.721679 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.0169275 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.214163 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.163442 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.12828 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0536002 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.269385 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.0495459 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.00936818 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.258434 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.162064 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.14461 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.648983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,18),-0.338148 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.170443 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.573989 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.354272 # DEPENDENCYPART_GRANDPAR
(16,6),(6,23),-0.220973 # DEPENDENCYPART_GRANDPAR
(16,6),(6,25),-0.740912 # DEPENDENCYPART_GRANDPAR
(16,6),(6,26),-0.383714 # DEPENDENCYPART_GRANDPAR
(16,6),(6,27),-0.498554 # DEPENDENCYPART_GRANDPAR
(16,6),(6,28),-0.657653 # DEPENDENCYPART_GRANDPAR
(16,6),(6,29),-0.61422 # DEPENDENCYPART_GRANDPAR
(16,6),(6,30),-0.787378 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.221809 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.225429 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.172927 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.130588 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.097009 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.0110263 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.152084 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.157603 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.106698 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.222054 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.147584 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.0175205 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.0921194 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.226312 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.162207 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.430009 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.338594 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.0195448 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.687545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,23),-0.357706 # DEPENDENCYPART_GRANDPAR
(16,9),(9,30),-0.752823 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.184469 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),0.0655892 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.231617 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.179122 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.142454 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.0506993 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0272016 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.0217523 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.273559 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.251087 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.00465735 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.27246 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.195201 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.167038 # DEPENDENCYPART_GRANDPAR
