# _root_ Fémlemezzel borított , falra és oszlopokra hasonlító elemek szolgálnak díszletül a Kár,_hogy_ká című John_Ford-dráma előadásához .
#goldHeads=2,8,8,7,7,7,8,9,0,9,14,13,14,15,9,9,
#predictedHeads=2,8,8,9,8,7,8,9,0,9,14,13,14,15,9,9,
(5,4),(4,8),-0.805355 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.657281 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.990842 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.819282 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.962291 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.560958 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.763517 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.642215 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.554723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.138712 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0724104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.063189 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.196629 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.325624 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.25559 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.197043 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.483393 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.893637 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.511333 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.737463 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.573562 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.564499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.13575 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.270185 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.962291 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.560958 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.763517 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.642215 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.554723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.188986 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.199533 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.063189 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.196634 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.325629 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.255595 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.197048 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.483393 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-1.32405 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.819018 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-1.10598 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.00397 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.579804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0977729 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.142019 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0989241 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.152245 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0923115 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.28124 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.242238 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.211206 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.152659 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.395681 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.560958 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.763517 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.554723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.18899 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.199574 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.00537625 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0503866 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.134819 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.325624 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.324125 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.25559 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.197043 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.483393 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.134193 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.170207 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.25559 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.197043 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.483393 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.962291 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.560958 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.763517 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.642215 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.554723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.18899 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.199574 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.00537625 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0503866 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.134193 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.170207 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.263188 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.256396 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.197043 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.763517 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.642215 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.554723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.18899 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.00537625 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.134193 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.170207 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.263188 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.256396 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.193154 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.483393 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.188575 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.27278 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.669939 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.753797 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.778003 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.223881 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.175034 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.157502 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.123401 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.02289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.542152 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.258171 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.624479 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.607404 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.691262 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.764862 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.360075 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.295363 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.159991 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.08543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.604689 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.27278 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.669939 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.778003 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.388116 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.402335 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.327744 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.21943 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.02385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0716407 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.543109 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.313419 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.625438 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.722815 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.608363 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.692221 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.751966 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.77453 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.705253 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.510186 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.605845 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.478834 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.575241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,12),-0.164914 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.837065 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.758109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.53402 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.66838 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.490306 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.487556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.443245 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.128507 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.213205 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.310582 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.196129 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.279988 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.385404 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.77551 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.684137 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.541829 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.606825 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.484351 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.64292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.468266 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.162452 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.187705 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.164835 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.285082 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.0411193 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.17063 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.254488 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.399113 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.758108 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.534019 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.490306 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.487494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.443377 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.00482765 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.150419 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.000962454 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.307401 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.131514 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.192949 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.276807 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.382233 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.089083 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.151947 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.192949 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.276807 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.382233 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.837065 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.758108 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.534019 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.66838 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.490306 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.487494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.443377 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.00482765 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.150419 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.089083 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.151947 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.18646 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.241271 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.276807 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.534019 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.66838 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.490306 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.487494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.00482765 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.089083 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.151947 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.18646 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.241271 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0720075 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.382233 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.434919 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.853375 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.825067 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),-0.887299 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.852805 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.166033 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.208976 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.161892 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.231429 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.114643 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.420822 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.838727 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.563856 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.762844 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.825076 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.841622 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.00461437 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.415657 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.166865 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.112046 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.48305 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.853375 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.825067 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.852805 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.130202 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.578539 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.364679 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.244071 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0339963 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.861815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.440239 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.900045 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.583274 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.847791 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.782262 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.844494 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.843176 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.00461437 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.415657 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.166865 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.109255 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.101901 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.892917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.48305 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.853375 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.626079 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.890596 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.825067 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.887299 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.852805 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0941483 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.284299 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.243097 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.305328 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.456121 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.260876 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.639795 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.648582 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),-0.76434 # DEPENDENCYPART_GRANDPAR
(8,1),(1,16),-0.758501 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.132321 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0743152 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.214637 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.138253 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.414812 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.94142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.625186 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.594417 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.586047 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.701805 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.745359 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.00292018 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.367656 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0592547 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.501889 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.00396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.639795 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.648582 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.758501 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0309601 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.474627 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.227007 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.152459 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.494861 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.0800616 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.942377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.680433 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.595376 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.572812 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.587006 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.702764 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.732463 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.00292018 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.367656 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0592547 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.180499 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.139311 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.170257 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.00396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.639795 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.656952 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.634388 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.648582 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.76434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.758501 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.138614 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.310219 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.00774118 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.322033 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.248271 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.522208 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.571853 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.418049 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.756429 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.441092 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.23463 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.222679 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.0344546 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.329639 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.561744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.157948 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.229489 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.135384 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.00754826 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.149578 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.265336 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.37961 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.830401 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.433282 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.228634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.09601 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.403611 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.404127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.2166 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.063693 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.157703 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.0828458 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.171898 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.287656 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.362731 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0590527 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.216604 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.171898 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.287656 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.362731 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.479605 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.830401 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.433282 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.296186 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.228634 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.09601 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.403611 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.404127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.2166 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.0590527 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.216604 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.0364887 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.192595 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.287656 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.433282 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-0.296186 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.228634 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.09601 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.404127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),-0.0590527 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.216604 # DEPENDENCYPART_GRANDPAR
