# _root_ Az internacionális BEK-döntő első mérkőzésén a magyar bajnok 4:2-re győzött , s ha csak ezt tekintjük , a Marczibányi téri visszavágó nem ígér különösebb izgalmakat .
#goldHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,23,23,21,20,21,23,23,12,25,23,12,
#predictedHeads=3,3,5,5,10,8,8,10,10,12,12,0,23,16,16,12,23,19,20,21,23,23,12,25,23,12,
(16,15),(15,25),0.0484484 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-0.881734 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.210694 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.136038 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.176477 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.179724 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.0449109 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.91861 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.595595 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.492458 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.153584 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.065259 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.953751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.257671 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.192367 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.302086 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.139276 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.0228655 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.695536 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.617999 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.05831 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-0.664735 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.0189 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.748167 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.688298 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.585147 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.241246 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.176477 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.895058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.156476 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.177553 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.184484 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.127947 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.134145 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.602973 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.524323 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),-0.28483 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.298117 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.0712322 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.319936 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.0786439 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.260666 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.476856 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.398206 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.307143 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.552235 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.793265 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.507027 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.468543 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.410497 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),0.180851 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),0.153482 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.950296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),-0.30336 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.258136 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.271075 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.254553 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.0596157 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.0564952 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.240208 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.0908579 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.824517 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.153584 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.065259 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),-0.19237 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.302087 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.0904794 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.0308854 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.337047 # DEPENDENCYPART_GRANDPAR
(16,25),(25,6),-1.05831 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-0.664735 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-0.688298 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.585147 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-0.241246 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.176477 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),-0.177543 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.184471 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.127928 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),0.0351797 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.00138334 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.395759 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.120267 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.800247 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.508927 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.649833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,21),-0.143434 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.550594 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.475909 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.477637 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.490085 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.49931 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.492168 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.48318 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.579774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0369424 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0401158 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.259842 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-1.19995 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.722149 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.649762 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.663505 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.587994 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.716368 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.447215 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.637321 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-0.697906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),0.0148767 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.214582 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.043317 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.363322 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.285838 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.105061 # DEPENDENCYPART_GRANDPAR
(19,15),(15,26),-0.52749 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.02392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.346982 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.59902 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-1.58028 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-1.33488 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.29633 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.06689 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.966447 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.925042 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.858501 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.967005 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.793493 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.808527 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.986482 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.872966 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.541886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.184316 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.0662023 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.595193 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.358896 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.536514 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.444934 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.797055 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.399297 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.33295 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.451055 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.198412 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.375034 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.415786 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.233017 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.324229 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.549985 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.557723 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.320054 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),-0.292166 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.900419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,22),-0.558225 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.584198 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.703697 # DEPENDENCYPART_GRANDPAR
(20,10),(10,25),-0.609109 # DEPENDENCYPART_GRANDPAR
(20,10),(10,26),-0.800722 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.424527 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.611899 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.87244 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.399918 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.526439 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.51723 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.402552 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.209259 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.256859 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.509572 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.483708 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.0943632 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.0236781 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-0.9102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.589614 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.510197 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.584392 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-0.713455 # DEPENDENCYPART_GRANDPAR
(20,12),(12,25),-0.599939 # DEPENDENCYPART_GRANDPAR
(20,12),(12,26),-0.796825 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.630619 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.89116 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.54516 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.557001 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.374734 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.438288 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.214193 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.484352 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.148723 # DEPENDENCYPART_GRANDPAR
(20,13),(13,21),-0.589039 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.579701 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.713343 # DEPENDENCYPART_GRANDPAR
(20,13),(13,25),-0.599364 # DEPENDENCYPART_GRANDPAR
(20,13),(13,26),-0.796568 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.497241 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.439381 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.24307 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.0525473 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.55194 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.549608 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.562265 # DEPENDENCYPART_GRANDPAR
(20,14),(14,26),-0.803486 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.467413 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.428471 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.252663 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.404989 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.21071 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.303228 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.531226 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.199823 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0484313 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.79699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.470352 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.411586 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.35609 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.600231 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.480662 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.769835 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.595193 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.358173 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.536513 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.797054 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.399297 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.332226 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.451053 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.198412 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.422607 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.268779 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.396414 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.156557 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.242368 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.506346 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.320052 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.292166 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0673668 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.900419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.598784 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.558222 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.584198 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.703697 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.609109 # DEPENDENCYPART_GRANDPAR
(20,16),(16,26),-0.800722 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.025577 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.911035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,15),-0.420883 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.149004 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-0.637482 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.991837 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-1.25238 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.529595 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.526336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.150734 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.432873 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.262724 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-0.825228 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-0.730787 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.735891 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-0.55266 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),-0.618866 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.892477 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.612856 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.501001 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.495368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.105241 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.165528 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.161327 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.297577 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.408069 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.911943 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.624576 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.808158 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-1.05919 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.627945 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.671396 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.705669 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.778909 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-1.20107 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-1.01365 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.730951 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.656336 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.765223 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.883422 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.692877 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.654955 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.103437 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.358096 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.23892 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.172746 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.313015 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.0733303 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),0.0203668 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.307602 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.416695 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),0.00730758 # DEPENDENCYPART_GRANDPAR
(21,10),(10,22),-0.443356 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),-0.87619 # DEPENDENCYPART_GRANDPAR
(21,10),(10,24),-0.472556 # DEPENDENCYPART_GRANDPAR
(21,10),(10,25),-0.400526 # DEPENDENCYPART_GRANDPAR
(21,10),(10,26),-0.712821 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-1.02076 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.781595 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.815868 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.701546 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.705599 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.373686 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.430535 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.199373 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.320476 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.102096 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),0.0362157 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.111493 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.291465 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.103504 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.902825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.396566 # DEPENDENCYPART_GRANDPAR
(21,12),(12,23),-0.88641 # DEPENDENCYPART_GRANDPAR
(21,12),(12,24),-0.482079 # DEPENDENCYPART_GRANDPAR
(21,12),(12,25),-0.392599 # DEPENDENCYPART_GRANDPAR
(21,12),(12,26),-0.711868 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.786949 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.821222 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.710953 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.405156 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.385779 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.321536 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.295516 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.0198058 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.204104 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.902533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,23),-0.882301 # DEPENDENCYPART_GRANDPAR
(21,13),(13,24),-0.482244 # DEPENDENCYPART_GRANDPAR
(21,13),(13,25),-0.392307 # DEPENDENCYPART_GRANDPAR
(21,13),(13,26),-0.71189 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.344745 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.309784 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.245538 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.269188 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.846674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,23),-0.830832 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.336447 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),-0.703031 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.687419 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.297384 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.313914 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.353418 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.290305 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.459377 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.0205728 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.230943 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.21811 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.136191 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-0.534481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.077561 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.39852 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.146394 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.024233 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-0.483966 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-1.20107 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-1.01292 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.730949 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.765222 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.883422 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.692154 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.654953 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.103437 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.332986 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.340758 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.347135 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.238661 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.404726 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.157165 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.3076 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.416695 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.214221 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.00731541 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-0.910752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.443352 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.87619 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.472556 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.400526 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.712821 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.222424 # DEPENDENCYPART_GRANDPAR
