# _root_ ertzaintzaren_arabera , indar handiko suziri bat bota zioten , banketxearen eta goiko etxebizitza baten leihoak hautsiz .
#goldHeads=7,1,5,3,7,5,0,7,8,11,15,13,11,13,16,7,16,
#predictedHeads=7,1,5,3,7,5,0,7,8,11,13,11,15,13,16,7,16,
(3,8),(8,12),-0.281292 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.363622 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.404234 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.754102 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.443635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.162577 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.122814 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.258165 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.437921 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.345695 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.243773 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.212216 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.296516 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.180518 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.421163 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.360277 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),0.100643 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0370495 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.377638 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.243957 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0882507 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.41722 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.317457 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.543837 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.477373 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.440452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.098906 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.040529 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.21459 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.377638 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.243957 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0882507 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.226332 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.31443 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.543837 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.413873 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.477373 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.304488 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.28708 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.368396 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.516963 # DEPENDENCYPART_GRANDPAR
(3,15),(15,4),0.100643 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.170754 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.21459 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.377638 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.243957 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.0882507 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.226332 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.307648 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.031127 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.413873 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.477373 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.743102 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.24573 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.544983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),-0.00347865 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.278126 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.347986 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.176973 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.360363 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.347402 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.0925938 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.329831 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.411804 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.190525 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.538778 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.409917 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.344263 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0434416 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.51142 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.239496 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.251263 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.511706 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.901249 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.602247 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.613243 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.432066 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.04898 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.628015 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.796892 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.867452 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.572177 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.478641 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.485401 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.339955 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.11325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.643534 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.458116 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.848291 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.221923 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.399023 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.58039 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.63846 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.361157 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.144331 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.317191 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.231385 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0879001 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.206075 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.799355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.34227 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.218156 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.562032 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.72265 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.612062 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.29633 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0637174 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.589212 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.799702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.476043 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.699431 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.676694 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.406116 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.478236 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.603927 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.594525 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.695737 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.588833 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.209268 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.20809 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.760076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.391172 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.129071 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.428912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,1),-0.610786 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.436589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.179936 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.357603 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0367931 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.1532 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.211491 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.103049 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.229764 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.320494 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.129773 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.106867 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.205856 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.385233 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.252425 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.143137 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.39824 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.37696 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.669936 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.2513 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.342764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.171221 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.227893 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.394431 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.198639 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0782749 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.00719897 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.135884 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.246535 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.2247 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.257567 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.22135 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),0.129773 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),-0.110346 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.205856 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.252425 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.101201 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0586784 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0522173 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.397903 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.371178 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.328527 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.379649 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.163802 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.115035 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.240736 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.347278 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),0.129773 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.373683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),-0.205856 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.252425 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.101201 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0586784 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.0522172 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.177918 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.112791 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.328527 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.379649 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.658936 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.259811 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.241098 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),0.12088 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.482204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),-0.341459 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.156438 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.236539 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.205796 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0654278 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.156866 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.283223 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.273959 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.374367 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.313613 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.334259 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.573917 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0826767 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0873535 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.090269 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.484286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.423798 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.706725 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.405272 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.589256 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.594764 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.433362 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.397253 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.296784 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.586331 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0752556 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.147085 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.186372 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.484286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.706725 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.56248 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.405247 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.594478 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.433362 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.396967 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.296514 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.255122 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.110246 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.372632 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.457038 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.460766 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.539194 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.118895 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.65992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,16),-0.214616 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.48117 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.00759487 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0778575 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.433517 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.570631 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.551593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.607476 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.157704 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.405954 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.345158 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.355777 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.245501 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.10628 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.488046 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.38047 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.438193 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.487619 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.476766 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.00633523 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.374501 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.103156 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.573927 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.607205 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.233773 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.157394 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.3446 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.355505 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.244942 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.105474 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),0.414658 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.356333 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.423958 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),0.100951 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.0621135 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.204358 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.442535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.101766 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.140803 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.132745 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.315395 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.254938 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.066517 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),0.181668 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.136232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.410534 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0367294 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0712944 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0297505 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.229766 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.256905 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.29641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.536713 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.000130366 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.190909 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.141137 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),0.509002 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),0.0398581 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.0697234 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),0.00213538 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.151713 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.382717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.545654 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0371185 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0468181 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.136441 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0778291 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.158448 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0240123 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.0258892 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.229766 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),0.256905 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.000155631 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0129023 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.00225051 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.13327 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.140704 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0332743 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.509434 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),0.156947 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.229766 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.256905 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.299862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),-0.00332114 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0163792 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.00122626 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.187487 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.137678 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0332743 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0745584 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.509434 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.229766 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),0.228825 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.296385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,9),0.000155631 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.0129023 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.00225051 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.18401 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.121021 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.0101127 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.0745584 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.509434 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),0.114692 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.348358 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),0.00420987 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.315851 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),0.0760686 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.488688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.376491 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0283162 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.0712583 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0885593 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.242557 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.180225 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.184495 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0821037 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.681414 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0300798 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.366454 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.296971 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.725034 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0428894 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.549268 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.301971 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0533347 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.18217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-1.11685 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.483678 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.746485 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.350814 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.29926 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.839194 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.338634 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.572976 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.50688 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.758358 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0378458 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.594036 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.317099 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.518293 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.174286 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.19981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.319357 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.18151 # DEPENDENCYPART_GRANDPAR
