# _root_ halaber , batzarkide eta parlamentario ugari ere agertu ziren hitzordura , eta hainbat euskal_erakunde nazionaletako ordezkariek ongi etorria eman zioten ekimenari .
#goldHeads=0,3,4,8,4,4,0,12,8,8,10,0,16,16,16,19,19,17,12,19,19,21,
#predictedHeads=0,3,4,8,4,5,0,12,8,8,10,0,14,16,14,19,19,19,12,19,19,21,
(19,12),(19,15),-0.0576776 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.108089 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0151383 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.105019 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.03467 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0275815 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.00804851 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.000245091 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.00498145 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0158011 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.00804851 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0102799 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0251941 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0133867 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0312439 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.00868783 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0220304 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0549757 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0172232 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.00719102 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00746888 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0102581 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0230664 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0143962 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00858489 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0314452 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0536878 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0240048 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.01471 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0438891 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00596858 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0549757 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0172232 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0667749 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0635496 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0143537 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0121731 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0240264 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00833875 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0208628 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.00111325 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0274133 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0151163 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.00364223 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0151163 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0586601 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0123668 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0931937 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0181156 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0103205 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.023304 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.00111325 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0274555 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0418297 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0311948 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0122728 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0183421 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0208628 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.00111325 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0274133 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0117528 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0391181 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0291396 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.305565 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.378113 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.232435 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.141311 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0535296 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.184153 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.204322 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0125103 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.154865 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.598003 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.194697 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0743173 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.41516 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.351666 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.14957 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.224138 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.246379 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.291539 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.242539 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.204085 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.349399 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.0198106 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.35088 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.125226 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.218843 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.184156 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.198362 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.105474 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0128575 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.15494 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.597928 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.195044 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0405455 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.271168 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.0965112 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0844524 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.404757 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.224797 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.11288 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0263504 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.103815 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.00640542 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.119896 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.000296314 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.233868 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.821959 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.00397602 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.141932 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0399358 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.103073 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0507517 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.107217 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.295047 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.493994 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.0522329 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.16086 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),1.20392 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.0817448 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.199244 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.198102 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.105473 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.212235 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.187238 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.3386 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.244516 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.0601961 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.194697 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.200595 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.299696 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.694221 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.0455168 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.232411 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.441796 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.379228 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.145449 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.127456 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.241604 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.41516 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.236637 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.430212 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.253327 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.272188 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.370499 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.117229 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.335352 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.349399 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.445349 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0198106 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.35088 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.125226 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.218843 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.131411 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.169456 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.189215 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.167431 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.576287 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.169914 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.0464461 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.184743 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.106694 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.366859 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.234822 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.127235 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.0205421 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.143316 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.0153014 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.232452 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.263116 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.487647 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.0812267 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.105111 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.0398723 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.164477 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.140379 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.287122 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.163912 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.624645 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.14186 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),1.26412 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.123562 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.266471 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.158831 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.211246 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.334818 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.104635 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.709146 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.212727 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),0.0746442 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),0.721324 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.232333 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.410559 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.647042 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.252903 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.495498 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.658188 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.565182 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.9061 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.901387 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.713152 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.561656 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.622543 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.442136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,5),-0.242399 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.296207 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.288074 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.126606 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.387797 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.180894 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.293452 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.271172 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.764109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),-0.503661 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.292637 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.400625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0329742 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.312278 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.24949 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.377218 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.266954 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),-0.00603687 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.17939 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.413614 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.402416 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.299345 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.240419 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.32779 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0572798 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.348102 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.339469 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.216114 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.324164 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0577887 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.373867 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.365193 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.309086 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.384131 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.723414 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.163607 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.156699 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.337853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.141091 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.151115 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.3182 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.483204 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.316639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0401587 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.163368 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.205441 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.245409 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.369488 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.410439 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.297107 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.363288 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.348956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0230715 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0870697 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.167877 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.133914 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0990034 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.165821 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.234115 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.383112 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.123352 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.232775 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.266285 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.350946 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.399161 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),0.0236026 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.321139 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.357934 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.1567 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.337856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0727982 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0511224 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.186706 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.168053 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.330974 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.482932 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.210093 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.329637 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.52322 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.0608639 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.819763 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.0293535 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.246621 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.363467 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.497181 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.095141 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.297103 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.516686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.076176 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.18758 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.349992 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.237771 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.364196 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.481738 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.25107 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.390952 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.408082 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.526878 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),0.00590328 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.487591 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.337853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.0727989 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.0511251 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0897178 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.208064 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.272248 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.319386 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.329637 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.360853 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.523219 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.4859 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.060863 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.502125 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.447349 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.819685 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.156842 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.322203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.114555 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.06894 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.0479619 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.190244 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.256598 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.301565 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0831461 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.239507 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.507333 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.449707 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.0449771 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.48624 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.411157 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.806203 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.337853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,11),-0.208064 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.124902 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.257329 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.284067 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.460111 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.060863 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.502125 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.447349 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.819685 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.352933 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.360045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.0577292 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.0735096 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.162098 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.00583131 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.0474015 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.101362 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.222372 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.294439 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.422289 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.138529 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.376847 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.299961 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.461402 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.414338 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.302443 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.423543 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.124902 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.257329 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.284067 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.460111 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.400711 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),0.204438 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.405416 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.819685 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0342029 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.51542 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.127506 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.717076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.567329 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.368382 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.352557 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.535494 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.217301 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.00823023 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.747034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
