# _root_ agentzien_arabera , bi alderdi abertzaleek lan horretan dihardute egun hauetan , eta oraindik ez dute erabaki osoko zuzenketa aurkeztuko duten .
#goldHeads=12,1,4,8,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
#predictedHeads=8,1,4,6,4,8,6,12,8,9,10,0,16,16,16,12,18,19,16,19,20,
(0,4),(4,2),-0.111676 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.111506 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0227975 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0476318 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.297981 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.306024 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.0132693 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.117306 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.359191 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.126038 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0584787 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.240016 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.314167 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.131893 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.038523 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.177485 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0805553 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.320582 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.403496 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.347177 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.38182 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.362289 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.386325 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.0647139 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.420002 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.0411345 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.0510064 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0743598 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0270937 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.119136 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.300789 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.154431 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.185351 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.076821 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.11105 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.216202 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.200261 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.674934 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.0720255 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.234144 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-1.48248 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.268649 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.527855 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.168247 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.0632066 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.418265 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.198715 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.120153 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.0916886 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.369606 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.184855 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.454993 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.344103 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.52072 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.63698 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.187121 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.368932 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.469507 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0665185 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.72844 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.235298 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.202011 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.0657842 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.471183 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.255401 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.377734 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.556789 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.215463 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.0921161 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.0544633 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.0154908 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.35858 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.342777 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.514423 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.159864 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-1.60924 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.359802 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.0110675 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.130186 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.0122757 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0469134 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.279848 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.23771 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.312317 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.437523 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.178286 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.0551929 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.231209 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.156589 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.102141 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.116253 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.0812488 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.271648 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-1.35884 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.294167 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.244398 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.595023 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.0551854 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.154421 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0608067 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.0647131 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.318333 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.442073 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.296694 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.00820913 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.369467 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.287251 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.542905 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.123571 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.123231 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-1.5721 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.27056 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.408306 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.0803085 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.0166056 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.0954167 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.276976 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.233216 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.263814 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.434651 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.174984 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.0673596 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.260356 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.150389 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.0904121 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.596591 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0766729 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.00353213 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-1.39634 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.129378 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.373054 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.146977 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.233401 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.366886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.353135 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.336879 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0212471 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.426029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.143811 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.141918 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.0152494 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.421597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,4),-0.0842476 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.110116 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0813413 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.246335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.092295 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.305779 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.0128055 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.23374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.065358 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.00315968 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.0385925 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0491111 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0850404 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.125953 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.118303 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.155963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.247829 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0307377 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.0286435 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0392434 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.0519128 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0464902 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.39868 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0872508 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.116187 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.0362559 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),0.105544 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.288887 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),0.115866 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.220151 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),0.0351628 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.182179 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.759975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.52643 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.373323 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.728984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.510747 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.451123 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.570599 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.366487 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.387558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.281518 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.192963 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.264617 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.270754 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.154591 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.199719 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.633031 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.410333 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.472528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.139162 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.249769 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.152394 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.214659 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.198596 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0929839 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.151475 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0524894 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.0164152 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.313931 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.232865 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.320891 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.20723 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.329119 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.29349 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0833937 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.390038 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.375737 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.00664058 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.350346 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.441612 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.358222 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0244575 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.732871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,8),-0.41125 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.629644 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.451916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0827834 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.159835 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.669068 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.383712 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.294644 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.399826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0615306 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.268354 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.284571 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.353393 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.242494 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.254183 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.302058 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.433541 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.384746 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.294643 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.417243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0612317 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0975809 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.110438 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.128623 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.221197 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0967243 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.23288 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.226878 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.406352 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.368611 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.400573 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.615825 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.700134 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.256948 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.39088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),-0.0853379 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.174168 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.0896525 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.183066 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.148225 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.19075 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.103038 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.0348957 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.315835 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.276083 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.220743 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.338968 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.688994 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.493282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),-0.0602759 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.199939 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.201499 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.199535 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.30956 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.168604 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.22313 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.0777852 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.10208 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.0917855 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.020055 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.272802 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.164502 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.345183 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.300387 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.533243 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.274152 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.238317 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.25728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.74175 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.187369 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.321178 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.25728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.514709 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.804791 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.6037 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.426817 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.300861 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.972212 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.408125 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.585091 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.365568 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.919729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.583176 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.391822 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.394552 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.394401 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.390753 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.37885 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.105117 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.11213 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0942455 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.20369 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.294699 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0247146 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.190585 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.398649 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.278416 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.148562 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.135894 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.368109 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.250482 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0139527 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0134281 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.252115 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.733239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.364257 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.485955 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.330285 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.623469 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.164257 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.176379 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.693054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.273852 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.212342 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.166273 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.399287 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.59943 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.249967 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.247413 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.245109 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.210952 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.444145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0957453 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0824829 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0534524 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.142447 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0834767 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.0397094 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.422081 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.303083 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.251164 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.342759 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.399494 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.206229 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.27811 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.225457 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.236435 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.323733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.0178328 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.0912582 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.228606 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0498802 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.149473 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.238743 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.502315 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.316937 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.365392 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.522286 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0278926 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0571949 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.366482 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.572247 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.331777 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.318326 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.328504 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.531417 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.308687 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.550392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.229649 # DEPENDENCYPART_GRANDPAR
