# _root_ " ekintza guztietan material asko kendu digute , telefono mobilak , mendiko materiala ... portugalen kendu zizkiguten hiru furgonetak ez dizkigute itzuli " .
#goldHeads=0,6,2,6,4,8,6,0,11,9,4,13,11,13,16,19,16,19,22,22,22,8,22,23,
#predictedHeads=0,6,2,6,4,0,6,7,6,9,10,13,6,13,16,19,16,19,22,22,22,9,22,23,
(22,18),(22,20),0.00856065 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0239908 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0539905 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0561031 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0520769 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0233452 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0526108 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0141998 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.298713 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0671673 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0936864 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0863174 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.087338 # DEPENDENCYPART_SIBL
(22,23),(22,24),-0.177594 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.208218 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.446231 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.304424 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.251686 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0524393 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.430403 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.112392 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.444799 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.266575 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.186711 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.129519 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.216135 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.443532 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.112128 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.242542 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.30966 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.464793 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.267728 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.131619 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.358617 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.0912253 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.230943 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0476797 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.420006 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.101726 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.18541 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0713461 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.115654 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.218645 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.272165 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.468139 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.11553 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.931951 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-1.31025 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.174797 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.350956 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),-0.135918 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.188244 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.133263 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.184342 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.322805 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.677746 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.321841 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.191123 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.257562 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.996924 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.0666872 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0807818 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.42679 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.357055 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.266925 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.309664 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.317458 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.439159 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.299325 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.282524 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.799752 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.465592 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.341791 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),-0.266683 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.677746 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.321841 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.328495 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.392821 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.266924 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.247314 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.344782 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.300158 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.299525 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.282324 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-1.52521 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.464793 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.770822 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.134654 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.080781 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.426792 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.265578 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.247314 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.344782 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.298812 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.449612 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0752441 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.282324 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.801609 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-1.52521 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.464793 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.264826 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),-0.772155 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.300158 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.449612 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.294971 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.798708 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.464793 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.0912253 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0476797 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.420006 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.482411 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.219923 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.154707 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.224031 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.303938 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.187942 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.424136 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.323538 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.267501 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-1.31025 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.358932 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.174797 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.308435 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.350956 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.135918 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.240352 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.347596 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.426986 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.587612 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.825383 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.410401 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.426792 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.344782 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.449612 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.294971 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.292977 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.805621 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-1.77133 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.423994 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.469244 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.56591 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.770822 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.416711 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.406863 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.442832 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.325655 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),-0.0860736 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-0.042528 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.421 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.476901 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.160076 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.218879 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.303866 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.193311 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.418984 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),0.328689 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.262349 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.855729 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-1.6337 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.398027 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.321616 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.236156 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.674411 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.448156 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.650327 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.700085 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.551125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.322221 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.251474 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.282209 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.184674 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.370364 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.073842 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),-0.210166 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.24831 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.26155 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.225409 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.165816 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.160261 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.396646 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.461541 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.276235 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.37357 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.302475 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.342848 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.230784 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.209418 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.323319 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.227404 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-0.130696 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.742501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,6),-0.652495 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.464222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,2),-0.405532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.199649 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.259481 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.567685 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.2903 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.440523 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.233956 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.380055 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.188796 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.442161 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.477633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),-0.202003 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0262128 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.220561 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.272745 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.332357 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.515133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,4),-0.246902 # DEPENDENCYPART_GRANDPAR
(2,22),(22,5),-0.224111 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),-0.317243 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),-0.229944 # DEPENDENCYPART_GRANDPAR
(2,22),(22,9),-0.292808 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.378904 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-0.26997 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.193774 # DEPENDENCYPART_GRANDPAR
(2,22),(22,13),-0.35137 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.264881 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.313721 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.00193994 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.213003 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.379255 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),-0.294031 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.051235 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.287687 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.482967 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.236634 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.852535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.462284 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.226007 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.589987 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.425469 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.629721 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.146604 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0147516 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.703949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.328673 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.53036 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.399677 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.448143 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0862935 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.329945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.37081 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.382612 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.343922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,8),-0.0117913 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0722908 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.284634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.105176 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.240154 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.22544 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.186459 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0845244 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0362792 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.172651 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.11782 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.233927 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.113931 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.247957 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.182975 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.366871 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.332084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,9),-0.0769986 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0432143 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.0667343 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.0696378 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.199196 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.144943 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.144859 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.109767 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.221615 # DEPENDENCYPART_GRANDPAR
(4,22),(22,2),-0.431714 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.383659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),-0.0640086 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),-0.242521 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.20945 # DEPENDENCYPART_GRANDPAR
(4,22),(22,9),-0.131428 # DEPENDENCYPART_GRANDPAR
(4,22),(22,10),-0.131154 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.227806 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.0443574 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),-0.183636 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),-0.125898 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.147517 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),0.136518 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.132357 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.256035 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.21456 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),0.0992889 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.262461 # DEPENDENCYPART_GRANDPAR
(4,22),(22,24),-0.440812 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0384489 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.277217 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.586397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.778562 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.565068 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.885605 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.412669 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.410634 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.321179 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.496378 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.221253 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.335722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.575651 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.144972 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.319119 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.604933 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0959744 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.290513 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.153193 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.181631 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.22712 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.586071 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.426328 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.544966 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.222361 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.217815 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.264348 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.293027 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.301845 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.462301 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.0897886 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.214761 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.177933 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.21465 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.195328 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.308978 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.460542 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.126302 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.00923939 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.08803 # DEPENDENCYPART_GRANDPAR
(6,4),(4,22),-0.209793 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.265964 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.591668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,2),-0.168549 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.0752918 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.112531 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0341649 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.124306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.262613 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0668581 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.201858 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.0960182 # DEPENDENCYPART_GRANDPAR
(6,8),(8,22),-0.132391 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),0.0929749 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.297629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.398433 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.00244122 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.324434 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0851532 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0368409 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.158633 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.224888 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.0110673 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),0.171051 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.0906607 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.0322938 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.113173 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.0190071 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0810695 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.191862 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0561873 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.177979 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0141941 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.0713144 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-0.0502846 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.124306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.262613 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.330366 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0292408 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.00164001 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0832496 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.298718 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0395852 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.158531 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.22499 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.189991 # DEPENDENCYPART_GRANDPAR
