# _root_ horrela zeudela , john_wayne famatuarengana joatea erabaki zuten , beren loria egunetan john_wayne beren adiskidea izan zelako .
#goldHeads=2,7,2,6,4,7,0,7,8,12,12,16,16,15,16,7,16,17,
#predictedHeads=2,7,2,6,4,7,0,7,8,11,12,16,15,13,16,7,16,17,
(3,16),(16,6),0.115327 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.125865 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.193332 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.0852983 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.0457829 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.175599 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.16215 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.121117 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.0664714 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.090721 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.0324056 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.138344 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.546716 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.904342 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.399141 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.55577 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.587942 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.284692 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.616815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0736578 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.249071 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.37672 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.734536 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.261204 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.670951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.602083 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.269353 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.528715 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0338224 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.331492 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.103805 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.0680452 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.240973 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.284364 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.457053 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.340384 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.564614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.500526 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.118415 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0442687 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.204941 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.236898 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.230847 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.310392 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.285647 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.40243 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.538445 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.373906 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.203509 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.596968 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0916348 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.30215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.562622 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.574445 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.315109 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.628041 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.374193 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.934908 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.02322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.422088 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.334439 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0584352 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.629657 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.287341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.612575 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.627265 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.344673 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.27409 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.31752 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.633265 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.376956 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.938016 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-1.03195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,6),-0.31428 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.376084 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),-0.173639 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.000541511 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.577714 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.298838 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.621682 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.276653 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.579503 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.640491 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.273674 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.0294651 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.286399 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.142556 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.467291 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.00533292 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0263741 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.394953 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.15213 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.800731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.383599 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.769288 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.416239 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.363134 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.538104 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.124405 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.282339 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.272106 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.758382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.339496 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.0816252 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0375472 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.253682 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.648444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,11),-0.192836 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.112889 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.505699 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.724379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,16),-0.0464913 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.320668 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.508865 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.290143 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),0.120718 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.154796 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.54552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.470485 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0121741 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0521677 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0271154 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0792659 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.019405 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.0926383 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.155673 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.405608 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),0.0948737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.549426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.12465 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0134064 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0280622 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),0.0653403 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),0.260155 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.512194 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),0.183068 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.232847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.18344 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.44601 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.0162404 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0703837 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.103513 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),0.1364 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.104232 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.244587 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),0.269653 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.0729692 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.397968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0156292 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0900755 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.123429 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0852741 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0095889 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0376752 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0828222 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.320253 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.244587 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.0729692 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),0.00761155 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0993092 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.115371 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0148403 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.00855039 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0495716 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0817837 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.230706 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.32226 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.179378 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.244587 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.0729692 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.0155701 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.0901346 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.025376 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.078063 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0211443 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.108746 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.228085 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.318525 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.182635 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.310096 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.500221 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.279065 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),0.141496 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.144416 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.588436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.163201 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.42043 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.0657872 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0156284 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0334006 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.0208686 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.079921 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0302528 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.156994 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.417011 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.013895 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0563792 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.131725 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.124914 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.238511 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.062698 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.150162 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0435794 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0447166 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0666909 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.000689053 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.280909 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.596978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.553992 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.361655 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.316638 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.280625 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),0.0485507 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.244309 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.12656 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.620148 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.549581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,16),0.0946243 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.194672 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0895958 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.442351 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.136232 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.15017 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.191948 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.37969 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),0.130678 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.11442 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.287556 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.190906 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.248851 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.175504 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.529484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.541489 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),0.00130593 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.00822607 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.290825 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.247527 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.209795 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),0.117885 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),0.262701 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.224169 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.116993 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.332282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.365851 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.0374201 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),0.247772 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),0.459132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),0.0118322 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.136396 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.0915426 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.0243855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.229341 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0779315 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.123987 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.161074 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.30679 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.197097 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.277895 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.0494265 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.211653 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.202302 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.204866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.200259 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.375589 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.147708 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.108965 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.332355 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.190595 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.516323 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.277895 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.211653 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.212883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),0.191025 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.367531 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0592891 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.110004 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.344252 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.191634 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.409998 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.51833 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.581148 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0698839 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.114483 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.332355 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.190595 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.277895 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.211653 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.204925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,9),0.2002 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.0698248 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.114424 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0713369 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.375731 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),0.407376 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.514595 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.577891 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.34499 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),0.0225275 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.196976 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.180156 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.284686 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),0.123057 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.361164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.195611 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.25326 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.260801 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0465622 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.0927438 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0480743 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.261003 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.125864 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.626957 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.766102 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.0502738 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.129792 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.632026 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.186174 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.223023 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.116408 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.63405 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.286351 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.494519 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.257721 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.417115 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.398319 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.206919 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.11752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.263601 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.283339 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.708903 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-1.23155 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.10969 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.935157 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.760157 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.2802 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.496158 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.255794 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.424991 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.394624 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.336619 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.1176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.26362 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.283544 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.709271 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.23191 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.72696 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.11006 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.930844 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.760236 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.63283 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.490897 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.482273 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.509489 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.883588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.511291 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-1.03316 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.912076 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.747625 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.427442 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.609935 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.44542 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),-0.0255727 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.104948 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.30622 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.482235 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.0381327 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.86533 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.713194 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.594387 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.242437 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.464043 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.655439 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.471576 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.603567 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.640813 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.498307 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.525549 # DEPENDENCYPART_GRANDPAR
