# _root_ " garai benetan korapilatsu eta zailak bizitzen ari_gara , eta ezin_dugu horrela bizitzen jarraitu , elkarrekin bizitzen ikasi behar_dugu .
#goldHeads=0,7,4,5,2,5,8,10,8,0,10,13,14,11,14,17,18,19,10,19,
#predictedHeads=0,7,4,5,2,5,8,10,8,0,10,11,14,11,14,17,18,19,0,19,
(0,8),(8,13),-0.225224 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.00910148 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.264746 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.152351 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0525177 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0670458 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.590635 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.348545 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.363501 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.216919 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.516409 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.226799 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.445139 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.15156 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0142591 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.400313 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.271684 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.0494358 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.134932 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.311207 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.195454 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.0992096 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.077666 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.412296 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.00585433 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.215576 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.220357 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.00423485 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.259879 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.147484 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.0476511 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0823754 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.399918 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.101209 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.077666 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.147031 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.214231 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.00934211 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.214966 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.245518 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.412296 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.142023 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.00585433 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.00673059 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.346277 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.00423485 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.0313948 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.259879 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.147484 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.0476511 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.0882498 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.152816 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.2196 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.0270116 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.220335 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.244118 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.413697 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.149071 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0118151 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.00813118 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.352062 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.277812 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0290173 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.255007 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.142611 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.0427784 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.10803 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.190924 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.0171341 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.214231 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.00934211 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.214966 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.245518 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.412296 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.142023 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.00585433 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.00673059 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.346277 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.279213 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.0738783 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-8.56241e-05 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.414709 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.147484 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.0476511 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.203661 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.002016 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.204397 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.440672 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.0131804 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0351058 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.335853 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.250838 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.0455031 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.0104844 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.404139 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.29036 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.00283159 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.0505132 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.14769 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.0126849 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.223495 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.00251156 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.348251 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.257189 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.0583231 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.296711 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.201791 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.0766554 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.245417 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.183284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.417906 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.22946 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.0485213 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.194346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.207126 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.376594 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.113021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.131052 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.588772 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.579188 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.182406 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0372782 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0983231 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.0585669 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.0250674 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0987031 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.0241087 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.0165357 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),0.0956957 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),0.184053 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.220156 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.219609 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.281833 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.743659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.310425 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.500255 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.333081 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.248737 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.469781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.107672 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0331783 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0802084 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.233582 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.273582 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),0.000431614 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.177316 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0136815 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.974527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.54596 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.82415 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.322482 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.94283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,9),-0.320393 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.596422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.308737 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0209166 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.283023 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0115083 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0631537 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.628494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.234084 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.241497 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.2313 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.489088 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.479035 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.137546 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0827005 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.249106 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.0429334 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.169471 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.676563 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.327857 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.470686 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.473584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0928382 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.242048 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.206493 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.216946 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.439119 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.136157 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.693707 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.676569 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.327864 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.470693 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.468542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0824257 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0455516 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.187879 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.209069 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.421713 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.303487 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.227231 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.371495 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.303777 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.550365 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.105258 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.119927 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.617574 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.309621 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.604703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.152444 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0997351 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.319837 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.408099 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.497932 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.294889 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.379706 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.311353 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.884398 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.447714 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.376239 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.625633 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.676563 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.197054 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.298821 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.136157 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.320894 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.244637 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.388901 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.321184 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.567772 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.676563 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.327857 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.470686 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.473584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.0928382 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.0281074 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.197054 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.296693 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.298821 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.39643 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.221803 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.244637 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.693707 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.388901 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.321184 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.567772 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.679749 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.323331 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.471635 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.470451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.083955 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.0516282 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.173533 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.289364 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.295688 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.372909 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.213063 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.254684 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.694952 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.392891 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.325174 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.571762 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.470686 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.473584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.0928382 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.0281074 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.197054 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.296693 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.298821 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.39643 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.221803 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.278205 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.219575 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.783908 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.386979 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.321184 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.567772 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.470882 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.47782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,6),-0.0951902 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.193471 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.303057 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.392847 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.224301 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.274622 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.215992 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.78626 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.389331 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.342629 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.572107 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-1.2819 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.327861 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.469462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,7),0.0550028 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.294699 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.214069 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.25131 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.199697 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.319317 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.253889 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-1.26805 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.560068 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.375819 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.358396 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.367846 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.990778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.351288 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.149338 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.175579 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.179745 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.176604 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.215761 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.0806727 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.166105 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.172188 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.138873 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.125415 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.119193 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.164404 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0224254 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.250588 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.0159026 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.339145 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.103756 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0894158 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.100494 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.145656 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0885539 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.146864 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.061729 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.751636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.666113 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.0991051 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.193847 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.751103 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.493222 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.482438 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.560699 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.794961 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-1.03131 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.64968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.0284763 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.261544 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.339299 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.547114 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.179191 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.254882 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.501058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.244929 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0327207 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.481742 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.223861 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.183781 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.291338 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.524125 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.762878 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.153885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0687234 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.336823 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.386319 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.204208 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.26342 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.375042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.285423 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.13545 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.432144 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.142708 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.174263 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.154408 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.33099 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.24174 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.465394 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.710234 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.261535 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),-0.415119 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0140205 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.148635 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.221566 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.181486 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.289043 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.52183 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.760583 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.470174 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.212843 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.128326 # DEPENDENCYPART_GRANDPAR
