# _root_ gogoan_dut beste batzuetan nola barneratzen ninduzun itsasoan txalupa koskor - niretzat , intxaur azal txikitxo - batean , atsegin bait zenuen nire izu-ikara zentzugabearen_aurrean zure segurtasun babeslea agertzea .
#goldHeads=0,3,5,5,1,5,5,5,8,9,14,11,14,8,14,15,8,17,0,21,19,23,28,23,26,28,26,21,28,
#predictedHeads=0,3,5,5,1,5,6,5,8,9,5,11,14,19,14,15,14,17,0,19,20,23,19,23,26,28,26,21,28,
(23,18),(23,28),-0.0374453 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.0822575 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0132692 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.00266716 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0120224 # DEPENDENCYPART_SIBL
(23,19),(23,25),0.0156919 # DEPENDENCYPART_SIBL
(23,19),(23,26),-0.00142468 # DEPENDENCYPART_SIBL
(23,19),(23,27),0.0120224 # DEPENDENCYPART_SIBL
(23,19),(23,28),0.0314568 # DEPENDENCYPART_SIBL
(23,19),(23,29),-0.0371781 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.00729236 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0134845 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0208494 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.00668768 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0134845 # DEPENDENCYPART_SIBL
(23,21),(23,28),0.0302332 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0190743 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.0222385 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.00288865 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.00702828 # DEPENDENCYPART_SIBL
(23,22),(23,27),0.0222385 # DEPENDENCYPART_SIBL
(23,22),(23,28),-0.00344036 # DEPENDENCYPART_SIBL
(23,22),(23,29),-0.00625339 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.00515563 # DEPENDENCYPART_SIBL
(23,24),(23,26),-0.00867591 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.00097613 # DEPENDENCYPART_SIBL
(23,24),(23,28),-0.0448741 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.0776367 # DEPENDENCYPART_SIBL
(23,25),(23,26),-0.0116367 # DEPENDENCYPART_SIBL
(23,25),(23,27),-0.0112247 # DEPENDENCYPART_SIBL
(23,25),(23,28),-0.0108477 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.0541713 # DEPENDENCYPART_SIBL
(23,26),(23,27),-0.00484389 # DEPENDENCYPART_SIBL
(23,26),(23,28),-0.0358754 # DEPENDENCYPART_SIBL
(23,26),(23,29),-0.0887528 # DEPENDENCYPART_SIBL
(23,27),(23,28),-0.0448741 # DEPENDENCYPART_SIBL
(23,27),(23,29),-0.0776367 # DEPENDENCYPART_SIBL
(23,28),(23,29),-0.0694 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.0538948 # DEPENDENCYPART_SIBL
(24,14),(24,26),0.0524513 # DEPENDENCYPART_SIBL
(24,23),(24,26),0.0524513 # DEPENDENCYPART_SIBL
(25,26),(25,27),0.00880356 # DEPENDENCYPART_SIBL
(26,9),(26,15),-0.00205739 # DEPENDENCYPART_SIBL
(26,9),(26,21),0.0102712 # DEPENDENCYPART_SIBL
(26,9),(26,22),-0.00308865 # DEPENDENCYPART_SIBL
(26,9),(26,23),0.0156217 # DEPENDENCYPART_SIBL
(26,9),(26,24),-0.00205739 # DEPENDENCYPART_SIBL
(26,9),(26,25),8.50823e-05 # DEPENDENCYPART_SIBL
(26,9),(26,27),0.0282838 # DEPENDENCYPART_SIBL
(26,9),(26,28),-0.0199669 # DEPENDENCYPART_SIBL
(26,9),(26,29),-0.0933639 # DEPENDENCYPART_SIBL
(26,15),(26,21),0.0102712 # DEPENDENCYPART_SIBL
(26,15),(26,22),-0.00308865 # DEPENDENCYPART_SIBL
(26,15),(26,23),0.0156217 # DEPENDENCYPART_SIBL
(26,15),(26,24),-0.00205739 # DEPENDENCYPART_SIBL
(26,15),(26,25),8.50823e-05 # DEPENDENCYPART_SIBL
(26,15),(26,27),0.0282838 # DEPENDENCYPART_SIBL
(26,15),(26,28),-0.0199669 # DEPENDENCYPART_SIBL
(26,15),(26,29),-0.0933639 # DEPENDENCYPART_SIBL
(26,21),(26,22),0.00729236 # DEPENDENCYPART_SIBL
(26,21),(26,23),0.0312812 # DEPENDENCYPART_SIBL
(26,21),(26,24),0.0175135 # DEPENDENCYPART_SIBL
(26,21),(26,25),0.0111288 # DEPENDENCYPART_SIBL
(26,21),(26,27),-0.0145284 # DEPENDENCYPART_SIBL
(26,21),(26,28),0.0302331 # DEPENDENCYPART_SIBL
(26,21),(26,29),-0.0190743 # DEPENDENCYPART_SIBL
(26,22),(26,23),-0.0012639 # DEPENDENCYPART_SIBL
(26,22),(26,24),0.0111861 # DEPENDENCYPART_SIBL
(26,22),(26,25),-0.0179563 # DEPENDENCYPART_SIBL
(26,22),(26,27),0.0211946 # DEPENDENCYPART_SIBL
(26,22),(26,28),-0.00344051 # DEPENDENCYPART_SIBL
(26,22),(26,29),-0.00625339 # DEPENDENCYPART_SIBL
(26,23),(26,24),0.0143416 # DEPENDENCYPART_SIBL
(26,23),(26,25),0.000186792 # DEPENDENCYPART_SIBL
(26,23),(26,27),-0.00928837 # DEPENDENCYPART_SIBL
(26,23),(26,28),0.0201233 # DEPENDENCYPART_SIBL
(26,23),(26,29),-0.0276419 # DEPENDENCYPART_SIBL
(26,24),(26,25),8.50823e-05 # DEPENDENCYPART_SIBL
(26,24),(26,27),0.0282838 # DEPENDENCYPART_SIBL
(26,24),(26,28),-0.0199669 # DEPENDENCYPART_SIBL
(26,24),(26,29),-0.0933639 # DEPENDENCYPART_SIBL
(26,25),(26,27),0.0476146 # DEPENDENCYPART_SIBL
(26,25),(26,28),0.0179442 # DEPENDENCYPART_SIBL
(26,25),(26,29),0.0527034 # DEPENDENCYPART_SIBL
(26,27),(26,28),-0.0452936 # DEPENDENCYPART_SIBL
(26,27),(26,29),-0.0780562 # DEPENDENCYPART_SIBL
(26,28),(26,29),-0.0694 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.0507589 # DEPENDENCYPART_SIBL
(27,23),(27,28),0.0229113 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.020395 # DEPENDENCYPART_SIBL
(28,5),(28,7),-0.00242885 # DEPENDENCYPART_SIBL
(28,5),(28,8),-0.00242885 # DEPENDENCYPART_SIBL
(28,5),(28,12),-0.0830174 # DEPENDENCYPART_SIBL
(28,5),(28,13),-0.00242885 # DEPENDENCYPART_SIBL
(28,5),(28,14),-0.00242885 # DEPENDENCYPART_SIBL
(28,5),(28,15),-1.33876e-05 # DEPENDENCYPART_SIBL
(28,5),(28,18),-0.0830174 # DEPENDENCYPART_SIBL
(28,5),(28,19),-0.0281601 # DEPENDENCYPART_SIBL
(28,5),(28,20),0.00192714 # DEPENDENCYPART_SIBL
(28,5),(28,21),-0.0278495 # DEPENDENCYPART_SIBL
(28,5),(28,22),-0.058869 # DEPENDENCYPART_SIBL
(28,5),(28,23),-0.00242885 # DEPENDENCYPART_SIBL
(28,5),(28,24),-1.33876e-05 # DEPENDENCYPART_SIBL
(28,5),(28,25),-0.0588834 # DEPENDENCYPART_SIBL
(28,5),(28,26),-0.00643207 # DEPENDENCYPART_SIBL
(28,5),(28,27),-1.33876e-05 # DEPENDENCYPART_SIBL
(28,5),(28,29),-0.0505209 # DEPENDENCYPART_SIBL
(28,7),(28,8),-0.0187617 # DEPENDENCYPART_SIBL
(28,7),(28,12),-0.0700599 # DEPENDENCYPART_SIBL
(28,7),(28,13),-0.0187617 # DEPENDENCYPART_SIBL
(28,7),(28,14),-0.0187617 # DEPENDENCYPART_SIBL
(28,7),(28,15),-0.0118065 # DEPENDENCYPART_SIBL
(28,7),(28,18),-0.0700599 # DEPENDENCYPART_SIBL
(28,7),(28,19),0.00215892 # DEPENDENCYPART_SIBL
(28,7),(28,20),0.000131729 # DEPENDENCYPART_SIBL
(28,7),(28,21),-0.0127398 # DEPENDENCYPART_SIBL
(28,7),(28,22),-0.0274312 # DEPENDENCYPART_SIBL
(28,7),(28,23),-0.0187617 # DEPENDENCYPART_SIBL
(28,7),(28,24),-0.0118065 # DEPENDENCYPART_SIBL
(28,7),(28,25),-0.0271271 # DEPENDENCYPART_SIBL
(28,7),(28,26),-0.0274513 # DEPENDENCYPART_SIBL
(28,7),(28,27),-0.0118065 # DEPENDENCYPART_SIBL
(28,7),(28,29),0.0124931 # DEPENDENCYPART_SIBL
(28,8),(28,12),-0.0700599 # DEPENDENCYPART_SIBL
(28,8),(28,13),-0.0187617 # DEPENDENCYPART_SIBL
(28,8),(28,14),-0.0187617 # DEPENDENCYPART_SIBL
(28,8),(28,15),-0.0118065 # DEPENDENCYPART_SIBL
(28,8),(28,18),-0.0700599 # DEPENDENCYPART_SIBL
(28,8),(28,19),0.00215892 # DEPENDENCYPART_SIBL
(28,8),(28,20),0.000131729 # DEPENDENCYPART_SIBL
(28,8),(28,21),-0.0127398 # DEPENDENCYPART_SIBL
(28,8),(28,22),-0.0274312 # DEPENDENCYPART_SIBL
(28,8),(28,23),-0.0187617 # DEPENDENCYPART_SIBL
(28,8),(28,24),-0.0118065 # DEPENDENCYPART_SIBL
(28,8),(28,25),-0.0271271 # DEPENDENCYPART_SIBL
(28,8),(28,26),-0.0274513 # DEPENDENCYPART_SIBL
(28,8),(28,27),-0.0118065 # DEPENDENCYPART_SIBL
(28,8),(28,29),0.0124931 # DEPENDENCYPART_SIBL
(28,12),(28,13),-0.170179 # DEPENDENCYPART_SIBL
(28,12),(28,14),-0.170179 # DEPENDENCYPART_SIBL
(28,12),(28,15),-0.0941344 # DEPENDENCYPART_SIBL
(28,12),(28,18),-0.13427 # DEPENDENCYPART_SIBL
(28,12),(28,19),-0.102649 # DEPENDENCYPART_SIBL
(28,12),(28,20),-0.0649828 # DEPENDENCYPART_SIBL
(28,12),(28,21),-0.0830399 # DEPENDENCYPART_SIBL
(28,12),(28,22),-0.107586 # DEPENDENCYPART_SIBL
(28,12),(28,23),-0.170179 # DEPENDENCYPART_SIBL
(28,12),(28,24),-0.0941344 # DEPENDENCYPART_SIBL
(28,12),(28,25),-0.105965 # DEPENDENCYPART_SIBL
(28,12),(28,26),-0.174558 # DEPENDENCYPART_SIBL
(28,12),(28,27),-0.0941344 # DEPENDENCYPART_SIBL
(28,12),(28,29),-0.0342918 # DEPENDENCYPART_SIBL
(28,13),(28,14),-0.0187617 # DEPENDENCYPART_SIBL
(28,13),(28,15),-0.0118065 # DEPENDENCYPART_SIBL
(28,13),(28,18),-0.0700599 # DEPENDENCYPART_SIBL
(28,13),(28,19),0.00215892 # DEPENDENCYPART_SIBL
(28,13),(28,20),0.000131729 # DEPENDENCYPART_SIBL
(28,13),(28,21),-0.0127398 # DEPENDENCYPART_SIBL
(28,13),(28,22),-0.0274312 # DEPENDENCYPART_SIBL
(28,13),(28,23),-0.0187617 # DEPENDENCYPART_SIBL
(28,13),(28,24),-0.0118065 # DEPENDENCYPART_SIBL
(28,13),(28,25),-0.0271271 # DEPENDENCYPART_SIBL
(28,13),(28,26),-0.0274513 # DEPENDENCYPART_SIBL
(28,13),(28,27),-0.0118065 # DEPENDENCYPART_SIBL
(28,13),(28,29),0.0124931 # DEPENDENCYPART_SIBL
(28,14),(28,15),-0.0118065 # DEPENDENCYPART_SIBL
(28,14),(28,18),-0.0700599 # DEPENDENCYPART_SIBL
(28,14),(28,19),0.00215892 # DEPENDENCYPART_SIBL
(28,14),(28,20),0.000131729 # DEPENDENCYPART_SIBL
(28,14),(28,21),-0.0127398 # DEPENDENCYPART_SIBL
(28,14),(28,22),-0.0274312 # DEPENDENCYPART_SIBL
(28,14),(28,23),-0.0187617 # DEPENDENCYPART_SIBL
(28,14),(28,24),-0.0118065 # DEPENDENCYPART_SIBL
(28,14),(28,25),-0.0271271 # DEPENDENCYPART_SIBL
(28,14),(28,26),-0.0274513 # DEPENDENCYPART_SIBL
(28,14),(28,27),-0.0118065 # DEPENDENCYPART_SIBL
(28,14),(28,29),0.0124931 # DEPENDENCYPART_SIBL
(28,15),(28,18),-0.0494266 # DEPENDENCYPART_SIBL
(28,15),(28,19),0.0041876 # DEPENDENCYPART_SIBL
(28,15),(28,20),0.00951871 # DEPENDENCYPART_SIBL
(28,15),(28,21),-0.0130232 # DEPENDENCYPART_SIBL
(28,15),(28,22),-0.0103652 # DEPENDENCYPART_SIBL
(28,15),(28,23),0.00812079 # DEPENDENCYPART_SIBL
(28,15),(28,24),-0.013543 # DEPENDENCYPART_SIBL
(28,15),(28,25),-0.00970621 # DEPENDENCYPART_SIBL
(28,15),(28,26),0.00349471 # DEPENDENCYPART_SIBL
(28,15),(28,27),-0.013543 # DEPENDENCYPART_SIBL
(28,15),(28,29),0.00689134 # DEPENDENCYPART_SIBL
(28,18),(28,19),-0.102649 # DEPENDENCYPART_SIBL
(28,18),(28,20),-0.0649828 # DEPENDENCYPART_SIBL
(28,18),(28,21),-0.0830399 # DEPENDENCYPART_SIBL
(28,18),(28,22),-0.107586 # DEPENDENCYPART_SIBL
(28,18),(28,23),-0.170179 # DEPENDENCYPART_SIBL
(28,18),(28,24),-0.0941344 # DEPENDENCYPART_SIBL
(28,18),(28,25),-0.105965 # DEPENDENCYPART_SIBL
(28,18),(28,26),-0.174558 # DEPENDENCYPART_SIBL
(28,18),(28,27),-0.0941344 # DEPENDENCYPART_SIBL
(28,18),(28,29),-0.0342918 # DEPENDENCYPART_SIBL
(28,19),(28,20),0.00192714 # DEPENDENCYPART_SIBL
(28,19),(28,21),-0.0278495 # DEPENDENCYPART_SIBL
(28,19),(28,22),-0.058869 # DEPENDENCYPART_SIBL
(28,19),(28,23),-0.00242885 # DEPENDENCYPART_SIBL
(28,19),(28,24),-1.33876e-05 # DEPENDENCYPART_SIBL
(28,19),(28,25),-0.0588834 # DEPENDENCYPART_SIBL
(28,19),(28,26),-0.00643207 # DEPENDENCYPART_SIBL
(28,19),(28,27),-1.33876e-05 # DEPENDENCYPART_SIBL
(28,19),(28,29),-0.0505209 # DEPENDENCYPART_SIBL
(28,20),(28,21),0.00352632 # DEPENDENCYPART_SIBL
(28,20),(28,22),0.00712065 # DEPENDENCYPART_SIBL
(28,20),(28,23),0.0124764 # DEPENDENCYPART_SIBL
(28,20),(28,24),0.0328026 # DEPENDENCYPART_SIBL
(28,20),(28,25),0.00778046 # DEPENDENCYPART_SIBL
(28,20),(28,26),0.00809724 # DEPENDENCYPART_SIBL
(28,20),(28,27),0.0328026 # DEPENDENCYPART_SIBL
(28,20),(28,29),0.0518205 # DEPENDENCYPART_SIBL
(28,21),(28,22),-0.0340602 # DEPENDENCYPART_SIBL
(28,21),(28,23),-0.0222577 # DEPENDENCYPART_SIBL
(28,21),(28,24),-0.0121527 # DEPENDENCYPART_SIBL
(28,21),(28,25),-0.0333253 # DEPENDENCYPART_SIBL
(28,21),(28,26),-0.0266369 # DEPENDENCYPART_SIBL
(28,21),(28,27),-0.0121527 # DEPENDENCYPART_SIBL
(28,21),(28,29),0.0353201 # DEPENDENCYPART_SIBL
(28,22),(28,23),0.0277785 # DEPENDENCYPART_SIBL
(28,22),(28,24),0.0269817 # DEPENDENCYPART_SIBL
(28,22),(28,25),0.00268565 # DEPENDENCYPART_SIBL
(28,22),(28,26),0.0233993 # DEPENDENCYPART_SIBL
(28,22),(28,27),0.0269817 # DEPENDENCYPART_SIBL
(28,22),(28,29),0.0611846 # DEPENDENCYPART_SIBL
(28,23),(28,24),-0.0118065 # DEPENDENCYPART_SIBL
(28,23),(28,25),-0.0271271 # DEPENDENCYPART_SIBL
(28,23),(28,26),-0.0274513 # DEPENDENCYPART_SIBL
(28,23),(28,27),-0.0118065 # DEPENDENCYPART_SIBL
(28,23),(28,29),0.0124931 # DEPENDENCYPART_SIBL
(28,24),(28,25),-0.00970621 # DEPENDENCYPART_SIBL
(28,24),(28,26),0.00349471 # DEPENDENCYPART_SIBL
(28,24),(28,27),-0.013543 # DEPENDENCYPART_SIBL
(28,24),(28,29),0.00689134 # DEPENDENCYPART_SIBL
(28,25),(28,26),0.0104412 # DEPENDENCYPART_SIBL
(28,25),(28,27),0.0234903 # DEPENDENCYPART_SIBL
(28,25),(28,29),0.0777486 # DEPENDENCYPART_SIBL
(28,26),(28,27),-0.0167774 # DEPENDENCYPART_SIBL
(28,26),(28,29),0.000430288 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.00689134 # DEPENDENCYPART_SIBL
(0,1),(1,5),0.218173 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.318363 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.207572 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.129549 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.0826588 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0463251 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0217651 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.134814 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0149964 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0264244 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.507243 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0870551 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.174594 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0388746 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.318363 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.207572 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.129549 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0421354 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.0993835 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.00258472 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.110388 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.307038 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.130899 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.0826588 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.238602 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.428747 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.135877 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),0.0130997 # DEPENDENCYPART_GRANDPAR
(0,5),(5,28),-0.0109098 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0553045 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.43658 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.0886538 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.780741 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0479315 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.157635 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.333711 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0886538 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.780741 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0194375 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.16114 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0670932 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.119705 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.333711 # DEPENDENCYPART_GRANDPAR
(0,8),(8,28),-0.143379 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0414684 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0365537 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.142221 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.0298293 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.153136 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.123027 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0321981 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.041518 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.12097 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.374951 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0209558 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.278571 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.316443 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.10169 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.137957 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.045281 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.185036 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.310209 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.00868472 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.591502 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),-0.0760085 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.185641 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.170364 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.0867175 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.0086954 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.134909 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.0810242 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.039771 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.0104663 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.172771 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.307944 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.303741 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.094117 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.231513 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.421657 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.137549 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),0.128787 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.264864 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.29372 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),0.00601017 # DEPENDENCYPART_GRANDPAR
(0,19),(19,27),-0.288344 # DEPENDENCYPART_GRANDPAR
(0,19),(19,28),-0.0179993 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.689709 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.180832 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.395776 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.0730934 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),-0.193253 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.163411 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.108419 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.0303964 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.0607937 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),0.0112347 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.194472 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.305415 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.324132 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.0730943 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.127618 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.160457 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),0.112836 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),-0.0107688 # DEPENDENCYPART_GRANDPAR
(0,21),(21,27),-0.372744 # DEPENDENCYPART_GRANDPAR
(0,21),(21,28),-0.0666916 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.0960384 # DEPENDENCYPART_GRANDPAR
(0,22),(22,27),-0.525305 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),0.127522 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.0302263 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),-0.118576 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.215942 # DEPENDENCYPART_GRANDPAR
(0,25),(25,27),-0.526204 # DEPENDENCYPART_GRANDPAR
(0,26),(26,9),-0.201956 # DEPENDENCYPART_GRANDPAR
(0,26),(26,15),-0.374991 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),0.183495 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),-0.385068 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-0.0567378 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),-0.501866 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),-0.490643 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),-0.481248 # DEPENDENCYPART_GRANDPAR
(0,26),(26,28),-0.143977 # DEPENDENCYPART_GRANDPAR
(0,26),(26,29),0.00163704 # DEPENDENCYPART_GRANDPAR
(0,27),(27,23),-0.0302263 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),-0.150069 # DEPENDENCYPART_GRANDPAR
(0,27),(27,28),-0.0566203 # DEPENDENCYPART_GRANDPAR
(0,28),(28,5),0.157937 # DEPENDENCYPART_GRANDPAR
(0,28),(28,7),0.0666374 # DEPENDENCYPART_GRANDPAR
(0,28),(28,8),-0.0113847 # DEPENDENCYPART_GRANDPAR
(0,28),(28,12),0.024231 # DEPENDENCYPART_GRANDPAR
(0,28),(28,13),-0.0305465 # DEPENDENCYPART_GRANDPAR
(0,28),(28,14),0.152691 # DEPENDENCYPART_GRANDPAR
(0,28),(28,15),-0.319017 # DEPENDENCYPART_GRANDPAR
(0,28),(28,18),-0.109657 # DEPENDENCYPART_GRANDPAR
(0,28),(28,19),-0.133092 # DEPENDENCYPART_GRANDPAR
(0,28),(28,20),0.123742 # DEPENDENCYPART_GRANDPAR
(0,28),(28,21),0.164244 # DEPENDENCYPART_GRANDPAR
(0,28),(28,22),-0.336565 # DEPENDENCYPART_GRANDPAR
(0,28),(28,23),-0.00505732 # DEPENDENCYPART_GRANDPAR
(0,28),(28,24),-0.445892 # DEPENDENCYPART_GRANDPAR
(0,28),(28,25),-0.459029 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),-0.131058 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-0.469372 # DEPENDENCYPART_GRANDPAR
(0,28),(28,29),0.145453 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.978311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.133061 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.115086 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.240362 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),0.65834 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.241597 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.267005 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.207225 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.144993 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.118605 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.112572 # DEPENDENCYPART_GRANDPAR
