# _root_ benetan , erdi tontolo geratu naiz leihotik begira : muxuka zeuden txirikorda eta nicolasito , biak eskutik helduta ! .
#goldHeads=5,3,4,5,0,5,5,7,8,11,0,13,11,13,14,18,18,11,18,19,
#predictedHeads=5,3,4,5,0,5,5,7,8,11,5,13,11,13,14,18,18,11,18,19,
(4,5),(5,1),-0.350612 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.427776 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.199885 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.683944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.32722 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.254477 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.309255 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.33402 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.299754 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.267993 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.266696 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.363234 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.185167 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0105158 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.337609 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.69239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,18),-0.223698 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.181287 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0168175 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.199913 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.120296 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.10985 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.301126 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.138768 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0310179 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.65839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,4),-0.0667812 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.48693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0302913 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.00685313 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.196651 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.241304 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.289479 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.208718 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.109585 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.00996768 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.34864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.581951 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.058576 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.411274 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.131221 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0645878 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0604301 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.112082 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.0176905 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),0.0886378 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.487814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.137371 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.422734 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.130585 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.208752 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.174263 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.404577 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.13751 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0590916 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0547378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.207182 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.17374 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.403007 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0101168 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.512019 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.4205 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.360686 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.240552 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.100921 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.500846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),0.0599386 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.0983058 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0899809 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0674982 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.128027 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.263323 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.0456402 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.372335 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.013988 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.425716 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.245768 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.384261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),-0.581534 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.136939 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.0462467 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.147496 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.0250478 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.102732 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.212472 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.207587 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.0487827 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.321484 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.0172749 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.289479 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.109585 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.00996768 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.34864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,7),0.141128 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.0139117 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.0985435 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.102078 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.294369 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.173235 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),0.0845942 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.0886378 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),0.108138 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.379237 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.353823 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.19927 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.0953195 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.536806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),0.0984529 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.0628496 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.116041 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.100629 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.141218 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.183092 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.337043 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.158915 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.068915 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.446055 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),0.137025 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),0.265452 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.201098 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.127614 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.168723 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.229942 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.262467 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.16427 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0766438 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.739749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.276408 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.416787 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.447852 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.542288 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.30458 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.386244 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.784634 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.407762 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.406927 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.329827 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.317461 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.409136 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.515645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.229046 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0745015 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.260111 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.296461 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.264445 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.043701 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.0458433 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.544198 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.437842 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.0709669 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0754937 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.218339 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.361704 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.052555 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.331865 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.0709717 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.152545 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.328626 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.361181 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.052555 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.331342 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.164846 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.216392 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.432685 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.354696 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.479974 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.548001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.0974967 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.188514 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.221538 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.236308 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.157128 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.2297 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.0602889 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0458169 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.114751 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.52532 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.109266 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0106221 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0945458 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.244851 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.537907 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.236218 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.109022 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0246644 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.583201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.0926034 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.143345 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.232715 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0319168 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.106676 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.229611 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0503493 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0366248 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0539514 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.352734 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.698299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.157202 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.207944 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),0.0100009 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.10247 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.381197 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.565205 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0282596 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0285681 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.648511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.11267 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.163408 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.0431062 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.265218 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.291056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.195156 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0207064 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.312894 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.131318 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.112555 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.078093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.188459 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.311644 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.111305 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.291055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.0822965 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.232111 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.312371 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.131318 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.112031 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.247503 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.0628561 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.446887 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.247496 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.241424 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.311184 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.317786 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.388881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0578423 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.00847332 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.200046 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.11413 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.000293042 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0582314 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.0494685 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.227188 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.341084 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0845521 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0353767 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.440716 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.235253 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.339627 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.88373 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.228311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.0459116 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.00685327 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.388207 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.160723 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.0619256 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.102458 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.00541496 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.111101 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.183412 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.371318 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.165855 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.0493925 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0835713 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0286593 # DEPENDENCYPART_GRANDPAR
(7,18),(18,1),-0.459773 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.276212 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.254291 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.344387 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.341239 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.355668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),0.0883724 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.0459103 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),0.269364 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.28808 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.272536 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.087741 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),0.0456971 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.0719723 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.0385656 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),0.15158 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.0411374 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.224966 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0878964 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.231192 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.13728 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.0789047 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.100781 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.653813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.382799 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.271257 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.404393 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.544386 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.325014 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.271072 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0271865 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.260148 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.167373 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.128375 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.14192 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.623616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.116947 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.352602 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.273173 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.426998 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.374727 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.402899 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.284668 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.37088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.0353266 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.213429 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.252581 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.172614 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.383322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-0.0426672 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.265852 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.166417 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.305004 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.301178 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.320481 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.0213442 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.261069 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.276545 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.420041 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.41395 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.379089 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.309491 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.259717 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.39008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,10),-0.121127 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0634647 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0908455 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.158863 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.1712 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.115316 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.17434 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.0255371 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.19555 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.183564 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.276545 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0926354 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.162677 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0453776 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.740068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.415468 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.428976 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.367382 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.383861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.228926 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.277605 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.233169 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.355425 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.14459 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.326616 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.141487 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),-0.13395 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.126157 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.189373 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.0810414 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.209451 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.0701714 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.194144 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0922285 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.132586 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.121716 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.247562 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.262569 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.121716 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.178205 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.180166 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0479218 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.169425 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0646824 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.105744 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.127587 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.00115294 # DEPENDENCYPART_GRANDPAR
