# _root_ 25 urtetik beherako gazteen langabezi tasa ebn %%16,2koa zen ekainean eta euro eremukoa %%17,2koa .
#goldHeads=2,4,2,6,6,9,9,9,11,9,0,13,11,11,14,
#predictedHeads=2,9,4,5,6,9,9,9,11,11,0,13,11,12,14,
(4,8),(8,11),-0.0833835 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.323634 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.693613 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.108912 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.283635 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.448372 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.608938 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.263638 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.664688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.101231 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.151631 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.644708 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.9011 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.499953 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.0871508 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.228054 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.598033 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.17522 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.43896 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.612116 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.266817 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.504551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.0589055 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.0315758 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.484572 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.740963 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.311091 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.470503 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.177156 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.547135 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.217928 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.542902 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.271408 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.641387 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.196652 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0724204 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.517104 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0339746 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.132246 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.489449 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.422941 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.518484 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.121783 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.134661 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.699489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.393043 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.446268 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.472825 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.422941 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.512099 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.113495 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.124731 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.699489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.393043 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.446268 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.472825 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.489449 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.422941 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.368104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.754009 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.445996 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.457232 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.290628 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.270486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.125336 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.151894 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.292104 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.251213 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.24158 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.27178 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.296881 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.123225 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.303083 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.445996 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.457232 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.290628 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.273817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0342717 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.148613 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.290298 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.247931 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.234614 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.268499 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.293599 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.754009 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.445996 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.457232 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.290628 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.273817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0342717 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0205957 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.290298 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.247931 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.234614 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.268499 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.293599 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.121419 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.301277 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.273817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.0342717 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0205957 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0471531 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.166365 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.234614 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.268499 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.293599 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.123941 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.301277 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.457232 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.290628 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.273817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.0342717 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.0205957 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.0471531 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.166365 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.145522 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0755905 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.167039 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.121419 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.301277 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.195206 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.216729 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.24183 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.213837 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.23158 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.373938 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.434128 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.111804 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.308693 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.509875 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.266086 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.435509 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.423306 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.311108 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.146244 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.751136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.886586 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-1.18783 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.266086 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.429123 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.415017 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.20238 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.146244 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.751136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.886586 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.18783 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.509875 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.266086 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.228859 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.435509 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.423306 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.210669 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.210593 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.751136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.886586 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-1.18783 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.904261 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.05263 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.228859 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.400196 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.746424 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.533787 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.112907 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.278155 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.325095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.864713 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.310723 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.582098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0777587 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.262334 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.729513 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.671033 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.746424 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.533787 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.112907 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.278155 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.325095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.462188 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.310723 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.582098 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0777587 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.262334 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.729513 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0178256 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.312249 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.643373 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.773206 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.560569 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.139689 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.304937 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.458992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.59943 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.900676 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.485968 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.081526 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.166754 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.633934 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.0841337 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.278155 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.325095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.462188 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.763434 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.186975 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0777587 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.262334 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.729513 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.0153037 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.312249 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.633962 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.776384 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.563748 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.142867 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.308115 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.281762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.44527 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.746516 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.156874 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.462945 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.12309 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.590269 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.121795 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.186975 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.479869 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.729513 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0178256 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.312249 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.533787 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.112907 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.278155 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.325095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.462188 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.763434 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.186975 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.479869 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.080755 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.161054 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.0178256 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.312249 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.529368 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.210559 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.677739 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.22481 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.22541 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.278172 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.505399 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0408115 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.488924 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.114388 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.279552 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.822663 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0383966 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.121902 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.312119 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.14692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.81757 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.114388 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.273166 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.814374 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.596155 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.121902 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.312119 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.14692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.81757 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.488924 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.114388 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.05779 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.279552 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.822663 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.604443 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.139091 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.312119 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.14692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.81757 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.719972 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.644165 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-1.05779 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.310578 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.281358 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.825944 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.607725 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.142373 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.226642 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.14692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.81757 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.488924 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.719972 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.11603 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.454587 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.644165 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-1.05779 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.310578 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.515076 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.14688 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.928656 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.463685 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.547574 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.739434 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.721253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.289772 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.396715 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0739394 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.130374 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.319953 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.811105 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.222632 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.487416 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.17366 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.955438 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.490467 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.574356 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.766216 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.85868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.529325 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.300585 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0701721 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0347949 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.224373 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.744797 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.547574 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.739434 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.721253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.391898 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.16584 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0739394 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.130374 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.319953 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.813627 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.222632 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.478005 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-1.17684 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.958616 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.493646 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.577534 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.769394 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.698544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.369188 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.132125 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.271591 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0161033 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.173475 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.70209 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.16584 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.294306 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.319953 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.811105 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.222632 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.928656 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.463685 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.547574 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.739434 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.721253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.391898 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.16584 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.294306 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.232963 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.028915 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.811105 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.222632 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-1.0177 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.188777 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.380031 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.429658 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.94249 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),0.100456 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.187397 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-1.06706 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.432072 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0217522 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.511263 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.313471 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.96949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,11),0.100456 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.193783 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-1.05877 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.470787 # DEPENDENCYPART_GRANDPAR
