# _root_ hori guztia " bazterketarik gabe , inor bakartu gabe , betorik gabe eta indarkeriarik gabe " egin behar_dela gaineratu zuen ibarretxek .
#goldHeads=17,1,2,13,14,5,8,13,14,9,13,14,17,13,14,15,18,19,0,19,19,21,
#predictedHeads=0,1,2,8,4,5,8,18,8,9,13,11,19,13,14,15,18,19,0,19,19,21,
(0,21),(21,22),-0.150217 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.124035 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),-0.236509 # DEPENDENCYPART_GRANDPAR
(1,19),(19,5),-0.0337232 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),0.0872802 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),-0.050746 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),-0.012344 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),0.181308 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),-0.38626 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),0.0658869 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),0.0166192 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.392857 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),0.0931388 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.069216 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.0294198 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.345447 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.690997 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),-0.368363 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.516727 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.564234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.372941 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.204483 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.250575 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.385104 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.256208 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.266566 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.252786 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.185296 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.498157 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.643942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,4),-0.34692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.246857 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.184352 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.25675 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.134493 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.081402 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.296308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,18),-0.279298 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.614853 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.51855 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.399966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.045208 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0106932 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.133739 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.207613 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.158122 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0414168 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.157754 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.0509838 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.0312037 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.104663 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.159815 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.19423 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.289687 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.160299 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.159339 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.25675 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.134651 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.134493 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.0634406 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.207271 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.081402 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.615954 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.387027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,5),-0.0414626 # DEPENDENCYPART_GRANDPAR
(4,17),(17,6),-0.0183112 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.216449 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.173498 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.00841815 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.105131 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.12364 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.075668 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.177752 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.0705487 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.173417 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.268871 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.169413 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),0.223066 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.403226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.0464125 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.182556 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.178448 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.12133 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.12859 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),0.0629239 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.19395 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.0754986 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.141028 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.27706 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.162743 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.398179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),-0.0479916 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.0108937 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.168217 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.180027 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.00100064 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.116282 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.130169 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),0.0784218 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.188903 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.0770777 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.126338 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.0798124 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.151042 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),0.0963558 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.157876 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.229382 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.803348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.260398 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.49634 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.560556 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.529838 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.518581 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.559813 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.184528 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.326731 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.26931 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.0229073 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.475857 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.383325 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.328941 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.508358 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.421037 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.114049 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.398298 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.326731 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.26931 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.329726 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.345455 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.328941 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.508358 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.345455 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.336628 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.306984 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.377956 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0190613 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.509004 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.149036 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0694674 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.266482 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.419658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.380328 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.355123 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.356421 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.371659 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.307972 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.366782 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.112572 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.166954 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.204286 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.252557 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.285588 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.117087 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.282802 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.328041 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.121646 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.119765 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.124169 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.119145 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0671956 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0938564 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0352827 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.162409 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.234246 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.184769 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.243922 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.245969 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0476014 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0378986 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.248488 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.0277711 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.321266 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.341345 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.278378 # DEPENDENCYPART_GRANDPAR
(8,1),(1,19),-0.577212 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.282641 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.206955 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.395294 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0117668 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.308915 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.550784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.025309 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.349777 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.377326 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.523812 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.19706 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.320495 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.0904615 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.143606 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.218613 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.250726 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0871971 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.487152 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.122876 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.141457 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.439988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.25244 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.356387 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0479738 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.284522 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.566166 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0800866 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.130944 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-0.246524 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.293339 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.464749 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.247901 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.388484 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.0959896 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.294301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.230863 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0361309 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.045886 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.240534 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.445855 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.0779987 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.115062 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.192533 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.223169 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.439988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.157864 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.238359 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.284522 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.566166 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.556885 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.508398 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.393599 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.352102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.139872 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.00803603 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.238716 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0117207 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.374237 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0650599 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.187593 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.239472 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.38663 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.247901 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0361309 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.205188 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.0779987 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.115062 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.192533 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.345457 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.544145 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.223169 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.238359 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.0297127 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.278433 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.448138 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.0844532 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.749177 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.52097 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.445556 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.340213 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.534554 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.568338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.165638 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.0236563 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.292627 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.037487 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.316964 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.502406 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),0.0053742 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.298872 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.466149 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.546215 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.556876 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.428215 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.342432 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.500134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),0.165206 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.280033 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),0.0370541 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.306598 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.489812 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),0.00494138 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.317765 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.403022 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.497628 # DEPENDENCYPART_GRANDPAR
(8,19),(19,4),-0.437059 # DEPENDENCYPART_GRANDPAR
(8,19),(19,5),-0.352567 # DEPENDENCYPART_GRANDPAR
(8,19),(19,6),-0.536165 # DEPENDENCYPART_GRANDPAR
(8,19),(19,8),-0.478824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,19),(19,9),0.168061 # DEPENDENCYPART_GRANDPAR
(8,19),(19,10),0.0576424 # DEPENDENCYPART_GRANDPAR
(8,19),(19,11),-0.271174 # DEPENDENCYPART_GRANDPAR
(8,19),(19,12),0.0399093 # DEPENDENCYPART_GRANDPAR
(8,19),(19,13),-0.284411 # DEPENDENCYPART_GRANDPAR
(8,19),(19,14),-0.480954 # DEPENDENCYPART_GRANDPAR
(8,19),(19,15),0.00779659 # DEPENDENCYPART_GRANDPAR
(8,19),(19,17),-0.296104 # DEPENDENCYPART_GRANDPAR
(8,19),(19,18),-0.287357 # DEPENDENCYPART_GRANDPAR
(8,19),(19,20),-0.493429 # DEPENDENCYPART_GRANDPAR
(8,19),(19,21),-0.620676 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.263687 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.780474 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.159854 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.201943 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.166381 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.233356 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.121975 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.082756 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.813619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.219211 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.614749 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.563429 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.525937 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.678446 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.589397 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.527333 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.528975 # DEPENDENCYPART_GRANDPAR
(9,8),(8,19),-0.533744 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.56014 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.272194 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.322658 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.295002 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.376809 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.37145 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.269171 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.313152 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.230962 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.476631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0249424 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.393672 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.306215 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.417367 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.419639 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.275703 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.298064 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),0.0846701 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.246033 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.542758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),-0.269815 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.291787 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.463914 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.355864 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.441025 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.403687 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.290243 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.552961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0346657 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.21826 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.302771 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.313342 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.348233 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.231499 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.232256 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.233002 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.37145 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.0249424 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.2238 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.419639 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.275703 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.298064 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.302875 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.408196 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.0846701 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.269815 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.292568 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.26983 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.333512 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.0405271 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.480726 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.207426 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.140839 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.166091 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0840289 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.103839 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.320998 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.144671 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.658181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.559863 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.581426 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.459688 # DEPENDENCYPART_GRANDPAR
