# _root_ ehiztariek oihu_egin ziguten , otsoarengandik apartatzeko esanaz , eta eztarriek ez zieten bere belarriei gure lasaitzeko eta ez tiratzeko hitzik entzuten utzi .
#goldHeads=2,9,2,3,6,7,2,7,0,22,22,22,14,22,20,17,20,19,17,21,22,9,22,
#predictedHeads=2,9,2,3,6,7,9,7,0,16,22,22,14,16,16,17,22,19,20,21,22,9,22,
(19,8),(19,18),-0.0770864 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.00323158 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0159077 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0204368 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.113468 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0356926 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0445154 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0944397 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.113468 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0262438 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0348323 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.00793731 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0356926 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0165859 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.00587643 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0108812 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0363589 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.00774685 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0210223 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0272028 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0496433 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.00025934 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0103114 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0363589 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0201186 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.00577855 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0136563 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.29879 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0416489 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0270943 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0531847 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.017587 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0726902 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.00367867 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0230382 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0354 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0298189 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0271468 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0015435 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.00693925 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0104297 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0232883 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0104248 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0137762 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0317946 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0269464 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.000228221 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0309399 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00306899 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.00590622 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.00827828 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.000831548 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.000850349 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0053806 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0496433 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00025934 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0103114 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0363589 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0201186 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00577855 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0136563 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0048626 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0246701 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0542728 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0262335 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0106299 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0165625 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00272451 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0174101 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.014658 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00689845 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.000492374 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0356926 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0165859 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00587643 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0108812 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0230382 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0354 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0298189 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.015333 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0191736 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0189186 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0701331 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0653739 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0446917 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.021962 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.0184974 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0371917 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00312173 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.12615 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00368809 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.00220863 # DEPENDENCYPART_SIBL
(20,17),(20,23),-0.0591136 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0583894 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0914208 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.089144 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.0457516 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.021962 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0184974 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0371917 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00982984 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0694269 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0621344 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.00110096 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.00397661 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.018153 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0355311 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.00792897 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0188499 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.018153 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.042812 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.00202451 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.00397661 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0355311 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.00202451 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.000674152 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0172681 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.006274 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0055436 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0052458 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.0097069 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0195841 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0138707 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0052458 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0676166 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0301973 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0055436 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0097069 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0301973 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.00582591 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.00264477 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.0563813 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.113108 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0470552 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.051871 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0975185 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.113108 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0246637 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0383184 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.000934857 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0470552 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0383184 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.102036 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.0156187 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.0713235 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0355311 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.00792897 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0188499 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.018153 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.042812 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.00202451 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.00397661 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0355311 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.00202451 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.000674152 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0172681 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.006274 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.301168 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0390976 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0330843 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0603949 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.019731 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0694481 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.00099917 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.019731 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0650888 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0244721 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0903541 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0285431 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.00049893 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.00367662 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0122332 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0152726 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0178779 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0122332 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0168405 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0223185 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.0836121 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.00321051 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.026281 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.00347623 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.000112862 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.00304747 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.00347623 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0142822 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.00711995 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.116716 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.042812 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.00202451 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.00397661 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0355311 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.00202451 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.000674152 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0172681 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.006274 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.00526984 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0188768 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.049042 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.00526984 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0229975 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0183018 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0380539 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0055436 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0097069 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0301973 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.00582591 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00264477 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0562866 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0470552 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0383184 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.102036 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0156187 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0713235 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.019731 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0650888 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0244721 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0903541 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.00582591 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00264477 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0562866 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0176043 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.00931109 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0317288 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0214829 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.0100696 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0109931 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0667182 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.0290416 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0214829 # DEPENDENCYPART_SIBL
(22,1),(22,11),0.0628442 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.025433 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0191828 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0214829 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0443993 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0100696 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.0290416 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.0628442 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0100696 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.00400407 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0105661 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.0142137 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0100696 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0109931 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.0667182 # DEPENDENCYPART_SIBL
(22,5),(22,9),0.0290416 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0214829 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.0628442 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.025433 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0191828 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0214829 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0443993 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0100696 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.0290416 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.0628442 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0100696 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.00400407 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0105661 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.0142137 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.0299058 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0716121 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.0352274 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.00729882 # DEPENDENCYPART_SIBL
(22,6),(22,11),0.0458734 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.00719789 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.00254097 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.00729882 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.0592393 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0299058 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.0352274 # DEPENDENCYPART_SIBL
(22,6),(22,18),0.0458734 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0299058 # DEPENDENCYPART_SIBL
(22,6),(22,20),0.0183705 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0300558 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.049819 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.0716121 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.0352274 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.00729882 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.0458734 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.00719789 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.00254097 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.00729882 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0592393 # DEPENDENCYPART_SIBL
(22,7),(22,16),-0.0299058 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.0352274 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.0458734 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0299058 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.0183705 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0300558 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0499138 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.0751318 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.172376 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0649494 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0519986 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.114144 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.172376 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.126974 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.114935 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0751318 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0649494 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.114935 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.161304 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.115085 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0330878 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.1165 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0255645 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.038621 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0981532 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.1165 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0282528 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0560697 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0164279 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0255645 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0560697 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.105429 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0562198 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.0604107 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.0628442 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.025433 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0191828 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0214829 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0443993 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0100696 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0290416 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.0628442 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0100696 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.00400407 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0105661 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0142137 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.328544 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0269924 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0509043 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0695457 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0216608 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.103546 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0321767 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0216608 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0829088 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0215108 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.111179 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.024259 # DEPENDENCYPART_SIBL
(22,12),(22,14),0.00754551 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.00234688 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0181412 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0421853 # DEPENDENCYPART_SIBL
(22,12),(22,18),0.00625262 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0181412 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0238871 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0184005 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.097981 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.00221245 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0309402 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0153553 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0204014 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0204151 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0153553 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0132841 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0155053 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.122589 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0443993 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0100696 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0290416 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0628442 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0100696 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.00400407 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0105661 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0142137 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0171492 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0391653 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0664093 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0171492 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0219988 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0172992 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.044385 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0352274 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0458734 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0299058 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0183705 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0300558 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.049819 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0255645 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0560697 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.105429 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0562198 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0604107 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0216608 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0829088 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0215108 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.111179 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0183705 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0300558 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.049819 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0124019 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0172508 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.05037 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.288853 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.267379 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0142433 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.246049 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.486189 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0266391 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.101776 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.10163 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.29354 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.00485916 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.605362 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.270892 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.233465 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.154101 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.149378 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.11384 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.236779 # DEPENDENCYPART_GRANDPAR
