# _root_ jeltzaleen jarrerari_buruz mintzatu zen eta , adierazi zuenez , " konturatu behar_dute haien apustuak kale_egin duela eta estatutuaren bidera itzuli beharko dute " .
#goldHeads=2,3,5,3,0,5,17,7,8,9,17,11,14,15,11,15,0,19,20,17,20,21,22,23,
#predictedHeads=2,3,5,3,0,5,5,7,8,9,12,17,14,15,17,15,0,19,20,21,17,21,22,23,
(17,3),(17,16),-0.0937779 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.132702 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.135976 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.0787235 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.154824 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.00214917 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.00316548 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0031672 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.0135865 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.029788 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.00316548 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.00629001 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0330634 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0363367 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.00368895 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0309357 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0130573 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0130469 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.043877 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.213317 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0130573 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0728384 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.148533 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.151806 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.047572 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.123673 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.024393 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0626309 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.222361 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0243826 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0937779 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.135119 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.138392 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.079766 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.155867 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0646177 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.223544 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0264282 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0957417 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.134333 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.137607 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0875466 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.163647 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0326755 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.020671 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00455758 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00902637 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00575313 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.00745597 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0279443 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.000362169 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00805678 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0684823 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0603005 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0774337 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0634076 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0937779 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.135119 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.138392 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.079766 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.155867 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0734965 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0767698 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0512742 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0150163 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.218156 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.147822 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.150813 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.147625 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.150617 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.12251 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0697278 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0391822 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.00830653 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.00366583 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0889149 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0534237 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.024848 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0215084 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0427741 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.024848 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0390228 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0404875 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0391822 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.00830653 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0131457 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0337037 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0100276 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0201338 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.000462781 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.00930072 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0274133 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0701331 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0274888 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0217774 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0343421 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0811798 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0371781 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.107484 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00361817 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0015575 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0236449 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0591 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0250985 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00542753 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0145598 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0205972 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0151599 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0228059 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0694006 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0123199 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0696662 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0534237 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.000596536 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.0833403 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.0260594 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0833403 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.0232185 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.0152192 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0035724 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0231906 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.00965657 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.000596536 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.00178993 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0041845 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.00414357 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.11154 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0936319 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.04275 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0936319 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0397675 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0871048 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.106921 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.039757 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.00866982 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.000192873 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.107512 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.106309 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0440671 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.0631767 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.104249 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.13427 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.102819 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.113751 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.15874 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.102809 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0378534 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0926067 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.159331 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.158128 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0385222 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.0171608 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0626797 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.00347862 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.00433652 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.033734 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.00345069 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0135886 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.0708432 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0319047 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0343461 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.00144179 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.126157 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.102819 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.113751 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.15874 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.102809 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0378534 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0926067 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.159331 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.158128 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0385222 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0171608 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.016001 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.00939116 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0295433 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0105014 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.00144143 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.00760869 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0100033 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.00558978 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.101338 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0017043 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.00401677 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0470143 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.00752073 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.00111312 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.00231641 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0383345 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0184515 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0156586 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0457623 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0205683 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0191145 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0237524 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0535474 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.00325006 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0103262 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.00126612 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00523705 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.00763162 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.00726045 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.101547 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0114068 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0349669 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0361702 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.00758904 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0175781 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.107512 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.106309 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0440671 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0631767 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00992244 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0577513 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.00858017 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0535496 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.00325226 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0397217 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.00130657 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0305176 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0199729 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.00130657 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.0272748 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.00710794 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0227745 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0181366 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0115597 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0029117 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0117378 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.00440602 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0122354 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.00635782 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0034252 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.00618848 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00379391 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0111089 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.196827 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0156046 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.00482422 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.04396 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.00126248 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0161958 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0149925 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0115977 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0325291 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.00130657 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0272748 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.00710794 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.022483 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.0178451 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0115597 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0029117 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.00635782 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0034252 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.00618848 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.00379391 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0111089 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.196827 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0135388 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0301198 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0313231 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0303784 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0245326 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.119565 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.118362 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0429039 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0530336 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0316751 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0217942 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00824181 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0115597 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0029139 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.237095 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0106897 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.011106 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0157354 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.309389 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.430286 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.0333454 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.362764 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.310117 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.431013 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-1.36909 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.106906 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0828467 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.537816 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.17662 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.190347 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.555788 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-1.14954 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.150165 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.256226 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-1.21808 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.239156 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.124635 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.00915346 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0331629 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.0711232 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-1.39829 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.1838 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.207771 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.458276 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.11492 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0721297 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.542334 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-1.44337 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0319471 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.0111561 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.194235 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.344066 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.26686 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.036766 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.55795 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.191512 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),0.128561 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.617232 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.00521573 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0502384 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0261789 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.490144 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.151087 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.131621 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.288465 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-1.16711 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.128533 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0782478 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.256325 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.333951 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-1.23268 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.257677 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),-0.23261 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.124537 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0457843 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.140347 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.00521573 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.207017 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-1.5632 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.100696 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.313742 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.252798 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0404922 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0742562 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0501966 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.448183 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.121525 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.135512 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.206351 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.556306 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-1.43017 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.166168 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.240561 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.101964 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0177792 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.318187 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-1.23879 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.222699 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.359124 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.231664 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.140301 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.117394 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.227356 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.0806942 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.0566346 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.437694 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.122185 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.136423 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.545818 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-1.42951 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.00748622 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.104549 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0117261 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.322575 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-1.24138 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.209072 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.353071 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.22561 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.135913 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.121782 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.224771 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0491013 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.276515 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.615305 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.075397 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.0513374 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.448808 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.136138 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.556932 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-1.42955 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.00362796 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.197523 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.177093 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.163862 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-1.23879 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.222699 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.359124 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.231664 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.140301 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.117394 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.227356 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.26409 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.660977 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.0867499 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.458276 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.0714395 # DEPENDENCYPART_GRANDPAR
