# _root_ orain , sasoi hura udazkenean enarak_bezala ostendu eta urrundu denean , etxetxoak egiteari ekin diot berriro .
#goldHeads=14,3,7,3,7,7,8,14,8,9,10,13,14,0,14,14,16,
#predictedHeads=14,3,5,3,7,7,8,0,8,9,10,13,14,0,14,14,16,
(3,10),(10,12),-0.2318 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.231453 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.230041 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.346587 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.0471593 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.509873 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.470772 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.418436 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.588793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.685602 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.134472 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.509873 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.470772 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.418436 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.588793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.347477 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.208075 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.264791 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.37775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.134472 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.539987 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.530383 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.484808 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.676666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.38403 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.610116 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.183916 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.115629 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.336346 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.129512 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.608931 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.336451 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.252983 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.357531 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.0444265 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.53999 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.530383 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.484808 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.67677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.389604 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.615691 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.186023 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.113605 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.242739 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.179281 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.06321 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.571617 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.281929 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.35834 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.0448667 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0931669 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0817705 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.136463 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.18061 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0975056 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.552307 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.233819 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.064842 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0451195 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.526785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.49978 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.17609 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.611462 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.438728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.411723 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.35656 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.258309 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.329816 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.191073 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.330622 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.336675 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.103156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.268772 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.14206 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.514371 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.426057 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.275916 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0772074 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.118717 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.299913 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0929425 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.697195 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.271858 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.117907 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.537246 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.192674 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.741691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.158344 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.01721 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.142917 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.653634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,9),-0.620273 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.530224 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.271858 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.117907 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0109729 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.674458 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.741691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,17),-0.547019 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.410741 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.448022 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.354944 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.89628 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.250714 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.420667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0653783 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.413785 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.853433 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0960837 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.209881 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.527122 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.320415 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.749943 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.138235 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.410741 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.448022 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.354944 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.89628 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.250714 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.420667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.311501 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.182257 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.853433 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0960837 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.209881 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.527122 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.320415 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.749943 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.138235 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.202697 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.379916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.331712 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.1202 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.323825 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0515954 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.313409 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.510178 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.307808 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.742424 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.146816 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.187943 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.178151 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.401032 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.493403 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.260039 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.756814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),-0.283702 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.101371 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0730034 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.0964108 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.376368 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.326618 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.367148 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0675581 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.347515 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.559212 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.547315 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.283723 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.101393 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0862145 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.130987 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.376363 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.460799 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.283702 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.101371 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0862357 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.130966 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0820117 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.646856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.507506 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.367148 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.460799 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.494173 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.34765 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.493661 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.351874 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0723446 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.448174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.366458 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.297782 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.282946 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.294081 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.221169 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.354993 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.448449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.429799 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.272362 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.453926 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.276586 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.00294353 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.573459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.255183 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.203805 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.191507 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.35928 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.280421 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.392688 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.606785 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.327296 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.291897 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.0123669 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.535026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.244785 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.395675 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.17643 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.475068 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.329979 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.449905 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.709035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.385648 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.227016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0755465 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0876656 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.157287 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.376147 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.29332 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.413246 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.357161 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.402056 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.390374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.166137 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.251023 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.284516 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.269805 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.192745 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.31393 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.673793 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.364319 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.38866 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.448449 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.429799 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.272362 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.453926 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.276586 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.00294353 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.575187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.256628 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.435836 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0998825 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.246963 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.398045 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.394774 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.608871 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.329381 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.44848 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.429827 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.272391 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.453955 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.276615 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),0.00291486 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.57382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.250613 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.43447 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.094993 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.242978 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.402282 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.302827 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.604461 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.324602 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.395365 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.263943 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.386443 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.350117 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.25576 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.375511 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.248828 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.132246 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.0120369 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.512461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,16),-0.320279 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.251835 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0707083 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.051751 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.369243 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.166709 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.470199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.440532 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.257187 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.0546536 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.202842 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.368392 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.251835 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0707083 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0352733 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.27622 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.166707 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.615904 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.251835 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0707083 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0352733 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.27622 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.284012 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.414761 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.155632 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.440532 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.615904 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.0761354 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0760151 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.117549 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.141988 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.366224 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.163796 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.595454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.304044 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.483191 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.340779 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.528444 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.577193 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.469594 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.393719 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.405393 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.54304 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.280522 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.524673 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.526324 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.275891 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.478426 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.167882 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.31529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.145065 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0157587 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.113778 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.137359 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.028027 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0424798 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0263366 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.0904414 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.292977 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.0423286 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.278476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.180168 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0678412 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0579976 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.145409 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0404132 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.134278 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0431727 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.0855431 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.29738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.255023 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.313387 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0725091 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.265323 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.160328 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.4166 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.488906 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.0194699 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.267576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.278599 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.250291 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0297166 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.24317 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.138686 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.257522 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.14494 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.343071 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.54304 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.280522 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.524673 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.526324 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.275891 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.478426 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.168031 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.305993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.186605 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.128597 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.0651398 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0459108 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0233947 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.0378475 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0217043 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.543044 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.280522 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.524673 # DEPENDENCYPART_GRANDPAR
