# _root_ aparicio ez zen atzoko bileran izan , haren menpeko juan chozas_lan idazkaria baizik , eta chozasek auzia bideratu beharra dagoela onartu du .
#goldHeads=6,6,6,5,6,13,6,9,12,12,10,13,15,13,0,21,18,19,20,21,15,21,22,
#predictedHeads=6,6,6,5,6,13,6,9,10,12,12,15,15,13,0,21,18,19,20,21,15,21,22,
(20,8),(20,12),-0.00703747 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.0122394 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.034939 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0402003 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.00703747 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.00848167 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0215173 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.00572425 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0107497 # DEPENDENCYPART_SIBL
(20,8),(20,22),-0.0243929 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0363576 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.0451287 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0479488 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.00980843 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0297967 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0527023 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0451287 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0492779 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.00985549 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0282402 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0103065 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0257347 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.053071 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0558911 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.0177904 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0345878 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0415295 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.053071 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0572203 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.00027138 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0361825 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0122535 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0269457 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0479488 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.00980843 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0297967 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0527023 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0451287 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0492779 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.00985549 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0282402 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0103065 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0257347 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0110708 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0308997 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0512806 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0520926 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0562419 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.00653577 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0352041 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0147293 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0347232 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.031377 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0495669 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0579819 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0600955 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0211865 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0660734 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0333035 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.0185142 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.00464754 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.102579 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.104023 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0517948 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.101262 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0361696 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.052004 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0830417 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0858246 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0356866 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0954413 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0317802 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0312384 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0492798 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.00985549 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.028242 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0111574 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0257275 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00393468 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.024568 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0143644 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0258947 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00410582 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0145764 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00779552 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.00426942 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0186387 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0273634 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.0479016 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0646625 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0438218 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.0944699 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.043499 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0796879 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0699637 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0796879 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0881151 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0314553 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0010944 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0796879 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0834457 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0507897 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0532642 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0335596 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0183258 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.00173035 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.0212894 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.0264194 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.0465782 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.0275932 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.0357034 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0299288 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0357034 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0385156 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.0201432 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0248068 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.0357034 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0374068 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0187904 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0222321 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0154407 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0499881 # DEPENDENCYPART_SIBL
(21,4),(21,23),0.0957644 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.0272219 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0773596 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0201221 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0324711 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.022747 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0324711 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0408984 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0108871 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.0229127 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0324711 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.036229 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0341898 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.00166027 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0164305 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0470824 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0106971 # DEPENDENCYPART_SIBL
(21,6),(21,7),-0.102468 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0330131 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.0371268 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0157206 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.0371268 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.039939 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0139279 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0196815 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0371268 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0412852 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0622639 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.032282 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0410824 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0096924 # DEPENDENCYPART_SIBL
(21,6),(21,23),-0.111587 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.112855 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.183234 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.177343 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.183234 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.186046 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0724959 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0856539 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.183234 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.184938 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.118784 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.177704 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0861473 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0159426 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.043022 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.0131123 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.00447345 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0131123 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0159245 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0170038 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0179114 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0131123 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0148157 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0109678 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.00758333 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0325255 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.02111 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.0498365 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0699637 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0796879 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0881151 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0314553 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0010944 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0796879 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0834457 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0507897 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0532642 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0335596 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0183258 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.00173035 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0812356 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0896629 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0339767 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.00564074 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0812356 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0849934 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0548383 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0548119 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0346042 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0513453 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0351895 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0881151 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.0314553 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0010944 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0796879 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0834457 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0507897 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0532642 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0335596 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0183258 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.00173035 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0377085 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0076643 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0972645 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.101022 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0578399 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0708408 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0394962 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.00200879 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.00964171 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.00283392 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0936147 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0956528 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0358597 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.100346 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0570975 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0545957 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0511894 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.129424 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.131797 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0574852 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.144375 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0726201 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.02662 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0710022 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0834532 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0507935 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0532716 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0335634 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0124303 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.00765759 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0488818 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0312411 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.027988 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0241157 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.00519855 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0250866 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0297737 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0650198 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0818383 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0337035 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00328835 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0229359 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0550691 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0425252 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0196258 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.075521 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00682185 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.096105 # DEPENDENCYPART_SIBL
(0,2),(2,5),-0.267213 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.0981964 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.188539 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.295576 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.306664 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0179804 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0456706 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.0514564 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.200879 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.199731 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.12629 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0918373 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.191737 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0308546 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.236935 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.142843 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.38897 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.120057 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.0865471 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.100698 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.145797 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.185635 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.0157945 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.131226 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.139656 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.378348 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),-0.0525262 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.136992 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.147731 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.501066 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.0143766 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.228999 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.289793 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.32602 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.268181 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.372444 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.379258 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.0562953 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.205561 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.723331 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0790225 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.0237186 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.301499 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.165106 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.275771 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.290832 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.0288605 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.210598 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.244111 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.336488 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),-0.272755 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.401444 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.37126 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.346016 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.422484 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.423014 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.100461 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.249317 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.756602 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.182721 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.0438775 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.319417 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.184093 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.183405 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.305733 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.064579 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.105963 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0351938 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.261485 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.142002 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.0407512 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.169792 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0398683 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.359086 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.16371 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.211859 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.109508 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.244273 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0641894 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.470055 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.00137198 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.0146747 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.144429 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.0978081 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.0454483 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.0107288 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.188676 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.0716436 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.414895 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.123449 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.159373 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.0527132 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.187674 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0519347 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.261647 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.101317 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.194584 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.130271 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.48003 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-0.164733 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.112789 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.280625 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.282941 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.158809 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.166727 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.0148883 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.51362 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.0403393 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.0306759 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.164522 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.139371 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.00512059 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.235935 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.120857 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.124807 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.214703 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),-0.018101 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),-0.176415 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.0868191 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),0.308902 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.15138 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.218572 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.16836 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),0.18542 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.00533722 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.528907 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.00671573 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.144699 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.161847 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.0134039 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.204625 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.145898 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.075739 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.359421 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.366374 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.201517 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.305106 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.444437 # DEPENDENCYPART_GRANDPAR
