# _root_ elkartasun taldeak ugaritu arren zeregin asko dagoela ere argi dute , eta beraz , jarraitu beharra dagoela .
#goldHeads=2,3,7,3,7,5,10,0,10,12,10,0,0,13,16,17,12,17,
#predictedHeads=2,3,12,0,7,5,10,0,10,12,10,0,0,13,16,17,12,17,
(5,4),(4,1),-0.40306 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.240455 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.729318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,5),-0.37832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,1),-0.852618 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.693079 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.549728 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.386071 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.46998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.106493 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.237711 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.173289 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.278411 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.174091 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.261522 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.132983 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.285235 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.540149 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.171793 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.275302 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.147626 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.247031 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.31067 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.361718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,8),-0.123897 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.225213 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0942911 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.00509699 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.241267 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.850718 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.692948 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.567332 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.424879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.104797 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.226275 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.116541 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.156681 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.255272 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.129754 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.0020978 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.13315 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.218948 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0888222 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.248537 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.110511 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0564215 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.157522 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.130207 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.510717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.419069 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.293145 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.336627 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.301067 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.261239 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.865092 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.122893 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.17073 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.114785 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.86508 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.18255 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.160175 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.283335 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.265954 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.138596 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.710073 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.67061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.0488567 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.238939 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.350637 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.106827 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.118787 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.441422 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.115667 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.241282 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.101714 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.137531 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.269096 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0615658 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.260308 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.865094 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.649601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.0070418 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.18255 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.392972 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.11189 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.22533 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.438242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),-0.116086 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.16024 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0243261 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.272685 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.0946353 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.176419 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.118938 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.312514 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.179077 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.111344 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.497691 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.621035 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.242925 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.00236067 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.246287 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.385501 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.436589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.185795 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.0277221 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.23681 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.14624 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0438531 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.227045 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.0836784 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.20087 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.478061 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.601405 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.256093 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.226656 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.423836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,9),-0.0469407 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.1004 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0409664 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0585202 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0695641 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.191754 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),0.111316 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.177295 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.513382 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.638495 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.250034 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.261977 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),0.375456 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.462926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.195586 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.0519805 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),-0.16188 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.0957296 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.118865 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.00527102 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.0377068 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0166618 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.221336 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.167015 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0660808 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.15439 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.167899 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.020954 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.0424723 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.125817 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.104583 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.49864 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.621984 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.245514 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.247235 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.434468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,9),0.0254148 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.113909 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.131686 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.113399 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0185341 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.00175005 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.20244 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.0372532 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.172261 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.639809 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.656995 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.333156 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.401735 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.40928 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0171574 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.731948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.190563 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.389599 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.314539 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.436153 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.367652 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.586225 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.607848 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.281965 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.323981 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.405366 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.326812 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.718981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.195683 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.414292 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.395593 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.50328 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.730782 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.383082 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.00197 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.02554 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.608964 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.548851 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.82192 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.639769 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.250202 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.457308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.147481 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0293787 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.189552 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.0857448 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.166463 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.30378 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.08553 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.981492 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.00505 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.622453 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.801437 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.225547 # DEPENDENCYPART_GRANDPAR
(8,12),(12,9),0.0304209 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.129155 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.111442 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.148307 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.318901 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.1627 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.382787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.165874 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.118386 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.255851 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.205363 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.416502 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.166966 # DEPENDENCYPART_GRANDPAR
(8,15),(15,1),-1.02269 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-1.04802 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.607461 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.842636 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.631534 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.233773 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.536657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.0897758 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),-0.220489 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.101829 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.165443 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.123354 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.333175 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.408881 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.135187 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.148754 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.124049 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.155831 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.077551 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.299039 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.17896 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.238855 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.494678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,15),-0.0512833 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.124625 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.107716 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.116456 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.196152 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.198891 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.0941729 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.134749 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.155697 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.111778 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.112725 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.102101 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.0856025 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.143654 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.00344876 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.24162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.484974 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.0181065 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.0239425 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.21259 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.000576956 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.208451 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.101778 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.039261 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.218599 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.101778 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.254511 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.114883 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.17873 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0803728 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.218599 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.0517217 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.232209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),0.369096 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0863109 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.300592 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.295132 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.185925 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.565082 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.29206 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.329713 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.0495988 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0576115 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.0249041 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.329701 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.252892 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.00736416 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.296376 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.264901 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0146265 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.177254 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0614073 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.147706 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.251921 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-0.753721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.242641 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.374901 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.338406 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.0274685 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.263998 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.0548898 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.0349608 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.262456 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.161189 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.243983 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.329714 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0308789 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.171803 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.252906 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.301543 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0172673 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0352381 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.25626 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.241501 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.155803 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.00962116 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0848908 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.176693 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.216488 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.764298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.324847 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.374534 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.691285 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.342812 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.280964 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0404809 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.732569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.333149 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.461318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.354254 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.152065 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.240843 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.709225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.18003 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.34858 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.541112 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.236363 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),-0.138201 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.133279 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.327407 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.616602 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.48659 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.350722 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.259941 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.0240763 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.512701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.106527 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.293271 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.10431 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0871927 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.261895 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.0746885 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.498327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,14),-0.0216525 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.12206 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.314453 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.0955534 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.365465 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.65643 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.483109 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.388781 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.170676 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.28249 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.4105 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.0484233 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.553118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.0336688 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.121556 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.211078 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.202219 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.376779 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.114201 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.399739 # DEPENDENCYPART_GRANDPAR
