# _root_ " ez dizkiegu gauzak errazak jarriko andaluzian " , esan zuen torresek , eta polizia lanean ari_dela gehitu zuen .
#goldHeads=0,6,6,6,6,10,6,7,8,14,10,10,12,0,17,17,18,14,18,19,
#predictedHeads=0,6,6,6,6,10,6,7,8,0,10,10,12,0,17,17,18,14,18,19,
(4,14),(14,11),-0.264011 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.238435 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.140789 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.104961 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.029616 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.318013 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.190107 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),-0.448768 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.335598 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.261447 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.195106 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.0910707 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.168522 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.391578 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.430022 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.404932 # DEPENDENCYPART_GRANDPAR
(4,16),(16,5),-0.449701 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.335031 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.258792 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.113673 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.260879 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.194134 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.0919838 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.0580454 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.390534 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.265823 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.429046 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.398115 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.640459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,6),-0.415695 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.232279 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.0344699 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.362838 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),0.0852021 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.0372733 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.16189 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.267995 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.373958 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.645824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.550869 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.41697 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.440874 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.24451 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.233554 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.0372681 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.368203 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.179852 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),0.0898578 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.0426377 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.167255 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.286543 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.364974 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.339379 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.225822 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.574298 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.35848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.112507 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.884546 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.605333 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.416293 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.739265 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.883751 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.339979 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.448842 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.3956 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.726826 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.608575 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.07956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.600691 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.0477213 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.346261 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.394621 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.398869 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0581391 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.207091 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.598112 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.139866 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.250008 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.387611 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.162866 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.692445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,2),-0.160071 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.15412 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.484844 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),0.0849999 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.617381 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.153086 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.187393 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.602365 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.61325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),0.252332 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.491403 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.212164 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.359712 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.300812 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.403753 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.368176 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.204498 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.689203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,4),-0.0141191 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.3524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.246632 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.00405696 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.172728 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.194163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,10),-0.0991191 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.376734 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.435799 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.187541 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),0.176852 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.49849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.403999 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.164063 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.345608 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0477961 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0351243 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0795565 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.164429 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.100955 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.329609 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.294246 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.364531 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.336785 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.101282 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.239537 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.468629 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.0991865 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.0163287 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.17272 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.113644 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.224155 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.311662 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.223699 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.121677 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.321817 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.285356 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.24144 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.416785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.453412 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.103504 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.0441966 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.454492 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.047256 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.113292 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.088685 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0399573 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.262186 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.222216 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),0.275862 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),0.46816 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),0.132916 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.0953427 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.0632812 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0838801 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0503744 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.140253 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.225775 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.188998 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.413789 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.334028 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.168977 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.544233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,10),-0.081984 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.322725 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0193235 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.14135 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.170863 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.12318 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.247746 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.36306 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.163285 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),0.191673 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.546685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),0.414746 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.151935 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.084436 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.326088 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.00859474 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.064861 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.138457 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.181592 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.133909 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.336154 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.363825 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.173759 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.201311 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.15089 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.272587 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.309693 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.282224 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-1.83467 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.885814 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.195717 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.27734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,11),-0.229371 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),0.0599067 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.281164 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.729697 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.553837 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.269803 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.25403 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-1.75868 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.762842 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.927252 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.29711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),0.0114528 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.405171 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.248858 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.693509 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.051249 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),0.0281728 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.750131 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.604802 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.320414 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.191476 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.913098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.498502 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.185306 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.100957 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.462495 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.95221 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.271 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.33591 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.354283 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.989455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,9),0.18751 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0711258 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.184813 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.275934 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.312221 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.202612 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.233456 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.320967 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.0387141 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.0137441 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-1.3264 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.855112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,12),-0.249834 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.115269 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.40629 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.406247 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.296655 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),-0.0812921 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.0681774 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0271812 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0217293 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.815016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.61819 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.660442 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.234234 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.438306 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.290202 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.154176 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.367884 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.359084 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.280708 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.245162 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.306154 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.224007 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.37504 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.358926 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.305456 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.466068 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.465391 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.308333 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.316634 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.0253404 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.362473 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.358714 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.275383 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),-0.239751 # DEPENDENCYPART_GRANDPAR
(8,18),(18,9),-0.322788 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.382787 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.0673505 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.361508 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.342586 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.222044 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.442008 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.447313 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.220833 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.0421562 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.678947 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.140497 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0785677 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.12737 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.208568 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.1126 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.43228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.281045 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.303689 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.470729 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.0214103 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.376215 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.513333 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.30768 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.211504 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),0.0686024 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.267434 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.231435 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.483413 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.441278 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.229718 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.459998 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.271799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.165739 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.109835 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.226314 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.133937 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.184355 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.149122 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.0278344 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),0.0730009 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.206553 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.0197419 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.401141 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.241122 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.0148714 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0257013 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.343336 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.58057 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.214935 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.027966 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.0589336 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.506946 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.371424 # DEPENDENCYPART_GRANDPAR
(10,4),(4,11),-0.456797 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.000954105 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),-0.254501 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),-0.242161 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),-0.0628363 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.105514 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.0422534 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.456261 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.306082 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0926295 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0568562 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.151376 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.359091 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0213321 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.442298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.578785 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),-0.127229 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),0.26186 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.0958944 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.382469 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.122803 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.16477 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),-0.44314 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.0111339 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.40492 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.115701 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.381265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,15),-0.254501 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.368463 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.490548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,2),0.0395197 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.101871 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.00827726 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.238042 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.159956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),0.62357 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0630599 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0505431 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.0403249 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),-0.273685 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.437517 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.113216 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.00341246 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.0383801 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.388551 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),0.165676 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.0635316 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.333481 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.254907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.490481 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.176926 # DEPENDENCYPART_GRANDPAR
