# _root_ " antidemokratiko " eta " baztertzailetzat " jo zuen udalbiltza erakundea , eta haren xedeak lurraldetasuna , subiranotasuna eta eraikuntza nazionala direla azpimarratu zuen .
#goldHeads=0,4,2,8,4,4,6,13,8,11,8,11,0,15,22,19,16,19,22,19,20,23,13,23,24,
#predictedHeads=0,4,2,8,4,8,6,13,8,11,8,11,0,15,22,19,16,19,22,19,22,23,13,23,24,
(22,10),(22,16),-0.0658197 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0323035 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0604239 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0815686 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0637828 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0477433 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0291743 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0158836 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0322484 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0816236 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0131513 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0606432 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.0667037 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0322484 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0613079 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0816236 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0646668 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0476883 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0259214 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.0165688 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0109231 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.038516 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.110231 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.111052 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.0467308 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.110285 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0109231 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.110231 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.076432 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0440618 # DEPENDENCYPART_SIBL
(22,12),(22,24),0.00478874 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0531562 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0800844 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0809053 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.034591 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0801497 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0647935 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0801176 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0663513 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0239239 # DEPENDENCYPART_SIBL
(22,13),(22,24),-0.0481957 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0250833 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0259043 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0441743 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0252421 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0474001 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0250833 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0305195 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0271488 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0206222 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0667037 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0322484 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0613079 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0816236 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0646668 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0476883 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0259214 # DEPENDENCYPART_SIBL
(22,15),(22,24),-0.0165688 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.034564 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0670274 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0753785 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0703863 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0500039 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0194059 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0178768 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.110285 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0109231 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.110231 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.076432 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0440618 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.00478874 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0815699 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.064723 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.047742 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0260866 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.0165802 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0801176 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0663513 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0239239 # DEPENDENCYPART_SIBL
(22,19),(22,24),-0.0481957 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0531136 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0277732 # DEPENDENCYPART_SIBL
(22,20),(22,24),-0.0254488 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.01665 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0446018 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0205538 # DEPENDENCYPART_SIBL
(23,4),(23,8),-0.0375365 # DEPENDENCYPART_SIBL
(23,4),(23,10),-0.131526 # DEPENDENCYPART_SIBL
(23,4),(23,11),-0.131577 # DEPENDENCYPART_SIBL
(23,4),(23,12),-0.089571 # DEPENDENCYPART_SIBL
(23,4),(23,13),0.0254487 # DEPENDENCYPART_SIBL
(23,4),(23,14),-0.0859004 # DEPENDENCYPART_SIBL
(23,4),(23,15),-0.131577 # DEPENDENCYPART_SIBL
(23,4),(23,16),-0.132494 # DEPENDENCYPART_SIBL
(23,4),(23,17),-0.089571 # DEPENDENCYPART_SIBL
(23,4),(23,18),-0.132291 # DEPENDENCYPART_SIBL
(23,4),(23,19),0.0254487 # DEPENDENCYPART_SIBL
(23,4),(23,20),-0.1329 # DEPENDENCYPART_SIBL
(23,4),(23,21),-0.0587567 # DEPENDENCYPART_SIBL
(23,4),(23,22),-0.0884371 # DEPENDENCYPART_SIBL
(23,4),(23,24),-0.0330109 # DEPENDENCYPART_SIBL
(23,4),(23,25),-0.0549667 # DEPENDENCYPART_SIBL
(23,8),(23,10),-0.0247931 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.023524 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.09061 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.01493 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.0228914 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.023524 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.024441 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.09061 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.0243706 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.01493 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0248229 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.00968941 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.0478776 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.0269414 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.0444958 # DEPENDENCYPART_SIBL
(23,10),(23,11),-0.0190617 # DEPENDENCYPART_SIBL
(23,10),(23,12),-0.0713979 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.00278302 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0233489 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0190617 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.0253141 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0713979 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0209723 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.00278302 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0267448 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.0164335 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.0116243 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.0305997 # DEPENDENCYPART_SIBL
(23,10),(23,25),0.00540092 # DEPENDENCYPART_SIBL
(23,11),(23,12),-0.0713549 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.00274006 # DEPENDENCYPART_SIBL
(23,11),(23,14),-0.0233059 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0208967 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0271492 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0713549 # DEPENDENCYPART_SIBL
(23,11),(23,18),-0.0228074 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.00274006 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0285798 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0163906 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0114486 # DEPENDENCYPART_SIBL
(23,11),(23,24),0.0370221 # DEPENDENCYPART_SIBL
(23,11),(23,25),0.025021 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0917513 # DEPENDENCYPART_SIBL
(23,12),(23,14),-0.114281 # DEPENDENCYPART_SIBL
(23,12),(23,15),-0.178961 # DEPENDENCYPART_SIBL
(23,12),(23,16),-0.179878 # DEPENDENCYPART_SIBL
(23,12),(23,17),-0.13427 # DEPENDENCYPART_SIBL
(23,12),(23,18),-0.179654 # DEPENDENCYPART_SIBL
(23,12),(23,19),-0.0917513 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.180218 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.0956604 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0891876 # DEPENDENCYPART_SIBL
(23,12),(23,24),0.0670577 # DEPENDENCYPART_SIBL
(23,12),(23,25),-0.0407122 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0859004 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.131577 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.132494 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.089571 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.132291 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0254487 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.1329 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0587567 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.0884371 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0330109 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0549667 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0225872 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0235041 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0784356 # DEPENDENCYPART_SIBL
(23,14),(23,18),-0.0233321 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.00596246 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0238445 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.00290343 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0405445 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0283472 # DEPENDENCYPART_SIBL
(23,14),(23,25),0.0636299 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0271492 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0713549 # DEPENDENCYPART_SIBL
(23,15),(23,18),-0.0228074 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.00274006 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0285798 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0163906 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0114486 # DEPENDENCYPART_SIBL
(23,15),(23,24),0.0370221 # DEPENDENCYPART_SIBL
(23,15),(23,25),0.025021 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.073188 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.0273656 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.00915462 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.033138 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0182237 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.0132817 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0322942 # DEPENDENCYPART_SIBL
(23,16),(23,25),0.0222098 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.179654 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0917513 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.180218 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0956604 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0891876 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0670577 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0407122 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.00274006 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0285823 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0163906 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0114486 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0335346 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0215523 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.1329 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0587567 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.0884371 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0330109 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0549667 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0209647 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0142526 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.00392573 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.00439218 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0238999 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.018922 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.00548615 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.10776 # DEPENDENCYPART_SIBL
(23,22),(23,25),0.0502943 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.00377225 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0209596 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.199318 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.0876264 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.16429 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.070956 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.191398 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.452429 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.219239 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0614767 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.367121 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.496228 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.260884 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.362795 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.240681 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.586187 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.163947 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.250064 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0346902 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0717041 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0477653 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.481732 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.427223 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.721923 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.158963 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0676228 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.209709 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.873002 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.0489934 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0143238 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.230236 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.14657 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0698277 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.0436869 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.193577 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.277186 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.369962 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.00139233 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.262931 # DEPENDENCYPART_GRANDPAR
(0,8),(8,23),-0.116671 # DEPENDENCYPART_GRANDPAR
(0,8),(8,24),0.362565 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.163765 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.402457 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.112302 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.205844 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.125878 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.25659 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.402488 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.341799 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0939663 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.299401 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.218904 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.435215 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.295411 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.24235 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.401048 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.257044 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.545393 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.247837 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.310686 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.339788 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.172271 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.568816 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.345035 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.240681 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.260922 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.549581 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.586187 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.27789 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.351313 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.163947 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.134104 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.286169 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.171734 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.300289 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),-0.205844 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.25659 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.0939663 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.12273 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.282107 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.203766 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.39026 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0817944 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.262743 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.577349 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.203711 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.354638 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.0694854 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.205844 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.25659 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.282107 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.39026 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.206885 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.0804929 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.245448 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.442297 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.119047 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.577349 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),0.134626 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.257044 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.545393 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.310686 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.339788 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.334932 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.59685 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.42394 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.262264 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.135612 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.623153 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.27789 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.723885 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),-0.351313 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.163947 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),-0.184162 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.234908 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.367381 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.220607 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.345198 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.391482 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.581147 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.301565 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.248514 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),0.128472 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),-0.28412 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.0585659 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.389505 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.335971 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.119687 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.22781 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-0.016748 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.432768 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.0569647 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.0894534 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.162057 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.0946358 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.466509 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.173605 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.0475353 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.125398 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.37815 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.318028 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.109961 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.598933 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.154071 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),0.220952 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),-3.71581e-05 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),0.486385 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),0.00607512 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),-0.0148997 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),-0.142216 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.077925 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.382349 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.0990512 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),0.024433 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.105557 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.303611 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.301318 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.0381486 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.541367 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.418459 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.476098 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.0868973 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.228817 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.222583 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.55219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.425467 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.16986 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.265317 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.90942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,2),-0.598564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.071107 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0259549 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.345635 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.226882 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.406058 # DEPENDENCYPART_GRANDPAR
