# _root_ gasteizek onartu egingo luke eaeko kuotetara iristen ez den diru kopuru bat , kontuan_hartuz forcem_espainiako langileen prestakuntzarako erakundeak ere eaen jarduten duela , hobetuzekin_batera .
#goldHeads=2,0,2,2,6,7,10,7,7,2,10,10,12,2,16,17,18,21,0,21,0,14,22,21,24,
#predictedHeads=2,0,2,2,6,7,10,7,7,14,10,11,12,2,16,18,18,21,0,21,2,21,22,21,24,
(16,13),(16,19),-0.0717042 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0623578 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.000416253 # DEPENDENCYPART_SIBL
(16,13),(16,25),-0.0827515 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0257925 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00151855 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00310226 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0168026 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0108214 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0882852 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.037672 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00737936 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00233077 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00462992 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0172513 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0793035 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.026198 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0742987 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0276532 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.0753897 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0519996 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.0570772 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0276532 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0753848 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0519996 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0570772 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00156619 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0154267 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.0592926 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0511431 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.0592211 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.0511933 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0356565 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0245339 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0324478 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0304897 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0885017 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0873959 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0911163 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0277062 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0540158 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.105313 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.115615 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.117573 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0588993 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0717041 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.061507 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.000376767 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.0822575 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0281079 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0261491 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00225163 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0168026 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0099708 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.0883246 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0371781 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0129314 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00342562 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00510517 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0161565 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0789068 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0274133 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00481132 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.011236 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0243934 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0711293 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.0417898 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00402237 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.000429877 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00645986 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.0887528 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0234295 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.00203492 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0592926 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.00731635 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0908967 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.0579055 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0356565 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0245356 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0324461 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.030488 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.036216 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0875025 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.091223 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0489877 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0285664 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0880722 # DEPENDENCYPART_SIBL
(18,12),(18,25),-0.0546618 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.105314 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.115616 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.117574 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.111846 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0717041 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.061507 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0376678 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.00113025 # DEPENDENCYPART_SIBL
(18,13),(18,24),-0.0562268 # DEPENDENCYPART_SIBL
(18,13),(18,25),-0.0827969 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0279973 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0260385 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0309478 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0169162 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0100844 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0205376 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0874575 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.000780547 # DEPENDENCYPART_SIBL
(18,14),(18,25),-0.0378311 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0139406 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.000681692 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00670368 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.017755 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0188557 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0759502 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.0078087 # DEPENDENCYPART_SIBL
(18,15),(18,25),-0.0300905 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00262099 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0128345 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.025992 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0106086 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0681727 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.0160456 # DEPENDENCYPART_SIBL
(18,16),(18,25),-0.0444671 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00671491 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0184505 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0178497 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0742259 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.00850417 # DEPENDENCYPART_SIBL
(18,17),(18,25),-0.0309601 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0234295 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00682103 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0020349 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0234293 # DEPENDENCYPART_SIBL
(18,19),(18,25),-0.0592926 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0367235 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00731636 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.00622104 # DEPENDENCYPART_SIBL
(18,20),(18,25),-0.0908967 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0402965 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.00638307 # DEPENDENCYPART_SIBL
(18,21),(18,25),-0.0694 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.0270037 # DEPENDENCYPART_SIBL
(18,22),(18,25),-0.0579055 # DEPENDENCYPART_SIBL
(18,24),(18,25),-0.0887528 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0188885 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.0301734 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.022303 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.00636904 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.0191099 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.0330674 # DEPENDENCYPART_SIBL
(21,2),(21,10),0.0181099 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.0105064 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.0206131 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.00636904 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.00537867 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.000361942 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.00425008 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.00316887 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.00711356 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.023245 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.00657847 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.00697848 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.0141318 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.00190255 # DEPENDENCYPART_SIBL
(21,3),(21,7),-0.028628 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0154459 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.0098334 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.00223481 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.0301313 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.00190255 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.00289292 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.00790965 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.00402151 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0138352 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.00115802 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.0115475 # DEPENDENCYPART_SIBL
(21,3),(21,23),-0.00116397 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.0109907 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.0592441 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.00314453 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.0288523 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0255061 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0413171 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.00770846 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0592441 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0624525 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0636891 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0680767 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0798595 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.057219 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0208471 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0196542 # DEPENDENCYPART_SIBL
(21,5),(21,24),-0.0197058 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.00482326 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.0363589 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.00653513 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.00927579 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.00025934 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0272028 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0304113 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0316478 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0360354 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0722189 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0251777 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.00796825 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.00593605 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.0201186 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.0166187 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.0040989 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.00350455 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0286855 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.00764192 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.00863228 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.013649 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.00976087 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.00901264 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.00689739 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.0140806 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.00424753 # DEPENDENCYPART_SIBL
(21,7),(21,24),0.0123835 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.0375721 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0315919 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.017587 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0270943 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0261043 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0195027 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.0255503 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0268147 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.0278424 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.249837 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.0602587 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0230382 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0348167 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.00928372 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0527437 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0559521 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0571887 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0615763 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0761728 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0507186 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.067386 # DEPENDENCYPART_SIBL
(21,10),(21,23),0.0663226 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0474989 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.000272761 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0284519 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0316603 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0328969 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0372845 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0568382 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0264268 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00398782 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.00386539 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.014222 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.00703606 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.00802643 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0130432 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00915502 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00849446 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.00629153 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0191496 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.00472154 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.014658 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0304113 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0316478 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0360354 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0722189 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0251777 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.00796825 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.00593605 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.0201186 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0335235 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0379111 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0727365 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0270534 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.00192308 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.000659509 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0245641 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0458099 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0754771 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0349522 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.000153691 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.000446473 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0261828 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0738698 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0229145 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.010745 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.00412002 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0235696 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.105346 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.188385 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.129867 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0928427 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0076138 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.00745172 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.00468513 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0502213 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.00373747 # DEPENDENCYPART_SIBL
(21,23),(21,24),-0.0970364 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0394033 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0444075 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0142102 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0495967 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0110774 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.012157 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.0404588 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0822575 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.122131 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.277117 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.275798 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.712872 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0480552 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0282593 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.286153 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0280088 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.946119 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0983733 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0989551 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.0866701 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.113764 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.146373 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.334095 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.084717 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.144773 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.177724 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.359057 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.299587 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.755513 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0110654 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.065249 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.300762 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.00595773 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.899148 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0613835 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.135945 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.101279 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0767738 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.109383 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.297105 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.121707 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.107783 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.192333 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.176595 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0242016 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0525528 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.272009 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-1.14498 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.154832 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.180201 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.123711 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.176081 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.307365 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.271317 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.270492 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.405593 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.105239 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0623255 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0044862 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.89926 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.0512848 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.146044 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.0327172 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.0678147 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.11595 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.066675 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0992843 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.287006 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.131806 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.0976843 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),0.207004 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),-1.41842 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.194637 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.422599 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.177999 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.210825 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.00414602 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.190763 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.403219 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.158484 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.382784 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.154676 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.131433 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-1.32328 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.171489 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.262578 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.263579 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.262754 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.39965 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.131244 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0883305 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.240093 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.0729455 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-1.17589 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.282796 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0504661 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0847519 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0445256 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0855768 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.118186 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.305908 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.112904 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.192106 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),-1.43487 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.181564 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.494083 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.0660967 # DEPENDENCYPART_GRANDPAR
