# _root_ beraz , koazerbatuek materiaren antolamenduaren nolabaiteko hastapen-forma eskaintzen digutela ikusten dugu , nahiz_eta antolamendu hau oraindik oso primitiboa eta erabat ezegonkorra izan .
#goldHeads=10,3,8,5,7,7,8,10,8,0,10,11,10,22,14,22,0,19,22,21,19,10,22,
#predictedHeads=0,3,8,5,7,7,8,10,8,0,10,11,0,22,14,18,18,19,22,21,19,10,22,
(22,10),(22,20),0.00253755 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.00268952 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.115824 # DEPENDENCYPART_SIBL
(22,11),(22,12),-0.0446443 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.00721386 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0119992 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0362974 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0549008 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.00982416 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.00518003 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0272858 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0294699 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.00518003 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0807829 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.0860071 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.18269 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.118138 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0851466 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.113691 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0834232 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0815545 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0978661 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0834232 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0404038 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0493834 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0314645 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0390028 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.00394846 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0132159 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0537394 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0419667 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0132159 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.00708025 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0302708 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0349102 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0421327 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.000458473 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0381105 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.00521028 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.000458473 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.044572 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.00228248 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0171138 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.00733136 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0171012 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.00230637 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.00733136 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0744259 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0272379 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0379228 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0499066 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.000578899 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0379228 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.102387 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0379017 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.00989149 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.073295 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0379017 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0255279 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.00878495 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.00813888 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0126321 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0176325 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0380887 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.039696 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0509151 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00585025 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0887697 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0176325 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.148858 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.110601 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.517986 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.172652 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.0535308 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0811397 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.309197 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.199493 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.372771 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.421501 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.434545 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.110616 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.92359 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.199493 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0224146 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.423691 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.434544 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.112806 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.923589 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0546937 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.199493 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0227529 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.383554 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.434544 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.110615 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.923589 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.0546937 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.0698545 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0244742 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.381289 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.430473 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.272244 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.208475 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.928462 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.199493 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0227529 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.383554 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.432154 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.436511 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.203533 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.923589 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0546937 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.0854831 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.0883086 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.045415 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.358403 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.407249 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.339954 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0963634 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.715742 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.244745 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.14066 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.122359 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.055805 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.159312 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.158823 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.792868 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.0077756 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.0683767 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.469425 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.175662 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.43759 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.486773 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.175888 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0524751 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0880696 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),-0.0601987 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0695447 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.107661 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.296158 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.345003 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.296998 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0341178 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.305433 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.98815 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.184717 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.0691219 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0852171 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.124522 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.12217 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.756214 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.0382344 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.0955591 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.432771 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),0.0212715 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.244408 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.185961 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0648931 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.133332 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.437608 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.364859 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.0384156 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.0315815 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.453764 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-1.1345 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.375407 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.2722 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.313428 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.166006 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0834858 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.0546217 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.468641 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.112178 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.00696922 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-0.0328658 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),-0.075132 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.0300879 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.349431 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.493526 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.931813 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.673113 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.074899 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.0303209 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.345171 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.491545 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.288122 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.291099 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.0198431 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.685073 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.321033 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.227171 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.843063 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.54354 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.173149 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.649211 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.549817 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.293291 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.211955 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.560121 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.706815 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.462912 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-1.08502 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.467963 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.66066 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.348872 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.088322 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.0350671 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.0363097 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.300968 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.321033 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.227171 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.843063 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),0.0649438 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.54349 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.140128 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.0305369 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-0.373281 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.422127 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.345339 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.111241 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.227837 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),0.118938 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.204398 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.114152 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),0.121679 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.333036 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.482506 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.249267 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.900116 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.207036 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),0.135164 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.570308 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.223999 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.127388 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.418807 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.596518 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.262755 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.573954 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.581134 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.736186 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.715534 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.981006 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.262755 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.212769 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.587705 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.738376 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.722105 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.983196 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.796218 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.727399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.326385 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.343168 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.529802 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.535842 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.693486 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.670243 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.86861 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.5796 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.677093 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.551255 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.530725 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.561362 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.818084 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.864564 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.820164 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.58633 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.845096 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.840895 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.735303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),-0.338196 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.328982 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.515617 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.521657 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.693545 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.656057 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.578048 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.819322 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.739111 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.571058 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.565015 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.609204 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.846786 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.893265 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.850937 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.62269 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.873797 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.880082 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.860086 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.467492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.249834 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.232804 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.413533 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.249063 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.227849 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.297842 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.525815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.242441 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.283334 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.266406 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.324054 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.282665 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.28287 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.0399825 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.321903 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.121032 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.406389 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.438179 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.296758 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.33713 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.438619 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.457401 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.315128 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.505102 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.216328 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.840117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,10),-0.531863 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.227824 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.47689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.357382 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.148756 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.474747 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.582453 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.323749 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.227824 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.475875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.182616 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.148756 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.472557 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.582453 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.323749 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.420484 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.515897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.222068 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.293748 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.500037 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0552703 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.039286 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.227824 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.475875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.182616 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.253713 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0483079 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.353481 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.582453 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.323749 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),-0.245914 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.317594 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.434959 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.241274 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.24416 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0662038 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.435993 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0423799 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.900928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.539269 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.200558 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.759753 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.582212 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.298587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.362242 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.473604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.113504 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.435248 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.484829 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0607746 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.36048 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.268442 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.513055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.153341 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.462728 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.0218847 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.00581281 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.298587 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.362242 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.473604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.113305 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0130568 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.215381 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.484829 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0607746 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.536901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.177187 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.39767 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.145393 # DEPENDENCYPART_GRANDPAR
