# _root_ proposamenak pse , pp eta uaren babesa jaso zuen ; eajk eta eak kontra bozkatu zuten , eta iu-eb abstenitu egin zen .
#goldHeads=8,5,2,5,15,7,8,0,8,9,12,15,12,15,18,15,16,0,20,18,20,21,22,
#predictedHeads=8,5,2,5,8,7,8,18,8,9,12,15,12,15,18,15,16,0,20,18,20,20,22,
(18,16),(18,20),-0.0338137 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0644673 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0782166 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0723837 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0827801 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.11868 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0581507 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.146655 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.159181 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0574026 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0772379 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0191241 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.100602 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0374452 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.0083252 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.0396422 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0152336 # DEPENDENCYPART_SIBL
(20,4),(20,8),-0.000889458 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0175488 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0455652 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0083252 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.0408059 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.00722394 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0238393 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.0331892 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0723591 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0083252 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0396422 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.050887 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0160968 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.113468 # DEPENDENCYPART_SIBL
(20,5),(20,7),-0.0757959 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0465007 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0429115 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.113854 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.00793731 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.112576 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0155689 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.033198 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0490631 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0888668 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.00793731 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.113468 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0380343 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.0587877 # DEPENDENCYPART_SIBL
(20,6),(20,7),-0.00279423 # DEPENDENCYPART_SIBL
(20,6),(20,8),-0.00942786 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.0181401 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0331259 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0103114 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.0283666 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.00682419 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0153009 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.0337804 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0719613 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0103114 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.0272028 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.052696 # DEPENDENCYPART_SIBL
(20,6),(20,22),-0.005815 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0164098 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.0157324 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.0360799 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.00694132 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.0313206 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.00923011 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.00831895 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0313727 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0743673 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.00694132 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.0301568 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0553314 # DEPENDENCYPART_SIBL
(20,7),(20,22),-0.00602266 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0239715 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.0111435 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.00269615 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.00812401 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.0140401 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.026512 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0161789 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0870855 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.00269615 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0134644 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.0155108 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0885224 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.0279487 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.00501337 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0249011 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.00726646 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0227641 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0172383 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0556468 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.00501337 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0257316 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0332744 # DEPENDENCYPART_SIBL
(20,9),(20,22),-0.0531706 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0243366 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0204867 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.00890812 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0195937 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.045255 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.064314 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0243366 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0182911 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0537565 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0106354 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.112576 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0155689 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.033198 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0490631 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0888668 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.00793731 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.113468 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0380343 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0587877 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.00804523 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.014392 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0331882 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0724882 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.00943264 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.028065 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0574769 # DEPENDENCYPART_SIBL
(20,13),(20,22),-0.00303929 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0134157 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0318873 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0421226 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.025268 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0181933 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0228062 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.083857 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0108255 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0829989 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00272451 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.00703606 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0241212 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.107653 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0459202 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.00701934 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00213657 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0273248 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0548907 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0896274 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.174817 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0030894 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0304572 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.113468 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0380343 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0587877 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.052696 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.005815 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.275585 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.000352898 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.00199884 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.000462959 # DEPENDENCYPART_SIBL
(21,1),(21,6),0.0021819 # DEPENDENCYPART_SIBL
(21,1),(21,7),0.0265905 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0238929 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.00445726 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.000462959 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.00101819 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.00445536 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.000835852 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.0175916 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0696223 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.000462959 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0021819 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0142057 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0325452 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.0173823 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.0109957 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.00413891 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.0117294 # DEPENDENCYPART_SIBL
(21,2),(21,7),0.0126792 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0285207 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.0176559 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.00413891 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0128931 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.00451582 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.00379192 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0140269 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0739541 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.00413891 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0117294 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0188335 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.0412603 # DEPENDENCYPART_SIBL
(21,2),(21,23),-0.0263702 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.00294726 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.0140896 # DEPENDENCYPART_SIBL
(21,4),(21,7),0.010319 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.015408 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0200161 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.00294726 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.0152533 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.00200775 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.00932074 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0163434 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.071444 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.00294726 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0140896 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.00572085 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0311762 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0158789 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.0562986 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0186265 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0472918 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0566877 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.0197485 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0554065 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.00427006 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.033989 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0598473 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.075662 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0197485 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0562986 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0356234 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0310957 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.110969 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.0227584 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0239464 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.00757677 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.000961037 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.00281395 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.001608 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.000782337 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.0169347 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0710463 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.000961037 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.00165024 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0142592 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.041458 # DEPENDENCYPART_SIBL
(21,6),(21,23),-0.0240921 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.0309334 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.010535 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0043342 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.00577222 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.00401698 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.00620458 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.0145239 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0734552 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0043342 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0046085 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0212462 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.0412494 # DEPENDENCYPART_SIBL
(21,7),(21,23),-0.025517 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0699205 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.00683405 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0729471 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.00682765 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0221663 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0137356 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0656767 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.00683405 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0676066 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0265555 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.00761191 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.154865 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0128446 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.00472162 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0139048 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.00485524 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0281897 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0636184 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0128446 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.00691719 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0101863 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0361345 # DEPENDENCYPART_SIBL
(21,11),(21,23),-0.0145441 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0554065 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.00427006 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.033989 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0598473 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.075662 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0197485 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0562986 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0356234 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0310957 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.110969 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.00282904 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.000126597 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0163425 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0715732 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.00183982 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.00251236 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0151682 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0442337 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0231329 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.00611421 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.00822399 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0485347 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00370146 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.00387166 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0106138 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0557623 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0752571 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.00838218 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0615902 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0122547 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.074035 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0237959 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0115187 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.14441 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0496017 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.00615623 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.022048 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0391156 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.078868 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.00180996 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0991285 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.14395 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.115937 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0165953 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0906122 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0562986 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0356234 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0310957 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.110969 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0142592 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.041458 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0240921 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.00714341 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.145769 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0139263 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0735228 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0240707 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.143645 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.141745 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0172048 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.2385 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.00488548 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.127837 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.121608 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.241904 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.133282 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.00160495 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0944969 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.55209 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.027769 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0809618 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.110609 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.358222 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.71858 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.283477 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.531062 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.392855 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.164803 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0954296 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.018019 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.0651319 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.0913903 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.326991 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.21308 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.158538 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0719433 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0356482 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.502737 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0585087 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.773163 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.208884 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.0745951 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.281479 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.244317 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0280663 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.45298 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.0332737 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.257417 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.365881 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.129166 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.181522 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),0.00048884 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.165268 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.667635 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.233147 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0248933 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.0195843 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.431769 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.250468 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.163238 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.600995 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0415092 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.511989 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.199577 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),0.0606171 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.452788 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.111882 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.027769 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.0809618 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.358222 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.227398 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.797485 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.364059 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.558532 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.0906747 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.204034 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0255416 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.43639 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0954296 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.211269 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.141058 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.018019 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.0651319 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.0913903 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0571044 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.236701 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.129935 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.281926 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.168015 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.1135 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.117009 # DEPENDENCYPART_GRANDPAR
