# _root_ esteban olaizola_gipuzkoako_kofradien_federazioko lehendakariaren ustez , " itsasontzi zaharrak dira , baina teknologia puntakoa dute " , esan du .
#goldHeads=9,1,1,3,4,5,9,7,11,9,17,14,12,11,14,15,0,17,18,
#predictedHeads=2,3,4,9,4,5,9,7,11,9,0,14,14,11,14,15,0,17,18,
(6,7),(7,10),-0.160632 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.189148 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.200037 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.301202 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.0292521 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.2216 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.44122 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.480688 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.439679 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),-0.0867307 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.00280194 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.121225 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.186219 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.205632 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.440003 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.148105 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.568082 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.170378 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.266297 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.5682 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.564547 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.266297 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.146784 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.408603 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.550291 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.552041 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.27146 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.111195 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.788156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.408611 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.587932 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.305235 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0255948 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.726691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.368912 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.501204 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.51031 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.62289 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.616916 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.707627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.355426 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.562396 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.62671 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.414648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.266807 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0688024 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.164871 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.139715 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.912737 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.918693 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.632427 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.698816 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.28567 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.512118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0935981 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0443653 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.196015 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.167575 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.158816 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.206689 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.332132 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.321683 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.819625 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.172177 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.206992 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.272718 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.213719 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.21565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.861809 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.868705 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.582439 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.646753 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.384179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.00787851 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.158986 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0822557 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.123575 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.10738 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.141877 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0315736 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.254945 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.240124 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.0324665 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.194824 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.134064 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0822194 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.227605 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.202749 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.335834 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.374231 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.377509 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.62671 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.414648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,11),-0.0575654 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.194014 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.15561 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0100515 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.29824 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.915379 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.629113 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.695502 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.285865 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.477083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.0878967 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.272897 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.10135 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.149559 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.257464 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.195796 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.147822 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0657546 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.339805 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.316477 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.905244 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.912146 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.625881 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.68666 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.314787 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.500503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.0801181 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.288375 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.125331 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.082925 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.28018 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.185893 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.195555 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.184082 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.296948 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.319531 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.355866 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.00800088 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.255732 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.137556 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.23383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.316692 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.02577 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.246582 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0795217 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.129834 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.23383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,1),-0.35587 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.00800571 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.280358 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.320159 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0392757 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.103271 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.23383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.393957 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.131435 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.331779 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.674117 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.941732 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.495614 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.382338 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.0641374 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.64014 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.295429 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.562096 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.602689 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.301959 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.229466 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.937947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0374254 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.147457 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.400599 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.661255 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.284549 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.198465 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.206618 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.553724 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),-0.0832914 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.120925 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.456512 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.735657 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.261115 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.585716 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.241475 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.508142 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.54666 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.175512 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.923927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0757207 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0566717 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.394907 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.655876 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.23451 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.274598 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.135884 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.274326 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.903056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.130395 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.00533591 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0999751 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.695376 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.24363 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.167308 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.227118 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),0.0908462 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.195384 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.503309 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.12543 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.496773 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0629359 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.12543 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.282851 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0629359 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.0456263 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.627395 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.215719 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.197965 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.489127 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0376503 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.326232 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.637561 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.141379 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.425718 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0274303 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.601346 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.742965 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.80431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,12),-0.271787 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.584312 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.125425 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.282856 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.404236 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.130248 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.0621 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0534306 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.627395 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.816394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.203323 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.335584 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.290761 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.351466 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.353217 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.536901 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.477057 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.366705 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.16607 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.193751 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.7773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.195977 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.300887 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.253703 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.0911445 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.384197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.141702 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.0425515 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.105872 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.143261 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.121078 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.526237 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),0.16654 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.363501 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.00641411 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.303666 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.569915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.140149 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.00860276 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0395723 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.100579 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.190701 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.35098 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.22776 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.283316 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.514235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0216057 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.10701 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0297158 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.0773624 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.323487 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.855128 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.203372 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.315473 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.0416131 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0808919 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0091794 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.143219 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.188685 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.371985 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.594706 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),0.0980705 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.434046 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.274675 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.0748837 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.284326 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.58967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.0499092 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.149466 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0471556 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.112593 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0391429 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.242531 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.388649 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.853098 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.209985 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-0.615147 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),0.0776302 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.451991 # DEPENDENCYPART_GRANDPAR
(9,17),(17,5),-0.305269 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.095324 # DEPENDENCYPART_GRANDPAR
(9,17),(17,8),0.244473 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.591905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,10),-0.0581114 # DEPENDENCYPART_GRANDPAR
(9,17),(17,11),-0.0916708 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),0.0372055 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.101886 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.145729 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.364442 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.831565 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.209947 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.132579 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.246453 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.26509 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.303898 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.264012 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.288565 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.11419 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.211243 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.065941 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.133944 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.654557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.453326 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.689719 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.475698 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.37916 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.606789 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.121777 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.677601 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.640526 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.665079 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.515513 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.442455 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.387493 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.28227 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.422893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.29021 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.218712 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.0563714 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.10813 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.199972 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.283439 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.361063 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.237465 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.46148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.126188 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.279753 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.0404443 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.252068 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.120713 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.364977 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.507117 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.434059 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),-0.151756 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.314625 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0919669 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.143738 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.287312 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.718768 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.743321 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.595865 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.434952 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.520697 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.420542 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.318813 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.416891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.132282 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.278818 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0804405 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.349662 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.17658 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.332192 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.118223 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.215336 # DEPENDENCYPART_GRANDPAR
