# _root_ urtero bezalaxe jarri dira , ailegatu bezain agudo , plaza_erdian danborra eta turutarekin abisua emanez .
#goldHeads=3,1,0,3,4,3,6,7,8,15,12,15,12,15,3,15,
#predictedHeads=3,3,0,3,4,3,6,7,8,11,12,14,12,15,3,15,
(4,3),(3,14),-0.53854 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.96502 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.422757 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.511761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.524188 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.782779 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.311872 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.286576 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.438847 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.394115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.116384 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.30879 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.33562 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0428866 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.374815 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.311297 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.106422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.363393 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.388643 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.818164 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.408665 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.428682 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.270751 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0697022 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.377944 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.31343 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.0573833 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.366521 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.391772 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.42834 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.208305 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0773689 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.37794 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.313426 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0573833 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.366518 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.391768 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.305747 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.279466 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.454254 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.331929 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.239023 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.256968 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0226496 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.13567 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.0711554 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.205757 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.231008 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.675271 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.311953 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.286657 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.438846 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.392271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.116384 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.361274 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.126081 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.151241 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),0.0308951 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.0740447 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.00953043 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.0228049 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.0626222 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.0878729 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.0103416 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0742307 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.100746 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.447482 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.38344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.190745 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.290392 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.290157 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),0.00437919 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.451568 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.44792 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.302933 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.504444 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.484988 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.269963 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.188158 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.421129 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.331937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.12729 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.26292 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.262684 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.263266 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.206508 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.167554 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.138074 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.017599 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.15982 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.240257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0477271 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.0556269 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.261268 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.111342 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.111737 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0947261 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.164218 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.144762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0223356 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.167634 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.138154 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.0175972 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),0.15982 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.240257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.154169 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.0188643 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.0250943 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.147562 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.103738 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.103137 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.0290425 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.156614 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.137158 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.0362045 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.127953 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.168211 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.153504 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.120523 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.16315 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.0859078 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.0638923 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.125101 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.115312 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.242508 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.163889 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.673547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.120883 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.0988675 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.138514 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.529169 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.503629 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.314084 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.630194 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.634385 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.431276 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.234987 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0323084 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.104352 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.654856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.126597 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.104581 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.301846 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.412585 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0797577 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.144623 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.692246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,15),-0.449975 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.0700287 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.45145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.175158 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.286209 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.269711 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.2475 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.0981441 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.370736 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.374927 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.460044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0988892 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.285612 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.283752 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.261541 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.112193 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.384777 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.388968 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.0629129 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.158479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,10),-0.187686 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.260435 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.280648 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.265257 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.242038 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.088656 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.112366 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0852001 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.154492 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.277665 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.281856 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.159355 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),0.167894 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.280649 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.265257 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.00455728 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.242038 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.321017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0879447 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.111655 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0844888 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.160928 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0729527 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.275622 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.174143 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.417691 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.402299 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.182605 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.365595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0862853 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.111123 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0534115 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.18154 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.159047 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.208895 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.213086 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.204024 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.280648 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.137182 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0380742 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.281856 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.159355 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.167894 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.280648 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.265257 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.00455685 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.0852001 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.159675 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.137182 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0380742 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.2607 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.159355 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.167894 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.370899 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.356492 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.093792 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.0902291 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.387503 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.510375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.12284 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.133225 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.103399 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.206396 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.183903 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.138202 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.307421 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.311612 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.33654 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.220483 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.257088 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.00345116 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.199416 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.00594632 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.662692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.317333 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),0.00559393 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.46444 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.478992 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.420187 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.511519 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.504929 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.342533 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.224509 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.261114 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.215111 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.16208 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.195277 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.66269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.317331 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),0.0061427 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.471713 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.486265 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.419686 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.518791 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.512202 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.342134 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.256771 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.396407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.458784 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.231452 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.249051 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.166056 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.27853 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.271941 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.361804 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.282933 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.177093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.106989 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.403065 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.435721 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.377494 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.367882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0225225 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.25056 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.221887 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.251321 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.244731 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.106913 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.257713 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.403065 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.435721 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.36347 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.377494 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.2417 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.367882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0225225 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.25056 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0603693 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.19693 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.251321 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.257834 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.425871 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.458527 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.422802 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.300981 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.401316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0552076 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.261157 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0730397 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0906389 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.149113 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.142524 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0409935 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.403065 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0774727 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.117547 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.244731 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.106913 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.257713 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.403065 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.435721 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.36347 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.25056 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0598736 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.0774727 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.117547 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.106952 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.106913 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),0.257713 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.214416 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.168268 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.188865 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.14365 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0412511 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0731214 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.891611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.338009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.686022 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.695531 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.612317 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.747984 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.741624 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.535858 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.140164 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.105942 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.86674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.320742 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.598329 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.610884 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.59023 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.66029 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.65393 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.343633 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.344211 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.391145 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.300714 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.393232 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.343135 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.19189 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.194883 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.5968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0935938 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.430893 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.480253 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.473893 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.300636 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0566611 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.393232 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.343135 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.337485 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.19189 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.302978 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.194883 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.5968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0935938 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.274676 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.389551 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.480253 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.0565401 # DEPENDENCYPART_GRANDPAR
