# _root_ zergatik oroitu behar_zuen nitaz , bere bizitzan_zehar , gainean eta azpian izandako ehundaka haietariko beste bat gehiago ez banintz bezala ? .
#goldHeads=3,3,0,2,4,7,3,7,10,12,10,16,14,16,16,19,16,19,3,19,20,21,
#predictedHeads=2,3,0,2,4,7,10,7,10,12,10,0,12,15,16,19,16,19,12,19,20,21,
(2,5),(5,13),-0.15958 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.0741502 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.0943761 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.12972 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.198809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0100039 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.166389 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.139082 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.0622004 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0480515 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0604011 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0310173 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.239673 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0814398 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.0723938 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),0.0750056 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.0802818 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.0107573 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),0.069536 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),0.168042 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.032062 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.0708485 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0189052 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.15958 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.0943761 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.198809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0100039 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.139082 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0622003 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.127439 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0590427 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.0358609 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.262902 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0772373 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.0701621 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.0851253 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.0156008 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),0.0646924 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.25661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.0472473 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.110988 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.144381 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0871375 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.053542 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.168054 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.0423099 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.130754 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.120317 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.0378405 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.198809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,5),0.139082 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.126915 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0590427 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.0143542 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.00432894 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.0814398 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.0723938 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.178501 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),0.0750056 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.0802818 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.0107573 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),0.069536 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.016455 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.382137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.172831 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),0.0847812 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.163122 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.0675609 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.175924 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.0350031 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.0836283 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.0849603 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.273855 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.16363 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.262138 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.0945767 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.166646 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.0874932 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.286358 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.0185814 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),0.0665907 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.0286555 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.259024 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.00437299 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.365855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,7),-0.217427 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.125594 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.0870262 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.315358 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.00634804 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.268916 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.162163 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.126678 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.102207 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.320595 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),0.230251 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0840334 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.43342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.0729862 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.0175941 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.810381 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.992686 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.171776 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.768811 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.114794 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.950013 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.407105 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.349071 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.469869 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),0.211991 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.08195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.406658 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.212341 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.458985 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.171465 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.412907 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.127476 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.586131 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.136677 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.0230935 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.00592867 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.422251 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.0982763 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.156098 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.211991 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.08195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),0.21234 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.458985 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.607262 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.058159 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.122632 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.609361 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.027937 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.0107722 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.427095 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.10312 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.160942 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),0.0339313 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.14416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),0.18025 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.631239 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0260688 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.405843 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.518173 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.179631 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.0852781 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.466111 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.267299 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),0.211991 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.212341 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.606738 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0581591 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.359621 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.163823 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.136677 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0230935 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.877738 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.00592867 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.422251 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.0982763 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.156098 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.0109105 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),0.121081 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-1.277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.30995 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.225361 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.601499 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.676105 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.071179 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.449252 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0626283 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.633432 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.127847 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.974893 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.189029 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.522134 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.18853 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.29061 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.257525 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),0.0618274 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.609138 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.247999 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.26609 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.148586 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.244882 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.317773 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0777634 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.118927 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.0349777 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.0260399 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.0987995 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.17922 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0983225 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0886626 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.498054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.205182 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.386475 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),0.0136391 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.445768 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.409034 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.51267 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.48062 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.425116 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.400466 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.185725 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.10103 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.388004 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.447297 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.410563 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.514199 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.484442 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.420157 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.261551 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.324419 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.0943794 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.284348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.24724 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.33355 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0304585 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.15994 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0975745 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.120367 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.222991 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.215184 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.193559 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.185722 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.0839941 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.261551 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.324419 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.284348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.24724 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0848551 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.227344 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.15994 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.111117 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.222991 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.215184 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.193559 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.185722 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.0839941 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.372142 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.435009 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.261322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.0336414 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.25037 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0275236 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.139294 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0930467 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.214701 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.179711 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.182145 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.380843 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.443725 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.162992 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.355436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.0919522 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.0394754 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.156256 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.100225 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.075078 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.16567 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.236466 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.219907 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.267514 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.219704 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.162284 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.293687 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.149266 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.188127 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.03889 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.148973 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.135011 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.119838 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.104948 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.159161 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.103715 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.0612399 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.126048 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.187515 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.10322 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.334527 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.36763 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.337911 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.425231 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.161733 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.308818 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),0.0493952 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.239593 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-1.48085 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.988274 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.126991 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.343377 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.22005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.282512 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.743254 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.135825 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.756569 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.411723 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.291511 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.469484 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.239838 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.238276 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.22005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.743254 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.135825 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.756569 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.412487 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.17581 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0753114 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.307467 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-1.67097 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.13886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,9),-0.661856 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.104556 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.384214 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.263726 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.53699 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.321569 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.143858 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.86648 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.772162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.426151 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.181894 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.0880353 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.151339 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.480556 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.84292 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.23622 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.108737 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.775142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.114969 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0842367 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.42614 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0636503 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.306817 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0593976 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.135257 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.271792 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.529795 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-1.89216 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.295266 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.751909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.0611828 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.276987 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.266121 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0240477 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.0397503 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),0.035812 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.258067 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.480556 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.23622 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.774618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.114969 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.283544 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.24326 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0869992 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0636503 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.118443 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.306817 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0593976 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.135257 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.271792 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.385446 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.53163 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-1.89401 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-1.26633 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.310427 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),0.118923 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.880978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0995707 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.405641 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.236022 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.417499 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.045901 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.0932928 # DEPENDENCYPART_GRANDPAR
