# _root_ aurtengo ekoizpenen erakusketez_gainera , bertso txapelketak eta lete , valverde eta lertxundiren kantaldiek hartuko dute lekurik nabarmenena .
#goldHeads=2,3,14,3,6,7,14,11,8,11,13,11,7,0,14,14,16,17,
#predictedHeads=2,3,7,3,6,7,14,11,8,11,13,11,14,0,14,14,16,17,
(3,6),(6,9),-0.0674697 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.283554 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.050027 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.505289 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),0.17116 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.454403 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.361797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0389663 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0229145 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.302272 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0615447 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.157394 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.137076 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0626182 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.358811 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.264083 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.553919 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.536609 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0454589 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.324982 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0674697 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.050027 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.410561 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.624389 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.689512 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),0.17116 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.454403 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.361797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.0229145 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.302272 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0427719 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0838538 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.176255 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.159385 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.358811 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.264083 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.553919 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.618807 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.536609 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),0.149783 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.445732 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.482442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.077057 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.141723 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.422917 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.140018 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.204498 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.214346 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.28003 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.100694 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.501765 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.407037 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.603544 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.52998 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.223036 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.00319982 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.26533 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.316719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.271563 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.305732 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.269925 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.295307 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.00319982 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.00376747 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.316719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.271563 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.305732 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.269925 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.295307 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.342871 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.367676 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.120029 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.260587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0482476 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.277819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0489124 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.115081 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0384872 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.112665 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.188027 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.120029 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.260587 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0482476 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.277819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0419625 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.115081 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0384872 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.289481 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.112665 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.188027 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.180075 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.120029 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.0223975 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),0.183275 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.0566051 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.0505487 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.124016 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0564199 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0030852 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.0403956 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.312318 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.315275 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.136668 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.133655 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0686781 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0572769 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.087526 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0811697 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.714001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.401335 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.452171 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.58451 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0572769 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.191998 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0811697 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.714001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.401335 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.452171 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.58451 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.387509 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.682411 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.21908 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.216067 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.652575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.33991 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.636723 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.17806 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.51621 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.513198 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.174513 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.288329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.263843 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.260298 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.00761383 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.243628 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.199182 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.29274 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.19111 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.546171 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.543158 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.233558 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.266914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0459158 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.114939 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0986574 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.098269 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.212892 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.147381 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.114793 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.354864 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.222804 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.288329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0243367 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.00761383 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.199182 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.260152 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.423096 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.374587 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.158838 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.17012 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.29274 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.260152 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.19111 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.546171 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.543158 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.266914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0459158 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.213194 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.137259 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.117464 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.120589 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.147381 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.114793 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.354864 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.356021 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.222804 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0268613 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.000450763 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.290922 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0555042 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0465801 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.303413 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.219209 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.987077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.214616 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.509275 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0555042 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0821913 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.303413 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.219209 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.987077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.214616 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.509275 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.304185 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.817441 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.109273 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0819613 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.221665 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.925651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,16),-0.861765 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0555042 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0821913 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0548793 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.140842 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.987077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.214616 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.509275 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.49874 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.304185 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.189337 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.436364 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.409052 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.455802 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.236423 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.538696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0385846 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.153981 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.0280494 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.128448 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.310519 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.303561 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.487097 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.446727 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.206463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.561405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),-0.0640564 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.115857 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.450038 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.557567 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.59963 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.13029 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.157857 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.644942 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0836029 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.226628 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.456996 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.450038 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.189337 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.436364 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.409052 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.236423 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.538696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0271865 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0608937 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.172842 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0503585 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.310519 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.303561 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.487097 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.446789 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.446727 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.450038 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.557567 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.59963 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.145222 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.0438901 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.057596 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.216862 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.181202 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0925985 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.185521 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.433172 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.385487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.164182 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.216862 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0930988 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0925985 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.185521 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.433172 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.385487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.164182 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.0860134 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.307675 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.19711 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.00799787 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.112591 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.360242 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.478161 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.21736 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0935966 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0955153 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.132269 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.433172 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.385487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.164182 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.407526 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.0860134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.216862 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0930988 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0960132 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.132767 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0950915 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.385487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.164182 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.105582 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.407526 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.0860134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.481835 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.264147 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0125695 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.115813 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0578847 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.362621 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.122561 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.118272 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.212668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,11),0.0253905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.145781 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.281559 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.075645 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.121283 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.362621 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.48594 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.594056 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.404944 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.404552 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.152975 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.361697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.133506 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0804863 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.109838 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.162261 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.403599 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.075616 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.224415 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.152826 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.362621 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.122561 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.118272 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.386203 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.453651 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.264147 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.0125695 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.182864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.281559 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.075645 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.0382152 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.116609 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0360937 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.122561 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.20044 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.118272 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.184307 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.427144 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.504608 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.653135 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.464023 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.218464 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.463631 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.212053 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.232144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.195677 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.0307167 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.0476675 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.0673299 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.121976 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.363315 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0581163 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0334899 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0956115 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.386203 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.176745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.0817653 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.0436367 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.122728 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0306721 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.27201 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.132413 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.16304 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.184707 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.427505 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.281152 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.640293 # DEPENDENCYPART_GRANDPAR
