# _root_ bigarrenik , polimerizazio edo oxigeno zein nitrogenozko zubi baten bidezko bi molekula organikoren konbinazioa , eta alderantzizko prozesu edo hidrolisia .
#goldHeads=0,1,4,14,6,8,6,4,8,9,12,14,12,16,14,0,18,19,16,19,20,
#predictedHeads=3,3,4,8,6,8,6,12,8,9,12,14,12,16,14,0,18,19,16,19,20,
(20,13),(20,17),-0.00204744 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0156226 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.00753548 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0931937 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0404959 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.115616 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.03003 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0822575 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0156226 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.00753548 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0931937 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0205487 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0141797 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0577131 # DEPENDENCYPART_SIBL
(0,2),(2,3),-0.0990951 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.304609 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.372991 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.228101 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.277924 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.216861 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.312941 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.397182 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.149548 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.483278 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.252584 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.42437 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.401385 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.740459 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.185919 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.0790017 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.0263053 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.183692 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.472466 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.234553 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.304617 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.372991 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.161006 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.209038 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0583367 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.358222 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.364382 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.236324 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.372471 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.289183 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.494256 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.511989 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.281295 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.452125 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.430097 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.768759 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.214631 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.107713 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.0321088 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.212404 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.475946 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.263264 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.162624 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.209038 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0505238 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.370494 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.1398 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.279211 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.27225 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.602309 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0979267 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.0451522 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.439972 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.0518451 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.0864815 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.053161 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.368294 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.110399 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.0463298 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.264695 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.0495086 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0782136 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.3022 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.055434 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.019767 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.310405 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.0773374 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.209038 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.282779 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.0505238 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.368875 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.138181 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.279011 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.270632 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.602109 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.0717174 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.132072 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.439972 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0518451 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.0855038 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.0522594 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.368294 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.109497 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.0463298 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.0385721 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.257489 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.0334058 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.378052 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.293224 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.499837 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.118536 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.585933 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.355239 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.498814 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.503959 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.778722 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.288574 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.378656 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.181657 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.312841 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.231157 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.214793 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.530616 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.258304 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.0574316 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.158171 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.019767 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.310405 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.0773374 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.203976 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.04477 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.604565 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.0618816 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.132879 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.0452365 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.422893 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.0791821 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.121434 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.370528 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.106418 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),0.0447878 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.312941 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.434726 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.520822 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.290128 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.438761 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.734963 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.223463 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.116546 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.266547 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.0155713 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.260208 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.203932 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.234553 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.132072 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.422677 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.120626 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.0522007 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.349232 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),0.0463298 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.257359 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.343685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.244708 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.16816 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.767464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,2),-0.378734 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.391217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0630823 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.161115 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0141944 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.15932 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.17398 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.200464 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.152425 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.268043 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.310694 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.275812 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.311419 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.21247 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.321659 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.61144 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.333881 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.403229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0951456 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.215166 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.171635 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.342659 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.183009 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.2484 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.144288 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.516794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0999263 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.487103 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.173604 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.224356 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.310927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0740803 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.0314182 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0213584 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.23735 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.268752 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.331985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.266513 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.00996971 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.176954 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0279629 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.324547 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.213706 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.146412 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.336567 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.354006 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.299065 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.631991 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.339283 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.173604 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.346541 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0980685 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.155506 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0213584 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.188429 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.362261 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.173604 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.224356 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.310927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.346541 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0980685 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.223462 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0213584 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.32597 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.188429 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.362261 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.300702 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.10604 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0808844 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.339524 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.224356 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.311194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.345735 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0983348 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.222657 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.0357327 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.254644 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.188429 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.141887 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.366113 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.616605 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.0811803 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.100054 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.231599 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.176105 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.22436 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.310927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),-0.0980685 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.221843 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.0349195 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.25471 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.103163 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.00877891 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.363239 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.316021 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),0.333062 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.300702 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.364746 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.27181 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.59464 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.318736 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.616605 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.310927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.346541 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.0980685 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.223462 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.0365378 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.25491 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.101544 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.00857929 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.0668791 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.251623 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.333062 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.300702 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.363768 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.270908 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.59464 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.317834 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.616605 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.325908 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.365727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.268637 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.138658 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.145558 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.0413655 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),0.0669726 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.19196 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.132025 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.0108233 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.361126 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.200979 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.120933 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.39488 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.292565 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.670154 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.324707 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.313199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,6),-0.0996488 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.0200333 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),0.0681495 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.263758 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.121805 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),0.182959 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.274537 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.265265 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.599379 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.317799 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.620662 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.278995 # DEPENDENCYPART_GRANDPAR
(4,19),(19,5),0.311698 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),0.188619 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),0.00169533 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.148811 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.10274 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),0.0322376 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.157918 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.172204 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.319209 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.324666 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.126487 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.312949 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.251623 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),0.190427 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.25313 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.092295 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.600926 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.616605 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.218038 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.529721 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.257201 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.19096 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.815407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,2),-0.253636 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.164945 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.803181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.457716 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.46307 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.573882 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.551377 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.670859 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.529252 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.697973 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.81383 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.538163 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.708403 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.498056 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.856087 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.552546 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.621456 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.473696 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.419859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0333754 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.144188 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.289403 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.23441 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.253755 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.264543 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.384136 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.352883 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.283742 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.302003 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.426393 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.511149 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.389735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.186385 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.261896 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.41243 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.301008 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.304312 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.112443 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.223255 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.32792 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.158961 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.464361 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0639092 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.209572 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0980306 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.143148 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.311568 # DEPENDENCYPART_GRANDPAR
