# _root_ hura ikustean arkitektoa izan behar_nuen burutazioa sartu zitzaion aitari , etxetxoak ganbarara bazterreratu eta traste_artean zapuztu , potortu eta hautsatu ziren arte .
#goldHeads=2,7,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,14,7,14,20,21,22,
#predictedHeads=2,5,4,5,6,7,0,7,7,9,13,13,14,7,16,14,16,19,0,19,20,20,22,
(14,7),(7,11),0.218324 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.159426 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.335326 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.499137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.165235 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.184597 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.251144 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.253685 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.513806 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.777371 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.723823 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.241664 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.329929 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.328024 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.111502 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.125648 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.118558 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0928647 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.277446 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.214624 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.204517 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0405587 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.133033 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.214624 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),0.035129 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.566678 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.125648 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0412031 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.133033 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.192902 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.416522 # DEPENDENCYPART_GRANDPAR
(14,12),(12,15),0.035129 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.566678 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.358508 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.159388 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.217596 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.221388 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.029226 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.0103863 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.0977369 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.122835 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.13834 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.274533 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.200648 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.4976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.164265 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.183295 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.0899965 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.249842 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.512503 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.776473 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.722854 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0177016 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.169722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.149298 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.261234 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.677421 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.293846 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.742844 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.614944 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.80161 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.660616 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.671448 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.4523 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.249988 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.519387 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.218197 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.367689 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.42986 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.166113 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.217436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.387708 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.266541 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.189386 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.109891 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.073276 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.45644 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.0958788 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.0837748 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.40794 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.375772 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.0604067 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.202255 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.742844 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.660616 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.4523 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.249988 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.519387 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.367689 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.42986 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.166113 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.217436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.387708 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.298622 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.17634 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.109891 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.073276 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.45644 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0958788 # DEPENDENCYPART_GRANDPAR
(14,19),(19,2),-0.651048 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.66642 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.476373 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.3087 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.370875 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.189494 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.348555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.332817 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.170779 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.0649342 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.104232 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.132089 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.688335 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.213954 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.217436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.387708 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.298622 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.17634 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.232075 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0280163 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.45644 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0958788 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.202125 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.308196 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.0675862 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.0455337 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.554069 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.295586 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.73022 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.914814 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.292914 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.92233 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.895928 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.486078 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-1.89368 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.808857 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.20975 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.789233 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0874034 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0265485 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.943131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.655071 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.301956 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.495493 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.491351 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.6462 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.908158 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.464749 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.924633 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.225849 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.843358 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.905748 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.431849 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.818676 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.308231 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.799053 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0947548 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.108417 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.953333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.653243 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.286801 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.493665 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.0544719 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.489523 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.916635 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.991423 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.841079 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.41508 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.22536 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.3962 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.793795 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-2.09009 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.30913 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.548421 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.2895 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.585209 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.49042 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.398884 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.602349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0367147 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.192462 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.132007 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.18832 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.494293 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.411387 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.462912 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.495244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.0869433 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.271337 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.267195 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.512635 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.0579971 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.175726 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.461098 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.239184 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.128313 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.245378 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.152233 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.000506969 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.411973 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.112532 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0441026 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.110331 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.182865 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.133433 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.424218 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.224426 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.247879 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.181042 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.154734 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.0862833 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.00552208 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.101235 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.411973 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-0.58187 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.112532 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.0441026 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.430638 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.152985 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0236619 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.313839 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.182222 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.127679 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.417155 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.218671 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.104712 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.201435 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.158884 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0870929 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.0148539 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.00894712 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.00633159 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.0770012 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),0.114773 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.46015 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.734226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,18),-0.362541 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.413274 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.406845 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.582459 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.661495 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.330079 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.430638 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.152985 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.0236619 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.214918 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.0834905 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.278009 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0361385 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.0575445 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.037689 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.216521 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0533222 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0709557 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.037689 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.508747 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.314413 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0828461 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0513889 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.0716001 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0446511 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.110193 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.508735 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.314413 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.182865 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.424218 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.224426 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.110467 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.208499 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.158219 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.208439 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0469027 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.0421593 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0491372 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0287692 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.101235 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.460959 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.732955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.161311 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.36127 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.405574 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.58187 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.660671 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.086199 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.35902 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.228999 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.0631642 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.1433 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.155556 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.0182961 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0492793 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.114336 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.0964361 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0052382 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.491281 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.822001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.202628 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.450316 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.436999 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.49462 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.734165 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0342641 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.154935 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.64409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.016051 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.462807 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.314413 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.256243 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.20073 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.22425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.192574 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.236879 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.435492 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.293076 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.345683 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.513591 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.41192 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.31588 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.333784 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.23515 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.0816065 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.135322 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.570692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0843042 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.206479 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.222964 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.306314 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.27384 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.401943 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.529057 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.436115 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.391168 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.40908 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.324197 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.106633 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),0.0600343 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.445407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0319271 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0737225 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.175662 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.41217 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.23644 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.0816065 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),0.135322 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.570692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.0843042 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.199007 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.229131 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.306314 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.27384 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.364905 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.044726 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.0557945 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.151049 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.100099 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.416754 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.273564 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.255514 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.185869 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.00951702 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),0.0633261 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.192614 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),0.131391 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),0.00304198 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.129149 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),0.00944488 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.165272 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0950051 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.115683 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0559906 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.254276 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.358168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.207988 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.177855 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.0766867 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.535918 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.19912 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0308209 # DEPENDENCYPART_GRANDPAR
