# _root_ - abuztuaren 9an , berriozarren espainiako ejerzitoaren_aurka armaz burututako ekintza , zeinaren ondorioz francisco_casanova vicente tenienteordea hilik gertatu zen .
#goldHeads=0,3,9,3,9,7,9,9,10,0,10,13,18,16,14,18,18,10,18,19,
#predictedHeads=0,3,18,3,9,7,8,9,10,18,10,13,18,16,14,18,18,0,18,19,
(2,3),(3,7),-0.626 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.388586 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.221165 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.307563 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.629666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.161946 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.712799 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.626 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.359945 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.631367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),-0.17274 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.592524 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.633007 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.366953 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.629666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),-0.161946 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.590822 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.593014 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.359945 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-1.01963 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.629666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),-0.161946 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.590822 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.593014 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.52635 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.13274 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.769396 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.0176061 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.0979612 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-1.01963 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.216537 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.740904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0942895 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.145945 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.695315 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.704498 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.630843 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.364788 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.648329 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0121284 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.299531 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.864067 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.289118 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.3282 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),0.072791 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.228157 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.390003 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.616227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,4),-0.148989 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.577384 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.579576 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.512912 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.246858 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.124919 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0145383 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.110825 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.462849 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-1.01393 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.438979 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.478061 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.0431214 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.215485 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.244512 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.73938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),-0.0927651 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.140383 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.69379 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.702973 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.629318 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.363264 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.0322387 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.771808 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.163885 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),0.13283 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.463624 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-1.02295 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.448001 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.487084 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),0.0730371 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.393936 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.18372 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.102489 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.508575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0710775 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.643619 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.653523 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.561674 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.512383 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.346518 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.776295 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.419797 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.215131 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.173403 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.247393 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.260672 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.0223059 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.217826 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.216879 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.188049 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.625972 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.235172 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.26653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0533945 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0249647 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0186685 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.015345 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.03975 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.509035 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.185902 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.0693667 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.0720099 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.393438 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.151051 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.337618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0707253 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.106035 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.105451 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0830182 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.130334 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.445447 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.141843 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.134265 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.109052 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.119556 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.220877 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.136096 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.326785 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),-0.397887 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.155499 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.334895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.072634 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.107944 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.10736 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.0849269 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.0297969 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.11058 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),0.334464 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.0893823 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.144653 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.138637 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.113424 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.123928 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.190944 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.335321 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.201174 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.254424 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.44342 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.239418 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.36322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-1.00698 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.745574 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.53332 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.334191 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.00274 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.491328 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.471773 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.35771 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.514845 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.597666 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.332737 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.939132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.428249 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.215994 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.597666 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.332737 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.937431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.570339 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.208986 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-1.1145 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.597666 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.332737 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.937431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.570339 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.319781 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0740362 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.671009 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.140912 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.308538 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-1.1145 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.229283 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.291081 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.637731 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.34216 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.583873 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.37882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.746566 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.498774 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.446784 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.956133 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.605998 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.437227 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.470303 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.629515 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.460112 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.179565 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.3787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.746445 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.498653 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.771513 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.435478 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.01631 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.942179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.174441 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-1.14985 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.771513 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.435478 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.01631 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.942179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.320773 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.186631 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.624406 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.104204 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.578234 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-1.14985 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.343954 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.139698 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.145719 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.214893 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.195868 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.102099 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.883119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.439563 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.535174 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.816785 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.594795 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.378016 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.558693 # DEPENDENCYPART_GRANDPAR
(7,4),(4,18),-0.618312 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.00151601 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0522961 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.0953315 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.882998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.439441 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0085238 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0677992 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.311103 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.882998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.439441 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.312917 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.308211 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.628308 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.341191 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.457326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.27502 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.485057 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0185697 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.405038 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.787459 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.33275 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.392514 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.181141 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.234517 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.2968 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.193496 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.209584 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.358795 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.340526 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.00817399 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.315705 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.570406 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.76471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.533827 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.731698 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.461238 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-0.703163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.557346 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-0.484755 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.385508 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.17793 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.308937 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.563638 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.764589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,2),-0.392516 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.193433 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.107061 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.561936 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.764589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,2),-0.385508 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.17793 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.100053 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.187343 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.764589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,14),-0.808722 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.716658 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.810994 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.508044 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.444024 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.145858 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.118207 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.443567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.277309 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0227301 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.0475789 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.327352 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.0667727 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.155428 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.0129512 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.209412 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.372448 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.696918 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.434206 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.424275 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.127595 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.137957 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.325479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.014524 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0285054 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.208956 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.21249 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.478806 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.218227 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.306882 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.104537 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.198142 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.367212 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.0169051 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.303796 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.241529 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.339668 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.288835 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.139315 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.207514 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.307427 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.194145 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.110886 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.223931 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.312586 # DEPENDENCYPART_GRANDPAR
(8,18),(18,2),-0.721134 # DEPENDENCYPART_GRANDPAR
(8,18),(18,3),-0.81547 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.508154 # DEPENDENCYPART_GRANDPAR
(8,18),(18,5),-0.448501 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.150335 # DEPENDENCYPART_GRANDPAR
(8,18),(18,7),0.113731 # DEPENDENCYPART_GRANDPAR
(8,18),(18,8),-0.442042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,18),(18,9),-0.171869 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.400729 # DEPENDENCYPART_GRANDPAR
(8,18),(18,11),-0.172697 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.185489 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.211612 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.486176 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.225597 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.314252 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),0.0131974 # DEPENDENCYPART_GRANDPAR
(8,18),(18,19),-0.376381 # DEPENDENCYPART_GRANDPAR
(8,18),(18,20),-0.301265 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0971453 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0188189 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.280721 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.170686 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.132699 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.24326 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.37725 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-0.789158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.207093 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.389805 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.114759 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.287562 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.222762 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.515612 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.899116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,18),-0.499759 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.114759 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.180533 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.1122 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.222762 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.356751 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.118673 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.186739 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.131435 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.22271 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.3567 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.114759 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.180533 # DEPENDENCYPART_GRANDPAR
