# _root_ haren ustez , eaj eta eaeko gobernua dira askatasun faltaren arduradunak , " etak finkatutako ildoak jarraitzen dituztelako " .
#goldHeads=2,8,2,5,7,5,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
#predictedHeads=2,8,2,5,8,7,8,0,10,11,8,11,12,15,16,17,8,17,18,19,
(0,11),(11,14),0.0715044 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.168552 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.117473 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.320107 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-1.23411 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.417626 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.775311 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.317844 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.183931 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0328785 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0695942 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.123829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.139052 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.294289 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.230834 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.439704 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.171932 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.121772 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),-0.00876485 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.380683 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.0622648 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.0101748 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.23848 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.143745 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.591474 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0393882 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.278964 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.277553 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0430937 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.122068 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0617492 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.202412 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-1.0132 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.233052 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.0865865 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0812228 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.235781 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.0762787 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.0711182 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.165596 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.320107 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-1.23411 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.418554 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.0240481 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.356141 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.0919537 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.0714311 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.0392031 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.247646 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.152911 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.575568 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.0485545 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.28813 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.268386 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.0265853 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.110102 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.1081 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.0934995 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.987219 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.0184651 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.297128 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.181004 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.356198 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.0632941 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.262857 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.347817 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0952462 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.00105772 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.358634 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.160896 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.551861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0116681 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.238495 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.283511 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.322051 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.109651 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.314153 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.34288 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.359628 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.0202072 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.146125 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.385862 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.177889 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.184143 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.513887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0208243 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.181468 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.18859 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.200083 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.126196 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.397052 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.42788 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.444757 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.247262 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.184143 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.509735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0223462 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.179111 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.18853 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.197726 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.232959 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.0467661 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.428989 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.445867 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.0121472 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.470123 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.246843 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.184143 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.509735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.0223462 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.188372 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.197726 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.232959 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0467661 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.226625 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.445867 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.0121472 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.470123 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.445983 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.264425 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.425117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.237782 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.172828 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.358802 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.310575 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.267153 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.242974 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.192498 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.314755 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.18803 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.301972 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.266599 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.509378 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.350885 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.991124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.159962 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.18019 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.129115 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0851551 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.655574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.557653 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.435176 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.649946 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.539903 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0119875 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.358445 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.203862 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.219899 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.214204 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.462467 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.15419 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.203862 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.219898 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.415825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0650476 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.315127 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0698955 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.284666 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.401716 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.685402 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.519409 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.300177 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.332956 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.405157 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.412927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.0394378 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.149872 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0649909 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.149779 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.267242 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.331348 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.515692 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.562908 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.881719 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.462467 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.15419 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.203862 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.219898 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.411673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.0745522 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.111305 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.269057 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.286425 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.403475 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.297896 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.760932 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.685716 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.462467 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.15419 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.203862 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.410302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.0757655 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.110092 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.267844 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.00601915 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.409767 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.304188 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.767224 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.462467 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.15419 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.219899 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.410302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.084273 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.101584 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.267844 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0145267 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.199021 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.302263 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.768965 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.463791 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.660371 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.692008 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-1.02203 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-1.13176 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.29721 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.280458 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.160752 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.486135 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.762641 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.71872 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.497261 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.278031 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.419713 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.458016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.0106324 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.191903 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.363869 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.0877972 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.30069 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.417891 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.389082 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.797844 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.576354 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.594569 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.806656 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.15419 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.410302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,9),0.00601915 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.324448 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.344357 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.698355 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.21374 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.692008 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-1.02203 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-1.13269 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.499184 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.279661 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.335326 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.422192 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.444775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.0184548 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.162816 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.346028 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.05871 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.271603 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.388804 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.3725 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.774203 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.28232 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.637516 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.790164 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.602644 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.291104 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.15952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,1),-0.818517 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.771883 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.532535 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.01847 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.432845 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.756574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.43091 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.334618 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.605614 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.528277 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.0769325 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.282366 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.0103588 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.566507 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.0923921 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.669566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,9),-0.378078 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.420279 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.340346 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.134634 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.701581 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.392716 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0640105 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0508665 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.680025 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.747096 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.794115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.354563 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.501685 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.543886 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.679532 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.391916 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.379205 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.687965 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.397695 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.118287 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.499079 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.763896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,1),0.0652274 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.293385 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.174771 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),0.161662 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.170719 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.272018 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.485106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.0703887 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.112589 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.248776 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.053355 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.256667 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0828806 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.314662 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),0.0347093 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.263257 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.129664 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),0.191753 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.198896 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.299876 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.342242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.037579 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.187947 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.323722 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0606909 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.534384 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.09438 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),0.0347093 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.263257 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.129663 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.198896 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.299876 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.342242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.037579 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0504345 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.323722 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0606909 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.534384 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),0.0347085 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.263258 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),0.19175 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.199282 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.299873 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.33401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0377169 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0422028 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0844023 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0587675 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.536125 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0682519 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.333767 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0943807 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.374635 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.238966 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),0.0603558 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),-0.300588 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),-0.203433 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),0.171819 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.23022 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),0.28251 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.432286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),-0.119285 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),-0.146614 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.188596 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.324522 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.226842 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.528255 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.0406987 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.332675 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),-0.298037 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.289934 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0764609 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.385625 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.121938 # DEPENDENCYPART_GRANDPAR
