# _root_ berdin egiten dute elefante eta zaldi gidariek , zeintzuek praktikaz hezitzen dituzte abere hoiek , hezitzeko zientziatik ezertxo_ere jakin gabe .
#goldHeads=2,0,2,5,7,5,2,7,11,11,7,11,11,13,14,17,19,19,11,19,20,
#predictedHeads=2,0,2,5,7,5,11,7,11,11,0,11,11,13,14,17,19,19,11,19,20,
(19,14),(19,18),-0.0118057 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0265043 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0492582 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0998507 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.174844 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.104177 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00218358 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0244027 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00815558 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0580686 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0623344 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0518457 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0336621 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0256187 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0111365 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0083319 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0638228 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0529489 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0313515 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.031521 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.108905 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.186004 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.0879937 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.65371 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0114091 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0875521 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.173301 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.173258 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0764009 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.154978 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0670973 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.668151 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.0839871 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.306065 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.185926 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.136047 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0417854 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.162963 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.596194 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.107498 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0539575 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.239345 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.11489 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.261104 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0854545 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.139086 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0846275 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.151109 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.326923 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.40991 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0633519 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.101207 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.391588 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.11767 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.152622 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.255491 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.422535 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.158427 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.109865 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0997517 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.0854545 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.103028 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.271207 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.107498 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0539575 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.109865 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.100328 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.271757 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.103028 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.271207 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.242279 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0365219 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.616572 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.00331377 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.271269 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.268586 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.0794147 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.237953 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.293752 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0327356 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.323033 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.107498 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.0539575 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.109865 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0997517 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.271757 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0757185 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0857327 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.327224 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0365219 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.616572 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.00381595 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.439725 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.155265 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.138399 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.353046 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0678136 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.02334 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.229705 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.120458 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0336397 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.3314 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.211383 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.842093 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.173665 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.213615 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.276439 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.204164 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.0962479 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0861215 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.237948 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-1.04219 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.287037 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0720584 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.107498 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.0539575 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0997517 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0857327 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.327224 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.253434 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.0394783 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.353859 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.337068 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.381797 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.33664 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.273729 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.0885626 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-1.18939 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.439725 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0574152 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.330995 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.39177 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.35398 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.037878 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.387257 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.135209 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.155265 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.138399 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.0678136 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.02334 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.229705 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.120458 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.0336397 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.211383 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.110142 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.507769 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.0275825 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.292674 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.24513 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0962479 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.0861215 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),0.237948 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-1.04219 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.014469 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.288301 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.364502 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.333683 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.0885626 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-1.18939 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.439725 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.321677 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.316518 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.130392 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.067863 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.0359727 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.229755 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.120409 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.211432 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.102135 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.500349 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.0275332 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.301576 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.234386 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.271027 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.24238 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.257972 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-1.03736 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.30059 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.28961 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.0854066 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.469315 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.804127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.201397 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.00788821 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0417702 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.00237661 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.127547 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.254879 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.238877 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.030423 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.0041702 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.0449593 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),0.119244 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.319215 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),0.111197 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.699204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,1),-0.135197 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),0.027825 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.556964 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.0766441 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.345977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.580611 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0391165 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.10446 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0264229 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.16584 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.492325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.602704 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.128119 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0441387 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.086744 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.163105 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.087908 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.116675 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0759872 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.0527439 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.176766 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.0343003 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.161881 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0834262 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0264229 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0454587 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.106182 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.0766441 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.346554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,4),0.161304 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.0816963 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0839206 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0449565 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.10568 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.146723 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0601097 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.504958 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.134802 # DEPENDENCYPART_GRANDPAR
(2,8),(8,3),-0.465376 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0684656 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.198823 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.163594 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.075298 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.0766441 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.345977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,4),0.161881 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0834262 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.083344 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0459642 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0483158 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.0137046 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0606118 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.505461 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.136308 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.243317 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.15998 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.55236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.445458 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.101953 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.0220598 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.143273 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0121936 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.0333911 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.170651 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.187042 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.468854 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.16458 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.140877 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.313522 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.111132 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.265358 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.184807 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.0844107 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.0968843 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.174285 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.278196 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.0766441 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.345977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,5),0.0834262 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0483158 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.0137046 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.127113 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.0237068 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.535615 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.0333429 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.271686 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),0.00331945 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.237087 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),0.0227732 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.0758465 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.243317 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.15998 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.55236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),0.101953 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.0220598 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.143273 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.0121936 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.0333911 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.187042 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.177461 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.385811 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.175121 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.10669 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.259618 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.265358 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.184807 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.0844107 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.0968843 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.115192 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),0.0807791 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.274543 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),0.0876381 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),0.0227732 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.0758465 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.243317 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.558833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,4),0.0959864 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),-0.0394817 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.149239 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.0181597 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.193008 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.183934 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.391592 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.181087 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.115337 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.259653 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.120003 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.281866 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.217654 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.0725381 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.0600838 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0267256 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.270643 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.262183 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.700684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.234994 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.195606 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.554766 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.228 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.235284 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.19893 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.032065 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0768642 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.909235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.432985 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.556803 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.652891 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.451215 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.71571 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.686325 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.584853 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.763932 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.620412 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.848777 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.596256 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.145215 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.869753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,12),-0.555361 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.411064 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.239904 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.400161 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.442292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0675517 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.16342 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.210169 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.226458 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.305016 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.274681 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.239104 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.359525 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.222411 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.465001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0528965 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.309898 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.120244 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.449795 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.441238 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.187654 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.465001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0534732 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.11257 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.120244 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.449795 # DEPENDENCYPART_GRANDPAR
