# _root_ agian , bizpahiru urte gehiago izan zitzakeen , kirolariak erretiratu baina profesionariek gailurra jotzen duteneko adina .
#goldHeads=6,3,4,6,4,0,6,7,10,11,16,14,14,11,14,4,16,
#predictedHeads=6,3,4,6,4,0,6,7,10,11,0,14,14,11,14,14,16,
(4,16),(16,11),-0.0918852 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.0042335 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.0623598 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.00402106 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.022453 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.38853 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.191056 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.399349 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.216361 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.287649 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.660248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.979275 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.612675 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.485267 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.478292 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.588055 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.516578 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.566645 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.455228 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.503597 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.268202 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.390433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.787273 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.246377 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.355325 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.322684 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.306991 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.400776 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.220942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.440667 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.540675 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.259228 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.566557 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.454687 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.507931 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.267423 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.413899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.318117 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.643279 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.176959 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.317532 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.286887 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.404651 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.224817 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.40564 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.535568 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.263103 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.287619 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0758733 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.549416 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.60979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,14),-0.412924 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.2236 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.102809 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.138313 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.260294 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.234474 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0873094 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.679971 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.343034 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.0944703 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.0157449 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.252407 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.300173 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.260651 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.230312 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0898032 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.550462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,10),0.00133002 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.272845 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.0232151 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.00616198 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),0.0206893 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.283743 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.371019 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.0713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.154864 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.096771 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.108684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.248186 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.408652 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.233802 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.0844361 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.199441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.22477 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0383671 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.245965 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.144052 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.133893 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0142486 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.111693 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.304406 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.0187252 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.0854578 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.463693 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.564962 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.292055 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.262259 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),0.186174 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.393866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.121785 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0413569 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.097586 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0269331 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.21718 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0975356 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.289132 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.32552 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.106599 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.479502 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.299955 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.2475 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.363359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.307624 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.140624 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.0366373 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.175898 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.128838 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.00919321 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.221461 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.338626 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.018257 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0383671 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.198162 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.376132 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.171572 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0142486 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.304406 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0187252 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.0854578 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.362561 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.0844361 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.199441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),0.0383671 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.198162 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.376132 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.171572 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0794189 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.111693 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.304406 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.0187252 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.0854578 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.463694 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.564962 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.263959 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),0.186173 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.397796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.128742 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.0426117 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.0980222 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.126417 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0887514 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.179559 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.059914 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.324433 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.0949287 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.179335 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0596905 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.173162 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.362561 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.199696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,10),0.375877 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.171317 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.0804384 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),0.0392062 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0186052 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.316492 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.0854578 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.1955 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0544468 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.169362 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.0209694 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.81285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,9),-0.319712 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.354948 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.630833 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.584051 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.65951 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.28482 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.593608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.180045 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.506031 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.467639 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.289425 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.406895 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.461663 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.241227 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.592608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.0744709 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.433192 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.129967 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.359281 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.430375 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.395829 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.358481 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.454375 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),0.011135 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.362583 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.384046 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.482707 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.30032 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.612938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0671201 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0549274 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.351562 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.357818 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.428912 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.371004 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.330229 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.457589 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.0744709 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.0158956 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.300021 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.0838197 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.430375 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.358481 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.454375 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.011135 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.269405 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),-0.340499 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.477919 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.0213078 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.237409 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0563909 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.253146 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.184002 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.366078 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.451019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.34801 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.313803 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.244825 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.554972 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.546257 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.328289 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.0503583 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.562651 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.241138 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.394757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.278973 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.218721 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.485936 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-0.0611315 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),0.117157 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.230471 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.0193766 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),0.0677767 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.122353 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.235125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0505601 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0146159 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.137368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.128654 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0347091 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.0916114 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.140312 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.194474 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.241059 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.0576469 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.265427 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.177195 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.0714159 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.0405967 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.0785194 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.306213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.00223407 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0851053 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.202552 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.193838 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.0258526 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.105217 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.210173 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.241059 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.0576469 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.178895 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.0714159 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.0407774 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),0.0785194 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.306948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.00353551 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0348256 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0344471 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.203427 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.194712 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.105738 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.198839 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.000436677 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.643532 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.281671 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.618619 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.244603 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.13867 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0123688 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.363839 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.00826008 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0676952 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.535156 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0158967 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.844523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.491732 # DEPENDENCYPART_GRANDPAR
(9,4),(4,13),-0.634543 # DEPENDENCYPART_GRANDPAR
(9,4),(4,14),-0.596131 # DEPENDENCYPART_GRANDPAR
(9,4),(4,16),-0.804001 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.234917 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.0184983 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.0366379 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.105696 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.678965 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.170706 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0734398 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.85862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.654976 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.499782 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.607678 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.64864 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.648464 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.0619089 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.818217 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.0186052 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0100842 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.815419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),-0.465816 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.564477 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-0.0346752 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0316916 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.200944 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.782252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.625132 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.618619 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.478469 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.317491 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.280048 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.406907 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.929956 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.284806 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.345318 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.239106 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.522654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.307155 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.112226 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.153188 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.344951 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.128925 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.322469 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.45143 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.256237 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.367793 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.265939 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.33587 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.20934 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.439484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.149186 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.146462 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.187425 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.25307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.158499 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.356706 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.164906 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.418006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.10755 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.194409 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.309486 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),0.0530018 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.474089 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.225991 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.436936 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.387606 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.23608 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.164906 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.418006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.10755 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.194409 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.167064 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.339333 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.0530018 # DEPENDENCYPART_GRANDPAR
