# _root_ politikarien_artean , jordi pujol_kataluniako erkidegoko presidentea egon zen , eta pp eta pscko ordezkariak ere han ziren .
#goldHeads=7,1,6,3,6,7,10,7,8,0,12,14,12,17,0,17,10,17,
#predictedHeads=7,1,5,3,6,7,10,7,8,0,12,14,12,17,0,17,10,17,
(4,5),(5,17),0.144166 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.991588 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.323957 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),0.114134 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.848156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0718289 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.326416 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.343469 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0310504 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.138742 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.284498 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.0946981 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.0586829 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.139718 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.367938 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.255277 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.161631 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.360232 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.993728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.360608 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.728198 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.607232 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.396339 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.650136 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.75202 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.623054 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0927054 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.360232 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.993728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.360608 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.623054 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0927054 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0601714 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.993728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.360608 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.947266 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.34862 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.264041 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0654401 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.571834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.465179 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.525067 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.110749 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.212934 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.498341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.143024 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.508645 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.0284611 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.525906 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.242467 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.636311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.00186179 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0521249 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.200168 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.437366 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.130258 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.977227 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.294001 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.0954004 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.545347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.097736 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.260231 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.352188 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.214637 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.350043 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.150693 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.318821 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.36062 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.00460899 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.271759 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.139078 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.505533 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.973656 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.0918298 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.700007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.0655577 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.406107 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.233752 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.135474 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.518133 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.065564 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.49579 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.532233 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.129911 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.0892437 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.490308 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.319806 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.345113 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.124874 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.215045 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.701942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.432451 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.621659 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.123064 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.109206 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.456161 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.080905 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.159187 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.124874 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.215045 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.701942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),-0.080905 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.159187 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.237533 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.215045 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.701942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.080905 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.159187 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.237533 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0172938 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.701942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.621659 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.123064 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.546538 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.150169 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.429878 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.490733 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.11144 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.331679 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.241508 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.346263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.424627 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0988612 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.101098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.0786519 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.104887 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.2759 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.152173 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),0.00369225 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),0.0844142 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.0677611 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.197829 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.339987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,9),0.133027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.0732653 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.176133 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),0.0770537 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.0275769 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.0824261 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.325915 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0235323 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.0273208 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.43709 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.118652 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.338891 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.24872 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.241071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0350689 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.366846 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0299505 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0898525 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.0561529 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.282784 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.1573 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.0562263 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0840017 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0689397 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.299842 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.43709 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.118652 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.338891 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.24872 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.241071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.0350689 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.366846 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0299505 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.118507 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0985367 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.282784 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.1573 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0648859 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),0.000797704 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.0562263 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.311682 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.26943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.0541433 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0759108 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.230785 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.115905 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.234573 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.322003 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.00869546 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.123598 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),0.0371294 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.384057 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.434163 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.335964 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.245793 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.403683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.110626 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.0488838 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.137753 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.254911 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.141541 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.456721 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.325882 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0783345 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.00965054 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.346884 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.25815 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.107357 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.115764 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0515323 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.00611321 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.241525 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.523626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.310504 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.162008 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.0879645 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.635318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,1),0.109129 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.0461584 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.0515323 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.00611321 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.241525 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.109129 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.0461584 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.138479 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.00611321 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.241525 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.109129 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0461584 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.138479 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0288171 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.241525 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.310504 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.162008 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.341374 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.331246 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.142976 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0598329 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.104632 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.062664 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.00501848 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.523634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.310513 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),0.104398 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.162029 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.341383 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.0646829 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.0345546 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.331254 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.092611 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.509144 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.399493 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.150584 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.281351 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.151701 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.24391 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.054355 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.425378 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.131509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.154887 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0772458 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0201004 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.318055 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.565664 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.398368 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.456013 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.2077 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.351956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.273512 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.154546 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.0349017 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0464675 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.25911 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.249619 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.212869 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.174823 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0830909 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.168603 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.318055 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.565664 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.398368 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.456013 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.2077 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.351956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.273512 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.154546 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0456203 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.122629 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.25911 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.249619 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.351691 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0392699 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.212869 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.121753 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.168773 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.104367 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.171276 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),0.0199177 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.297268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),0.200306 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.00342976 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.115137 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.100776 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.295743 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.356858 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0843054 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.0910674 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.00519315 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.0145098 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.173015 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.245194 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.184467 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.113429 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),-0.316789 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),-0.397101 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),-0.454747 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),-0.205838 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.46041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,9),0.216403 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.108232 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.223319 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.0108856 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.399695 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),0.0834584 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.246268 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.045434 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.0684165 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.271829 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.293414 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.164534 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.193924 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.122159 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.271829 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.293414 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0628171 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.245583 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.122159 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.915813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,10),-0.407408 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.532262 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.627116 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.272422 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.290023 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.0634094 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.246176 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.275565 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0743258 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.915813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.0750336 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.407412 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.532262 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.372896 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.807908 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.627116 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.217764 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.234558 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.307065 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.724012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.226904 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.192388 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.534272 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.32526 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.508026 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.537416 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.22111 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.325768 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.78281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0893541 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.300875 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.194579 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.633914 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.5883 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.450484 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.124352 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.143435 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.593858 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.534272 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.32526 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.508026 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.537416 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.22111 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.325768 # DEPENDENCYPART_GRANDPAR
