# _root_ horren berri zuzena eta zehatza izateko asmoak bultzatuta , karrantzako_udaleko ordezkaritza bat langraizko kartzelan fernando_diezekin biltzen ahaleginduko da , eta horretarako egin dute eskaera .
#goldHeads=2,6,4,2,4,7,8,20,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
#predictedHeads=2,6,4,2,4,7,8,17,8,11,17,11,14,16,16,17,20,17,18,0,22,20,22,22,24,
(16,4),(4,24),-0.455573 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0216447 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.00397409 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.335994 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.398921 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.040097 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.460027 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.22164 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.205928 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.115906 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.193662 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.805467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.318098 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.346439 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.35678 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-0.375992 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.115085 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.350142 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.384924 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0103407 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.456893 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.025129 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0396589 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.15108 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.017449 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.000316133 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.310747 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.402822 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.0545644 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.463927 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.105269 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.147789 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.115692 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.0452372 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.0216949 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.176427 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.170167 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.104351 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.511259 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.811544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.324175 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.64878 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.377924 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.362857 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.766133 # DEPENDENCYPART_GRANDPAR
(16,8),(8,24),-0.381685 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.101314 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.0887432 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0309088 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.0118208 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0159728 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.135893 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.138614 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.104242 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.386843 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.458812 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.129756 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.0858151 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0278161 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0327093 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0143755 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.135232 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.139275 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.546194 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.510806 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.000251732 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0166192 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.104896 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0307444 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.0239243 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0401791 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.139041 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.54596 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0302003 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0239205 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0401754 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.108537 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.107369 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.545959 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.510806 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.289579 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.389772 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0239243 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.0401791 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.108536 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.107366 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.170539 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.71752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.510806 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.289504 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.241498 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.705273 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.838718 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.254478 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.898428 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.284806 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.5091 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.372507 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.353046 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.353168 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.330539 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.391574 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.478024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.203504 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.203402 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.65071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.397178 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.045824 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.17801 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.0729159 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.453136 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.0113588 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.180479 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.154028 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.022966 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.239878 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.227488 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.585762 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.298971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.188047 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.330763 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.183818 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.279096 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.373294 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.461131 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.552515 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),0.128911 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.524131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.0180791 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.480931 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0502454 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0286538 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0827177 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.544862 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0511804 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.718125 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.266588 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-0.282591 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.521953 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.366021 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.343392 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.490877 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.216357 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),0.190549 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.742038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.254058 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.363633 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.0462827 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.224983 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.11041 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.480446 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.0424499 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.055889 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.12101 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.466613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.00877646 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.0445862 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.0840426 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.0666098 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.57954 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.182941 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.306542 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0119096 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.393123 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),0.0556852 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.479772 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.216251 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),0.0694848 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.107132 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.253 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),0.0747401 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.524084 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.0656019 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.200254 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.377139 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.549405 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.0678664 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.214607 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.0444649 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.099046 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.0427896 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.0489073 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.0256536 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),0.157252 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),0.310545 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.329705 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-0.670809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,20),-0.243454 # DEPENDENCYPART_GRANDPAR
(17,4),(4,22),-0.355005 # DEPENDENCYPART_GRANDPAR
(17,4),(4,24),-0.272354 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.0829263 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.0957234 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.261743 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.358984 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.0187135 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.447561 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.266347 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.0756862 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.0468822 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.217759 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.227626 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.575685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,20),-0.186943 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),-0.251537 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-0.191975 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),0.0142361 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.291138 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.358993 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.0401789 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.458434 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.0471253 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.101501 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.071623 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.103803 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.0914331 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.236496 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.362884 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.00424607 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.451462 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.166864 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.207089 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.0466689 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.0743266 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.0784703 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.0686996 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.194264 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),0.12703 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.280223 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),0.222493 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.581762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.504782 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.218427 # DEPENDENCYPART_GRANDPAR
(17,8),(8,22),-0.257614 # DEPENDENCYPART_GRANDPAR
(17,8),(8,23),-0.717396 # DEPENDENCYPART_GRANDPAR
(17,8),(8,24),-0.197668 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.170628 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.22404 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.074387 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.000465663 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.0263321 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.0359787 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.0318674 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),0.105279 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.146902 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.17438 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),0.00339358 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.360912 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.460353 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.204304 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.0292602 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.0390714 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0262204 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.106876 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.146242 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.175041 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.328245 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.371905 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0458486 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.0571671 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.121397 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.0361431 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0350054 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.0464366 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.174806 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.328011 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.0366872 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0350092 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.0464403 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0152944 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.161306 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.32801 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.371905 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-0.18803 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.363841 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.0350054 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0464366 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0152932 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.161303 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.163378 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.418168 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.371905 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.187954 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.0896531 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.251797 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.361019 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),0.0161274 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.449596 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.166526 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.222391 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.0601353 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0438891 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0552061 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0966475 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.170185 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.157895 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.304302 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.582146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.505019 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.0550352 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.218575 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.257998 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.717633 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.19776 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.0687578 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.414825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.215641 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0782298 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.129443 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.537346 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.0394969 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.0730573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.186883 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0200849 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.226273 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.431622 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.332129 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.595189 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.120702 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.0294641 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.294215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.344212 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.138277 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0424289 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.00115928 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.502913 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.227222 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-0.646655 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-0.213153 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.340291 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.584034 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.412484 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-0.417541 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.532347 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.211052 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.0578603 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),0.0632611 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.510451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.21473 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.153897 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.0583158 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.108574 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.42747 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.230117 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0582273 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.062278 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),0.158694 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.237075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,19),0.165652 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.099027 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.0504435 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.516481 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.0710924 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.118394 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.237773 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.475053 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.146318 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.410081 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.460138 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.230418 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.972858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,25),-0.326936 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.30414 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.714057 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.159154 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.0411802 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.149921 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),0.346434 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.817248 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),0.144859 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.152898 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.24588 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.483103 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.205597 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.418187 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.468236 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0882942 # DEPENDENCYPART_GRANDPAR
