# _root_ ybarra eta gonzalezen_arabera , bbvak banku bakar bezala egingo du lan bere unitate eta negozio guztietan , " espainiako merkatuan jada ezagunenetakoa den marka bakarrarekin " .
#goldHeads=2,9,2,3,9,9,6,7,0,9,9,13,2,9,2,15,16,17,20,23,23,23,24,9,24,25,26,
#predictedHeads=2,9,2,3,9,9,6,7,0,9,9,13,14,9,14,15,16,17,20,23,23,0,24,9,24,25,26,
(20,8),(20,13),0.024569 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0396012 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0245613 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0159771 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0214649 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.00324121 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.0144803 # DEPENDENCYPART_SIBL
(20,8),(20,24),-0.0440056 # DEPENDENCYPART_SIBL
(20,8),(20,25),-0.0310717 # DEPENDENCYPART_SIBL
(20,8),(20,27),-0.0232435 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0242119 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0282527 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.026631 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0312006 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0327388 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0282507 # DEPENDENCYPART_SIBL
(20,11),(20,23),-0.0151859 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0158765 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.0123483 # DEPENDENCYPART_SIBL
(20,11),(20,27),-0.0233126 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0336064 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0105421 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0260445 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0166499 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0279502 # DEPENDENCYPART_SIBL
(20,13),(20,23),-0.0148853 # DEPENDENCYPART_SIBL
(20,13),(20,24),-0.00631358 # DEPENDENCYPART_SIBL
(20,13),(20,25),-0.00811919 # DEPENDENCYPART_SIBL
(20,13),(20,27),-0.0276867 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.107589 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0675343 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.110039 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0433635 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.00255991 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0227569 # DEPENDENCYPART_SIBL
(20,14),(20,25),-0.0504345 # DEPENDENCYPART_SIBL
(20,14),(20,27),-0.0591851 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.026046 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0218454 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0286479 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0155919 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.0077738 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.00893702 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0283844 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.11817 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0466759 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.00249584 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0562268 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.0288967 # DEPENDENCYPART_SIBL
(20,17),(20,27),-0.0823426 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0281684 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0161802 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0112831 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.00833366 # DEPENDENCYPART_SIBL
(20,19),(20,27),-0.0327536 # DEPENDENCYPART_SIBL
(20,21),(20,23),0.00520481 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0135041 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.006356 # DEPENDENCYPART_SIBL
(20,21),(20,27),-0.0888489 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.0197845 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0131521 # DEPENDENCYPART_SIBL
(20,23),(20,27),-0.0635348 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.00483983 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.0887528 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.0776367 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.024222 # DEPENDENCYPART_SIBL
(23,6),(23,8),-0.102243 # DEPENDENCYPART_SIBL
(23,6),(23,9),-0.0224064 # DEPENDENCYPART_SIBL
(23,6),(23,11),-0.0663648 # DEPENDENCYPART_SIBL
(23,6),(23,13),-0.0616686 # DEPENDENCYPART_SIBL
(23,6),(23,14),0.0626415 # DEPENDENCYPART_SIBL
(23,6),(23,15),-0.0722548 # DEPENDENCYPART_SIBL
(23,6),(23,16),-0.0273588 # DEPENDENCYPART_SIBL
(23,6),(23,17),-0.0463892 # DEPENDENCYPART_SIBL
(23,6),(23,19),-0.0655431 # DEPENDENCYPART_SIBL
(23,6),(23,20),-0.0616686 # DEPENDENCYPART_SIBL
(23,6),(23,21),-0.0583632 # DEPENDENCYPART_SIBL
(23,6),(23,24),-0.00639809 # DEPENDENCYPART_SIBL
(23,6),(23,25),-0.0417552 # DEPENDENCYPART_SIBL
(23,8),(23,9),-0.0519953 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.050514 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.0495341 # DEPENDENCYPART_SIBL
(23,8),(23,14),0.0379186 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.0553208 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.0128666 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0455375 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.0501804 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.0495341 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.0509859 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.00109429 # DEPENDENCYPART_SIBL
(23,8),(23,25),-0.0203717 # DEPENDENCYPART_SIBL
(23,9),(23,11),0.00116933 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.00811741 # DEPENDENCYPART_SIBL
(23,9),(23,14),0.0844006 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0139041 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0071976 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0309723 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0089495 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.00811778 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.00674479 # DEPENDENCYPART_SIBL
(23,9),(23,24),0.00347619 # DEPENDENCYPART_SIBL
(23,9),(23,25),-0.0179897 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.0676313 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.0648142 # DEPENDENCYPART_SIBL
(23,11),(23,15),-0.0782175 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0256963 # DEPENDENCYPART_SIBL
(23,11),(23,17),-0.0440926 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.0715057 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0676313 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0565254 # DEPENDENCYPART_SIBL
(23,11),(23,24),-0.0128953 # DEPENDENCYPART_SIBL
(23,11),(23,25),-0.0414228 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0626415 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0736511 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.0273588 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0463892 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0669393 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0630649 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0583632 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.00971054 # DEPENDENCYPART_SIBL
(23,13),(23,25),-0.0417552 # DEPENDENCYPART_SIBL
(23,14),(23,15),-0.0649956 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.0345127 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0219255 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.0592089 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0592089 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0120836 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0216164 # DEPENDENCYPART_SIBL
(23,14),(23,25),-0.0245539 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0312423 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0502728 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0799004 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.076026 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0622468 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0104951 # DEPENDENCYPART_SIBL
(23,15),(23,25),-0.0418973 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0352872 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.00729715 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.00729715 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0459256 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.00210624 # DEPENDENCYPART_SIBL
(23,16),(23,25),-0.0407295 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.104607 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.104607 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0580665 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.0505672 # DEPENDENCYPART_SIBL
(23,17),(23,25),-0.0332492 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0576456 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.0584387 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0127458 # DEPENDENCYPART_SIBL
(23,19),(23,25),-0.0417552 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0568577 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.0114974 # DEPENDENCYPART_SIBL
(23,20),(23,25),-0.0417552 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0145935 # DEPENDENCYPART_SIBL
(23,21),(23,25),-0.0137422 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.0100345 # DEPENDENCYPART_SIBL
(24,7),(24,14),0.01272 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.0260696 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0182331 # DEPENDENCYPART_SIBL
(24,7),(24,20),0.0206905 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.00364349 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.00391891 # DEPENDENCYPART_SIBL
(24,7),(24,25),0.0292827 # DEPENDENCYPART_SIBL
(24,7),(24,27),-0.083231 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0675343 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.109942 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.107484 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.0199923 # DEPENDENCYPART_SIBL
(24,14),(24,23),-0.0460175 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0504345 # DEPENDENCYPART_SIBL
(24,14),(24,27),-0.0591 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.118073 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.115615 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0486771 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.0286728 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0288967 # DEPENDENCYPART_SIBL
(24,17),(24,27),-0.0822575 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.00674437 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0301533 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0167801 # DEPENDENCYPART_SIBL
(24,19),(24,25),-0.00823027 # DEPENDENCYPART_SIBL
(24,19),(24,27),-0.0324802 # DEPENDENCYPART_SIBL
(24,20),(24,21),0.027492 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0126051 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0080158 # DEPENDENCYPART_SIBL
(24,20),(24,27),-0.0274133 # DEPENDENCYPART_SIBL
(24,21),(24,23),0.0159177 # DEPENDENCYPART_SIBL
(24,21),(24,25),-0.0239043 # DEPENDENCYPART_SIBL
(24,21),(24,27),0.0115168 # DEPENDENCYPART_SIBL
(24,23),(24,25),-0.0120364 # DEPENDENCYPART_SIBL
(24,23),(24,27),-0.00820975 # DEPENDENCYPART_SIBL
(24,25),(24,27),-0.0776367 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.0487008 # DEPENDENCYPART_SIBL
(25,15),(25,21),0.0257538 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.0487008 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.102763 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.0272593 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0555048 # DEPENDENCYPART_SIBL
(25,20),(25,26),-0.102763 # DEPENDENCYPART_SIBL
(25,21),(25,24),0.000986973 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0274961 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.102763 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.167782 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.185734 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.316589 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0109368 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.199699 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.199361 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.280406 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0943648 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.338358 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.104393 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.322754 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.59341 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),-0.211301 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0127573 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0508926 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0527848 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0344952 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0592313 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.175264 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0460596 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.401469 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.178435 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.00453763 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0527848 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0395619 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0458732 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.545097 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.277105 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0703834 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.123262 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.11469 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.358448 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.0654878 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.564302 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.150861 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.00609129 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.0588986 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.158971 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.0579911 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0488062 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0494585 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.631144 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.926428 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.227857 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.320356 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.00478493 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.164826 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.0093454 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.0134768 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.176656 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.263808 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.344761 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.292292 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),0.122272 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.00393576 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.138076 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.205823 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.677594 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0593815 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.109321 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0197527 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0845894 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.0908148 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0557696 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.674082 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.17237 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.345486 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.451551 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.226675 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0310229 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.202864 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.469572 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.400498 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.364372 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.0880594 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0615457 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.067771 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0359846 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.653332 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.193003 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.0891903 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.425107 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0394969 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.16574 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.448946 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.363374 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.351401 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),-0.185734 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),-0.219225 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.395493 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.278603 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.285174 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.79095 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.282564 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.294074 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.16038 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.611363 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.417262 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.322754 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.564889 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.131296 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.59341 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.425105 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.211301 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.23734 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0823143 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.107461 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.397723 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.126788 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.0163573 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.428267 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.121647 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.463899 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.359208 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.082013 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.473204 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.224322 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.494065 # DEPENDENCYPART_GRANDPAR
(0,23),(23,6),-0.0110118 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.561694 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),0.214289 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),0.117576 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.143448 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),0.139789 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),-0.127502 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.47128 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),0.00210259 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.302757 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.416637 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.457169 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.0719002 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.291108 # DEPENDENCYPART_GRANDPAR
(0,24),(24,7),-0.0359846 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),0.0546349 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.115822 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.341647 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.473887 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.564613 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.506197 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.413219 # DEPENDENCYPART_GRANDPAR
(0,24),(24,27),-0.307321 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-0.162226 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.451363 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-0.441472 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.051117 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.281858 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),-0.236585 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0896154 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0275195 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.0407162 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.437797 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),-0.00893059 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.221949 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0851236 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.0479768 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.337412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0649851 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.277599 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.133968 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),0.00794455 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.049099 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0851236 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.0490095 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.3087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.00595295 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0499285 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.138752 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.213057 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.490172 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.116704 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.507003 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.375623 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.256453 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.28236 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.205759 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.323485 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.257896 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.248071 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.347339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0668663 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0740077 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.211571 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.0631471 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.212557 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.559224 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.258873 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.305882 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.156198 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.182753 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.102661 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.235637 # DEPENDENCYPART_GRANDPAR
