# _root_ ildo horretan , ppk eta pse-eek ere " joko bikoitza " egiten dutela esan du , eta euren testua ehren babesa lortzeko aldatzea leporatu die .
#goldHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,23,21,22,23,24,17,24,25,
#predictedHeads=14,1,2,5,12,5,0,7,12,9,10,14,12,17,14,15,0,19,24,21,22,23,24,17,24,25,
(17,12),(12,25),0.305844 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.43752 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.742269 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.101385 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),0.164472 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),0.0093635 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),0.168055 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.0449748 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.2124 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.109732 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.181963 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0104717 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.196133 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0366874 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.896471 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0925534 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.468041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.0134569 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.306571 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.836812 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.341194 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.109131 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.283954 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.171114 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),0.292484 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.166274 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.637816 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.0262381 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.11837 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0975367 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.646404 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.367418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,24),-0.0612182 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.22613 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.29115 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.203972 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.267711 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),0.096513 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.0681042 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.120977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.399442 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.256289 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.243256 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.456439 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.356886 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.242492 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.254091 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.204046 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.267785 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.0681782 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.121331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.399188 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.357518 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.172279 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.255468 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.0781953 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.458347 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),0.0498578 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-0.71007 # DEPENDENCYPART_GRANDPAR
(17,22),(22,4),-0.473229 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.329229 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.822087 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.439087 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-0.442193 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.393236 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.17529 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.238493 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.0524265 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),0.473042 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.198021 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.157688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.330265 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.297228 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.233496 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.30138 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.186191 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.294734 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.685696 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-0.71006 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-0.473219 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.329228 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.822078 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.442184 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.39322 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.175283 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.238491 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.0524191 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),0.473044 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.197942 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.170554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.319131 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.263856 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.266868 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.268009 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.390127 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.294418 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.683247 # DEPENDENCYPART_GRANDPAR
(17,24),(24,1),-0.700628 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-0.319758 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-0.812646 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-0.432752 # DEPENDENCYPART_GRANDPAR
(17,24),(24,10),-0.38341 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-0.150678 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.228682 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.0278147 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),0.482853 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-0.18813 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.155622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.326562 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.27611 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.254614 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.280263 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.390688 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.221286 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.678302 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),0.0399462 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.494479 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.770052 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.500482 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.457203 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.289886 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.234295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0251945 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.161395 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.478491 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.717644 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.564858 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-0.520751 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-0.581744 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.48947 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.626302 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.782858 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.648546 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.486369 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.540879 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.502013 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.51296 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.316158 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.276159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.0669111 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.000269337 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.128073 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.250516 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.160056 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.451399 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.978589 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-1.12559 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.178616 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-1.00111 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.964644 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.485315 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.490751 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.21207 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.348777 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-0.848951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,21),-0.563949 # DEPENDENCYPART_GRANDPAR
(19,5),(5,22),-0.269756 # DEPENDENCYPART_GRANDPAR
(19,5),(5,23),-0.397411 # DEPENDENCYPART_GRANDPAR
(19,5),(5,24),-0.506051 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-1.02073 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.514283 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.0787264 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.975599 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-1.20997 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.0944872 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.98077 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.420126 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.908945 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.589361 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.454471 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-1.0543 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.407683 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-1.39862 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-1.90984 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.317408 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.101408 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.167801 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.843167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.336419 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.558198 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.275871 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.405819 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.513839 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-0.248743 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.485527 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-1.43829 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-2.27961 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0766997 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.480369 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.978589 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-1.00111 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.493833 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.931783 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.46759 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.338645 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-1.39047 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.49974 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-2.23288 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.25338 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.144295 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.848951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.342203 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.563949 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.269756 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.397411 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.506051 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.760625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,22),-0.200583 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.397842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.224783 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.0383965 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.671074 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.44262 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.419577 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.423147 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.425605 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.394019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.113483 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.0379497 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0905639 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.14164 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.198599 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.00185793 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.126356 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.499939 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-1.41649 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.717948 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.1543 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.204405 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.470098 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.26769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.716871 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.562472 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.688125 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.70131 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.410058 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.392591 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.721603 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.52573 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.841302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.529144 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.265022 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.474535 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.333349 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-1.48916 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-2.38074 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.719896 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-2.25429 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.789968 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-1.04399 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-1.71026 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.829446 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-1.6706 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-1.02949 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-2.58387 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.484413 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.424362 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.730177 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.54553 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.941871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.384639 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.26822 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.314018 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.3889 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.770642 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.96945 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.137369 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.787709 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.728608 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.301638 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.389787 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.0315771 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.277168 # DEPENDENCYPART_GRANDPAR
(21,5),(5,19),-0.19721 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-0.835006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,22),-0.398806 # DEPENDENCYPART_GRANDPAR
(21,5),(5,23),-0.503953 # DEPENDENCYPART_GRANDPAR
(21,5),(5,24),-0.463966 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.811336 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.400065 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.0246951 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.304594 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-1.42307 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-2.35639 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.105804 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.438285 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.770642 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.787709 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.340037 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.683944 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.354822 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.158477 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-1.37599 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.428458 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-2.3104 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.290932 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.176849 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.19721 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.223177 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-0.835006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.398806 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.503953 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.463966 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.28867 # DEPENDENCYPART_GRANDPAR
(21,18),(18,22),-0.329635 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.323666 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-1.01103 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.498246 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.197257 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0464053 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.20222 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.204038 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.80505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,25),-0.312091 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.308392 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-0.805048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.349437 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.25408 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-1.27232 # DEPENDENCYPART_GRANDPAR
(21,22),(22,5),-0.546835 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-1.19084 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-0.56518 # DEPENDENCYPART_GRANDPAR
(21,22),(22,9),-0.847142 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.30805 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-0.517371 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.56438 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.812498 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-2.49602 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.530419 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.269575 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.465546 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.662797 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.24272 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.473638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.197838 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.162229 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.137272 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-1.25403 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-1.27227 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-0.546798 # DEPENDENCYPART_GRANDPAR
(21,23),(23,6),-1.1908 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.847097 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-1.308 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.517328 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-1.56434 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.812454 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-2.49599 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.530267 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.269537 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.465509 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.662752 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.242675 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.477533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.00835823 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.162655 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.13884 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.108399 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.312261 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.026882 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.19497 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.233755 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.920216 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.116486 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.354836 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.803032 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.19781 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.202319 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.184273 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.303722 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.158017 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.259379 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.0583246 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.471948 # DEPENDENCYPART_GRANDPAR
(22,5),(5,19),0.0254244 # DEPENDENCYPART_GRANDPAR
(22,5),(5,21),0.346032 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-0.93729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
