# _root_ baina oraingoan , alderdiko ordezkaritza guztiek eman die abisu alderdikideei , " abenturazko bideetara eraman nahi_gaituztenak berriz_ere uxatzeko " agindurik .
#goldHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,16,18,18,20,18,7,20,
#predictedHeads=0,7,2,5,7,5,0,7,7,7,10,11,14,15,18,15,18,7,18,19,20,
(0,7),(7,13),-0.0540395 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.020512 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.0909588 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0468361 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.0754475 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.00849414 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.0375065 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.000943321 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.109591 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.180393 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.081806 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.332035 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.200406 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.120457 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.010843 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.245017 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.213038 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),-0.0773355 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.108544 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.111364 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.180152 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.0815656 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.332058 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.20043 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0738677 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.00901152 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.244423 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.212444 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0639968 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.194872 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.307526 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.158468 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.187124 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.344669 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.584571 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.23652 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0772561 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.105348 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.199559 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.166307 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.137188 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.00759722 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.0440017 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.0151703 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.312843 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0337723 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.127929 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.156673 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.00807149 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.241676 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.0313932 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.0953681 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.00426727 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.455005 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.370897 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),0.155543 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.180252 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.147437 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.17301 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.139747 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0583799 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.118343 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.0200379 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.0490503 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.214197 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.136658 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.0370223 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.412399 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.347483 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.114253 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.138963 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.214299 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.181036 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.00481804 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.108317 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.0286898 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.0577022 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.221698 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.0751274 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.209308 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.220419 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),-0.00485305 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.216419 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.00980511 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.136657 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0370214 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.412747 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.347776 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.114254 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.138964 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.125849 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.214298 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.181035 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.00551382 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.119177 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.171878 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.244764 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.0539657 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.131784 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.156673 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),-0.0049619 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.216419 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.0370214 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),0.412264 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.114254 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.138964 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.125849 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.214298 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.181035 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.00503046 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.11966 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.171878 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.0842925 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.206177 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.482698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0310097 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.434282 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.378503 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.427863 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.390829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,4),-0.30409 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.447974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.141237 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.143519 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.169229 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.109827 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.359456 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.284849 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.272107 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.373237 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.11141 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.462395 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.50528 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.456405 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.408799 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.31317 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.186043 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.499486 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.463099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.121944 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.159246 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.220581 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.16118 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.239733 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),0.35452 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.229502 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.342102 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.240089 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.418972 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.4583 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.382136 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.302115 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.359045 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.275815 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.502221 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.463208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),0.121944 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),-0.16118 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),-0.240216 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.229502 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),-0.342102 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),-0.240089 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-0.418972 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.4583 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.382619 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.302598 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.359045 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.0874732 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-1.00607 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.810572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.241216 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.533694 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.513461 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.495749 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.335241 # DEPENDENCYPART_GRANDPAR
(2,3),(3,4),-0.320413 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.321946 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.524733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.00982702 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.356315 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.33308 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.385755 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.321946 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.524733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.00982702 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.204932 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.333081 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.385755 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.424471 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.34902 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.199206 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.243792 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.272042 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0674692 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.663492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,7),-0.621976 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.453045 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.373472 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.352548 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.174083 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.494021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.236818 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.331395 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.248975 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.21797 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0365407 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.530869 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.419189 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.376799 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.236451 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0736093 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.465575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.400559 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.19988 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.267258 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.49764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.438666 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.406911 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.181473 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.134176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.2067 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.533251 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.419238 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.118068 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.369773 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.226651 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.209151 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.688427 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.460734 # DEPENDENCYPART_GRANDPAR
(5,1),(1,20),-0.507357 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.268085 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.246219 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0981258 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.611799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,17),-0.224838 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.298891 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.140617 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.280654 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.329355 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.117526 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.70529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.438431 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.585909 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.329308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,9),-0.137283 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.4703 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.415592 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.354083 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.288313 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.279835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.157592 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.296111 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0873394 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.110269 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0893403 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.169736 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.294739 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.157782 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.158824 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.173091 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.219919 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.449994 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.111727 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.352767 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.141113 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.274639 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.952252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.786179 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.770722 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.168512 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.249151 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-0.65581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,18),-0.350847 # DEPENDENCYPART_GRANDPAR
(7,1),(1,20),-0.0359146 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.145129 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.167898 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.121628 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.318524 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.330303 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.149519 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.276018 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.102733 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.211223 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.0229031 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.330798 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.602137 # DEPENDENCYPART_GRANDPAR
(7,4),(4,8),-0.679097 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0995717 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.208062 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.00942646 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0961433 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.603231 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.679097 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.0410961 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.255585 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.0091857 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.230512 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.107723 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.0877131 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.223259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.631131 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.226856 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.491441 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0113399 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.186345 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.236423 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.28799 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.230512 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.107723 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),0.0877138 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.225397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.633268 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.149751 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.49962 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.015258 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.190263 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.0951862 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.0147577 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.195182 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.0370389 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),0.277805 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.082588 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.079773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.51345 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.292629 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.105513 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.00112507 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.176428 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.0119494 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.121786 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.144067 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),0.170431 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.282874 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.352868 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.0184059 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.187607 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.197838 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.0907452 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.223385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,9),0.152149 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.282826 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.352868 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.0664297 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.0958815 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.0140624 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.196564 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.0894709 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),-0.349977 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),-0.399683 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),-0.395831 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),-0.296754 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),-0.10147 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),-0.397879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),-0.464325 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.107183 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.232225 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.368247 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0221864 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.199058 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0945306 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.138621 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),-0.114874 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),0.199712 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),-0.39803 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.29235 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-0.0970668 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.419585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.481301 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.0882675 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.213309 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.00327101 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.180143 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.00998015 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.130397 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.11963 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.194957 # DEPENDENCYPART_GRANDPAR
