# _root_ eh abstenitu egin zen , eta beste idazki bat aurkeztu zuen , " politikoa den arazoak behingoz irtenbide politikoa " behar_duela argudiatuz .
#goldHeads=2,6,2,2,4,0,8,10,8,6,10,10,11,15,16,21,21,21,18,18,22,10,22,
#predictedHeads=2,6,2,2,4,0,8,10,8,6,10,11,12,16,14,21,21,21,18,19,22,10,22,
(0,10),(10,8),-0.15976 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.227687 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.742284 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0478002 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0981006 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-1.1261 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.272458 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.0424761 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.1259 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.0106056 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.228065 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),-0.0365711 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.2522 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.335045 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.0491967 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-1.36925 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.243957 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.325127 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.208328 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.132666 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0588817 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.0777261 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.155068 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),0.021029 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.139215 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-1.30525 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.150902 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.290365 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.0778968 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.254213 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.0359444 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.266639 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.0635745 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.136632 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.0874549 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.033328 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.131587 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.207043 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),0.155959 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.253643 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.113466 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-1.40931 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),0.0780445 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.149411 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.0695769 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.222172 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.0498807 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.16827 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.327388 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),0.209538 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),0.00815818 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),-0.12294 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),0.149978 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.256904 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.064971 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.110204 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-1.40605 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.0866918 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.146142 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.0609297 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.21891 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.290782 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.23867 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.379745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.204586 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.191074 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.226866 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.184722 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.136668 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.0580847 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.159843 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.188666 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.306705 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),0.00281444 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),0.0810346 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.366807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.134176 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.193898 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.251297 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.216026 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.0660233 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.177511 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.139037 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.19778 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.201364 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.31874 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.301721 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),0.122241 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),0.10185 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.535748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.322181 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.130139 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.553303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.269821 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0881099 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.113063 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0948878 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0483774 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.128938 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.493963 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.236245 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.21024 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.371236 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.31622 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.294116 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.142915 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.437565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.232971 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0986339 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.186897 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.544271 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.115908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.102558 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.247766 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.11575 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.105724 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.111487 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.0704765 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.192935 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.337066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0973931 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.381477 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0132677 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0865276 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0390727 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.151839 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0210778 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.322668 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.387764 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.299903 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.0282547 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.214578 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0256163 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.153843 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0601779 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),0.0331799 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.279266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.11003 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.0148272 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0422047 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.102618 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.111803 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.491893 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.201015 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),0.0111637 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.175076 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.118068 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.455423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.260205 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.205467 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0402584 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.136511 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.200473 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.141743 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.164742 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.449141 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.230037 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.210518 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.341546 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.419895 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.14923 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.34623 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.14346 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.0803781 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.260839 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.160338 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.150641 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.260018 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.479628 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.268146 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.354676 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.56484 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.212479 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),0.058649 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.315044 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.224566 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.454675 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.18675 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.129595 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),0.0180414 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.29274 # DEPENDENCYPART_GRANDPAR
(2,22),(22,2),-0.462351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,22),(22,3),-0.267071 # DEPENDENCYPART_GRANDPAR
(2,22),(22,6),-0.131251 # DEPENDENCYPART_GRANDPAR
(2,22),(22,7),-0.200941 # DEPENDENCYPART_GRANDPAR
(2,22),(22,8),-0.143652 # DEPENDENCYPART_GRANDPAR
(2,22),(22,10),-0.111208 # DEPENDENCYPART_GRANDPAR
(2,22),(22,11),-0.419201 # DEPENDENCYPART_GRANDPAR
(2,22),(22,12),-0.285245 # DEPENDENCYPART_GRANDPAR
(2,22),(22,14),-0.352951 # DEPENDENCYPART_GRANDPAR
(2,22),(22,15),-0.287159 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.490675 # DEPENDENCYPART_GRANDPAR
(2,22),(22,17),-0.158146 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),-0.395749 # DEPENDENCYPART_GRANDPAR
(2,22),(22,19),-0.285893 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.108589 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.123126 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.237407 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.572912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.0372284 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.692442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.617934 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.185322 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.341662 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.460101 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.578943 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.285007 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.86335 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.868069 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.780833 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.447323 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.406245 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.104823 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.508711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0585353 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.235534 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.719124 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.129623 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.175203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.306772 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.123471 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.165511 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.138759 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.0725749 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.460714 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.203918 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.381367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.442061 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0390397 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.149934 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0978978 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.12662 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0741038 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.32061 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.29474 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.302104 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.0560788 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.261832 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0488085 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.220097 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.015397 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.219683 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.00651651 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.374018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.0808909 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.0620062 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.183141 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.0279863 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.584739 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.102991 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),0.0472597 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.15841 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.39464 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.118482 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.531849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.263011 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.121779 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.166603 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.277808 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.228144 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.149951 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.627992 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.273542 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.207981 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.557917 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.403436 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.145545 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.424995 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.104355 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.137729 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.33762 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.242956 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.140497 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.328805 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.688007 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.260359 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.220003 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.539025 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.320989 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.293772 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.396882 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.0725749 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.297323 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.182686 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.382033 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.513501 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.349395 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.356894 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.201074 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.306996 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.538437 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.199648 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.0621448 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.285589 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.161509 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.368516 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0582482 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),0.0049966 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),0.0541374 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.554497 # DEPENDENCYPART_GRANDPAR
(3,22),(22,2),-0.118322 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.538682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,6),-0.161314 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),-0.278249 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),-0.230026 # DEPENDENCYPART_GRANDPAR
(3,22),(22,10),-0.115572 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.546138 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.240306 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.302793 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),-0.455661 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.4252 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.0346642 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.425498 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.199167 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.0892057 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.475482 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0606135 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0591807 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0846812 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.00092818 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.986789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.187879 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.470295 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.441192 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.578498 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.689504 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.714711 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.694775 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.654194 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.68093 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0394667 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.20898 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.987897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.187889 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.478584 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.442656 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.589453 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.684807 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.715911 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.349294 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.713459 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.695863 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.66515 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.676223 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.328993 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.293574 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.772151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.253825 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.281962 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.532748 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),0.167716 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.287351 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.34835 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.314753 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.830949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0412152 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.231913 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.289191 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0821976 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.407036 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.12455 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.575802 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.366385 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),0.257841 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.42328 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.267507 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.021239 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0112327 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.46443 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.305424 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.127397 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0959298 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.115565 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.633448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.434514 # DEPENDENCYPART_GRANDPAR
