# _root_ jaurlaritzak prezioak hitzartzen dituztela irizten badio , europako_batzordera jotzeko asmoa du , hark azter dezan europako lehia askearen gaineko legedia betetzen den ala ez .
#goldHeads=5,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,20,17,18,21,23,21,14,21,24,
#predictedHeads=3,3,5,3,11,5,6,9,10,11,0,11,14,11,14,17,19,17,20,21,23,21,14,23,24,
(12,21),(21,20),-0.165735 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.148977 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.155648 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.34216 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.145279 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.191966 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.169822 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.00431828 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.118992 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.108914 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.169224 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.0909314 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.178121 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.149482 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.11552 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.449024 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.574874 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.527801 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.52224 # DEPENDENCYPART_GRANDPAR
(13,9),(9,22),-0.490248 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.385206 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0970738 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.120414 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.516868 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.456315 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.50652 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.396152 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.207814 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.346084 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.104941 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.363078 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.223 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.419246 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.171892 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.346759 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.37178 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.64811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.369216 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.672007 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.281535 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.230722 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.611919 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.481841 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.299897 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.272875 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.156643 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.312421 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.5737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.095524 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.363406 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.600043 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.271282 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.663795 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.531783 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.329223 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.157892 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.0419938 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.457387 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.507592 # DEPENDENCYPART_GRANDPAR
(13,21),(21,3),-0.396213 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.346144 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.363127 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.224072 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.419306 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.172964 # DEPENDENCYPART_GRANDPAR
(13,21),(21,11),-0.346759 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.648181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),-0.167657 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.212036 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.644792 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.262126 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.258155 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.586164 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.462483 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.272401 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.155377 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),0.0213851 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.577055 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.399551 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.344088 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.466771 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.0498537 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.400866 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.345403 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.479625 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.577916 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.226891 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.214723 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.179046 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.204427 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.404638 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),-0.288128 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.10761 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.158716 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),-0.319813 # DEPENDENCYPART_GRANDPAR
(14,3),(3,15),-0.243327 # DEPENDENCYPART_GRANDPAR
(14,3),(3,16),-0.239907 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.218915 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-0.226039 # DEPENDENCYPART_GRANDPAR
(14,3),(3,21),-0.181467 # DEPENDENCYPART_GRANDPAR
(14,3),(3,23),0.0168166 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.595316 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.697368 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.17472 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.300469 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.47944 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.57773 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.213026 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.300553 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.179046 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.204427 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.4044 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.288128 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.107372 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.158716 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),-0.319813 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-0.598451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.243327 # DEPENDENCYPART_GRANDPAR
(14,5),(5,16),-0.239907 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),-0.228377 # DEPENDENCYPART_GRANDPAR
(14,5),(5,19),-0.218915 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.226039 # DEPENDENCYPART_GRANDPAR
(14,5),(5,21),-0.181467 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),0.0168166 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.594383 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.696435 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.174948 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.402117 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.0867904 # DEPENDENCYPART_GRANDPAR
(14,6),(6,15),-0.227511 # DEPENDENCYPART_GRANDPAR
(14,6),(6,23),0.0195186 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.224935 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.364734 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.306921 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.106221 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.121633 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.102344 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.0500864 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.48757 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.585861 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.215245 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.302768 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.197675 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.240602 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.154302 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.364954 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.108088 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.159433 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.320529 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.598451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.243327 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.202725 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.181467 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.45327 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),0.0168166 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.134256 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.117446 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.125079 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.367347 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.18831 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.057195 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.342521 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.381014 # DEPENDENCYPART_GRANDPAR
(14,10),(10,15),-0.114346 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.414222 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.520421 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.178528 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.161719 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.107865 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.296247 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.232584 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.00767231 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.293866 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.664095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.25394 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.301243 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.208537 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.291781 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.298905 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.247322 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.458584 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.000936021 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0775484 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0795619 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.202144 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.235522 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0909064 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.560873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.14168 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.143888 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.0172441 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.0116347 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.225491 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.258146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),0.151544 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.419182 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.0594282 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.262955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),-0.0369836 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.130445 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.21828 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.129502 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.134642 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.185924 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.244353 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.0142024 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.123174 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.131071 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.158279 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.153917 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.419182 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),0.0594284 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.258146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),0.136085 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.141126 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.210195 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.131089 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.182982 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.0112651 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),0.0594284 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.137367 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.142408 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.210148 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.149343 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.105171 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.172175 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.000471125 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.849604 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.947003 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.393485 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.376589 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.449634 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.728635 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.449291 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.429517 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.299137 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),0.00816844 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.439762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.157813 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.077215 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.0794166 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.085404 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0910883 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.0839558 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.102759 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.204582 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.0271601 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.111862 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.106692 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.185742 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.0288257 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.437104 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.420207 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.710417 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.492909 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.411285 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.326816 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),0.000170448 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.364175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,16),0.0495744 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.0570133 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.0628676 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.0576982 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.0594703 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.227956 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),0.0895692 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.230197 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0637249 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0333826 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.258588 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.595514 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.218874 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),-0.0634976 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.402497 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.504064 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0394529 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.183626 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-1.15925 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-1.17471 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.479151 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-1.72452 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.444044 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-1.78139 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.029853 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.486086 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0867241 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.826238 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-1.21502 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0339339 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.885284 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.351548 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.55909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.617245 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.25105 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-1.07755 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.06509 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.646769 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.751501 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.24255 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.297332 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.16961 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.487386 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.883573 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.11055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.956403 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.751744 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.720108 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.636385 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.0439931 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.427497 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.59604 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.663726 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.749063 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.193997 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0465039 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.00809043 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.709968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,21),-0.680024 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.857472 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.714918 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.263403 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.703341 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.28933 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.479746 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.0511845 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.226395 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.169637 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.416085 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.611788 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0720586 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.397687 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.382689 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0619956 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.817923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.465173 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.480336 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.594234 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.776597 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.725924 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.487569 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.391304 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0164507 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.689422 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.130393 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.798031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,16),-0.339222 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.424565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0342451 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.139538 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.335408 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.682627 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.388517 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.379297 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.377065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0133398 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.283422 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.622849 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.540025 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.682627 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.379297 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.373137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.0120624 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.00439918 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.467273 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.6102 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.527387 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.0784935 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.204652 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.237065 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.133332 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.534371 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.562583 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.688332 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.444728 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.858976 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.841931 # DEPENDENCYPART_GRANDPAR
