# _root_ juan jose_ibarretxe_eaeko lehendakariaren ustez , herritarrek " sendotasun moralaz_gain beste zerbait espero_dute erakundeetatik etarekin amaitzeko , indakerkeriari eta heriotzari aurre_egiteko " .
#goldHeads=3,1,4,12,4,12,6,12,8,11,12,0,12,15,16,12,18,20,18,12,20,21,
#predictedHeads=3,3,4,12,4,12,6,9,12,9,12,0,15,15,12,15,18,20,18,12,20,21,
(0,20),(20,18),0.178846 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.29927 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.148271 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.379551 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.476318 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.128089 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.155305 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.471814 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.33377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0590454 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.177567 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0552592 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.259975 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.0781469 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.147626 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.219669 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.084605 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.00242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,3),-0.62896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0581146 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.37518 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.553643 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.341241 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.572208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.387172 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.22714 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.336282 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.402705 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.568872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.106795 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0876264 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0649816 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.205556 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.538688 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.167981 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.423093 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.598072 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.0188889 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.162916 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),0.162247 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.162814 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.495946 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.605558 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.0614784 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.422492 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.679706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.0643228 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.362418 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.207349 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.54048 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.205163 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.176945 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.443204 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.663857 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.028978 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.582948 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.127549 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.559617 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),0.151324 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.432659 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.554105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),-0.121299 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.236572 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0800909 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.413222 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),0.64473 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.472606 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.691675 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),0.20367 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.0328777 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.61235 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.574474 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),0.227316 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0562141 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.100962 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.835511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.260046 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.618258 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.613549 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.524875 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.611262 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.251174 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.146483 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.388578 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.35882 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.329326 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.258829 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.154101 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.568792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0594551 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.100626 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.420107 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.461702 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.350048 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.329047 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.475796 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.321021 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.414702 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.320754 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.568792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0604605 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.244883 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.248435 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.350048 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.329035 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.475661 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.480021 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.414702 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0559454 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0472282 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.161554 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.147696 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.00536989 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.536387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.385934 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.589664 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.522268 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.568262 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.418543 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.403118 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.23631 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.49648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.399827 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.267175 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.233773 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.40002 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.28391 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.314565 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.217069 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.413423 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.225046 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.319354 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.285952 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.379554 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.26019 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.57685 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.561398 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.325754 # DEPENDENCYPART_GRANDPAR
(5,12),(12,6),-0.196105 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.334906 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.301503 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.336277 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.207231 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.381153 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.340771 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.279707 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.353676 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.453268 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.379758 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.287729 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.133186 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.170708 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.192587 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.26787 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0926493 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0338664 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.01489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,10),-0.565281 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.268314 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.29954 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0349944 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0164963 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.921332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,9),-0.651095 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.212974 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0474007 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.953358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,10),-0.513247 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.291907 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.42331 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.146357 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.503861 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.344115 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.254361 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.126833 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.589819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0423713 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.420465 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.283204 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.733594 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.254361 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.126833 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.589819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.00767977 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.283204 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.00876105 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.401696 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.733594 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.111342 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0526951 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.379379 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.409188 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.306714 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.523649 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.363877 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.292122 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.692754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,8),-0.0972359 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.423919 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.320319 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.181955 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.246835 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.580804 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.274214 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.479114 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.075846 # DEPENDENCYPART_GRANDPAR
(6,12),(12,19),-0.439652 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.209629 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.254361 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.00767977 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.319004 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.26476 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.140547 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.225482 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.733594 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.264242 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.0366887 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.633975 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.111342 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.594513 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.198823 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.219667 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.523645 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.363874 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.292122 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.201033 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.692364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,8),-0.0968464 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.42353 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.320319 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.181955 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0937824 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.404761 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.739214 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0451473 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.477549 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.0758178 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.438087 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.209545 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.533816 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.374075 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.276618 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.566525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,8),0.0304048 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.296279 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.213565 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.277509 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.609896 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.0409938 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.072203 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.509789 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.447906 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.130337 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.364259 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.292122 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.690983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,8),-0.0954647 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.422148 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.403379 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.737833 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.158206 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.635658 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.0395172 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.596197 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.119797 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.113566 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.027238 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.50312 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.380146 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.233624 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.36615 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.245883 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.555728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.268917 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.295451 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.274137 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.145713 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.048726 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.501894 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0110297 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.25879 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.0935397 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0471501 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.654617 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.551551 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.504284 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.254556 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0434292 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.100869 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.28338 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.521994 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.266547 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0441257 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.602583 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.575143 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.501911 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.245285 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.350545 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0663881 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0896995 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.778784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.376831 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.654617 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.551551 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.676802 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.583618 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.504284 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.584277 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.547408 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.698294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,4),-0.42063 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.186882 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.472352 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.353112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.37241 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.291661 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.352589 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.332466 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.315957 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.413615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0116628 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.360211 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.367131 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.251133 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.324529 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0879562 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.321183 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.312536 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.320972 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0176882 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.233868 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.0225925 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.729483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,1),-0.467794 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0296791 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),0.0341509 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.429655 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.323366 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.447711 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.00841731 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.47499 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.124051 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.135264 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.103581 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.822935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.481689 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.299774 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.806111 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.595844 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.100143 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.564152 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.447576 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.00828201 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.474989 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.121406 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.0680653 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.176969 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.822935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.481689 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.927945 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.233913 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.457767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,13),-0.48952 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.379357 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.778886 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.346572 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.582836 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.415612 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.341732 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.502301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.236664 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0517829 # DEPENDENCYPART_GRANDPAR
