# _root_ plangintzak lan arloan dauden arazoei ez die aurre_egiten , ugtko kidearen ustez , eta ppk estatu mailan duen plangintza jarraitzen duela gehitu zuen .
#goldHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,20,17,18,19,20,22,20,14,22,23,
#predictedHeads=8,3,4,5,8,8,8,14,8,11,12,8,12,0,16,17,18,19,20,22,20,14,22,23,
(16,15),(15,17),-0.38535 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.608755 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.529796 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.295222 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.351808 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.124468 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.315955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.321306 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.157372 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.493637 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.435743 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.426266 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.10118 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.960313 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.928238 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.761224 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.890877 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.684003 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.440629 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.634714 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.618791 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.557593 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.340302 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.321714 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.150411 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.467968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.121047 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0211037 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.255652 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.366914 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.190727 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.326216 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.106486 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.247168 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.257651 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.361627 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.13765 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.253801 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.329575 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.11853 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.205953 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.283075 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),0.0706099 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.479162 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.189587 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.129357 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.121947 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.195716 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.180146 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.0564132 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.21741 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.89708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.0197075 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.452882 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-0.494634 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.195288 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.549914 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),0.0107283 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.587481 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.404009 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.321693 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.175996 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.43778 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.208818 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-2.29798 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.392293 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.2104 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.25525 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.252122 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.228909 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.159857 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.114111 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.255593 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.927001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.00151581 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.709043 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.49274 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.543406 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.230165 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.89704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,9),-0.129082 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.101348 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),0.0939375 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.384235 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.0785392 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0271926 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0331707 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.897112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.019691 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.870739 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.485271 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.08535 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.912418 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.818862 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.389593 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.935003 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.754499 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.42147 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.246075 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.246377 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.711509 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.370927 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.128208 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.378844 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.214434 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.63185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.162893 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.1215 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.657067 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.162908 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.284275 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.325847 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.158304 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.353035 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.182038 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.476685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.375621 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.17502 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.774017 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.218503 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.384035 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.306426 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.298053 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.115212 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.23203 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.321885 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.329217 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.121845 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.226569 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.391775 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.538042 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-1.13198 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.638773 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.541599 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-1.12987 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.613154 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.365394 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.0926032 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.530519 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.328561 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-1.12845 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.593316 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.357895 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.493977 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.58293 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.251259 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-1.11618 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.418748 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.273804 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.30532 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.19093 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),-0.0895976 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.142947 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.935012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.628659 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-0.849141 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-0.701634 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.629031 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.381272 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.53271 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.126121 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.332094 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-1.13198 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.34849 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.610377 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.387231 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.507933 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.17866 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.505761 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.27427 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-1.11969 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.353648 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.202443 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.235159 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.18861 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.0140858 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.0657436 # DEPENDENCYPART_GRANDPAR
(18,8),(8,19),-0.648083 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.856183 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.351753 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),-0.708647 # DEPENDENCYPART_GRANDPAR
(18,8),(8,23),-1.66832 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.191046 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-1.17615 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.513264 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),-0.678865 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.166966 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.224728 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.277413 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.258235 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.395771 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.166966 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.335127 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.277392 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.339793 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.258214 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.377339 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.171011 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.26694 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.145106 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.261976 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.154413 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.252166 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0423639 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0905213 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-0.917976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),-0.779797 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.63275 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.191046 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.513264 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.902546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,1),-0.505567 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.276767 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.406897 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.157101 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.399248 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.274018 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-1.15498 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.393479 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.20488 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.213191 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0899004 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.132477 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.227641 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.214943 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.0301267 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.0772506 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.91086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.615187 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.852984 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.714852 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0498932 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0980505 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.173974 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.346823 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.224989 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.267159 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.196734 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0486391 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.252126 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.103296 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.917834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,21),-0.308595 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-1.63517 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.312896 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.233232 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.1883 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.043783 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.218199 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.00251979 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.917873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.557232 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.308634 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.63521 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.488102 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.48286 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.37157 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.511844 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.295087 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.349381 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.626642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.544157 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.1508 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.397548 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-1.46701 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.221152 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.985324 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.748886 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.884607 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.408173 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.87905 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.494055 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.703998 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.536344 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.693215 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.569925 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.601964 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.559104 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.418825 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.605662 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.393051 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.44095 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.704336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.266602 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0874104 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.462331 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-1.44012 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),-0.23134 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.546219 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.442873 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-1.4438 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.984072 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.747634 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.883355 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.408583 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-0.877798 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.705041 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.536754 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.691963 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.568672 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.600712 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.559514 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.419194 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.60441 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.391798 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.439698 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.710036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.285625 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.574921 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.037758 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-1.44031 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.214444 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),-0.260825 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.548833 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.142727 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),0.0288984 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.000193695 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.635283 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.430218 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.19802 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.253874 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),0.0472233 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.287758 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),0.369704 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-2.37318 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),0.156459 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.151615 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.0361247 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.41986 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.120949 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0426459 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0817311 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.246881 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.276794 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.637353 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.855874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.42916 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.5223 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.218486 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.24673 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.0734832 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.195183 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.256519 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.281431 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.035486 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.202145 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.228868 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.233433 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.602313 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.872855 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.366942 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.167292 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.25354 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.0439855 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),0.205849 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.200977 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.157861 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.609566 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.825916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.872855 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.366942 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.376875 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.387921 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.159381 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.211671 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),0.0886058 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.245745 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),0.158882 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.0551785 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),0.00566654 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.461651 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.0583069 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.0537907 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.248346 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0364976 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.32126 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.349697 # DEPENDENCYPART_GRANDPAR
