# _root_ era_berean , astrologiak egokitzat adierazitako egunetan pertsona ugarik betetzen ditu bere egin beharrak , zientzia horren ezagutza izpirik eduki gabe .
#goldHeads=0,1,5,5,6,9,9,7,0,9,12,9,12,13,17,15,19,17,9,19,20,
#predictedHeads=9,1,5,5,6,9,9,7,0,9,12,13,9,13,18,15,18,19,9,19,20,
(19,8),(19,13),0.0122053 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0494266 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0117437 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0374785 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0122052 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0122053 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.00438901 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.006001 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.00310414 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.00188643 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0380422 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0198214 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0708035 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0186602 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.00522821 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0198214 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0198214 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.054225 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0320148 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0199512 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0346707 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.00205222 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0359043 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.00159066 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0216008 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.00205215 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.00205222 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0300284 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0849868 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0150242 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0254558 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0673777 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0249856 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.00887323 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0254558 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0254558 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0290629 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.118081 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0185302 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.105011 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0196915 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0355874 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0185303 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0185302 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0261794 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.101494 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0658991 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0130545 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0317953 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0126457 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0124326 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0298702 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0197911 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.166556 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.116567 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.166094 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.166094 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.020344 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0351823 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0324593 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0142664 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0140533 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0311904 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0184709 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00363513 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0036352 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0393634 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0297985 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00720159 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0318194 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0171956 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0298702 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0197911 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0526006 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0116965 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0119096 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0328802 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.031521 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0141529 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0328168 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0319928 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0328809 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.031521 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.11038 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.109693 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-1.12074 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0898507 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0558851 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.376907 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.304845 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.230113 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.107983 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0343499 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0740569 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.0372199 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.23577 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.651027 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.00203333 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.278059 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.423441 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.055091 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.2057 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.392378 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.113928 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0682566 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0981381 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.101748 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.133897 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.31029 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.907769 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.450826 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.172171 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.00883299 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.076352 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.413494 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.29811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.228816 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0317711 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.143106 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0337205 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0377103 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.235166 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.651027 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.455565 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.303428 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.231985 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.037874 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.143011 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0267581 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0761699 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.237315 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.181394 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.649135 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.454851 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.18765 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.00302491 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.248111 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.132246 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.124651 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.276335 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.423441 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.055091 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0581337 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0196135 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.26928 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.416564 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.0889863 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.094588 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.0731372 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.055512 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.015406 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0441356 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.200924 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.94502 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.340843 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.467544 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.21012 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.0339134 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.0384031 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0815131 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.0884937 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.430213 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),-0.962764 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0991834 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0606528 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.323837 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.115187 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.337145 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.161757 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.0944682 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.122261 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.128481 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0155258 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0600418 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.250048 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.115215 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.432914 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.50917 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.2975 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.00448053 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0489775 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.168894 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.175874 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.395688 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.983707 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.143106 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0809837 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0430262 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.270892 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.211203 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.457413 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.00462258 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0955512 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.247119 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.561285 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.131255 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.123659 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.278059 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-1.14168 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.475718 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.449721 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.423406 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.325977 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.200982 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.477688 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.0735876 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.218349 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.211095 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.0133859 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.0782563 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.257137 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.490094 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.124159 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-1.14168 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.475718 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.211203 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.0126864 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.0782563 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.256437 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.490094 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.141571 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.278059 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-1.14168 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.475718 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.41615 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.117501 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.0641978 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.0736413 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.00750734 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.0670489 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.191985 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.317337 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.543154 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.415537 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.12825 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.0717547 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.067602 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.172734 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.495908 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0571246 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.0498712 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.987292 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.312137 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.261665 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.146793 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.13954 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.256777 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.505308 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.225938 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0835765 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.0408723 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.21116 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.158016 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.235366 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.036826 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),0.475625 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.190017 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.493512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.395274 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.17177 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.297015 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.307192 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.438375 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.284441 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.258078 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.0822276 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.217753 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),-0.229065 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.449628 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.279258 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.567965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.262759 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.279628 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.190379 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.372964 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.374337 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.322729 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.266851 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.354302 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.0441466 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.325214 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.158481 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.353029 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.376084 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.330262 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.158519 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.326063 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0478403 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.0614187 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.01017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.448609 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.56978 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.255718 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.698127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,8),-0.333401 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.352943 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.198744 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.751983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.146347 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.167156 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.128093 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.302085 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.394916 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.180002 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.465829 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.0292666 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.271997 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.249683 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.311457 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.124587 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.648526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0461036 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0748508 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.272631 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.340956 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.485875 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.144043 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.311498 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.119603 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.63532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0402144 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.05672 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.205937 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.341646 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.290156 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.486397 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.1437 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.212885 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.619703 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.423769 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.358087 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.684622 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.243374 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.255718 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.698127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,6),-0.268218 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.214531 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.2464 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.273217 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.21952 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.280517 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.22861 # DEPENDENCYPART_GRANDPAR
(3,13),(13,4),-0.0447926 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.216542 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.163615 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.182841 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.0492585 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0681462 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0339109 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.0362993 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.422203 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.0207714 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.35652 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.683056 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.241156 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),0.0100794 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.314278 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.353007 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.7426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),-0.142081 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.202061 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.311689 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.249316 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.280129 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.176859 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.0888858 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.138363 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.143177 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.613352 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.182985 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.418156 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),0.08927 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.351385 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.678271 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),0.081498 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.244789 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.198759 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-0.506697 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.254819 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.184426 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.22155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.402355 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.846745 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.548224 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.90666 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.376684 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.858672 # DEPENDENCYPART_GRANDPAR
