# _root_ - oi , ez naute ni geroko ifernuek izutzen , orain honelako paradisuak dastatu ahal_izanez gero hemen - erantzun ohi nizun halakoetan .
#goldHeads=0,9,2,9,9,9,8,9,19,9,15,13,14,15,9,15,15,17,0,19,19,19,22,
#predictedHeads=0,0,2,9,9,9,8,9,0,9,12,13,14,15,19,15,15,17,0,19,19,19,22,
(5,11),(11,17),-0.31372 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0132588 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),0.218737 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.223752 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.219932 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.398036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.155723 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.182471 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.140934 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.00103919 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.289738 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.279428 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.212344 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.2296 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.437807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0724969 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0421618 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.138517 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0774096 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.000921991 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.141504 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.11236 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.230108 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.118084 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.0612646 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),0.11599 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.0625608 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.4122 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0475703 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.472478 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0415916 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.142053 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.528604 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.522561 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.449389 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.520719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,10),0.0334167 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.305269 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.324139 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.157042 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.548413 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.0517531 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.046695 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.365198 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.228952 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.213258 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.165673 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.634316 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.293612 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.51373 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.00332163 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.226801 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.877996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.597633 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.114946 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.897078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.257362 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.673279 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.508229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.100374 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.128198 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.437668 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.0969636 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),-0.244393 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.13738 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.120599 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.335873 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.176658 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.195341 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.562889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.226083 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.112991 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.200084 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.680211 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.167768 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.615334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),-0.255299 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.141277 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.16949 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.309194 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.248622 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.163996 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.164439 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.24102 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.414251 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.0995571 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.251531 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.303728 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.266503 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.0149516 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.162942 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.246195 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-0.155056 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.303163 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.396109 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.818297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,12),-0.427928 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.422708 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.13661 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.040591 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.145938 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.280284 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.376853 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.0206619 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.0589495 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.397455 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.19377 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.422034 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),0.126703 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.324295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.185031 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0617429 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.11394 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.60216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.0759342 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.162253 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.0248879 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.110314 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.00125217 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),0.101071 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.568407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,11),0.133347 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),0.0998267 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),0.0398504 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),0.21332 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.487653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.0554111 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.0479532 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0711112 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0389762 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0132207 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.146556 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.0415794 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.0208425 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.144609 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.369018 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.361171 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.447247 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.0527416 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.0456586 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),0.061296 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.670738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.0796933 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0822138 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.194481 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.0503446 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.100025 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0913756 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0417301 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.0656407 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.131276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.15074 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.0181489 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.447247 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.0456586 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),0.061296 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.670738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,11),0.0822138 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),-0.194481 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0503446 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0681758 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0913756 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.0417301 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0656407 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.15074 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.0982524 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0226924 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0748892 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.00483996 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.0112749 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.0490747 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.0672117 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),-0.37015 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),-0.0533911 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),-0.0463081 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),0.060617 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),-0.673083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.0792662 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.0775938 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),-0.192773 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.052627 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.0705209 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.122718 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),-0.0266273 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.0192784 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.125276 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.135003 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),0.0281747 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),0.118303 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),-0.535702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,13),0.124948 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.0668599 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.0537243 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.0427885 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.134641 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0632169 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.12416 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.274029 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0577084 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.106647 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0667699 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.27263 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.256574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.215498 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.264293 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.112484 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.121296 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.239229 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.183209 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0698325 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.246354 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.161084 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.431378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.305921 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.339966 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.324214 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.308992 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.231776 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.35226 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.360749 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.325625 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.229583 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.195284 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.421143 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.174325 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.00372777 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.029139 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.377619 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.364171 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.334181 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.246616 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.478863 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.510996 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.235513 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.288761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0391947 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0139559 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0235221 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0643368 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.133911 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.115423 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0309776 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.000485756 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.0430533 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.15751 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.334181 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.478863 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.510996 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.235513 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),-0.0391947 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0139559 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0235221 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.0364366 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.133911 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.115423 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.0309776 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.0430533 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.115166 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.219811 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.18301 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0938238 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.110725 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0380558 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.043821 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.725415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.306082 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.533256 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.392311 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.413457 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.510597 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.499815 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.454655 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.405195 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.47817 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.147867 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0232464 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.13528 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.277281 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.391381 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.412528 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.266846 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.343684 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.426545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.246897 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.382333 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.254053 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.328587 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.225182 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.435578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0586001 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.159989 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.181136 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.37823 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.353218 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.223091 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.0182018 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.183163 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.124347 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.145494 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.275622 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.121636 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.242564 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.0803386 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.200379 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.324584 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.329759 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.228132 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.326985 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.0499813 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.98847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,15),-0.47795 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.209395 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.312943 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.463767 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.284033 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.17362 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.202002 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.27628 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.00467563 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.987808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.622661 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.643874 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.506985 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.580139 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.626279 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),-0.521055 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.555069 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),-0.550919 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.268429 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.153543 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.956773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.539766 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.573743 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.60817 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.474613 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.483937 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.468816 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.463756 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.26115 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.656294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.40409 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.2672 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.440488 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.474972 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.281641 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),-0.159785 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.231149 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.0754324 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0109028 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.146505 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.814106 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.130487 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.165077 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.0311094 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.359651 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.370646 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.00234711 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.118492 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-1.26099 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.714767 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0178901 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.12411 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.149191 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.0508068 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.25875 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.849298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.646256 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.421714 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.363552 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.415004 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.508846 # DEPENDENCYPART_GRANDPAR
(13,9),(9,20),-0.475132 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.680674 # DEPENDENCYPART_GRANDPAR
