# _root_ ez zuen denbora asko behar_izan , ez zuen senitarteko askorekin hitzegin behar_izan , guztien arretaren iturria non zegoen zehazki asmatzeko .
#goldHeads=5,5,5,3,0,5,5,5,11,9,12,0,12,15,16,18,18,20,20,12,20,
#predictedHeads=5,5,5,3,0,5,12,12,11,9,12,0,12,15,16,18,18,12,20,12,20,
(3,12),(12,20),-0.0675338 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.058012 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.407043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),-0.0296622 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),-0.225338 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),-0.081311 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),0.0131652 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),-0.238669 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.0101619 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.0850286 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.0814401 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.0958168 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),-0.197582 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),-0.295763 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.229669 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),0.00305472 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.0752596 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),0.0513409 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.2371 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.127102 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.122365 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.617718 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.567969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.370951 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.33702 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.633675 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.34904 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.383666 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.52487 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.317292 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.417409 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.190317 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.39104 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.893061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.935725 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.139459 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.743445 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.17166 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.812006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),0.0977699 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.811474 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.164426 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.395546 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.313667 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.142079 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0216783 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.43059 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.966648 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.393648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,10),0.0201178 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.0849634 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.319061 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.0672832 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),0.141398 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.220869 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0160763 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.335648 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.307035 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0811211 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.562901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.17184 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.227308 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.759417 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.101402 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0148396 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0615938 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.175303 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.253807 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.180593 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.23419 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.978724 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),0.102537 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.207252 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.75077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),-0.190425 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.645832 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.00961421 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.000580902 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.312254 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.158346 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.236975 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.0799162 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0538839 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.984648 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),0.0865194 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.213177 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.192904 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.648776 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.017132 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.00251544 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0896767 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.243342 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.167158 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.245787 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.0773389 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),-0.0697884 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),0.0847212 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.146442 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.330384 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.00929327 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.253807 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.180593 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.176965 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.23419 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.0476694 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.0846799 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.146483 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.330396 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.18507 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.180153 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.177406 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),0.0322686 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.234682 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),0.087357 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.212338 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.75077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,6),0.193469 # DEPENDENCYPART_GRANDPAR
(5,20),(20,7),-0.190425 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),-0.00901507 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.00121086 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.1 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.334311 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.308754 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.153661 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.241754 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.320235 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.108303 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),0.0123128 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.130799 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.0665257 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.00172477 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.134788 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.221542 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.347039 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.199148 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0383992 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0450467 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.142741 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.416015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.329225 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.327231 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.434401 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.416183 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.312236 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.469926 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.481916 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.412144 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.277019 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),-0.0246431 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0707037 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.166866 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.286495 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.33926 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.142624 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),-0.0143909 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0508649 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0872673 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0591012 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0233485 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.119738 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.131873 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0192804 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.116549 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.166866 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.291502 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.339261 # DEPENDENCYPART_GRANDPAR
(6,12),(12,7),-0.0150207 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.0508619 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.0921276 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0604032 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.0576701 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.345084 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.120924 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.133059 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.0165283 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.12345 # DEPENDENCYPART_GRANDPAR
(6,20),(20,3),-0.291502 # DEPENDENCYPART_GRANDPAR
(6,20),(20,4),-0.33926 # DEPENDENCYPART_GRANDPAR
(6,20),(20,5),-0.142624 # DEPENDENCYPART_GRANDPAR
(6,20),(20,6),-0.273427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,20),(20,7),-0.0144149 # DEPENDENCYPART_GRANDPAR
(6,20),(20,9),-0.0866994 # DEPENDENCYPART_GRANDPAR
(6,20),(20,10),-0.0584974 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),-0.0698673 # DEPENDENCYPART_GRANDPAR
(6,20),(20,12),0.0294757 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),0.231589 # DEPENDENCYPART_GRANDPAR
(6,20),(20,14),-0.0934278 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.122225 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.134214 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.0907843 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.0525868 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.100767 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.0885803 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0729154 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.197088 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.00703155 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.0133507 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.26561 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.294383 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.216467 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.194264 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.153276 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.253131 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.166019 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.118699 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.18573 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.179378 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.232014 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.290881 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.290841 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.0177979 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.163583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.098046 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.0387062 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0792116 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.0933264 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.0678632 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.068004 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),0.0755208 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.148448 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.185646 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.356528 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0271567 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.116368 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.304152 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.288986 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.261243 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.646755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.27059 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.227991 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.0722733 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.229184 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.118282 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.265437 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.282134 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0457106 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.439666 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0955037 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.150186 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.111745 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.0934702 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.566387 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-0.795867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.57483 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.479068 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.467547 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-0.500564 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.475186 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.481217 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.118712 # DEPENDENCYPART_GRANDPAR
(9,6),(6,10),-0.407181 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.546979 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.451217 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.447335 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.268255 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0690422 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.72325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,1),0.0875102 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.068741 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.745119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,1),-0.0695279 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.0882971 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.400887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,2),-0.618747 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.585115 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.402392 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.342827 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.182933 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.0350947 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.456448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.181599 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.183044 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.0331082 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-6.27756e-05 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.140749 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.172447 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0241195 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0294765 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0659484 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0777261 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.141738 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.156509 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.170248 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.140096 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.231724 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.351936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,11),-0.0302454 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0651795 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0784581 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0227454 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.170712 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.140559 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.164151 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.232284 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.588957 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.485548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,11),-0.203271 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.110097 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.045226 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.281361 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.156357 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.189374 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.0794128 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.0152216 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.135379 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0676662 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.175308 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.110083 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0308044 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.249516 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.166882 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.108828 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.314094 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.750462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.412109 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.620074 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.642738 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.674423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.544976 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.255183 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.459543 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.150493 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.170631 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.403671 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.396398 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.549976 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.00932381 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.00733593 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.293138 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.418454 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.549205 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.245067 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),-0.207258 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),0.0362778 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.284924 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.13396 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.375432 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.526044 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.112043 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.190834 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.273113 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0676289 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.30716 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.159174 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.606102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.334873 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.357416 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.414905 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.0535279 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.185021 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.157436 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.176967 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.459543 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.180684 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.150609 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.0786041 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.172127 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.124032 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.370889 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.552154 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.516248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,14),-0.207209 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.204526 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.262015 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.194688 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.0254411 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.281784 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.00292468 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.179569 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.800605 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.469165 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.40722 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.346174 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.615026 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.161514 # DEPENDENCYPART_GRANDPAR
