# _root_ pisu baten erosteko , beren seme-alaben ikasketen pagatzeko edo erretreta gehigarri baten segurtatzeko erabil daiteke , ministerioak eman zituen adibideen_arabera .
#goldHeads=3,1,9,3,6,7,8,9,14,13,10,10,9,0,14,15,18,20,18,14,20,
#predictedHeads=3,1,9,3,6,7,8,9,14,13,10,10,14,0,14,15,18,20,18,14,20,
(18,3),(18,6),0.00923974 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.00923974 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0345522 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0106261 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0148924 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.00474184 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0124766 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0345522 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0311413 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.00890504 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0730459 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.00923974 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.125318 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0162894 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0162687 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0162687 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0174676 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0087092 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0103403 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.00466511 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.04198 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0174676 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0140567 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.030509 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0816673 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0162687 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0181495 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0355875 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0220417 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0123932 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.00715546 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00419584 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0133879 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0476252 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0123932 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.00206203 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0307825 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0683731 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0220417 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.000313794 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0208482 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.012392 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.00715421 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0041846 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0133867 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.047624 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.012392 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.00206078 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0307837 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0683719 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0220304 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.000404021 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0181748 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0138395 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0210227 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0108373 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.00926323 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0278845 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0244737 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0121185 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0698325 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.01537 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.126113 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.0097199 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.111163 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0614532 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0912621 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0714641 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0681452 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0487509 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0985616 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.117105 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0886185 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.00833869 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0163141 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0423028 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.00707087 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.00326035 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0356595 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0630507 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0300034 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0151458 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0145843 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0409849 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0107281 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.00731721 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0290543 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0496035 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0102581 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.043837 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0147133 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0128701 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.00945921 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0345867 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0775977 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.00680271 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0348219 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0251858 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0244737 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0121185 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0698325 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.01537 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.126113 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0097199 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0121165 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0698344 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0153651 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.149324 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0298116 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0414769 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00996771 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0495124 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.028983 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.165139 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0152888 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0125615 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.000404021 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0181748 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0997266 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0909194 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.0113347 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.0856904 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0857374 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0340202 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0592957 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0754153 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0383892 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0577131 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0691823 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0691823 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0260689 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0156237 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0586601 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0134396 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0931937 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0446917 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.012718 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0281079 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0393365 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.00900512 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0371781 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.012718 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0281065 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0393365 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.00900512 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0386477 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.115615 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0940514 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0501428 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0822575 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0208628 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0067375 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0274133 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0115996 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0391181 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0322261 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.243994 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.0606804 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0689196 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.0424068 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.421856 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.137386 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.237468 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.19132 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0364386 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0687925 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.00250541 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.111262 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.113749 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.138822 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0107751 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.00474077 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.0199608 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.354923 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.310581 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.423953 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.795851 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.314034 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.187824 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.121289 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0447937 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.1953 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.158623 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.0627865 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0516247 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.00831471 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0533389 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.195029 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.421856 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.195416 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.158623 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.0627865 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0516247 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.00831471 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.178079 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.246224 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0343204 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.191579 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.195029 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.421856 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.237468 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.19132 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.000264839 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0677477 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0262187 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.136028 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0272735 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.138822 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.00322843 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.00474077 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.267674 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.0199608 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.354923 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.310581 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0863003 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.423953 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.795851 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.32158 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.0434691 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.328663 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.032072 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.104505 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.330026 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.221272 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.214028 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.311621 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.315748 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.481843 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.102143 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.236242 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.123663 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.295083 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.306399 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.019044 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0694678 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.243615 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0533824 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.195052 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.421856 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.113428 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0808589 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.172958 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.141169 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.450478 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.237468 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.000264839 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.0677477 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0262187 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.136028 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0272735 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.172604 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.136329 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.155594 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.181997 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.369182 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.354923 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.310581 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0863003 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.00745345 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.423953 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.795851 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.32158 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.231835 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.00570575 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.06565 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.0316512 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.14166 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.0329063 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.178045 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.128196 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.161227 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.187439 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.374614 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0443359 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.310267 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.0962844 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.0106257 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.420419 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.796165 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.324753 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.113093 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.092398 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.255847 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.238011 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-1.04531 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.139577 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.493711 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.13463 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.12389 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.493736 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.109559 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.244633 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.169843 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.174364 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.29765 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-1.02757 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.1441 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.450478 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.266283 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.031716 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.0202774 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.107212 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.00154173 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.140624 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.146135 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.126779 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.182456 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.36324 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.00691417 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.370332 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.022323 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.0524095 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.109814 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.749632 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.335758 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.250896 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.0629191 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.0533824 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.230152 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.109559 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.244633 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.174364 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.180681 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.326777 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-1.30048 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.450478 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.275217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,1),-0.317186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0233842 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.168996 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.147389 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0422747 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0917081 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.0785356 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.134204 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.0425688 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.0311784 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.0563161 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.102282 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.165795 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.1407 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.148026 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.128195 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.0533133 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.121627 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.151447 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0549001 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.0614834 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.463798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.445892 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.278987 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.207931 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.108643 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.625737 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.734575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.0928892 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.517619 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.776075 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.560491 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.315761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.282786 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.166926 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.0345251 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),0.376481 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.257889 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.482685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0174813 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.163762 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0850213 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.501946 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.569709 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),0.376481 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),0.257889 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.482684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0174807 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.163761 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.255195 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0703389 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0823096 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.286518 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.501944 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.569708 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),0.224457 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),0.212399 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.665409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.00746596 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.343726 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.301654 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.111573 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.128051 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.249277 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.485994 # DEPENDENCYPART_GRANDPAR
