# _root_ azkenik , agiri " nazionala " zein den ere zalantzan jarri zuen , " epaigelako bi banderen_artean ere bakoitzak bat hartzen baitu bere naziokotzat " .
#goldHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
#predictedHeads=0,3,8,3,3,5,8,11,0,11,0,11,12,13,17,17,21,0,21,21,11,21,24,21,24,25,
(0,8),(8,7),0.367984 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.151727 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0807466 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.352636 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.637799 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.154289 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.073485 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.277459 # DEPENDENCYPART_GRANDPAR
(0,8),(8,24),0.116715 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.264154 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0672631 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.256687 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.217933 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.108825 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.473403 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),-0.0911841 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.0750285 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0448987 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.439728 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.138217 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.315394 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.203397 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.818728 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.191017 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.124565 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.0365503 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.0437613 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.140242 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.330815 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),-0.859966 # DEPENDENCYPART_GRANDPAR
(0,11),(11,24),0.146439 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.0427845 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.354055 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.216079 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.147568 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0184947 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.314887 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0749538 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.242546 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.161743 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.416821 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),0.028458 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.35583 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.205415 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.241022 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),-0.0928163 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.153563 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.309089 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.259192 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.112481 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.181888 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.123993 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.20788 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.25843 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.337788 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.192396 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),-1.07314 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),-0.0176795 # DEPENDENCYPART_GRANDPAR
(0,15),(15,26),-0.320925 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.425297 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.262172 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.358001 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.294151 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.371049 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.0928163 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.309089 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.259192 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.112481 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.299337 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.101949 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.25843 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.337788 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.192396 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-1.07314 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.588017 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),-0.0176795 # DEPENDENCYPART_GRANDPAR
(0,17),(17,26),-0.320925 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.264154 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0704037 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.0366722 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.278253 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.197449 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.249345 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.15422 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.29503 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),0.014265 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.419077 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.26839 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.285993 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.488342 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.0855598 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.0475317 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.133463 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.314455 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.194764 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.316761 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.369779 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),0.232606 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.260681 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.115723 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.179877 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.34576 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.301834 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.20785 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.851425 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.493611 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),0.149053 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.325783 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.104873 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),0.371049 # DEPENDENCYPART_GRANDPAR
(0,24),(24,5),-0.0928163 # DEPENDENCYPART_GRANDPAR
(0,24),(24,11),0.259192 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),-0.299337 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.218533 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.348812 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.222422 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),0.22631 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-1.31886 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.582198 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.326087 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),-0.320925 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.250189 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),-0.174955 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0430519 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.0138454 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.360814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.198585 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.120552 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0378706 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.120511 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.0108688 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.297839 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.181995 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.223071 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.133777 # DEPENDENCYPART_GRANDPAR
(1,3),(3,24),-0.310549 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.223316 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.52993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.442352 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.347785 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.337438 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0567313 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.533052 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.445717 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.424009 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.432414 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.101855 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.251056 # DEPENDENCYPART_GRANDPAR
(2,5),(5,3),-0.207124 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.371559 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.400052 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.443021 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.317761 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.473345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.182343 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.159973 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.164461 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.353148 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.460586 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.478889 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.1332 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.186443 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.196718 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.496002 # DEPENDENCYPART_GRANDPAR
(2,8),(8,24),-0.102077 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.117187 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.717561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,3),-0.749627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.357857 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.379114 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.446792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.115897 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.210979 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.256029 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.438279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0117516 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.00161458 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.31502 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.0316321 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.183525 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.342902 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.250271 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.511434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),-0.0823146 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0639496 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.161511 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0133077 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.325286 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.345324 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.0865257 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.0343081 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.20445 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-0.0837499 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0798525 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.368876 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.0388869 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.264817 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.0426041 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.156269 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.152213 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.246804 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.043728 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.102592 # DEPENDENCYPART_GRANDPAR
(3,21),(21,1),-0.353335 # DEPENDENCYPART_GRANDPAR
(3,21),(21,3),-0.492303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,21),(21,5),-0.0517727 # DEPENDENCYPART_GRANDPAR
(3,21),(21,8),-0.0294456 # DEPENDENCYPART_GRANDPAR
(3,21),(21,9),-0.0660778 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.0500986 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.266777 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.0147789 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.161275 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.206083 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.242691 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.153866 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),-0.189378 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),0.0251414 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),0.0779284 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.427927 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.203889 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.0536804 # DEPENDENCYPART_GRANDPAR
(3,24),(24,1),-0.311721 # DEPENDENCYPART_GRANDPAR
(3,24),(24,5),0.0572158 # DEPENDENCYPART_GRANDPAR
(3,24),(24,11),-0.129603 # DEPENDENCYPART_GRANDPAR
(3,24),(24,15),-0.101175 # DEPENDENCYPART_GRANDPAR
(3,24),(24,17),-0.0489573 # DEPENDENCYPART_GRANDPAR
(3,24),(24,19),0.123582 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),0.167047 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-0.00329803 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.302928 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.128482 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.314704 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-0.452952 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.145842 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.285905 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.686311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.387322 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.32466 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.300275 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.50791 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.448006 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.418632 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.473257 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.414333 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.257932 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.321712 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.4989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.392471 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.282774 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0222306 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.293723 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0980925 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.00856886 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0818531 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.00497295 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.00431348 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.34141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.672172 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.408294 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.404835 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.510669 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.728297 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.252031 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.433292 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.104915 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.31137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,9),-0.413858 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.272646 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.212297 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.234041 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.282733 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.344209 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-1.0601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),-0.380522 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.128009 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.164415 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.143754 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.174789 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.164389 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.307152 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.259935 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.350964 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.814014 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.057903 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.316671 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.156351 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.208042 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.155274 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.143462 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.166373 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.326451 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.428831 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.495046 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.489913 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.466046 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.524289 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-0.43971 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.150787 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.319848 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0701864 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.336544 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.420509 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.278983 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.189603 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.233935 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.268305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.11525 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.144494 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.188475 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.476032 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.104285 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.099779 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.300987 # DEPENDENCYPART_GRANDPAR
(7,8),(8,24),-0.231373 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.250664 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0429598 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.177131 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.459512 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.473271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,1),-0.267632 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0175701 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.18511 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.419461 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.292527 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.483291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.114069 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.486924 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.349836 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.533526 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.258374 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.256378 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0668684 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.198556 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.15185 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.216443 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0477529 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.463004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,8),-0.24724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.0805109 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.289174 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.0651079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.418378 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.463628 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.432871 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.380488 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),0.024188 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.127793 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.264732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.311527 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.117055 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.588873 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.308573 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.042209 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.288699 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.070336 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.0373726 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.387215 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),0.749118 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),0.0168734 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.307578 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.106062 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.417791 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.351442 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),0.0614315 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.209568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),0.124402 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.110144 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.179875 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.14463 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.201099 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),0.105839 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),0.252708 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),0.0587062 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.0684658 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),0.733544 # DEPENDENCYPART_GRANDPAR
(8,15),(15,24),0.0523766 # DEPENDENCYPART_GRANDPAR
