# _root_ honi oxidazio-prozesu bat eta , ondoren kondentsazioko beste bat jarraikitzen bazaio , hortik konposatu kimiko edo eraldaketaren produktu mugatu bat sortuko da .
#goldHeads=10,10,2,21,4,10,10,9,10,4,10,11,21,16,14,21,18,16,18,18,0,21,22,
#predictedHeads=10,4,2,0,4,10,10,7,7,21,10,11,21,16,14,18,16,21,18,18,0,21,22,
(19,15),(19,20),0.0193794 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0142397 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.047676 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.137655 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.137655 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0160251 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0302854 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0285828 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0430203 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0814382 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0408038 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.00482058 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0814382 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0408038 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00482058 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0400909 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0191076 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0142012 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0127022 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0143042 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.0143042 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.00614022 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0171092 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0171092 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.000965965 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00634702 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0108384 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0108384 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.0111144 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.070184 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.0170771 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.0284592 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0209952 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.00491919 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.00783031 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.070184 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0114062 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.0284592 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0119434 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.000609922 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0284592 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.0284592 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.00488333 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.00351322 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.0185502 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.0159141 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.0899816 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.0317386 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.121712 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.103638 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0402847 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0468775 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0899816 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.0208316 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.121712 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.0576411 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.0203685 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.121712 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.121712 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0404612 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0869079 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.00230801 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.0668903 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.117816 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.180831 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.131977 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.106987 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0611519 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.13427 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.113318 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.180831 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0941344 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0853148 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.180831 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.180831 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.107127 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.102712 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0237029 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0374808 # DEPENDENCYPART_SIBL
(21,6),(21,7),-0.00903116 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0497092 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.00895997 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.0191466 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0521649 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0335458 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.00903116 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.00700292 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.00726905 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.00903116 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.00903116 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.0118457 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.00381844 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0972712 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.155191 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.0209952 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.00491919 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.00783031 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.070184 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0114062 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0284592 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0119434 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.000609922 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0284592 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0284592 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.00488333 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.00351322 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.0185502 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.0159141 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0034244 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.0221142 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0780917 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0228939 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.00360472 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.000335391 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.000684785 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.00360472 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.00360472 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.00655634 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.00897684 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0857077 # DEPENDENCYPART_SIBL
(21,8),(21,23),0.0210155 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.0299495 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.096097 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0184638 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0418705 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0130935 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.0103382 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0418705 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0418705 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0434193 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0167727 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0513919 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0646187 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0421703 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0123173 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0086664 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0067799 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.00776152 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0086664 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0086664 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0154602 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0173266 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.078771 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0873895 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.113318 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.180831 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0941344 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0853148 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.180831 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.180831 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.107127 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.102712 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0237029 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0374808 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.00269776 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0146748 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0112311 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.00269776 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.00269776 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.00793879 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.00415671 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.023388 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.1054 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0119434 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.000609922 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0284592 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0284592 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00488333 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.00351322 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0185502 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0159141 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.012469 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.00254726 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.00254726 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.000306207 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0278775 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0396432 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.00368052 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.133558 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.133558 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.061533 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0790656 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0211598 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0484143 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0284592 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.00488333 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.00351322 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0185502 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0159141 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.00488333 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.00351322 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0185502 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0159141 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0229093 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0454983 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0691978 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0487585 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0306647 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0384762 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0248721 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0307171 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.104838 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0284501 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0384501 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.103277 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0133225 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0736293 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.304265 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0310937 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0974229 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.213911 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.0886702 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.184235 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.384927 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0156201 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0684408 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.114115 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.133978 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.184189 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.21209 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.214825 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0793424 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.247187 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.328239 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.427211 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.0722593 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.346762 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.329443 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.212561 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.271004 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.182307 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0409317 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.0665949 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.143906 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.198867 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.126055 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0934993 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.295036 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.304265 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0830797 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.00106764 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.112561 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.196616 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.19446 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0886702 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.184235 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.88262 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.384927 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.137191 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.00481214 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.270723 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.282142 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.143406 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.00864872 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.123713 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.290659 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.0907923 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0269539 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.164485 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.100978 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.0553966 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.0665236 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.104182 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.242282 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.726768 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.216974 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0719438 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.249118 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0753001 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.108868 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.00806498 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.108816 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.249031 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.174748 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.15657 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.00419128 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.317619 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.19541 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.235053 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.175131 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.326037 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.618298 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-1.08756 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0468963 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.0665949 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.352017 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.216374 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0953838 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.352567 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.235686 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.214261 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.369161 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.277711 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.245051 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0956761 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.184439 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.180636 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.0637551 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.354075 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.384927 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.269147 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.416068 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.126494 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.0878986 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.12655 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.148508 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.0688672 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.0300065 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.222772 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.093136 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.351685 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.416002 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-1.13997 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.121581 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.282198 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.0860529 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.277135 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.305692 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.188811 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.340089 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.507465 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.249087 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.112561 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.369161 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.277711 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.245051 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.0658939 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.137331 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.165377 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.191289 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.354075 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.384927 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.0471206 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.416068 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.121915 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.186458 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.0783877 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.0242286 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.0976458 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.0861993 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.429526 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.971082 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.159483 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.141554 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.104729 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.0890185 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.0843283 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.152454 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.0355733 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.305683 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.151027 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.20278 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.143406 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.204495 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.258749 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.141868 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.338155 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.151812 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.189039 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.0735916 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.0244689 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.127543 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-0.0666473 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),0.426128 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.967446 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.154687 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.141794 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.134626 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.0823102 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.0825268 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.122557 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.00567568 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.301839 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.405442 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),0.218222 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.270607 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.435542 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.479054 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.344158 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.352669 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.493441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0660929 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0395972 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0483959 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.0258485 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.0313202 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.0294035 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.0153179 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.211542 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.00726989 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.288557 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.666945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,8),-0.493345 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.384558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.304078 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.434684 # DEPENDENCYPART_GRANDPAR
