# _root_ era_berean , beti erabiltzeko prest edukiko dituen goiz , eguerdi eta gauerako opari ekitaldietarako beharrezko gaiak zainduko ditu lorategian .
#goldHeads=0,1,6,5,6,16,6,11,8,11,14,11,14,16,16,17,0,17,17,19,
#predictedHeads=17,1,4,6,6,8,6,11,8,11,17,11,14,16,16,17,0,17,17,19,
(17,8),(17,12),-0.0200821 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0262424 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0200821 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0141007 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0200821 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0408022 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0101221 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0103114 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0272028 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0333631 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0272028 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0153171 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0272028 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0319026 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0201186 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.113468 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.115521 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.113468 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0569549 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.113468 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0483005 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0165859 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0333631 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0272028 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0153171 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0272028 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0319026 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0201186 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0283027 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.016817 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0283027 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0319956 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0207723 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0153171 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0272028 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0319026 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0201186 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.000986118 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.00643023 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0124307 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0319026 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0201186 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0414751 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.098114 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0578457 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0317586 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0147897 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0317586 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.027687 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.00744405 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.00995654 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.107484 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.041232 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.107484 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.12615 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0692914 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0591 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0157819 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.00783131 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0131457 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00575958 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0274133 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0130943 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0692038 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0124335 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0837467 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0131457 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.00575958 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0274133 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00762607 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0371781 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0401083 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.106885 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0589417 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.197971 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.109627 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.393524 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.327228 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.374057 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.161506 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.15741 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.243069 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0700925 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.395548 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.107933 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.136413 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0420172 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.323495 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.737687 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.236045 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.176297 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.061467 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.223986 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.392742 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0140445 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.176944 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.25292 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.0336086 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.257199 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.859092 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.115373 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0769716 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.104159 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.131766 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0794443 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.298817 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-0.135959 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0673233 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0409158 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.162856 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.734414 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.216079 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.172039 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0814323 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.260836 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.412708 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.0340098 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.196909 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.251998 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.0136433 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.239484 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.863933 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.095408 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.222896 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.246821 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0319841 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.304845 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.227305 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.00613547 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0870109 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.221833 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.194429 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-1.19636 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.0709722 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.238948 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.101006 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.570223 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.192872 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.125797 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0644654 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.28302 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.162125 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.443587 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-1.16038 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.0481119 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.19281 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.327228 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.0159701 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.19147 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.112026 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.00219266 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.333726 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.282019 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-1.27811 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.172117 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.198103 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.466659 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.71903 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.341618 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.503231 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.597693 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.292679 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.206945 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.210914 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.00613547 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0449406 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.0882655 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.249601 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.116144 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.580876 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.3545 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.45226 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.143948 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.599988 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.283761 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.304845 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.249601 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.116144 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.580876 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.209343 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.452234 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.143872 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.125797 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.599988 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.0644653 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.28302 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.304845 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.00613547 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.221833 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.194429 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.0449406 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.0882672 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.249601 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.116144 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.580876 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.209343 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.365078 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.476307 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.125797 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.599988 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.0644653 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.28302 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.395565 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.107933 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.13643 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.0130608 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.0937491 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.26478 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-1.04692 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.0859664 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.207549 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.192556 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.538825 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.175887 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.323026 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.440994 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.112474 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.859092 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.115373 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.173544 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.118822 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.304845 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.116144 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.365083 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.476307 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.154531 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.128753 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.343452 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.283044 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.125586 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.176928 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.107738 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.368558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.140925 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.118265 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.164712 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.349265 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.0948602 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0920109 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.172267 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),0.342677 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.171839 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.588703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.271711 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.345703 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.291231 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.271728 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.293531 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0265966 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.375825 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.445773 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.391533 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.353621 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.370526 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.408735 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.360541 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.313073 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.393243 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.327623 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.171839 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.588376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.284788 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.302101 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.32464 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.270745 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.300294 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0288024 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.382588 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.435645 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.398296 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.360384 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.377289 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.408535 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.367304 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.31817 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.391476 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.334386 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.171839 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.587989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),-0.270963 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.301886 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.310815 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.240549 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.145795 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.298135 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.377801 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.328273 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.393509 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.359786 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.372502 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.316868 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.362517 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.393043 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.327423 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0508999 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.735027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.462363 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.464104 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.466947 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.443506 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.31101 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.226021 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.463843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.288368 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.27414 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.317846 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.330259 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0209095 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.293931 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.275207 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.328326 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.319269 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.337622 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.278637 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.337662 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.250699 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.382755 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.362478 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.493771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.194088 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.229215 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.127128 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),-0.0406728 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0435183 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.254877 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.194827 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.280849 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.209294 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.349396 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.00847623 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.153721 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.199405 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.803454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.61606 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.589284 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.105318 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0192341 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.75953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.199394 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.364143 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0674654 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.570288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.399739 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0051764 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.307586 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.383752 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.100912 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.61724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.00978856 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.129271 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0983394 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.112177 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.18343 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.0760377 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.546493 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.354422 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.304441 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.61429 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.206647 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.393255 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.705584 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.664261 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.583992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.045056 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.209967 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.217626 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.238492 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0107658 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.436118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.025827 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.248642 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.23961 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0792032 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.182251 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.0626208 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.545315 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.356813 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.299244 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.665496 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.0634972 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.273747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.0862658 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.113437 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.076637 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.192232 # DEPENDENCYPART_GRANDPAR
