# _root_ lau euskal_herritar horiek 1996an epaitu zituzten , eta sei urteko zigorra ezarri zieten , etari laguntza ematea leporatuta .
#goldHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
#predictedHeads=2,5,2,5,8,5,6,0,10,11,12,8,12,13,17,17,18,12,18,
(2,5),(5,7),-0.0300454 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0418999 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.203343 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0773541 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.154136 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.219976 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.134958 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.0298224 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.207403 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.178389 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.107733 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.37148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,7),0.0166022 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0744884 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.138802 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.232488 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.309772 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.337892 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.244344 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.57244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.315374 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.395061 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.165877 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.161731 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.221915 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.619133 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.495867 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.357035 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.403947 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.107941 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.52889 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.367415 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.325611 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.178114 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.469785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,5),-0.273513 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.122168 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.156486 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.127387 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.554855 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.327147 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.470714 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.0665195 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.72807 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.537779 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.340446 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.303842 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.0938249 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.245781 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.572548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.310893 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.349542 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.260669 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.101362 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.161157 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.204162 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.596317 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.463279 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.409135 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.11201 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.701753 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.515368 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.363938 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.322134 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.244162 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.576426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),-0.316215 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.350165 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.104255 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.153484 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.601639 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.468601 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.299815 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.275588 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.0463193 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.677181 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.493369 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.309324 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.0703813 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.220917 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.045626 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.285794 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.486488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.41981 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.217969 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.537659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,11),-0.347425 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.156724 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.109565 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.131831 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),0.29103 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.114297 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.375622 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.0676072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.226277 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0496447 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0390874 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.28292 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.192249 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.215072 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.285149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.339985 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.180811 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.00774733 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0562892 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0402193 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0526479 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.305825 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.215672 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.137701 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),0.0902454 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0575957 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0807209 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),0.0347648 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.123718 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.231976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),0.18997 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0169121 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.0879241 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0751141 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.350616 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.144579 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.337464 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.0774809 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),0.034728 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.123599 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.224819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,7),0.193947 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.021526 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0988751 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0399691 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0928205 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.323847 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.183146 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0599138 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.252799 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.104676 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),0.137188 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.114384 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.120595 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.180002 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),0.116529 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.426255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.202135 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.21204 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.0765934 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0624623 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.116369 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.138413 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.269452 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.245942 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.113713 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.316781 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.212719 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),0.0345289 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.087051 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.120118 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.206384 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.416952 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.255043 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.0133853 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.314349 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.250749 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.321737 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.222954 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.0198944 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.0207594 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.0968071 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.0467215 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),-0.0898211 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.144344 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.313473 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.111967 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.134186 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),0.107678 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),0.0808593 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.118289 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.179493 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),0.118835 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.410984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.187275 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.226175 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.0611802 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.0799182 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.101962 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.0262863 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.213462 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.279226 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.121017 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.323216 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),0.0486509 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),0.280499 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.116732 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.178879 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),0.120393 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.418539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),0.217915 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.0522964 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.106607 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.128651 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.0338413 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.22162 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.287486 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.147705 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.349905 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.221082 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),0.281035 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.226702 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.102759 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.105533 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.978279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-0.373374 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.474582 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.76101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.296703 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.183697 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.437553 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.462597 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.317515 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.502793 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.797041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0240915 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.13444 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.620962 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.685689 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.717033 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.116664 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.700587 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.498294 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.658758 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.53723 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.605497 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0119431 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.731063 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.53199 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.678676 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.145349 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0339574 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.165255 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.078036 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.210763 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.623918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.424983 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.454555 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.642303 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.665192 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.601281 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.199478 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.131746 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.741664 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.498965 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.475618 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0958091 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.569844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.381147 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.214793 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.34602 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.296512 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.328379 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.249637 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.0942529 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.387186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.244215 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.274014 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.291238 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.214733 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.0787763 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.367553 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.105739 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.0962864 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.285867 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.306043 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.0866854 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.00612343 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.0239364 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.495801 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.647754 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),0.0334035 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.390132 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.165639 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),0.107576 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.04173 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.12907 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.177616 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.169021 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.367947 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.676668 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0812363 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.460032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.00594505 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.31913 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.357205 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),0.000711318 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),0.55876 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.287192 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.565771 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.0797264 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.151261 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.145438 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0178906 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.352337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,13),0.589555 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.211958 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.56955 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.375299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.0744342 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),0.19598 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.137543 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.241913 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.482321 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),0.0465327 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.191743 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.136554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.422143 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.189361 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.699491 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0142874 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0147101 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.0859154 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.242074 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.48233 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),0.0462566 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.191745 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.140584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.429465 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.313588 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.350451 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.714156 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.0808539 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0739131 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0449156 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.278579 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.201723 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.0677915 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.443004 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.521601 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-0.25371 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.101904 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),0.411354 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.321566 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.178633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.297827 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),0.217316 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.228458 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.921688 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0629866 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.111255 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),0.0832177 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),0.368319 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),0.294285 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.572178 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.723243 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.10602 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),0.244704 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),0.16819 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.129511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.436411 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.319044 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.295477 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.590042 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.0254313 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.11269 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),0.266956 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),0.190101 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.0791546 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.441998 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.521666 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.252705 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.101821 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),0.411298 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.321623 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.178644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,10),0.226987 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),0.238128 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.504195 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),0.87503 # DEPENDENCYPART_GRANDPAR
