# _root_ g. ganbelu baten hezur bat eclipta prastata landarearen uretan sartzen da , gero erre , eta hortik ateratzen den margogaia ganbelu hezurrez egindako kutxa batean gordetzen da .
#goldHeads=0,22,2,10,4,9,6,6,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
#predictedHeads=10,4,2,10,4,7,8,9,10,16,10,11,14,16,14,0,18,20,18,26,22,23,24,26,24,16,26,27,
(17,18),(18,1),-0.657947 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.578577 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.636009 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.597602 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.534897 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.553072 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.531653 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.534953 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.428694 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.456975 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.431807 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.444666 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.4953 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.339899 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.450264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.409037 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.145246 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.249169 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.239901 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.258521 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.256836 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.258448 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.370921 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.180182 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.384655 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.14643 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.161268 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.384655 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.263843 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.14643 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.161268 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.193603 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.549113 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.14643 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.329492 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.249987 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.194664 # DEPENDENCYPART_GRANDPAR
(18,4),(4,25),-0.338827 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.161268 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.193603 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.549113 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.277264 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.273872 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.249987 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.194664 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.334575 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.161268 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.193603 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.549113 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.277264 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.273872 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.342913 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.194664 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.334575 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.463401 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.549113 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.273872 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.342913 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.263408 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.334575 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.463401 # DEPENDENCYPART_GRANDPAR
(18,8),(8,25),-0.338827 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.550212 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.278992 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.274971 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.34464 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.265135 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.209812 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.463808 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.272804 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.191211 # DEPENDENCYPART_GRANDPAR
(18,9),(9,25),-0.338827 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.0973478 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.129682 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.559055 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.213344 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.330618 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.278992 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.199487 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.144164 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.28027 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.277797 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.250064 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.136021 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.229601 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.329757 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.196609 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.13995 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.819561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.743584 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.475752 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.439235 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.428634 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-0.133249 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.468045 # DEPENDENCYPART_GRANDPAR
(18,10),(10,26),-0.414756 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.339233 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.475459 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.262741 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.255168 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.2208 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.714631 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.174546 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.398333 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.113024 # DEPENDENCYPART_GRANDPAR
(18,12),(12,26),-0.435187 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.14494 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.0679105 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.187918 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.372077 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.132091 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.133488 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.165823 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.249484 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.315133 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.235628 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.180305 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.316411 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.146841 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.366804 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.1995 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.19625 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.330544 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.201447 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.136674 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.818993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.742995 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.475158 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.438641 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.42804 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.132681 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.467452 # DEPENDENCYPART_GRANDPAR
(18,14),(14,26),-0.414188 # DEPENDENCYPART_GRANDPAR
(18,14),(14,27),-0.627168 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.174546 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.398333 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.227763 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0190816 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.268904 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.189399 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.134076 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.270567 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.121387 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.492877 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.303816 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.192603 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.173707 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.383509 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.107287 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.907946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.77161 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.550265 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.513748 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.503147 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.221635 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.542558 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.503141 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.171796 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.796069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,17),-0.107355 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.221205 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.443195 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.251165 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.304954 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.428264 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.27021 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.473639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.543355 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0809318 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0703308 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.0368255 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.423548 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.428264 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.473639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.543355 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.104028 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0703308 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.126563 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.0368255 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.423548 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.473639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),-0.105166 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.068649 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.127597 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.112649 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.0357911 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.422514 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.216946 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.703346 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-0.340328 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-0.494106 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.402809 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.394 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.573799 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.381984 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.097677 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.667187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),-0.342127 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.162063 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.125546 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.115789 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.0795989 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.142555 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.237888 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.36598 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.104028 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.0675109 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.0577548 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.242983 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.0368255 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.156127 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.423548 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.217981 # DEPENDENCYPART_GRANDPAR
(18,26),(26,1),-0.518978 # DEPENDENCYPART_GRANDPAR
(18,26),(26,2),-0.551312 # DEPENDENCYPART_GRANDPAR
(18,26),(26,4),-0.634974 # DEPENDENCYPART_GRANDPAR
(18,26),(26,6),-0.700622 # DEPENDENCYPART_GRANDPAR
(18,26),(26,7),-0.621117 # DEPENDENCYPART_GRANDPAR
(18,26),(26,8),-0.565794 # DEPENDENCYPART_GRANDPAR
(18,26),(26,9),-0.701826 # DEPENDENCYPART_GRANDPAR
(18,26),(26,10),-0.340041 # DEPENDENCYPART_GRANDPAR
(18,26),(26,12),-0.493819 # DEPENDENCYPART_GRANDPAR
(18,26),(26,13),-0.402512 # DEPENDENCYPART_GRANDPAR
(18,26),(26,14),-0.393713 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-0.573512 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-0.381588 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.0973803 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.665148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,19),-0.340391 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.157402 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.120885 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.111129 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.0370047 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.149696 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.189562 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.359267 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.0162024 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.162338 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.14535 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.249217 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.189005 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0952249 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0307914 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.290768 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.437492 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.367566 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.319112 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.249363 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.533369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0706126 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.20539 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.29732 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.225481 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.0126465 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.224769 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.299392 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),0.273025 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.777937 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.365581 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.190716 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.292335 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.832378 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.232062 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.305213 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),0.0341616 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.224791 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-1.06972 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.11504 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.106372 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),0.165737 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.0236941 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),0.0479523 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.0546557 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),0.248752 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),1.20466 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-0.922363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),-0.516106 # DEPENDENCYPART_GRANDPAR
(20,10),(10,22),-0.625241 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.473582 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.700901 # DEPENDENCYPART_GRANDPAR
(20,10),(10,26),-0.467047 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.791225 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.378869 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.305623 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.24535 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.318501 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),0.0208735 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.238079 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),0.00046357 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-1.41825 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.274908 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.146576 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.0283216 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.0485292 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.0525165 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.247613 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),1.20486 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.922338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.516081 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.625215 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.473582 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.700876 # DEPENDENCYPART_GRANDPAR
(20,14),(14,26),-0.467047 # DEPENDENCYPART_GRANDPAR
(20,14),(14,27),-0.577647 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.0826868 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-1.44284 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0210027 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.0528333 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.255169 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.328321 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),0.0110539 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.250085 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),0.0747112 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-1.44323 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),0.176428 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.12668 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),0.136845 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.0850824 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0984125 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.369501 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.943239 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.93254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.526282 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.635417 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.471756 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.711077 # DEPENDENCYPART_GRANDPAR
(20,16),(16,26),-0.465219 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.778045 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.365688 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.292442 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.232169 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.305321 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),0.0340542 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.224899 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),0.00864786 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-1.42222 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),0.280002 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.144516 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.0695007 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.188657 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0707541 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0500027 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),1.2256 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.922407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.51615 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.625285 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.473585 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.700945 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.467051 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.577651 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0545557 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.881261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,27),-0.558215 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.0809075 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.109479 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),0.584036 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.476907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.280336 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.163445 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.168065 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.475393 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.109479 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.478047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.0717897 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.163446 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.358876 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.168065 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.475393 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.286597 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-0.283879 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.20872 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),-0.132183 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.241318 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.0441827 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.316978 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.322018 # DEPENDENCYPART_GRANDPAR
