# _root_ haren ustez , euskal_gizarteak aldaketa edo alternatiba bat eskatzen du gobernuan , eta hori ppk bete behar_du .
#goldHeads=2,9,2,9,6,9,6,7,13,17,9,11,0,16,17,17,13,17,
#predictedHeads=2,9,2,9,6,9,6,7,13,9,9,11,0,17,17,17,13,17,
(2,6),(6,5),-0.261539 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.364324 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.284064 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.189506 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.361818 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.379886 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.0148311 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.299126 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.261791 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.282466 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.184143 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.0223462 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.183053 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.205685 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.316528 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.221312 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.408918 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.430061 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.291639 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.415941 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.317235 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),0.109821 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.393325 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.159833 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.490637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.252012 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.295068 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.286581 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.443077 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.251618 # DEPENDENCYPART_GRANDPAR
(3,17),(17,4),-0.279204 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.302415 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.237352 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.336978 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.344644 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.361809 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),0.129495 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.351866 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.320483 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.411177 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.346799 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.180027 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.471766 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.541301 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.111781 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0347535 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.893157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.319479 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.15867 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.43294 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.925183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,17),-0.708698 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.135489 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.423605 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.178198 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.562799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.000509763 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.2022 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.350411 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.333013 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.451106 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.428023 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.0871681 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.439322 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.223051 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.549441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0243026 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.046674 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.249764 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.237565 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.326075 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.00582306 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.047174 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.07163 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.246009 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.328979 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.135489 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.178198 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.0107477 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.113447 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.356918 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.330881 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.449037 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.151493 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.0342763 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.708995 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.425891 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.35347 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.358451 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.616166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0427065 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.155948 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.505378 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.541673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.304844 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.00422917 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.644482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.380783 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.420076 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0516909 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.561806 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.535897 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.455322 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.20898 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.737934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.403652 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.513528 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.484252 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.740145 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.536966 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.504061 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.36316 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.301141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.0354977 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.105305 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.201642 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.31367 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.166066 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.066341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.228524 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.254023 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.182087 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.788466 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.459208 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.314696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.108658 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.216605 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.298627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.440301 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.330242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.269546 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.280687 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.282668 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.460409 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.456094 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.283116 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.362694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),-0.137849 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.762994 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.559038 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.533761 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.39601 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.421879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.0933369 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.198252 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.209234 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.352814 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.168258 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.0685307 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.222644 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.127993 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.359382 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.288488 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.191028 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.293378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.284064 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.251724 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.561355 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.395366 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.396711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.0943285 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.173084 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.206287 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.190979 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.0369446 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.304298 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.118357 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.271407 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.262045 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.254092 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.390231 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.339025 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.34454 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0490896 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.170661 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.230289 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.432589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.130218 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.245077 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.573722 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.356787 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.00212415 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.132163 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.34203 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.409668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.151092 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.162161 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.349242 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.0016416 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.131463 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0966178 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.409668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.151092 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.162161 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.31643 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.28351 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.53306 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.607142 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.187002 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.104852 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.203801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.049634 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.135253 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.182326 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.140988 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.0897215 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.331628 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.347079 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.342375 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.195865 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.155019 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.100755 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.176892 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.604358 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.254718 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.274183 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.283039 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.228322 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.260854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.159713 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0811746 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.06219 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.100261 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.276482 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.0518696 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.291835 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.484127 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.3598 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.178521 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.0917492 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0618325 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.290404 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.607142 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.185124 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.203925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.295251 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.252942 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.105909 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0983872 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.330557 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0897218 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.231444 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.331628 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.471148 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.347079 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.342375 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.140219 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.109813 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0120107 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0929315 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.482341 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.350834 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.60898 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.249879 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.261124 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.206404 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.258601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.217471 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.117442 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.00403014 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.182339 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0272224 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.118429 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.243465 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.355592 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.444616 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.310369 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.603598 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.253949 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.273111 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.282066 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.227349 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.260514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.169773 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.049626 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0350666 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0758563 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.129751 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.126376 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.26321 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.269274 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.369764 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.340859 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.256542 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.281926 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),-0.227209 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.254063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.201134 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.0937156 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.0359346 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.0194203 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.0444957 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.122402 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.247223 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.237579 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.401017 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.34295 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.650962 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.194366 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.602651 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.500581 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.48634 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.204309 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.298429 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.120664 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.891628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.620172 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.696439 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.561698 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.579092 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.398109 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.330536 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.201045 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.141554 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0227736 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.879401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.578345 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.722787 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.58446 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.677122 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.429339 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.45416 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.654912 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.605405 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.48975 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.530224 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.411631 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.521184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,1),-0.7393 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.592694 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.533111 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.643118 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.524071 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.442277 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.575692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.344934 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.406156 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.209832 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.127256 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.243726 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.21571 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.383705 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.328697 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),-0.326948 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.335333 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.305527 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.339821 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.764772 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.554904 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.41545 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.465956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.251057 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.195461 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.305438 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.128571 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.287595 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.417543 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.362179 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.3668 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.319844 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.445327 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.726952 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.577161 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.652457 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.533407 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.401829 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.443247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),-0.315412 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.203512 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.312873 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.241399 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.237357 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.319975 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.233511 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.300165 # DEPENDENCYPART_GRANDPAR
