# _root_ orduan alexander potzu izoztuaren erdialdera joan zen , besoak zabalduta , otsoaren ihesa gordeaz adiunez .
#goldHeads=6,6,5,3,6,0,6,7,10,11,6,13,14,11,14,15,
#predictedHeads=6,3,4,5,6,0,6,7,10,6,10,13,14,6,14,15,
(4,5),(5,13),-0.527217 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.0455681 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.147824 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.00796794 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.303229 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.46041 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.128972 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.520037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0901101 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.34036 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0660477 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.171808 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.030507 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.165197 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.593897 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.526725 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.115005 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.148316 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.498255 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.166818 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.501255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.119318 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0841224 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.262344 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.684433 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.407579 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.179598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.04811 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.367124 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.182747 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0609101 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.146287 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.137376 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.232747 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),0.010475 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.342956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0684312 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.201017 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.494755 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.167929 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.0392401 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.159984 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.594389 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.527217 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0455681 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.147824 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.00796794 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.318882 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.472986 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.141549 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.527933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.111503 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.390143 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.328064 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.15106 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.200545 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.189379 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.593239 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.526068 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.136264 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.148973 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.04811 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.367124 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0015039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.278357 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.604836 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.537665 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.146287 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.137376 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.167929 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.114994 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.267078 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.527217 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.00796794 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.232747 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.201017 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.167929 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.157473 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.114994 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.267078 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.579562 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0455681 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.147824 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.00796794 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.318882 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.472986 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.141549 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.526041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.116219 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.388251 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.326138 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.143647 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.205261 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0694316 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.242796 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.62735 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.560178 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.154243 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.165059 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.232747 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.201017 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.267078 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.579562 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.512391 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.030365 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.00796794 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.624429 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0946723 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.864969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,3),0.135453 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.776988 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.958459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.176636 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.685108 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.776988 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.958459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.587814 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.045547 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.528811 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.19029 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.978217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.677326 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.60876 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.272991 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.615597 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.662055 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.230978 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.593748 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.417853 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.312056 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.361994 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.293461 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.02943 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.310333 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),0.234942 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.617671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.416217 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.0765317 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.155808 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.371879 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.118545 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.133959 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0419367 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.0214593 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0977953 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.987746 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.268645 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.305071 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.601042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),0.11085 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.216899 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.19505 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.947895 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.259407 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.114597 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.292338 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.298708 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.437412 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.0878995 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.0451049 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.26267 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.290219 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),0.282966 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.532787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.131641 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.314519 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.105448 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.35083 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0991367 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.249777 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.0738815 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.00101287 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.0180229 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.16005 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.300409 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.02908 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.309978 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),0.231898 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.630722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.264075 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0900043 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0927118 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.268102 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.112313 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0948727 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.0810229 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.00958983 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.136881 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.26267 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),-0.131641 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.105448 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.170167 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.116451 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.063435 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.148318 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.00101287 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.0180229 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.16005 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.300409 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-1.02908 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.309978 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.231899 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.637435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.263938 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.0898137 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.0895619 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.274815 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.249651 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0475489 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.252966 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.0770704 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.138274 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0940142 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.26267 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),-0.131641 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.063435 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.148318 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0275779 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.233034 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.16005 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.20213 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0389315 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.339133 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0351081 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.157982 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.33531 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.194334 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.243517 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.157982 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.33531 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.35725 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0733028 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.178126 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0629349 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.306598 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.668074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.500335 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.292573 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.222224 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.043445 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.349912 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.410807 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.460883 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.310512 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.22749 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.194334 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.243517 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.00245613 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0700437 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.577974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.35725 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.147299 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.069465 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),0.0465519 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.308124 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.221035 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.0747309 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.185014 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.599846 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.358785 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.166829 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.0585837 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0388948 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.0462911 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.142292 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.509441 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.192839 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.167519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.195684 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.124826 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.111717 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.155574 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.11956 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.262419 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.181901 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.0830703 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),0.1183 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.328173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.331683 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.116409 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.198801 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),1.68714e-05 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0786033 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.128679 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.0679209 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.104714 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.12966 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.349414 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.575721 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.33466 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.172548 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.0344584 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.503193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.150609 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0802345 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.123549 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.00438338 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0184824 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0685577 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.129513 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.164835 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.167519 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.195684 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.314504 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.458162 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0637573 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.113833 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.155574 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.11956 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.116409 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.28656 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.173748 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.128679 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.12966 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.262419 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.328173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),-0.116409 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.147544 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.28656 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.173748 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0410391 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0679209 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.104714 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.12966 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.349414 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.575721 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.33466 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.172547 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.0344584 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.501301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.148683 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.0728211 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.118833 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.116241 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.130161 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.0697504 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.119826 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.170105 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.0906148 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.262419 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.328173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,11),-0.173748 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0410391 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.0911144 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.0200176 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.12966 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.00615548 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0144105 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.358148 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.277145 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.490283 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0144105 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.358148 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.976632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.250319 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.563096 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.160018 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.398871 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.0795244 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.999469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.22729 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.864621 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.559409 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.355307 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.840714 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.599434 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.587858 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.779514 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.277145 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.490283 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0872049 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.170521 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.00208848 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.976632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.162583 # DEPENDENCYPART_GRANDPAR
