# _root_ jean_francois_lefort_koordinaketako kidearekin_batera eskainitako prentsaurrekoan , abuztuko polizi operazioak " porrot hutsa " izan direla esan zuen , eta " poliziaren azpijokoak porrot " egin duela .
#goldHeads=2,3,4,15,4,8,8,13,8,24,10,11,18,13,0,15,16,15,18,21,24,24,22,18,24,25,
#predictedHeads=2,3,4,13,4,7,8,13,8,13,10,11,15,13,18,15,16,0,18,21,24,24,22,18,24,25,
(20,15),(20,25),0.0924956 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.0588454 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.029213 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0615541 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0563382 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0563382 # DEPENDENCYPART_SIBL
(20,17),(20,25),-0.000376767 # DEPENDENCYPART_SIBL
(20,17),(20,26),-0.0822575 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0537808 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0228683 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0228683 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0130217 # DEPENDENCYPART_SIBL
(20,18),(20,26),-0.0591 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0443282 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0443282 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.00973952 # DEPENDENCYPART_SIBL
(20,19),(20,26),-0.0741538 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00731059 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.00645977 # DEPENDENCYPART_SIBL
(20,21),(20,26),-0.0887528 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.00645977 # DEPENDENCYPART_SIBL
(20,22),(20,26),-0.0887528 # DEPENDENCYPART_SIBL
(20,25),(20,26),-0.0579055 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0137117 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0635927 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.03109 # DEPENDENCYPART_SIBL
(21,15),(21,22),8.13119e-05 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.0924956 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0588454 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.029213 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.116047 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0562268 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.000376767 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0822575 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.107916 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0227569 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0130217 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0591 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00666593 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.0786023 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0277177 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.00645977 # DEPENDENCYPART_SIBL
(21,22),(21,26),-0.0887528 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0579055 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0691826 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0260689 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0127207 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0151916 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0155777 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0502983 # DEPENDENCYPART_SIBL
(22,11),(22,24),-0.019981 # DEPENDENCYPART_SIBL
(22,11),(22,25),-0.0021003 # DEPENDENCYPART_SIBL
(22,11),(22,26),-0.0931937 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.0137117 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0635927 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.03109 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0315221 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.175945 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0154075 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.0924956 # DEPENDENCYPART_SIBL
(22,15),(22,26),-0.0588454 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.029213 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.116047 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.115615 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0351472 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0451999 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.000376767 # DEPENDENCYPART_SIBL
(22,17),(22,26),-0.0822575 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.107916 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.107484 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.155595 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0108806 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0130217 # DEPENDENCYPART_SIBL
(22,18),(22,26),-0.0591 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.00861732 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.102431 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0310532 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0786023 # DEPENDENCYPART_SIBL
(22,20),(22,26),-0.0277177 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.102736 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.031735 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0787675 # DEPENDENCYPART_SIBL
(22,21),(22,26),-0.0274133 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0541 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.00984273 # DEPENDENCYPART_SIBL
(22,23),(22,26),-0.202762 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.128512 # DEPENDENCYPART_SIBL
(22,24),(22,26),-0.0653565 # DEPENDENCYPART_SIBL
(22,25),(22,26),-0.0579055 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0179506 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0908604 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.111265 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.091009 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.111125 # DEPENDENCYPART_SIBL
(23,24),(23,25),0.109338 # DEPENDENCYPART_SIBL
(24,1),(24,3),-0.0210896 # DEPENDENCYPART_SIBL
(24,1),(24,4),0.00908539 # DEPENDENCYPART_SIBL
(24,1),(24,6),-0.0019566 # DEPENDENCYPART_SIBL
(24,1),(24,7),0.0117481 # DEPENDENCYPART_SIBL
(24,1),(24,8),-0.00205939 # DEPENDENCYPART_SIBL
(24,1),(24,10),-0.00165024 # DEPENDENCYPART_SIBL
(24,1),(24,11),0.00015017 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.0247456 # DEPENDENCYPART_SIBL
(24,1),(24,14),-0.00656741 # DEPENDENCYPART_SIBL
(24,1),(24,15),-0.0399519 # DEPENDENCYPART_SIBL
(24,1),(24,16),0.00130743 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.0710463 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.000961037 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.00165024 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.00169624 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.00165024 # DEPENDENCYPART_SIBL
(24,1),(24,25),0.0554353 # DEPENDENCYPART_SIBL
(24,1),(24,26),-0.0240921 # DEPENDENCYPART_SIBL
(24,3),(24,4),0.0704789 # DEPENDENCYPART_SIBL
(24,3),(24,6),0.0734025 # DEPENDENCYPART_SIBL
(24,3),(24,7),0.0780941 # DEPENDENCYPART_SIBL
(24,3),(24,8),0.0735055 # DEPENDENCYPART_SIBL
(24,3),(24,10),0.0735055 # DEPENDENCYPART_SIBL
(24,3),(24,11),0.0262724 # DEPENDENCYPART_SIBL
(24,3),(24,13),-0.0536461 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.0258003 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.050744 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.0163384 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.0617665 # DEPENDENCYPART_SIBL
(24,3),(24,18),0.0120784 # DEPENDENCYPART_SIBL
(24,3),(24,20),0.0735055 # DEPENDENCYPART_SIBL
(24,3),(24,21),0.0734595 # DEPENDENCYPART_SIBL
(24,3),(24,22),0.0735055 # DEPENDENCYPART_SIBL
(24,3),(24,25),-0.0754574 # DEPENDENCYPART_SIBL
(24,3),(24,26),-0.148529 # DEPENDENCYPART_SIBL
(24,4),(24,6),0.0113113 # DEPENDENCYPART_SIBL
(24,4),(24,7),0.025016 # DEPENDENCYPART_SIBL
(24,4),(24,8),0.0112085 # DEPENDENCYPART_SIBL
(24,4),(24,10),0.0116177 # DEPENDENCYPART_SIBL
(24,4),(24,11),-0.000706615 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.0337871 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.00742851 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.048993 # DEPENDENCYPART_SIBL
(24,4),(24,16),0.000446331 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.0719031 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.00239726 # DEPENDENCYPART_SIBL
(24,4),(24,20),0.0116177 # DEPENDENCYPART_SIBL
(24,4),(24,21),0.0115717 # DEPENDENCYPART_SIBL
(24,4),(24,22),0.0116177 # DEPENDENCYPART_SIBL
(24,4),(24,25),0.0726656 # DEPENDENCYPART_SIBL
(24,4),(24,26),-0.0335818 # DEPENDENCYPART_SIBL
(24,6),(24,7),0.0107952 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.00301233 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.00260317 # DEPENDENCYPART_SIBL
(24,6),(24,11),-0.000410698 # DEPENDENCYPART_SIBL
(24,6),(24,13),-0.0253373 # DEPENDENCYPART_SIBL
(24,6),(24,14),-0.00712828 # DEPENDENCYPART_SIBL
(24,6),(24,15),-0.0405436 # DEPENDENCYPART_SIBL
(24,6),(24,16),0.000746563 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.0716071 # DEPENDENCYPART_SIBL
(24,6),(24,18),-0.0015219 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.00260317 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.00264917 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.00260317 # DEPENDENCYPART_SIBL
(24,6),(24,25),0.0550251 # DEPENDENCYPART_SIBL
(24,6),(24,26),-0.0243505 # DEPENDENCYPART_SIBL
(24,7),(24,8),-0.0114184 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.0106001 # DEPENDENCYPART_SIBL
(24,7),(24,11),-0.00624242 # DEPENDENCYPART_SIBL
(24,7),(24,13),-0.0286549 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.0102562 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.0438612 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.0023814 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.0747099 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.00497179 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.0106001 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0106461 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.0106001 # DEPENDENCYPART_SIBL
(24,7),(24,25),0.0937963 # DEPENDENCYPART_SIBL
(24,7),(24,26),0.0050729 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.00411036 # DEPENDENCYPART_SIBL
(24,8),(24,11),-0.000530806 # DEPENDENCYPART_SIBL
(24,8),(24,13),-0.0207163 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.00783719 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.0359226 # DEPENDENCYPART_SIBL
(24,8),(24,16),3.76568e-05 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.0717272 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.00199432 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.00411036 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.00415637 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.00411036 # DEPENDENCYPART_SIBL
(24,8),(24,25),0.0554353 # DEPENDENCYPART_SIBL
(24,8),(24,26),-0.0193819 # DEPENDENCYPART_SIBL
(24,10),(24,11),0.00015017 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.0247456 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.00656741 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.0399519 # DEPENDENCYPART_SIBL
(24,10),(24,16),0.00130743 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.0710463 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.000961037 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.00165024 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.00169624 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.00165024 # DEPENDENCYPART_SIBL
(24,10),(24,25),0.0554353 # DEPENDENCYPART_SIBL
(24,10),(24,26),-0.0240921 # DEPENDENCYPART_SIBL
(24,11),(24,13),-0.0384803 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.0205199 # DEPENDENCYPART_SIBL
(24,11),(24,15),-0.0392665 # DEPENDENCYPART_SIBL
(24,11),(24,16),0.0015812 # DEPENDENCYPART_SIBL
(24,11),(24,17),-0.0619283 # DEPENDENCYPART_SIBL
(24,11),(24,18),-0.0351528 # DEPENDENCYPART_SIBL
(24,11),(24,20),0.0223398 # DEPENDENCYPART_SIBL
(24,11),(24,21),0.0222018 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.0223398 # DEPENDENCYPART_SIBL
(24,11),(24,25),0.0198573 # DEPENDENCYPART_SIBL
(24,11),(24,26),-0.0193776 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.046337 # DEPENDENCYPART_SIBL
(24,13),(24,15),-0.057406 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.0368752 # DEPENDENCYPART_SIBL
(24,13),(24,17),-0.0733293 # DEPENDENCYPART_SIBL
(24,13),(24,18),-0.00568957 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.0649609 # DEPENDENCYPART_SIBL
(24,13),(24,21),0.0649149 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.0649609 # DEPENDENCYPART_SIBL
(24,13),(24,25),-0.106067 # DEPENDENCYPART_SIBL
(24,13),(24,26),-0.186997 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.0414375 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.0228181 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.0384439 # DEPENDENCYPART_SIBL
(24,14),(24,18),0.0281089 # DEPENDENCYPART_SIBL
(24,14),(24,20),0.0313432 # DEPENDENCYPART_SIBL
(24,14),(24,21),0.0312972 # DEPENDENCYPART_SIBL
(24,14),(24,22),0.0313432 # DEPENDENCYPART_SIBL
(24,14),(24,25),-0.0926062 # DEPENDENCYPART_SIBL
(24,14),(24,26),0.013768 # DEPENDENCYPART_SIBL
(24,15),(24,16),8.75125e-05 # DEPENDENCYPART_SIBL
(24,15),(24,17),-0.0449222 # DEPENDENCYPART_SIBL
(24,15),(24,18),0.0178675 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.0974128 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0973668 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.0974128 # DEPENDENCYPART_SIBL
(24,15),(24,25),-0.0282925 # DEPENDENCYPART_SIBL
(24,15),(24,26),-0.150092 # DEPENDENCYPART_SIBL
(24,16),(24,17),-0.0597783 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.0086077 # DEPENDENCYPART_SIBL
(24,16),(24,20),-0.00243507 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.00248107 # DEPENDENCYPART_SIBL
(24,16),(24,22),-0.00243507 # DEPENDENCYPART_SIBL
(24,16),(24,25),-0.141539 # DEPENDENCYPART_SIBL
(24,16),(24,26),-0.00911825 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0991285 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.14395 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.143996 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.14395 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.0404535 # DEPENDENCYPART_SIBL
(24,17),(24,26),-0.0906122 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0562986 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0563446 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.0562986 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.00309292 # DEPENDENCYPART_SIBL
(24,18),(24,26),-0.110969 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.00178545 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.00173944 # DEPENDENCYPART_SIBL
(24,20),(24,25),0.0554353 # DEPENDENCYPART_SIBL
(24,20),(24,26),-0.0240921 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.0027648 # DEPENDENCYPART_SIBL
(24,21),(24,25),0.0546992 # DEPENDENCYPART_SIBL
(24,21),(24,26),-0.0245502 # DEPENDENCYPART_SIBL
(24,22),(24,25),0.0554353 # DEPENDENCYPART_SIBL
(24,22),(24,26),-0.0240921 # DEPENDENCYPART_SIBL
(24,25),(24,26),0.00557216 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.0468098 # DEPENDENCYPART_SIBL
(25,21),(25,26),0.0190375 # DEPENDENCYPART_SIBL
(25,22),(25,26),0.0190382 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0795537 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.0232251 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0884033 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0559333 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.101609 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.306143 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.016022 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0300469 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.307621 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.185054 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.105307 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.0589097 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.635275 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.54794 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0251557 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0708311 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0248492 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.089399 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.211887 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.145305 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.00228765 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.225044 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.165466 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.191832 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.33274 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.00951223 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.803616 # DEPENDENCYPART_GRANDPAR
(0,12),(12,24),-0.077098 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.0332521 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.0789275 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.0118045 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.114906 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.0195586 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.212844 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.186957 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.0024225 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.125311 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.326584 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.640385 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.578487 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.542549 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.114681 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.0915959 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.195883 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.0865386 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),0.124612 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),0.165526 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),-1.53284 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.239472 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.291119 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.489178 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.242976 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),-0.0379602 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.00771523 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.0468951 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.045617 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0458109 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.284056 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.115745 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.0687898 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.196524 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.335306 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0247746 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.927089 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.657262 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.041497 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.247786 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.0784847 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),0.203937 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.24201 # DEPENDENCYPART_GRANDPAR
(0,15),(15,24),0.218264 # DEPENDENCYPART_GRANDPAR
(0,15),(15,25),-1.47915 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.30261 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0782493 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.0306933 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.441138 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.158628 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-1.76545 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.150951 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-1.05147 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.846301 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.0322153 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.235009 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.00630049 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),-0.193832 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.148157 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.0653513 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.121146 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.0643754 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.225263 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.352396 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.00409848 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-1.17016 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.701943 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.120996 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0720118 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.0266075 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.509138 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.226628 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.188643 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.04317 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.427478 # DEPENDENCYPART_GRANDPAR
(0,19),(19,24),-0.077098 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.507457 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.225097 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.077098 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-1.69457 # DEPENDENCYPART_GRANDPAR
(0,24),(24,1),0.0846331 # DEPENDENCYPART_GRANDPAR
(0,24),(24,3),-0.122502 # DEPENDENCYPART_GRANDPAR
(0,24),(24,4),0.168201 # DEPENDENCYPART_GRANDPAR
(0,24),(24,6),-0.161463 # DEPENDENCYPART_GRANDPAR
(0,24),(24,7),0.238338 # DEPENDENCYPART_GRANDPAR
(0,24),(24,8),0.0538035 # DEPENDENCYPART_GRANDPAR
(0,24),(24,10),-0.0739303 # DEPENDENCYPART_GRANDPAR
(0,24),(24,11),-0.320082 # DEPENDENCYPART_GRANDPAR
(0,24),(24,13),-0.196042 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),-0.997032 # DEPENDENCYPART_GRANDPAR
(0,24),(24,15),0.563969 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),0.0190817 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.113492 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),0.121722 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),-0.309577 # DEPENDENCYPART_GRANDPAR
(0,24),(24,21),-0.0274402 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),0.010918 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-1.60268 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),-0.323298 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-0.146801 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.108667 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.438303 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.598476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,5),0.0783171 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.840664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
