# _root_ haren iritziz , irtenbide onena " hemengo jendea lortzea da " ; eta hori erdietsi ezean , kanpotik ekartzeko aukera ez du baztertzen .
#goldHeads=10,1,2,10,4,5,8,9,10,13,10,11,0,15,23,15,16,19,20,23,23,23,13,23,
#predictedHeads=2,10,2,10,4,5,8,9,10,13,10,11,0,15,13,15,16,19,20,23,23,23,13,23,
(19,15),(19,17),-0.0830575 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.000707765 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00844785 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0370583 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.104816 # DEPENDENCYPART_SIBL
(19,15),(19,23),-0.00126972 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0730078 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.00995779 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0464651 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00308278 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0136036 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.00969432 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.166941 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00748086 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0158404 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.015251 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0163155 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0399729 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00773493 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0219502 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0068275 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00457871 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.00181882 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.012429 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0772899 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0101447 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0819508 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0384367 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0164261 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0413588 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0164276 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.038288 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0783117 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0578807 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0445563 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0230877 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.012248 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0239132 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0489098 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0373581 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0612229 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.046658 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0278384 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0103623 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0195894 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.02184 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.00695471 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0308682 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.120198 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.109511 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0564182 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.0384039 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0822778 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0197422 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0219269 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.00864513 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0316582 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0358659 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0628976 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0450441 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.00736339 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.0741448 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0496231 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0319627 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0560931 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0213623 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0530685 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0393457 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0629201 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0627796 # DEPENDENCYPART_SIBL
(23,2),(23,7),-0.00668623 # DEPENDENCYPART_SIBL
(23,2),(23,8),-0.00689328 # DEPENDENCYPART_SIBL
(23,2),(23,9),0.0147453 # DEPENDENCYPART_SIBL
(23,2),(23,10),0.00760715 # DEPENDENCYPART_SIBL
(23,2),(23,13),0.0151088 # DEPENDENCYPART_SIBL
(23,2),(23,14),-0.0203722 # DEPENDENCYPART_SIBL
(23,2),(23,15),0.0237908 # DEPENDENCYPART_SIBL
(23,2),(23,16),-0.00962782 # DEPENDENCYPART_SIBL
(23,2),(23,17),-0.0654635 # DEPENDENCYPART_SIBL
(23,2),(23,18),0.0112285 # DEPENDENCYPART_SIBL
(23,2),(23,19),0.0051445 # DEPENDENCYPART_SIBL
(23,2),(23,20),0.0628286 # DEPENDENCYPART_SIBL
(23,2),(23,21),0.0323557 # DEPENDENCYPART_SIBL
(23,2),(23,22),0.0393366 # DEPENDENCYPART_SIBL
(23,2),(23,24),0.0287642 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.01399 # DEPENDENCYPART_SIBL
(23,7),(23,9),0.0108443 # DEPENDENCYPART_SIBL
(23,7),(23,10),0.0116462 # DEPENDENCYPART_SIBL
(23,7),(23,13),0.0244066 # DEPENDENCYPART_SIBL
(23,7),(23,14),-0.0321143 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0162117 # DEPENDENCYPART_SIBL
(23,7),(23,16),-0.0119016 # DEPENDENCYPART_SIBL
(23,7),(23,17),-0.0421239 # DEPENDENCYPART_SIBL
(23,7),(23,18),-0.00439207 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.00846515 # DEPENDENCYPART_SIBL
(23,7),(23,20),0.00869324 # DEPENDENCYPART_SIBL
(23,7),(23,21),0.0318758 # DEPENDENCYPART_SIBL
(23,7),(23,22),0.042898 # DEPENDENCYPART_SIBL
(23,7),(23,24),0.0992877 # DEPENDENCYPART_SIBL
(23,8),(23,9),0.0215771 # DEPENDENCYPART_SIBL
(23,8),(23,10),0.0126703 # DEPENDENCYPART_SIBL
(23,8),(23,13),0.0199808 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.0157652 # DEPENDENCYPART_SIBL
(23,8),(23,15),0.0306226 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.00648346 # DEPENDENCYPART_SIBL
(23,8),(23,17),-0.0602398 # DEPENDENCYPART_SIBL
(23,8),(23,18),0.0143729 # DEPENDENCYPART_SIBL
(23,8),(23,19),0.0119763 # DEPENDENCYPART_SIBL
(23,8),(23,20),0.0659729 # DEPENDENCYPART_SIBL
(23,8),(23,21),0.0477254 # DEPENDENCYPART_SIBL
(23,8),(23,22),0.0493988 # DEPENDENCYPART_SIBL
(23,8),(23,24),0.0513765 # DEPENDENCYPART_SIBL
(23,9),(23,10),-0.028737 # DEPENDENCYPART_SIBL
(23,9),(23,13),0.000763434 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0275441 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0174219 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.008607 # DEPENDENCYPART_SIBL
(23,9),(23,17),-0.0840898 # DEPENDENCYPART_SIBL
(23,9),(23,18),0.00179754 # DEPENDENCYPART_SIBL
(23,9),(23,19),-0.0297146 # DEPENDENCYPART_SIBL
(23,9),(23,20),0.0219742 # DEPENDENCYPART_SIBL
(23,9),(23,21),0.0108332 # DEPENDENCYPART_SIBL
(23,9),(23,22),0.0105305 # DEPENDENCYPART_SIBL
(23,9),(23,24),-0.0613839 # DEPENDENCYPART_SIBL
(23,10),(23,13),0.0146585 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.0759845 # DEPENDENCYPART_SIBL
(23,10),(23,15),-0.0432363 # DEPENDENCYPART_SIBL
(23,10),(23,16),-0.055312 # DEPENDENCYPART_SIBL
(23,10),(23,17),-0.0716023 # DEPENDENCYPART_SIBL
(23,10),(23,18),-0.0467128 # DEPENDENCYPART_SIBL
(23,10),(23,19),-0.0509836 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0292057 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.0214498 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.00759785 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.0429164 # DEPENDENCYPART_SIBL
(23,13),(23,14),-0.0979953 # DEPENDENCYPART_SIBL
(23,13),(23,15),-0.0320605 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.115361 # DEPENDENCYPART_SIBL
(23,13),(23,17),-0.0933607 # DEPENDENCYPART_SIBL
(23,13),(23,18),-0.106472 # DEPENDENCYPART_SIBL
(23,13),(23,19),-0.0398078 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0918572 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0484159 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.046562 # DEPENDENCYPART_SIBL
(23,13),(23,24),-0.0670649 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0017498 # DEPENDENCYPART_SIBL
(23,14),(23,16),-0.00599885 # DEPENDENCYPART_SIBL
(23,14),(23,17),-0.0703461 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.00276936 # DEPENDENCYPART_SIBL
(23,14),(23,19),-0.00593237 # DEPENDENCYPART_SIBL
(23,14),(23,20),0.0215464 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0453415 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0716852 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.0230972 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.00772425 # DEPENDENCYPART_SIBL
(23,15),(23,17),-0.0840342 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.00268029 # DEPENDENCYPART_SIBL
(23,15),(23,19),-0.0296584 # DEPENDENCYPART_SIBL
(23,15),(23,20),0.022857 # DEPENDENCYPART_SIBL
(23,15),(23,21),0.0106563 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0108061 # DEPENDENCYPART_SIBL
(23,15),(23,24),-0.0629837 # DEPENDENCYPART_SIBL
(23,16),(23,17),-0.0642681 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.00668576 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.00674918 # DEPENDENCYPART_SIBL
(23,16),(23,20),0.0582858 # DEPENDENCYPART_SIBL
(23,16),(23,21),0.0436971 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0451985 # DEPENDENCYPART_SIBL
(23,16),(23,24),0.0278749 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.163327 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.103131 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.144476 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.0823675 # DEPENDENCYPART_SIBL
(23,17),(23,22),-0.0403776 # DEPENDENCYPART_SIBL
(23,17),(23,24),-0.036007 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0173465 # DEPENDENCYPART_SIBL
(23,18),(23,20),0.0851476 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0520466 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0534051 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.0328154 # DEPENDENCYPART_SIBL
(23,19),(23,20),0.0229176 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0109475 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0108647 # DEPENDENCYPART_SIBL
(23,19),(23,24),-0.0599767 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.051153 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.0435605 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0484252 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.375314 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.091473 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.15418 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.197827 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.0530029 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.126219 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0410268 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0132607 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0880508 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0431027 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0603578 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.280179 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0949906 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.00763389 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.204171 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.123061 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.146606 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0146059 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.305456 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0626906 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.0370973 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0844016 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0931307 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.285133 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0415905 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0603612 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.285413 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.0601834 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.0962492 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0402913 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0447132 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.204911 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.146904 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0151296 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.04337 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.333834 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.0265217 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0849146 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.00397517 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0962999 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0767853 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.542097 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.10158 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.142928 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.072036 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.20897 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.34973 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.116053 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.0440739 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.413132 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.0702216 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.15396 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0613696 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0818418 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0245526 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0350429 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.128101 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.124628 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.132836 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.173707 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.0201095 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.179168 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.0483352 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),0.220731 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.0830379 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.447633 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.297545 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),-0.215493 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.00482402 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.598395 # DEPENDENCYPART_GRANDPAR
(0,12),(12,23),-0.0293994 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.14639 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.0637992 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.170453 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.31625 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.349459 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.0678436 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.487168 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.306114 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.0492463 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.174968 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.173318 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.329476 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.259971 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.41222 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.165837 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.0685686 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.0773048 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.0965144 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.0620371 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.382023 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.0481671 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.133104 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0273897 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.0632866 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.028596 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.0371644 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.413212 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.101394 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.192763 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.152956 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.0608081 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.0054634 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.194352 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.057125 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.238895 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),0.361807 # DEPENDENCYPART_GRANDPAR
(0,15),(15,23),-0.101435 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.0441178 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.146726 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.348932 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.00119568 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.159003 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.0229653 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.173397 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.181585 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.341249 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.254341 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),0.0887723 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.245987 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.350854 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.525055 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.226235 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.132297 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.159003 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.0229199 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.0379373 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.157844 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.34112 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.255175 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.414415 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.0887722 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.352606 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.0243818 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.00403723 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.0962679 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.0786406 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.0710541 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.389922 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.0776075 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.211398 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.0509769 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.00656047 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0384712 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.145088 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.0628111 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.24787 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),0.349986 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.115727 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.160509 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.0380934 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.0404026 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.16088 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.192343 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.353355 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.416391 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.0881924 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.353492 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.252988 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.32337 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.467734 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.286281 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.433203 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.284757 # DEPENDENCYPART_GRANDPAR
(0,23),(23,2),0.353169 # DEPENDENCYPART_GRANDPAR
(0,23),(23,7),-0.0810179 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.0574508 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.0573197 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),0.40479 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),0.091205 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.198632 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),0.0647112 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),0.0277503 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.02389 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.123898 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.253766 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),-0.195269 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.135254 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.0349804 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),-0.207886 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.505906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0336593 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.283064 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.377629 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.813073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.307082 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.230684 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),0.146763 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.462797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.136282 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.2424 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.286371 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.312508 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.092996 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.116562 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.523718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,4),-0.231961 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.132942 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.190844 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.214256 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.362118 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.02233 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.24371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.220715 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.244503 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.0764278 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0307384 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.174173 # DEPENDENCYPART_GRANDPAR
