# _root_ bestalde , donostiako manifestaldian izan zen " batasuna " azpimarratu zuen elortzak , eta " demokraten batasun hori berriz eskuratu " behar dela uste_du .
#goldHeads=0,3,4,5,8,5,6,10,8,14,10,10,12,0,14,17,20,17,20,22,20,24,22,14,24,
#predictedHeads=0,3,4,5,0,5,6,10,8,14,10,10,12,0,14,17,20,17,20,24,20,23,24,14,24,
(24,16),(24,25),-0.0058235 # DEPENDENCYPART_SIBL
(24,17),(24,18),-0.0364136 # DEPENDENCYPART_SIBL
(24,17),(24,19),-0.0297864 # DEPENDENCYPART_SIBL
(24,17),(24,20),-0.0207748 # DEPENDENCYPART_SIBL
(24,17),(24,22),-0.0358618 # DEPENDENCYPART_SIBL
(24,17),(24,23),-0.00560971 # DEPENDENCYPART_SIBL
(24,17),(24,25),-0.00489773 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0262333 # DEPENDENCYPART_SIBL
(24,18),(24,20),-0.0174453 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.0114111 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0193348 # DEPENDENCYPART_SIBL
(24,18),(24,25),0.0186109 # DEPENDENCYPART_SIBL
(24,19),(24,20),-0.0094278 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.0013644 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.000593332 # DEPENDENCYPART_SIBL
(24,19),(24,25),0.0791061 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.00226568 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0107239 # DEPENDENCYPART_SIBL
(24,20),(24,25),-0.0602759 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.00182206 # DEPENDENCYPART_SIBL
(24,22),(24,25),-0.0270063 # DEPENDENCYPART_SIBL
(24,23),(24,25),0.0556344 # DEPENDENCYPART_SIBL
(0,1),(1,2),-0.341462 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.389728 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0500805 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.428525 # DEPENDENCYPART_GRANDPAR
(0,2),(2,24),1.05758 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.178064 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.18614 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.178064 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.351444 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.147853 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.507019 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.198905 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.582637 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),0.842309 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.0559647 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.0873972 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.341624 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.186737 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.724409 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0267363 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0695577 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.848956 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.264425 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.133703 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.00670405 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.139376 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.358026 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.394146 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.239263 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.0452841 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.292283 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.549642 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.48812 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.262996 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.0146694 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),-0.176896 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.356841 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.202162 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0782972 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.177544 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0951847 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.16598 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.0157273 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.582165 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.102393 # DEPENDENCYPART_GRANDPAR
(0,8),(8,24),0.842011 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.0146694 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.659497 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.041973 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.0381732 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.243821 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0889333 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.230256 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.338874 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0988421 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.924109 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.308447 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0569287 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.0849487 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.183688 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.121853 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.356993 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.232527 # DEPENDENCYPART_GRANDPAR
(0,10),(10,23),-0.245375 # DEPENDENCYPART_GRANDPAR
(0,10),(10,24),1.01911 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0657474 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.292922 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.0191699 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.015674 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.218164 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0689349 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.388732 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.328909 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.0539313 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.234068 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.338622 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.136709 # DEPENDENCYPART_GRANDPAR
(0,13),(13,24),1.05758 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.567666 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.413822 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.232764 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.430134 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.0743144 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.18541 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.127735 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0910335 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.178094 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.52821 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.480763 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.13508 # DEPENDENCYPART_GRANDPAR
(0,14),(14,23),-0.485787 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),0.923327 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.457971 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.0892686 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.201081 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.0538495 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.402299 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.06346 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.589209 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),-0.361166 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),-0.4181 # DEPENDENCYPART_GRANDPAR
(0,17),(17,24),0.842043 # DEPENDENCYPART_GRANDPAR
(0,17),(17,25),-0.428541 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.00574174 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.411025 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.356036 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.00691132 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.00972862 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.3096 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-0.154712 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),0.205972 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.164621 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.0500004 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),0.387198 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.131374 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.0814967 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.0226148 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.359525 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.304983 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.114787 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.488613 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.175256 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.173112 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.319194 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),0.972993 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.374683 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.324682 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.271399 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.411651 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),0.200428 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.14593 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.294292 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),-0.155058 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),0.150085 # DEPENDENCYPART_GRANDPAR
(0,23),(23,8),-0.164578 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),-0.00531339 # DEPENDENCYPART_GRANDPAR
(0,23),(23,12),0.131028 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.107799 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),0.0404441 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.35977 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.310282 # DEPENDENCYPART_GRANDPAR
(0,23),(23,18),-0.167765 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.48756 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),0.0667061 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.427949 # DEPENDENCYPART_GRANDPAR
(0,23),(23,24),0.903741 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),-0.256303 # DEPENDENCYPART_GRANDPAR
(0,24),(24,14),0.0458364 # DEPENDENCYPART_GRANDPAR
(0,24),(24,16),-0.341452 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.28691 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),-0.10201 # DEPENDENCYPART_GRANDPAR
(0,24),(24,19),-0.476583 # DEPENDENCYPART_GRANDPAR
(0,24),(24,20),0.135663 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.317834 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.627114 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),-0.272477 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.64822 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-1.1316 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.301206 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.378117 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.672951 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.510052 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.574066 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.972501 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-1.13816 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.737226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.380919 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.519999 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.589567 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.325027 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.47916 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.7648 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.856775 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.663614 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.634373 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.616738 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.780975 # DEPENDENCYPART_GRANDPAR
(1,5),(5,23),-0.518623 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.271887 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.535837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.289165 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.300188 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.180939 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.239527 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.270944 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.026931 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.286322 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),0.027808 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.517511 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.193154 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.199015 # DEPENDENCYPART_GRANDPAR
(2,24),(24,14),-0.398368 # DEPENDENCYPART_GRANDPAR
(2,24),(24,16),-0.426464 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.403954 # DEPENDENCYPART_GRANDPAR
(2,24),(24,18),-0.434346 # DEPENDENCYPART_GRANDPAR
(2,24),(24,19),-0.293434 # DEPENDENCYPART_GRANDPAR
(2,24),(24,20),-0.144917 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.335477 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.273139 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.628973 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.708393 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-0.29929 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.331162 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.920153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.411235 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.335972 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.571768 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.251752 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.0210317 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-0.605394 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.125788 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0368623 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.539315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,1),-0.33268 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.364519 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.277407 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.25368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.518287 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.226881 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.187418 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.348845 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.292721 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.0802742 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.00853694 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.149985 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),0.0168332 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.24089 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.181898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),-0.0920643 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.345228 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.330844 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.292779 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.262471 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.118979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.115166 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.434646 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.146869 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.199909 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.145754 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.406757 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.457824 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),0.151813 # DEPENDENCYPART_GRANDPAR
(4,11),(11,5),-0.259416 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.373507 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.391722 # DEPENDENCYPART_GRANDPAR
(4,24),(24,14),0.134354 # DEPENDENCYPART_GRANDPAR
(4,24),(24,16),-0.245634 # DEPENDENCYPART_GRANDPAR
(4,24),(24,17),-0.162542 # DEPENDENCYPART_GRANDPAR
(4,24),(24,18),0.243701 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),0.0402596 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),-0.0107161 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-0.153749 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),0.0389629 # DEPENDENCYPART_GRANDPAR
(4,24),(24,25),-0.438497 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0457815 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.259166 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.635083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,5),-0.61119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,24),-0.575009 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0713829 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.406166 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0714121 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0287976 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.495533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.304938 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),0.0563045 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.701096 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.46149 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.40796 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0851905 # DEPENDENCYPART_GRANDPAR
(5,6),(6,7),-0.0156139 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.177209 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.656897 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.0952383 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.208928 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.113842 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.203716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.224171 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.217872 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0142496 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.159676 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.57631 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.138478 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.271409 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.369549 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.251582 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.387094 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.0643242 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.401197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.127853 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.258179 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.630302 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.247672 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.184234 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0141889 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.235398 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.409669 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.291216 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.123746 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.0738626 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.460011 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.405337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,8),0.231804 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.338238 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.285002 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.0955808 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),0.127877 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.13112 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.301846 # DEPENDENCYPART_GRANDPAR
(5,12),(12,20),0.0572185 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.384059 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.53018 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.0366181 # DEPENDENCYPART_GRANDPAR
(5,13),(13,24),-0.407182 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.44908 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.12631 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.255811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,8),0.27676 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.191604 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.648057 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.154379 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.174005 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.549312 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.0391277 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.223406 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.0176224 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.118708 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.350369 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.387023 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.0642533 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.395265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,8),0.24954 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.0377356 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.543569 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.195045 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.166183 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),0.0106459 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.186891 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.351086 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.128615 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.221823 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.511862 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.334814 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.0840178 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.457552 # DEPENDENCYPART_GRANDPAR
(5,23),(23,4),-0.134545 # DEPENDENCYPART_GRANDPAR
(5,23),(23,5),-0.384506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,23),(23,8),0.251841 # DEPENDENCYPART_GRANDPAR
(5,23),(23,10),0.0718253 # DEPENDENCYPART_GRANDPAR
(5,23),(23,12),-0.192407 # DEPENDENCYPART_GRANDPAR
(5,23),(23,13),-0.154888 # DEPENDENCYPART_GRANDPAR
(5,23),(23,14),0.0452638 # DEPENDENCYPART_GRANDPAR
(5,23),(23,16),-0.184151 # DEPENDENCYPART_GRANDPAR
(5,23),(23,17),-0.349413 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.101413 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.180359 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.02615 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.419392 # DEPENDENCYPART_GRANDPAR
